WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
42	4920451	54814	4926239	929683	4932042	1491214	4920451	0.84122	4926239	1.00823	4932042	1.06139	4920451	65160.1245809657	4926239	922094.16502187	4932042	1404963.30283873	4937018	41351	4942806	905469	4948609	1549148	4937018	0.84122	4942806	1.00806	4948609	1.06305	4937018	49155.9877321034	4942806	898229.272067139	4948609	1457267.29692865	4953585	28042	4959373	919243	4965192	1626217	4953585	0.84159	4959373	1.00777	4965192	1.0631	4953585	33320.2628358227	4959373	912155.551365887	4965192	1529693.34963785
43	5040462	52537	5046250	929837	5052053	1451654	5040462	0.84166	5046250	1.00783	5052053	1.06215	5040462	62420.6924411283	5046250	922612.940674518	5052053	1366712.79951043	5057045	39145	5062832	907553	5068620	1515296	5057045	0.84121	5062832	1.00937	5068620	1.06364	5057045	46534.1591279229	5062832	899128.169055946	5068620	1424632.39441916	5073612	27369	5079400	921991	5085203	1599267	5073612	0.8418	5079400	1.0082	5085203	1.06293	5073612	32512.4732715609	5079400	914492.164253124	5085203	1504583.55677232
44	5160473	50521	5166261	931221	5172079	1428888	5160473	0.84178	5166261	1.00828	5172079	1.06263	5160473	60016.8690156573	5166261	923573.808862617	5172079	1344671.24022473	5177056	37746	5182828	909084	5188631	1502085	5177056	0.84218	5182828	1.00793	5188631	1.06357	5177056	44819.3972784915	5182828	901931.681763615	5188631	1412304.78482846	5193607	26737	5199379	923333	5205198	1594098	5193607	0.84259	5199379	1.00846	5205198	1.06293	5193607	31731.9218125067	5199379	915587.132856038	5205198	1499720.58366967
45	5280484	49199	5286272	932684	5292075	1422827	5280484	0.84133	5286272	1.00865	5292075	1.06348	5280484	58477.6484851366	5286272	924685.47067863	5292075	1337897.28062587	5297051	37121	5302823	911033	5308626	1513770	5297051	0.84156	5302823	1.00855	5308626	1.06336	5297051	44109.748562194	5302823	903309.702047494	5308626	1423572.44959374	5313618	26731	5319406	925140	5325209	1614658	5313618	0.84234	5319406	1.0086	5325209	1.06217	5313618	31734.2165871263	5319406	917251.635930993	5325209	1520150.25843321
46	5400495	48412	5406283	935095	5412086	1428957	5400495	0.842	5406283	1.00786	5412086	1.06342	5400495	57496.4370546318	5406283	927802.472565634	5412086	1343737.18756465	5417078	36197	5422850	913840	5428653	1538634	5417078	0.84264	5422850	1.00867	5428653	1.06284	5417078	42956.6600208867	5422850	905985.109104068	5428653	1447662.86553009	5433629	26217	5439417	926037	5445220	1653712	5433629	0.84237	5439417	1.00852	5445220	1.06386	5433629	31122.9032372948	5439417	918213.818268354	5445220	1554445.1337582
47	5520506	47485	5526309	936550	5532112	1444692	5520506	0.84292	5526309	1.00833	5532112	1.06342	5520506	56333.9344184502	5526309	928812.98781153	5532112	1358533.78721484	5537073	35179	5542861	916253	5548664	1576055	5537073	0.84267	5542861	1.00908	5548664	1.06276	5537073	41747.0658739483	5542861	908008.28477425	5548664	1482982.98769242	5553640	25949	5559428	929202	5565231	1705649	5553640	0.84205	5559428	1.00895	5565231	1.0627	5553640	30816.4598301764	5559428	920959.4132514	5565231	1605014.58548979
48	5640517	47181	5646305	938014	5652108	1471228	5640517	0.84317	5646305	1.0103	5652108	1.0639	5640517	55956.6872635412	5646305	928450.955161833	5652108	1382863.05103863	5657084	34907	5662872	915206	5668659	1623801	5657084	0.84254	5662872	1.00912	5668659	1.06347	5657084	41430.6739145916	5662872	906934.755034089	5668659	1526889.33397275	5673636	25895	5679408	926460	5685211	1771215	5673636	0.8429	5679408	1.00953	5685211	1.0648	5673636	30721.3192549531	5679408	917714.183828118	5685211	1663425.05634861
49	5760528	46024	5766316	938336	5772103	1503198	5760528	0.84202	5766316	1.00876	5772103	1.06258	5760528	54659.0342272155	5766316	930187.557000674	5772103	1414668.07205105	5777080	34544	5782867	914771	5788670	1685418	5777080	0.84256	5782867	1.00858	5788670	1.06298	5777080	40998.8606152678	5782867	906989.034087529	5788670	1585559.46490056	5793647	25897	5799434	927588	5805222	1847947	5793647	0.8425	5799434	1.00859	5805222	1.06308	5793647	30738.2789317507	5799434	919687.88110134	5805222	1738295.33054897
50	5880539	46178	5886342	938471	5892130	1545259	5880539	0.84196	5886342	1.0085	5892130	1.06242	5880539	54845.8359066939	5886342	930561.229548835	5892130	1454470.92486964	5897122	34728	5902894	916316	5908697	1755686	5897122	0.84179	5902894	1.00909	5908697	1.06282	5897122	41254.944819967	5902894	908061.718974522	5908697	1651912.83566361	5913673	25957	5919461	931148	5925264	1932963	5913673	0.84231	5919461	1.00891	5925264	1.06266	5913673	30816.4452517482	5919461	922924.740561596	5925264	1818985.3763198
51	6000550	45792	6006353	940207	6012156	1597782	6000550	0.842	6006353	1.00837	6012156	1.06257	6000550	54384.7980997625	6006353	932402.788658925	6012156	1503695.75651486	6017133	33853	6022920	918579	6028724	1833321	6017133	0.842	6022920	1.00907	6028724	1.06306	6017133	40205.4631828979	6022920	910322.376049233	6028724	1724569.63859048	6033684	25961	6039472	927229	6045275	2024831	6033684	0.84214	6039472	1.00767	6045275	1.0625	6033684	30827.4158690954	6039472	920171.286234581	6045275	1905723.29411765
52	6120561	45476	6126333	939035	6132121	1652705	6120561	0.84228	6126333	1.0088	6132121	1.06477	6120561	53991.5467540485	6126333	930843.576526566	6132121	1552170.89136621	6137113	33919	6142900	916663	6148703	1912374	6137113	0.84282	6142900	1.00889	6148703	1.0636	6137113	40244.6548491967	6142900	908585.673363796	6148703	1798019.93230538	6153680	25933	6159468	930919	6165271	2117180	6153680	0.84216	6159468	1.00901	6165271	1.06416	6153680	30793.4359266648	6159468	922606.317083081	6165271	1989531.64937603
53	6240572	45399	6246375	938848	6252178	1710810	6240572	0.84331	6246375	1.01029	6252178	1.06508	6240572	53834.295810556	6246375	929285.650654762	6252178	1606273.70713937	6257139	34212	6262927	917980	6268730	2000132	6257139	0.84317	6262927	1.00946	6268730	1.06321	6257139	40575.44741867	6262927	909377.29082876	6268730	1881220.07881792	6273707	25919	6279494	934333	6285297	2209242	6273707	0.84247	6279494	1.00946	6285297	1.06382	6273707	30765.4871983572	6279494	925577.041190339	6285297	2076706.58570059
54	6360583	45439	6366371	938362	6372174	1770158	6360583	0.84317	6366371	1.00879	6372174	1.06374	6360583	53890.6744784563	6366371	930185.667978469	6372174	1664088.96910899	6377150	34124	6382938	918733	6388741	2080765	6377150	0.84243	6382938	1.00914	6388741	1.06289	6377150	40506.6296309486	6382938	910411.8358206	6388741	1957648.48667313	6393718	26098	6399490	931637	6405293	2295095	6393718	0.84259	6399490	1.00889	6405293	1.06293	6393718	30973.5458526686	6399490	923427.727502503	6405293	2159215.56452448
55	6480594	45499	6486382	941637	6492185	1841051	6480594	0.8425	6486382	1.00968	6492185	1.06374	6480594	54004.7477744807	6486382	932609.341573568	6492185	1730734.01395078	6497146	34132	6502933	917762	6508737	2164768	6497146	0.84263	6502933	1.00864	6508737	1.06408	6497146	40506.5093813418	6502933	909900.46002538	6508737	2034403.42831366	6513713	26016	6519501	935086	6525304	2368320	6513713	0.84272	6519501	1.01024	6525304	1.06415	6513713	30871.4638314031	6519501	925607.776369971	6525304	2225550.90917634
56	6600605	45100	6606393	941750	6612196	1906862	6600605	0.8428	6606393	1.00921	6612196	1.06361	6600605	53512.1025154248	6606393	933155.636587034	6612196	1792820.67675182	6617172	34336	6622960	920545	6628763	2245118	6617172	0.84232	6622960	1.009	6628763	1.06327	6617172	40763.6052806534	6622960	912333.994053518	6628763	2111522.00287791	6633724	26291	6639512	933762	6645315	2436746	6633724	0.84215	6639512	1.00849	6645315	1.06338	6633724	31218.9039957252	6639512	925901.099663854	6645315	2291510.09046625
57	6720632	45233	6726404	940941	6732223	1975680	6720632	0.84277	6726404	1.00891	6732223	1.06325	6720632	53671.8203068453	6726404	932631.255513376	6732223	1858151.89278157	6737199	34580	6742987	919808	6748774	2310467	6737199	0.84272	6742987	1.00959	6748774	1.06438	6737199	41033.7953294095	6742987	911070.830733268	6748774	2170716.28553712	6753766	26507	6759538	932180	6765341	2491661	6753766	0.84235	6759538	1.00901	6765341	1.06319	6753766	31467.9171365822	6759538	923856.056927087	6765341	2343570.76345714
58	6840643	45417	6846430	939823	6852249	2043642	6840643	0.84293	6846430	1.00984	6852249	1.0637	6840643	53879.9188544719	6846430	930665.253901608	6852249	1921257.87346056	6857226	34355	6863013	920647	6868801	2380502	6857226	0.84215	6863013	1.00968	6868801	1.06276	6857226	40794.3952977498	6863013	911820.576816417	6868801	2239924.34792427	6873793	26444	6879580	934915	6885384	2541116	6873793	0.84232	6879580	1.00883	6885384	1.06345	6873793	31394.2444676607	6879580	926731.956821268	6885384	2389502.09224693
59	6960654	45035	6966441	943185	6972245	2114854	6960654	0.84233	6966441	1.00975	6972245	1.06369	6960654	53464.7940830791	6966441	934077.74201535	6972245	1988224.01263526	6977221	34620	6983009	921178	6988812	2434519	6977221	0.84286	6983009	1.00954	6988812	1.06374	6977221	41074.4370358067	6983009	912473.00750837	6988812	2288641.0213022	6993788	26773	6999576	934558	7005395	2580086	6993788	0.84321	6999576	1.00934	7005395	1.06394	6993788	31751.2837845851	6999576	925910.000594448	7005395	2425029.60693272
60	7080665	45848	7086452	944355	7092256	2176690	7080665	0.8426	7086452	1.00891	7092256	1.0638	7080665	54412.5326370757	7086452	936015.10541079	7092256	2046145.89208498	7097232	34776	7103020	922544	7108823	2480183	7097232	0.843	7103020	1.00934	7108823	1.06403	7097232	41252.6690391459	7103020	914007.173004141	7108823	2330933.33834572	7113784	27049	7119571	933105	7125374	2615039	7113784	0.84272	7119571	1.0089	7125374	1.0641	7113784	32097.256502753	7119571	924873.624739815	7125374	2457512.45183723
61	7200676	45664	7206463	942139	7212267	2235582	7200676	0.84266	7206463	1.00904	7212267	1.06425	7200676	54190.3021384663	7206463	933698.366764449	7212267	2100617.33615222	7217243	35336	7223031	917587	7228834	2520309	7217243	0.84281	7223031	1.00864	7228834	1.06327	7217243	41926.4128332602	7223031	909726.959073604	7228834	2370337.73171443	7233795	26964	7239582	934430	7245385	2630636	7233795	0.84289	7239582	1.00894	7245385	1.06379	7233795	31989.9393752447	7239582	926150.217059488	7245385	2472890.3260982
62	7320687	45633	7326474	941970	7332278	2293724	7320687	0.84361	7326474	1.01039	7332278	1.06498	7320687	54092.5309088323	7326474	932283.573669573	7332278	2153771.90181975	7337254	35731	7343042	921412	7348845	2552791	7337254	0.84347	7343042	1.00997	7348845	1.06421	7337254	42361.9097300438	7343042	912316.207412102	7348845	2398766.22095263	7353821	27048	7359593	934380	7365396	2649504	7353821	0.84353	7359593	1.01012	7365396	1.06362	7353821	32065.2496058232	7359593	925018.809646379	7365396	2491024.99012805
63	7440698	46336	7446485	941657	7452289	2341738	7440698	0.84274	7446485	1.01014	7452289	1.0647	7440698	54982.5568977383	7446485	932204.44690835	7452289	2199434.58251151	7457265	35525	7463053	921336	7468856	2578933	7457265	0.84282	7463053	1.00962	7468856	1.06397	7457265	42150.1625495361	7463053	912557.199738516	7468856	2423877.55293852	7473832	27167	7479604	934496	7485407	2662480	7473832	0.84262	7479604	1.00904	7485407	1.06487	7473832	32241.1051244927	7479604	926123.840482042	7485407	2500286.41993858
64	7560709	46172	7566481	944644	7572284	2389303	7560709	0.84264	7566481	1.00995	7572284	1.06436	7560709	54794.4555207443	7566481	935337.392940245	7572284	2244825.99872224	7577260	36404	7583048	922559	7588851	2598564	7577260	0.84273	7583048	1.00995	7588851	1.06351	7577260	43197.7027043062	7583048	913469.973761077	7588851	2443384.64142321	7593828	27254	7599615	934676	7605418	2675824	7593828	0.84254	7599615	1.00836	7605418	1.06462	7593828	32347.4256415126	7599615	926926.891189655	7605418	2513407.6008341
65	7680720	46354	7686507	943342	7692311	2427088	7680720	0.84323	7686507	1.00953	7692311	1.06405	7680720	54971.9530851606	7686507	934436.817132725	7692311	2280990.55495512	7697287	36504	7703075	921438	7708878	2610383	7697287	0.84282	7703075	1.00982	7708878	1.06415	7697287	43311.7391613868	7703075	912477.471232497	7708878	2453021.6604802	7713854	27464	7719626	935101	7725429	2677576	7713854	0.84333	7719626	1.00948	7725429	1.06332	7713854	32566.136625046	7719626	926319.491223204	7725429	2518128.12699846
66	7800731	46350	7806518	941254	7812322	2464575	7800731	0.84249	7806518	1.00933	7812322	1.06479	7800731	55015.4897980985	7806518	932553.277917034	7812322	2314611.33181191	7817298	37018	7823086	921229	7828889	2623957	7817298	0.8428	7823086	1.00957	7828889	1.06434	7817298	43922.6388229711	7823086	912496.409362402	7828889	2465337.20427683	7833865	27867	7839653	933421	7845440	2680663	7833865	0.84263	7839653	1.00961	7845440	1.06441	7833865	33071.4548496968	7839653	924536.207050247	7845440	2518449.65755677
67	7920742	46491	7926529	941017	7932333	2488714	7920742	0.84321	7926529	1.00936	7932333	1.0638	7920742	55135.7313124844	7926529	932290.758500436	7932333	2339456.66478661	7937309	36979	7943097	921899	7948900	2631547	7937309	0.84393	7943097	1.01003	7948900	1.06429	7937309	43817.6152050526	7943097	912744.175915567	7948900	2472584.53992803	7953876	27901	7959648	934486	7965451	2679027	7953876	0.84251	7959648	1.00963	7965451	1.06283	7953876	33116.5208721558	7959648	925572.734566128	7965451	2520654.29090259
68	8040753	46381	8046540	943493	8052344	2518450	8040753	0.84283	8046540	1.00838	8052344	1.0636	8040753	55030.0772397755	8046540	935652.234276761	8052344	2367854.45656262	8057320	37594	8063108	919375	8068911	2637245	8057320	0.84269	8063108	1.00852	8068911	1.06363	8057320	44611.8976135946	8063108	911608.09899655	8068911	2479475.94558258	8073903	27768	8079690	935591	8085494	2679554	8073903	0.84188	8079690	1.00965	8085494	1.06336	8073903	32983.3230389129	8079690	926648.838706483	8085494	2519893.54498947
69	8160764	46581	8166551	943315	8172339	2541369	8160764	0.84352	8166551	1.00946	8172339	1.06415	8160764	55222.1642640364	8166551	934474.867751075	8172339	2388168.02142555	8177315	37866	8183103	921162	8188906	2638781	8177315	0.84274	8183103	1.00959	8188906	1.06372	8177315	44932.0074993474	8183103	912411.969215226	8188906	2480710.14928741	8193883	28085	8199655	934188	8205458	2687920	8193883	0.8437	8199655	1.00919	8205458	1.06459	8193883	33287.8985421358	8199655	925680.991686402	8205458	2524840.54894373
70	8280775	46755	8286547	944464	8292350	2563589	8280775	0.84275	8286547	1.00977	8292350	1.06477	8280775	55479.0863245328	8286547	935325.866286382	8292350	2407645.78265729	8297326	38208	8303130	921306	8308933	2635738	8297326	0.8427	8303130	1.01006	8308933	1.0634	8297326	45339.9786400854	8303130	912129.972476882	8308933	2478595.07240925	8313909	28425	8319697	936209	8325485	2681337	8313909	0.84297	8319697	1.0094	8325485	1.06374	8313909	33720.0612121428	8319697	927490.588468397	8325485	2520669.52450787
71	8400786	46971	8406589	942663	8412392	2575981	8400786	0.84328	8406589	1.01026	8412392	1.0646	8400786	55700.3604971065	8406589	933089.501712431	8412392	2419670.29870374	8417369	38163	8423141	922162	8428944	2641064	8417369	0.84332	8423141	1.00965	8428944	1.06489	8417369	45253.2846369113	8423141	913348.18996682	8428944	2480128.46397281	8433920	28466	8439708	935690	8445527	2681819	8433920	0.84381	8439708	1.0102	8445527	1.06363	8433920	33735.0825422785	8439708	926242.328251831	8445527	2521383.37579798
72	8520797	47554	8526584	943365	8532388	2583332	8520797	0.84282	8526584	1.01041	8532388	1.06395	8520797	56422.4864146556	8526584	933645.747765758	8532388	2428057.70947883	8537364	38667	8543152	920048	8548971	2638059	8537364	0.84401	8543152	1.00947	8548971	1.06402	8537364	45813.4382294049	8543152	911416.882126264	8548971	2479332.15541061	8553947	28302	8559735	935867	8565538	2679812	8553947	0.8441	8559735	1.01004	8565538	1.06401	8553947	33529.2027011018	8559735	926564.294483387	8565538	2518596.62973092
73	8640808	47223	8646595	944110	8652399	2595488	8640808	0.84352	8646595	1.00896	8652399	1.06517	8640808	55983.2606221548	8646595	935725.89597209	8652399	2436688.97922397	8657375	39112	8663163	923187	8668966	2638268	8657375	0.84373	8663163	1.00847	8668966	1.06423	8657375	46356.0617733161	8663163	915433.280117406	8668966	2479039.3054133	8673942	28812	8679714	933470	8685518	2681754	8673942	0.84285	8679714	1.00956	8685518	1.06501	8673942	34184.0185086314	8679714	924630.532113	8685518	2518055.22952836
74	8760819	47415	8766606	944740	8772410	2603315	8760819	0.84271	8766606	1.00985	8772410	1.06503	8760819	56264.9072634714	8766606	935525.077981879	8772410	2444358.37488146	8777386	39464	8783174	922114	8788977	2636072	8777386	0.8441	8783174	1.00987	8788977	1.06438	8777386	46752.7544129842	8783174	913101.68635567	8788977	2476626.76863526	8793953	29232	8799741	934705	8805544	2677835	8793953	0.84367	8799741	1.00969	8805544	1.06408	8793953	34648.6185356834	8799741	925734.631421526	8805544	2516573.00202992
75	8880830	48149	8886618	943300	8892421	2605967	8880830	0.84325	8886618	1.00981	8892421	1.0642	8880830	57099.3181144382	8886618	934136.124617502	8892421	2448756.81262921	8897397	40076	8903185	918978	8908988	2631877	8897397	0.84319	8903185	1.00969	8908988	1.06478	8897397	47529.0266725175	8903185	910158.563519496	8908988	2471756.60699863	8913949	29001	8919736	935944	8925524	2676082	8913949	0.84345	8919736	1.01161	8925524	1.06534	8913949	34383.7808998755	8919736	925202.400134439	8925524	2511951.11419828
76	9000841	48623	9006629	944496	9012432	2612501	9000841	0.84406	9006629	1.01043	9012432	1.06541	9000841	57606.094353482	9006629	934746.593034649	9012432	2452108.57791836	9017408	40470	9023196	920512	9028999	2630464	9017408	0.84318	9023196	1.01045	9028999	1.06497	9017408	47996.8689959439	9023196	910992.132218319	9028999	2469988.82597632	9033975	29338	9039763	933589	9045582	2674720	9033975	0.84411	9039763	1.01018	9045582	1.06477	9033975	34756.1336792598	9039763	924180.839058386	9045582	2512016.67965852
77	9120852	48349	9126640	944477	9132443	2618118	9120852	0.84316	9126640	1.00979	9132443	1.06569	9120852	57342.6158736183	9126640	935320.215094228	9132443	2456735.07305126	9137435	40272	9143207	920458	9149010	2625529	9137435	0.84329	9143207	1.00964	9149010	1.06415	9137435	47755.8135398262	9143207	911669.505962521	9149010	2467254.61636048	9154002	29230	9159790	936071	9165577	2673101	9154002	0.84362	9159790	1.01011	9165577	1.06535	9154002	34648.3013679145	9159790	926702.042351823	9165577	2509129.39409584
78	9240863	48614	9246651	942018	9252454	2611887	9240863	0.84364	9246651	1.00923	9252454	1.06327	9240863	57624.1050685126	9246651	933402.693142297	9252454	2456466.37260527	9257430	41139	9263218	919081	9269021	2623997	9257430	0.84266	9263218	1.00983	9269021	1.06505	9257430	48820.4020601429	9263218	910134.3790539	9269021	2463731.28022159	9273997	29473	9279769	935644	9285573	2669075	9273997	0.8429	9279769	1.00965	9285573	1.06377	9273997	34966.1881599241	9279769	926701.332144803	9285573	2509071.50981885
79	9360874	49106	9366662	943199	9372465	2614282	9360874	0.8434	9366662	1.0095	9372465	1.0649	9360874	58223.8558216742	9366662	934322.932144626	9372465	2454955.39487276	9377441	41373	9383229	919664	9389032	2616347	9377441	0.84261	9383229	1.00994	9389032	1.06478	9377441	49101.0075835796	9383229	910612.511634354	9389032	2457171.43447473	9394008	29786	9399780	933201	9405584	2666289	9394008	0.843	9399780	1.00952	9405584	1.06372	9394008	35333.3333333333	9399780	924400.705285681	9405584	2506570.33805889
80	9480885	48979	9486673	941418	9492476	2613950	9480885	0.84399	9486673	1.00953	9492476	1.0644	9480885	58032.6781122999	9486673	932530.97976286	9492476	2455796.69297257	9497452	41490	9503240	919667	9509043	2613194	9497452	0.84334	9503240	1.01064	9509043	1.0643	9497452	49197.2395475135	9503240	909984.762130927	9509043	2455317.10983745	9514019	29761	9519807	934800	9525610	2667480	9514019	0.84343	9519807	1.01039	9525610	1.06474	9514019	35285.6787166688	9519807	925187.303912351	9525610	2505287.67586453
81	9600896	49214	9606684	942913	9612487	2610169	9600896	0.84289	9606684	1.00917	9612487	1.06393	9600896	58387.2154136364	9606684	934345.055837966	9612487	2453327.75652534	9617463	41994	9623251	916439	9629054	2608444	9617463	0.8436	9623251	1.00915	9629054	1.06495	9617463	49779.5163584637	9623251	908129.614031611	9629054	2449358.18583032	9634030	29921	9639818	935324	9645621	2662122	9634030	0.84278	9639818	1.00957	9645621	1.06482	9634030	35502.7409288308	9639818	926457.798864863	9645621	2500067.61706204
82	9720907	48981	9726695	940969	9732498	2612373	9720907	0.84246	9726695	1.00979	9732498	1.06481	9720907	58140.4458371911	9726695	931846.225452817	9732498	2453370.08480386	9737474	42548	9743277	921379	9749096	2602311	9737474	0.84345	9743277	1.00965	9749096	1.06397	9737474	50445.1953287095	9743277	912572.673698807	9749096	2445849.97697303	9754073	30105	9759860	933092	9765663	2665797	9754073	0.84349	9759860	1.00994	9765663	1.06434	9754073	35690.9981149747	9759860	923908.350991148	9765663	2504647.95084278
83	9840918	49217	9846706	941227	9852509	2606436	9840918	0.843	9846706	1.01009	9852509	1.06355	9840918	58383.1553973903	9846706	931824.886891267	9852509	2450694.37262	9857485	42875	9863273	916524	9869076	2594606	9857485	0.84258	9863273	1.00854	9869076	1.06385	9857485	50885.3758693537	9863273	908763.162591469	9869076	2438883.30121728	9874052	30589	9879840	933204	9885643	2657780	9874052	0.84253	9879840	1.00851	9885643	1.06269	9874052	36306.1255979016	9879840	925329.446411042	9885643	2500992.76364697
84	9960929	49532	9966717	939137	9972520	2604641	9960929	0.84342	9966717	1.00896	9972520	1.06456	9960929	58727.5615944607	9966717	930797.05835712	9972520	2446683.13669497	9977481	43384	9983268	919069	9989056	2591357	9977481	0.84301	9983268	1.01067	9989056	1.06473	9977481	51463.2092146001	9983268	909366.064096095	9989056	2433816.08482902	9994048	30161	9999835	929774	10005639	2656111	9994048	0.84302	9999835	1.00927	10005639	1.06388	9994048	35777.3243813907	9999835	921234.159342891	10005639	2496626.49922924
85	10080940	49750	10086728	939634	10092531	2602214	10080940	0.84363	10086728	1.00945	10092531	1.06454	10080940	58971.3499994073	10086728	930837.584823419	10092531	2444449.24568358	10097492	43718	10103279	916592	10109098	2585346	10097492	0.84365	10103279	1.01024	10109098	1.065	10097492	51820.0675635631	10103279	907301.235350016	10109098	2427554.92957746	10114074	30494	10119846	930311	10125665	2657743	10114074	0.8432	10119846	1.00944	10125665	1.06468	10114074	36164.6110056926	10119846	921610.992233318	10125665	2496283.39031446
86	10200951	49360	10206739	941172	10212542	2599164	10200951	0.84277	10206739	1.00982	10212542	1.06374	10200951	58568.7672793289	10206739	932019.567843774	10212542	2443420.38468047	10217518	44265	10223306	917748	10229093	2581956	10217518	0.84343	10223306	1.00934	10229093	1.06512	10217518	52482.1265546637	10223306	909255.553133731	10229093	2424098.693105	10234070	30511	10239857	931341	10245645	2651187	10234070	0.84286	10239857	1.00895	10245645	1.06464	10234070	36199.3688156989	10239857	923079.439020764	10245645	2490219.22903517
87	10320962	49869	10326750	942211	10332553	2600188	10320962	0.84325	10326750	1.00948	10332553	1.06505	10320962	59139.0453602135	10326750	933362.721401118	10332553	2441376.46119901	10337529	44474	10343301	916704	10349104	2575245	10337529	0.8439	10343301	1.00917	10349104	1.06535	10337529	52700.5569380258	10343301	908374.208507982	10349104	2417276.01257803	10354081	30454	10359868	932310	10365656	2653372	10354081	0.84334	10359868	1.01028	10365656	1.06492	10354081	36111.1769867432	10359868	922823.375697827	10365656	2491616.27164482
88	10440973	50160	10446761	941402	10452564	2595819	10440973	0.84405	10446761	1.01029	10452564	1.06521	10440973	59427.7590190155	10446761	931813.637668392	10452564	2436908.21528149	10457540	44411	10463328	917564	10469131	2569568	10457540	0.84336	10463328	1.01048	10469131	1.0654	10457540	52659.5996964523	10463328	908047.660517774	10469131	2411834.05293786	10474107	30757	10479895	930087	10485683	2640256	10474107	0.84379	10479895	1.00995	10485683	1.0648	10474107	36451.0126927316	10479895	920923.808109312	10485683	2479579.2637115
89	10560984	50132	10566772	940123	10572575	2585831	10560984	0.8431	10566772	1.0103	10572575	1.06387	10560984	59461.5110900249	10566772	930538.453924577	10572575	2430589.26372583	10577551	44976	10583339	916202	10589142	2564637	10577551	0.84391	10583339	1.00973	10589142	1.0644	10577551	53294.7826189997	10583339	907373.258197736	10589142	2409467.30552424	10594119	31197	10599891	928129	10605694	2638934	10594119	0.8428	10599891	1.00911	10605694	1.06488	10594119	37015.899383009	10599891	919750.076800349	10605694	2478151.52881076
90	10680995	50670	10686783	939240	10692586	2585619	10680995	0.84399	10686783	1.00979	10692586	1.06593	10680995	60036.2563537483	10686783	930133.988254984	10692586	2425693.05676733	10697547	45128	10703334	917616	10709153	2559671	10697547	0.84362	10703334	1.00985	10709153	1.0654	10697547	53493.2789644627	10703334	908665.643412388	10709153	2402544.58419373	10714114	30841	10719902	931294	10725705	2637364	10714114	0.84404	10719902	1.01048	10725705	1.06478	10714114	36539.7374532013	10719902	921635.262449529	10725705	2476909.78418077
91	10801006	50421	10806794	942896	10812597	2585076	10801006	0.84371	10806794	1.01049	10812597	1.06579	10801006	59761.0553389198	10806794	933107.700224644	10812597	2425502.20962854	10817589	45550	10823377	914730	10829195	2556998	10817589	0.84342	10823377	1.01013	10829195	1.0654	10817589	54006.307652178	10823377	905556.710522408	10829195	2400035.66735498	10834172	31469	10839959	931369	10845763	2633598	10834172	0.84368	10839959	1.0097	10845763	1.0643	10834172	37299.6870851508	10839959	922421.511340002	10845763	2474488.39612891
92	10921017	50632	10926805	942115	10932608	2580052	10921017	0.84375	10926805	1.01034	10932608	1.06553	10921017	60008.2962962963	10926805	932473.226834531	10932608	2421379.03203101	10937584	45666	10943356	915452	10949160	2546792	10937584	0.84344	10943356	1.01052	10949160	1.06495	10937584	54142.5590439154	10943356	905921.703677315	10949160	2391466.26602188	10954136	31750	10959924	931472	10965727	2629369	10954136	0.84342	10959924	1.01061	10965727	1.06509	10954136	37644.3527542624	10959924	921692.838978439	10965727	2468682.45875935
93	11041028	51215	11046816	940052	11052619	2577024	11041028	0.84353	11046816	1.00985	11052619	1.06554	11041028	60715.0901568409	11046816	930882.804376888	11052619	2418514.55599978	11057595	46003	11063383	919050	11069186	2540919	11057595	0.84329	11063383	1.01064	11069186	1.06532	11057595	54551.8149153909	11063383	909374.257895987	11069186	2385122.78000976	11074163	31804	11079950	930412	11085753	2622212	11074163	0.84354	11079950	1.01051	11085753	1.06543	11074163	37703.0134907651	11079950	920735.074368388	11085753	2461177.17728992
94	11161039	51005	11166827	940241	11172630	2568240	11161039	0.84391	11166827	1.01008	11172630	1.06551	11161039	60438.9093623728	11166827	930857.951845398	11172630	2410338.71103978	11177606	46264	11183378	914341	11189197	2534122	11177606	0.84494	11183378	1.01005	11189197	1.06563	11177606	54754.1837290222	11183378	905243.304786892	11189197	2378050.54287135	11194174	32101	11199961	929520	11205749	2622282	11194174	0.84328	11199961	1.0106	11205749	1.06571	11194174	38066.8342661987	11199961	919770.433405898	11205749	2460596.22223682
