HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/16/2025 2:53 PM
Export Time Stamp:	9/17/2025 1:04 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680441	101578	4686229	929813	4692032	1709972	4680441	0.85116	4686229	1.026	4692032	1.07008	4680441	119340.664504911	4686229	906250.487329435	4692032	1597985.19736842	4697009	80414	4702796	936735	4708599	1763546	4697009	0.85166	4702796	1.02578	4708599	1.07033	4697009	94420.308573844	4702796	913192.887363762	4708599	1647665.67320359	4713576	35754	4719363	914790	4725151	1845385	4713576	0.85146	4719363	1.02523	4725151	1.06991	4713576	41991.4030019026	4719363	892277.830340509	4725151	1724803.95547289
41	4800452	101139	4806240	930452	4812043	1599189	4800452	0.851	4806240	1.02611	4812043	1.06963	4800452	118847.238542891	4806240	906776.076638957	4812043	1495086.15128596	4817020	79406	4822807	936896	4828610	1657878	4817020	0.8508	4822807	1.02637	4828610	1.07049	4817020	93330.9826046074	4822807	912824.809766459	4828610	1548709.46949528	4833602	33677	4839390	915620	4845193	1761855	4833602	0.85184	4839390	1.02563	4845193	1.06979	4833602	39534.4196093163	4839390	892739.096945292	4845193	1646916.68458296
42	4920463	100553	4926251	930042	4932054	1508835	4920463	0.85097	4926251	1.02548	4932054	1.06943	4920463	118162.80244897	4926251	906933.33853415	4932054	1410877.75730997	4937031	78692	4942803	939971	4948621	1575964	4937031	0.85127	4942803	1.02625	4948621	1.06955	4937031	92440.7062389136	4942803	915927.892813642	4948621	1473483.24061521	4953598	33005	4959385	920520	4965189	1703192	4953598	0.85125	4959385	1.02539	4965189	1.07016	4953598	38772.3935389134	4959385	897726.718614381	4965189	1591530.23846901
43	5040474	100080	5046262	931679	5052065	1442148	5040474	0.85195	5046262	1.02566	5052065	1.07108	5040474	117471.682610482	5046262	908370.220150927	5052065	1346442.84273817	5057057	79450	5062845	941460	5068664	1510461	5057057	0.85165	5062845	1.02622	5068664	1.07079	5057057	93289.4968590384	5062845	917405.624524956	5068664	1410604.32017482	5073640	32548	5079428	917170	5085231	1666775	5073640	0.85114	5079428	1.02546	5085231	1.06991	5073640	38240.4774772658	5079428	894398.611354904	5085231	1557864.68020675
44	5160485	99398	5166273	934843	5172076	1386374	5160485	0.85181	5166273	1.02548	5172076	1.07004	5160485	116690.341742877	5166273	911615.048562624	5172076	1295628.20081492	5177053	79520	5182840	939919	5188659	1453675	5177053	0.85139	5182840	1.0265	5188659	1.07069	5177053	93400.2043716746	5182840	915654.164637116	5188659	1357699.24067657	5193635	32014	5199423	918644	5205211	1644705	5193635	0.85165	5199423	1.02681	5205211	1.07048	5193635	37590.5595021429	5199423	894658.21330139	5205211	1536418.24228384
45	5280496	99069	5286284	934802	5292087	1330304	5280496	0.85159	5286284	1.02608	5292087	1.06982	5280496	116334.15141089	5286284	911042.024013722	5292087	1243483.95057112	5297064	79864	5302867	941733	5308686	1408170	5297064	0.85136	5302867	1.02604	5308686	1.06932	5297064	93807.5549708701	5302867	917832.638103778	5308686	1316883.62697789	5313646	32063	5319434	916938	5325237	1626223	5313646	0.85121	5319434	1.02575	5325237	1.06989	5313646	37667.5555973262	5319434	893919.571045576	5325237	1519990.84017983
46	5400507	99142	5406295	933821	5412098	1293455	5400507	0.85147	5406295	1.02713	5412098	1.07062	5400507	116436.280784995	5406295	909155.608345584	5412098	1208136.40694177	5417090	79726	5422862	942100	5428681	1370424	5417090	0.85157	5422862	1.02689	5428681	1.07102	5417090	93622.3680965746	5422862	917430.299253085	5428681	1279550.33519449	5433642	31985	5439445	919745	5445248	1625423	5433642	0.85204	5439445	1.02647	5445248	1.07112	5433642	37539.3174029388	5439445	896027.161047084	5445248	1517498.50623646
47	5520518	99447	5526306	934403	5532109	1256648	5520518	0.85151	5526306	1.02601	5532109	1.07103	5520518	116788.998367606	5526306	910715.295172562	5532109	1173307.93721931	5537086	80518	5542873	941777	5548692	1340380	5537086	0.8517	5542873	1.02573	5548692	1.07088	5537086	94537.9828578138	5542873	918152.925233736	5548692	1251662.18437173	5553668	32437	5559456	919734	5565244	1628771	5553668	0.85177	5559456	1.02624	5565244	1.07062	5553668	38081.8765629219	5559456	896217.259120674	5565244	1521334.3670023
48	5640529	99010	5646301	934894	5652120	1228509	5640529	0.85175	5646301	1.02633	5652120	1.07108	5640529	116243.029057822	5646301	910909.746377871	5652120	1146981.55133137	5657097	80821	5662869	942667	5668672	1307171	5657097	0.8519	5662869	1.02596	5668672	1.07056	5657097	94871.4637868294	5662869	918814.573667589	5668672	1221016.10372142	5673664	32634	5679436	923521	5685239	1637030	5673664	0.8518	5679436	1.02631	5685239	1.07033	5673664	38311.8102841043	5679436	899846.050413618	5685239	1529462.87593546
49	5760540	98539	5766328	934375	5772131	1204107	5760540	0.85221	5766328	1.02618	5772131	1.07079	5760540	115627.603524953	5766328	910537.137734121	5772131	1124503.4040288	5777108	81497	5782895	945890	5788698	1282362	5777108	0.85173	5782895	1.02644	5788698	1.07073	5777108	95684.0782877203	5782895	921524.882116831	5788698	1197652.06914909	5793690	32968	5799462	919675	5805266	1644930	5793690	0.85199	5799462	1.02701	5805266	1.07036	5793690	38695.2898508198	5799462	895487.872562098	5805266	1536800.70256736
50	5880551	98292	5886339	934729	5892158	1181277	5880551	0.85183	5886339	1.02648	5892158	1.0709	5880551	115389.220853926	5886339	910615.891200998	5892158	1103069.38089457	5897134	81909	5902906	943656	5908694	1260096	5897134	0.85195	5902906	1.02632	5908694	1.07036	5897134	96142.9661365104	5902906	919455.92018084	5908694	1177263.72435442	5913686	33848	5919473	920265	5925277	1662174	5913686	0.85148	5919473	1.02614	5925277	1.0709	5913686	39751.9612909287	5919473	896822.071062428	5925277	1552128.11653749
51	6000562	98490	6006350	937919	6012138	1164149	6000562	0.85129	6006350	1.02661	6012138	1.0701	6000562	115695.004052673	6006350	913607.893942198	6012138	1087888.047846	6017114	81768	6022902	943638	6028689	1241215	6017114	0.85153	6022902	1.02624	6028689	1.0702	6017114	96024.8024144775	6022902	919510.056127222	6028689	1159797.23416184	6033681	34456	6039469	920623	6045272	1671010	6033681	0.85142	6039469	1.02544	6045272	1.07001	6033681	40468.8637805079	6039469	897783.390544547	6045272	1561676.99367296
52	6120573	97644	6126361	937125	6132164	1142355	6120573	0.85105	6126361	1.02567	6132164	1.0694	6120573	114733.564420422	6126361	913671.063792448	6132164	1068220.49747522	6137141	82651	6142928	943129	6148732	1220139	6137141	0.85119	6142928	1.02606	6148732	1.06945	6137141	97100.5298464503	6142928	919175.291893262	6148732	1140903.26803497	6153708	34881	6159496	922590	6165299	1687159	6153708	0.85123	6159496	1.02647	6165299	1.07039	6153708	40977.1742067361	6159496	898798.795873236	6165299	1576209.6058446
53	6240584	97428	6246372	933676	6252175	1128902	6240584	0.8515	6246372	1.02606	6252175	1.06999	6240584	114419.260129184	6246372	909962.38036762	6252175	1055058.45849027	6257152	82314	6262939	941585	6268743	1201973	6257152	0.85164	6262939	1.02576	6268743	1.07031	6257152	96653.5155699591	6262939	917938.894088286	6268743	1123013.89317114	6273719	35179	6279491	920490	6285294	1695042	6273719	0.85163	6279491	1.02554	6285294	1.06982	6273719	41307.8449561429	6279491	897566.160266786	6285294	1584417.93946645
54	6360595	97725	6366383	934791	6372186	1115134	6360595	0.85172	6366383	1.02623	6372186	1.07059	6360595	114738.411684591	6366383	910898.141742105	6372186	1041606.96438412	6377163	83088	6382950	942872	6388738	1186465	6377163	0.85155	6382950	1.02662	6388738	1.06988	6377163	97572.6616170513	6382950	918423.564707487	6388738	1108970.1648783	6393714	36258	6399502	919638	6405305	1708081	6393714	0.8516	6399502	1.02544	6405305	1.0706	6393714	42576.3269140442	6399502	896822.827274146	6405305	1595442.74238745
55	6480606	97661	6486394	935059	6492197	1104367	6480606	0.85177	6486394	1.02567	6492197	1.07059	6480606	114656.538736983	6486394	911656.770696228	6492197	1031549.89304963	6497174	83619	6502946	942987	6508749	1174877	6497174	0.85217	6502946	1.02601	6508749	1.0703	6497174	98124.7873076968	6502946	919081.68536369	6508749	1097708.11921891	6513725	37216	6519513	919297	6525316	1715279	6513725	0.85146	6519513	1.02625	6525316	1.0707	6513725	43708.4537147958	6519513	895782.704019489	6525316	1602016.4378444
56	6600617	97820	6606421	935327	6612224	1094097	6600617	0.85168	6606421	1.02688	6612224	1.07102	6600617	114855.344730415	6606421	910843.526020567	6612224	1021546.74982727	6617200	83688	6622988	942639	6628791	1161421	6617200	0.85201	6622988	1.02749	6628791	1.07216	6617200	98224.1992464877	6622988	917419.147631607	6628791	1083253.43232353	6633768	38183	6639555	922339	6645358	1721802	6633768	0.85195	6639555	1.02726	6645358	1.07094	6633768	44818.3578848524	6639555	897863.247863248	6645358	1607748.33323996
57	6720629	97633	6726416	934800	6732219	1079890	6720629	0.8524	6726416	1.02693	6732219	1.07064	6720629	114538.948850305	6726416	910285.998071923	6732219	1008639.69214675	6737196	83524	6742968	941089	6748771	1147226	6737196	0.85209	6742968	1.02691	6748771	1.07093	6737196	98022.50935934	6742968	916427.92455035	6748771	1071242.75162709	6753747	38748	6759535	917744	6765338	1724418	6753747	0.8519	6759535	1.02672	6765338	1.07107	6753747	45484.2117619439	6759535	893860.059217703	6765338	1609995.61186477
58	6840640	97332	6846427	933019	6852230	1071425	6840640	0.85198	6846427	1.02633	6852230	1.07115	6840640	114242.118359586	6846427	909082.848596455	6852230	1000256.73341736	6857207	84635	6862979	942759	6868782	1137561	6857207	0.85189	6862979	1.02687	6868782	1.07123	6857207	99349.6812968811	6862979	918089.923748868	6868782	1061920.40924918	6873774	39334	6879562	919702	6885365	1722413	6873774	0.8521	6879562	1.02714	6885365	1.07152	6873774	46161.2486797324	6879562	895400.821699087	6885365	1607448.29774526
59	6960651	97644	6966423	936622	6972241	1066138	6960651	0.85346	6966423	1.02812	6972241	1.07173	6960651	114409.579827994	6966423	911004.551997822	6972241	994782.267921958	6977218	84607	6982990	943611	6988793	1125692	6977218	0.85303	6982990	1.02768	6988793	1.07143	6977218	99184.0849677034	6982990	918195.352638954	6988793	1050644.46580738	6993769	40368	6999541	919532	7005360	1721898	6993769	0.85316	6999541	1.02685	7005360	1.07194	6993769	47315.8610342726	6999541	895488.143351025	7005360	1606338.04130828
60	7080662	97588	7086449	935050	7092268	1054122	7080662	0.85258	7086449	1.02736	7092268	1.07177	7080662	114461.985971991	7086449	910148.341379847	7092268	983533.780568592	7097244	84893	7103016	943817	7108820	1116886	7097244	0.85354	7103016	1.02859	7108820	1.07205	7097244	99459.8964313331	7103016	917583.293634976	7108820	1041822.67618115	7113796	41548	7119584	921717	7125387	1717137	7113796	0.853	7119584	1.02795	7125387	1.07234	7113796	48708.0890973036	7119584	896655.479352108	7125387	1601299.02829327
61	7200673	96803	7206460	935441	7212263	1049254	7200673	0.85276	7206460	1.02844	7212263	1.0721	7200673	113517.285050894	7206460	909572.750962623	7212263	978690.420669714	7217240	84989	7223027	941299	7228815	1107106	7217240	0.85287	7223027	1.02744	7228815	1.07232	7217240	99650.591532121	7223027	916159.58109476	7228815	1032439.94330051	7233807	42295	7239579	918253	7245382	1705553	7233807	0.85279	7239579	1.02737	7245382	1.07141	7233807	49596.0318484035	7239579	893789.968560499	7245382	1591877.05920236
62	7320684	96787	7326471	933721	7332274	1038572	7320684	0.85244	7326471	1.02674	7332274	1.07118	7320684	113541.128994416	7326471	909403.549097142	7332274	969558.804309266	7337251	85324	7343038	939632	7348842	1097562	7337251	0.85291	7343038	1.02707	7348842	1.07156	7337251	100038.691069398	7343038	914866.562162268	7348842	1024265.55675837	7353818	42966	7359606	919493	7365424	1701434	7353818	0.8526	7359606	1.0274	7365424	1.07253	7353818	50394.0886699507	7359606	894970.800077867	7365424	1586374.27391308
63	7440695	96933	7446482	934643	7452285	1035218	7440695	0.85298	7446482	1.02744	7452285	1.07192	7440695	113640.41360876	7446482	909681.34392276	7452285	965760.504515262	7457262	85486	7463049	941835	7468853	1090784	7457262	0.85294	7463049	1.02721	7468853	1.07224	7457262	100225.103758764	7463049	916886.51784932	7468853	1017294.63552936	7473829	44447	7479617	919213	7485420	1689342	7473829	0.85341	7479617	1.02789	7485420	1.07196	7473829	52081.6489143554	7479617	894271.760596951	7485420	1575937.53498265
64	7560706	97049	7566478	935367	7572296	1028676	7560706	0.85273	7566478	1.02711	7572296	1.07019	7560706	113809.763934657	7566478	910678.505710197	7572296	961208.757323466	7577273	86298	7583045	942336	7588848	1081855	7577273	0.85271	7583045	1.02748	7588848	1.07155	7577273	101204.395398201	7583045	917133.180207887	7588848	1009616.91008352	7593824	45009	7599612	919640	7605415	1678019	7593824	0.85285	7599612	1.0278	7605415	1.07208	7593824	52774.8138594126	7599612	894765.518583382	7605415	1565199.42541601
65	7680717	96766	7686504	935416	7692307	1025501	7680717	0.85247	7686504	1.02721	7692307	1.07166	7680717	113512.498973571	7686504	910637.552204515	7692307	956927.570311479	7697299	86287	7703071	937788	7708875	1073014	7697299	0.85273	7703071	1.02683	7708875	1.07192	7697299	101189.121996412	7703071	913284.574856597	7708875	1001020.59855213	7713851	45813	7719639	915238	7725442	1659272	7713851	0.85291	7719639	1.02741	7725442	1.07175	7713851	53713.7564338559	7719639	890820.607157805	7725442	1548189.40984371
66	7800728	96909	7806515	932532	7812318	1016478	7800728	0.85314	7806515	1.02771	7812318	1.07153	7800728	113590.969829102	7806515	907388.271010304	7812318	948622.997022948	7817295	86558	7823082	939054	7828886	1067517	7817295	0.85228	7823082	1.02723	7828886	1.07143	7817295	101560.520016896	7823082	914161.385473555	7828886	996347.871536171	7833862	46880	7839650	917425	7845453	1643926	7833862	0.85286	7839650	1.02735	7845453	1.07183	7833862	54967.9900569847	7839650	893001.411398258	7845453	1533756.28597819
67	7920739	97206	7926542	932785	7932345	1014111	7920739	0.85194	7926542	1.0268	7932345	1.07128	7920739	114099.58447778	7926542	908438.839111804	7932345	946634.866701516	7937321	86598	7943109	941750	7948912	1058824	7937321	0.85296	7943109	1.0272	7948912	1.07103	7937321	101526.449071469	7943109	916812.69470405	7948912	988603.493833039	7953889	47325	7959676	915197	7965479	1627249	7953889	0.85269	7959676	1.02687	7965479	1.07146	7953889	55500.8267952011	7959676	891249.13572312	7965479	1518721.1841786
68	8040750	97277	8046537	931094	8052340	1006906	8040750	0.85251	8046537	1.02661	8052340	1.07106	8040750	114106.579394963	8046537	906959.799729206	8052340	940102.328534349	8057332	86929	8063104	939120	8068908	1052200	8057332	0.85187	8063104	1.02705	8068908	1.07081	8057332	102044.912956202	8063104	914385.862421498	8068908	982620.632978773	8073884	48415	8079672	916824	8085475	1611860	8073884	0.85241	8079672	1.02696	8085475	1.07123	8073884	56797.7851034127	8079672	892755.316662772	8085475	1504681.53431103
69	8160761	96954	8166548	932801	8172351	1005047	8160761	0.85183	8166548	1.02657	8172351	1.07129	8160761	113818.484908961	8166548	908657.958054492	8172351	938165.202699549	8177328	87692	8183115	937084	8188919	1044604	8177328	0.85224	8183115	1.02614	8188919	1.07104	8177328	102895.897869145	8183115	913212.622059368	8188919	975317.448461309	8193911	49071	8199683	916046	8205486	1591241	8193911	0.85224	8199683	1.02682	8205486	1.07126	8193911	57578.8510278795	8199683	892119.358797063	8205486	1485391.96833635
70	8280772	96944	8286559	930958	8292378	997333	8280772	0.85223	8286559	1.02647	8292378	1.0709	8280772	113753.329500252	8286559	906951.006848715	8292378	931303.576431039	8297354	87514	8303126	937969	8308930	1038091	8297354	0.85238	8303126	1.02638	8308930	1.07109	8297354	102670.170581196	8303126	913861.337906039	8308930	969191.197751823	8313906	49873	8319694	916219	8325497	1578885	8313906	0.85206	8319694	1.02702	8325497	1.07195	8313906	58532.2629861747	8319694	892114.077622636	8325497	1472909.18419702
71	8400783	97128	8406570	930861	8412373	999227	8400783	0.85229	8406570	1.02657	8412373	1.07081	8400783	113961.210386136	8406570	906768.169730267	8412373	933150.605616309	8417350	87596	8423137	940500	8428925	1034695	8417350	0.85201	8423137	1.02693	8428925	1.07107	8417350	102810.999870894	8423137	915836.522450411	8428925	966038.634262933	8433917	50739	8439705	917754	8445508	1559427	8433917	0.85161	8439705	1.0269	8445508	1.07136	8433917	59580.0894775778	8439705	893713.1171487	8445508	1455558.35573477
72	8520794	96572	8526581	932426	8532384	991933	8520794	0.85125	8526581	1.02665	8532384	1.07088	8520794	113447.283406755	8526581	908221.88671894	8532384	926278.387867922	8537361	88048	8543149	936763	8548952	1026858	8537361	0.85185	8543149	1.02617	8548952	1.07037	8537361	103360.920349827	8543149	912873.11069316	8548952	959348.636452815	8553944	51565	8559716	914678	8565535	1541812	8553944	0.8515	8559716	1.02623	8565535	1.07092	8553944	60557.8391074574	8559716	891299.221422098	8565535	1439707.91469017
73	8640805	96704	8646592	931693	8652395	989282	8640805	0.8509	8646592	1.02591	8652395	1.07014	8640805	113649.077447409	8646592	908162.509381915	8652395	924441.661838638	8657372	88760	8663160	940015	8668963	1023855	8657372	0.8518	8663160	1.02634	8668963	1.06995	8657372	104202.864522188	8663160	915890.445661282	8668963	956918.547595682	8673924	52373	8679711	912772	8685514	1521918	8673924	0.85184	8679711	1.02631	8685514	1.07054	8673924	61482.2032306536	8679711	889372.606717269	8685514	1421635.80996506
74	8760816	97081	8766603	929994	8772407	983967	8760816	0.85278	8766603	1.02682	8772407	1.07043	8760816	113840.615399048	8766603	905703.044350519	8772407	919225.918556094	8777383	88521	8783186	936525	8788974	1018369	8777383	0.85235	8783186	1.02724	8788974	1.06974	8777383	103855.223793043	8783186	911690.549433433	8788974	951978.050741302	8793966	52881	8799738	916815	8805541	1502517	8793966	0.85212	8799738	1.02738	8805541	1.07024	8793966	62058.1608224194	8799738	892381.592010746	8805541	1403906.6003887
75	8880827	97382	8886614	929813	8892433	984172	8880827	0.85215	8886614	1.02664	8892433	1.07165	8880827	114278.002699055	8886614	905685.537286683	8892433	918370.736714412	8897410	88997	8903182	937166	8909000	1015257	8897410	0.85239	8903182	1.02717	8909000	1.07087	8897410	104408.780018536	8903182	912376.724398104	8909000	948067.459168713	8913977	53956	8919764	913671	8925568	1488330	8913977	0.85282	8919764	1.02674	8925568	1.07159	8913977	63267.7470040571	8919764	889875.723162631	8925568	1388898.73925662
76	9000838	97074	9006625	930273	9012429	980115	9000838	0.85243	9006625	1.02658	9012429	1.07103	9000838	113879.145501683	9006625	906186.561203218	9012429	915114.422565194	9017405	89271	9023193	938128	9028980	1013077	9017405	0.85223	9023193	1.02707	9028980	1.0711	9017405	104749.891461225	9023193	913402.202381532	9028980	945828.58743348	9033972	54702	9039744	915463	9045547	1472053	9033972	0.85191	9039744	1.02646	9045547	1.07152	9033972	64211.0082050921	9039744	891864.271379304	9045547	1373798.90249365
77	9120849	96940	9126636	927515	9132455	979028	9120849	0.85167	9126636	1.02733	9132455	1.07134	9120849	113823.429262508	9126636	902840.372616394	9132455	913835.010360857	9137432	89632	9143219	938780	9149022	1007856	9137432	0.85271	9143219	1.0271	9149022	1.07193	9137432	105114.28269869	9143219	914010.320319346	9149022	940225.574431166	9153999	55340	9159786	913524	9165590	1453910	9153999	0.85229	9159786	1.02744	9165590	1.07193	9153999	64930.9507327318	9159786	889126.372342911	9165590	1356347.89585141
78	9240860	96346	9246647	929157	9252451	976773	9240860	0.85191	9246647	1.02671	9252451	1.07147	9240860	113094.106184926	9246647	904984.85453536	9252451	911619.550710706	9257427	89696	9263215	936651	9269018	1003497	9257427	0.85232	9263215	1.02715	9269018	1.07113	9257427	105237.469495025	9263215	911893.102273281	9269018	936858.271171567	9273994	56099	9279782	913171	9285585	1434643	9273994	0.85214	9279782	1.02703	9285585	1.07147	9273994	65833.0790715141	9279782	889137.610391128	9285585	1338948.36066339
79	9360871	96879	9366658	931464	9372462	971575	9360871	0.85235	9366658	1.02709	9372462	1.07062	9360871	113661.054731038	9366658	906896.182418289	9372462	907488.184416507	9377454	89724	9383226	937196	9389029	1000622	9377454	0.8515	9383226	1.02594	9389029	1.07084	9377454	105371.697005285	9383226	913499.814803985	9389029	934427.178663479	9394005	56687	9399793	914430	9405596	1417132	9394005	0.85191	9399793	1.0274	9405596	1.07023	9394005	66541.0665445881	9399793	890042.826552463	9405596	1324137.80215468
80	9480882	96592	9486654	932013	9492473	970014	9480882	0.85244	9486654	1.02771	9492473	1.07142	9480882	113312.373891418	9486654	906883.264734215	9492473	905353.642829143	9497449	90386	9503221	936110	9509024	997178	9497449	0.85215	9503221	1.02767	9509024	1.07169	9497449	106068.180484656	9503221	910905.251685853	9509024	930472.431393407	9514001	57413	9519773	913887	9525576	1406480	9514001	0.85272	9519773	1.0273	9525576	1.07133	9514001	67329.2522750727	9519773	889600.895551446	9525576	1312835.44752784
81	9600893	97086	9606680	928319	9612484	970957	9600893	0.85205	9606680	1.02674	9612484	1.07117	9600893	113944.017369873	9606680	904142.23659349	9612484	906445.288796363	9617460	90696	9623248	933495	9629051	996132	9617460	0.85216	9623248	1.02716	9629051	1.07083	9617460	106430.7172362	9623248	908811.674909459	9629051	930242.89569773	9634012	57111	9639799	910750	9645602	1387280	9634012	0.85219	9639799	1.02684	9645602	1.07095	9634012	67016.7450920569	9639799	886944.411982393	9645602	1295373.2667258
82	9720904	96648	9726691	929784	9732495	965647	9720904	0.85188	9726691	1.02676	9732495	1.07161	9720904	113452.5989576	9726691	905551.443375277	9732495	901117.944028145	9737487	91051	9743259	937764	9749062	992429	9737487	0.85235	9743259	1.02729	9749062	1.07151	9737487	106823.488003754	9743259	912852.261776129	9749062	926196.675719312	9754038	58437	9759810	911941	9765613	1373521	9754038	0.85165	9759810	1.02626	9765613	1.07083	9754038	68616.2155815182	9759810	888606.201157601	9765613	1282669.51803741
83	9840915	96974	9846702	926782	9852506	965025	9840915	0.85133	9846702	1.026	9852506	1.07028	9840915	113908.825014977	9846702	903296.296296296	9852506	901656.57584931	9857482	91007	9863270	935805	9869057	989293	9857482	0.85145	9863270	1.02563	9869057	1.07092	9857482	106884.726055552	9863270	912419.683511598	9869057	923778.620251746	9874034	58969	9879821	911266	9885640	1358387	9874034	0.85214	9879821	1.0258	9885640	1.07014	9874034	69201.0702466731	9879821	888346.656268279	9885640	1269354.47698432
84	9960926	96442	9966713	928638	9972517	963972	9960926	0.8515	9966713	1.02651	9972517	1.07005	9960926	113261.303581914	9966713	904655.580559371	9972517	900866.314658193	9977493	91058	9983281	934650	9989084	986696	9977493	0.85199	9983281	1.0257	9989084	1.07004	9977493	106876.84127748	9983281	911231.354197134	9989084	922111.322941199	9994045	59558	9999832	912168	10005635	1345113	9994045	0.85151	9999832	1.02648	10005635	1.07081	9994045	69943.981867506	9999832	888636.895019874	10005635	1256164.02536398
85	10080937	96648	10086724	927507	10092528	960407	10080937	0.85115	10086724	1.02687	10092528	1.07055	10080937	113549.903072314	10086724	903237.0212393	10092528	897115.501377797	10097504	91346	10103292	934811	10109095	984384	10097504	0.85137	10103292	1.02588	10109095	1.07074	10097504	107292.951360748	10103292	911228.408780754	10109095	919349.23510843	10114071	60078	10119859	910387	10125662	1326078	10114071	0.85098	10119859	1.02548	10125662	1.06996	10114071	70598.6039624903	10119859	887766.704372587	10125662	1239371.56529216
86	10200948	97942	10206735	925734	10212539	959454	10200948	0.85151	10206735	1.02561	10212539	1.06966	10200948	115021.549952437	10206735	902617.954193114	10212539	896971.000130883	10217515	91901	10223303	934771	10229090	982506	10217515	0.85102	10223303	1.02659	10229090	1.07018	10217515	107989.236445677	10223303	910559.230072376	10229090	918075.463940646	10234067	60207	10239854	912617	10245642	1317039	10234067	0.85193	10239854	1.02587	10245642	1.07029	10234067	70671.2992851525	10239854	889602.971136694	10245642	1230544.05815246
87	10320959	97102	10326746	928477	10332550	961546	10320959	0.85168	10326746	1.02673	10332550	1.07023	10320959	114012.305091114	10326746	904304.929241378	10332550	898447.997159489	10337526	92395	10343314	936691	10349117	979187	10337526	0.85223	10343314	1.02609	10349117	1.07116	10337526	108415.568567171	10343314	912874.11435644	10349117	914137.010343926	10354109	61161	10359881	912252	10365700	1303386	10354109	0.85131	10359881	1.02592	10365700	1.071	10354109	71843.3942981992	10359881	889203.836556457	10365700	1216980.39215686
88	10440970	96869	10446757	928186	10452561	960955	10440970	0.85151	10446757	1.02602	10452561	1.0712	10440970	113761.435567404	10446757	904647.082902867	10452561	897082.710978342	10457537	92328	10463325	935792	10469112	980551	10457537	0.85199	10463325	1.02622	10469112	1.07044	10457537	108367.46910175	10463325	911882.442361287	10469112	916026.120100146	10474104	61675	10479892	910016	10485695	1293833	10474104	0.85136	10479892	1.02648	10485695	1.07119	10474104	72442.9148656268	10479892	886540.409944665	10485695	1207846.41380147
89	10560981	96126	10566768	928865	10572572	958141	10560981	0.85223	10566768	1.02638	10572572	1.0707	10560981	112793.494713868	10566768	904991.328747637	10572572	894873.447277482	10577548	92844	10583320	935273	10589123	978039	10577548	0.85199	10583320	1.026	10589123	1.07116	10577548	108973.110013028	10583320	911572.124756335	10589123	913065.275028941	10594100	62426	10599872	911253	10605675	1278485	10594100	0.852	10599872	1.02618	10605675	1.07031	10594100	73269.9530516432	10599872	888005.028357598	10605675	1194499.72437892
90	10680992	96922	10686779	926630	10692598	955707	10680992	0.8517	10686779	1.02629	10692598	1.07059	10680992	113798.285781378	10686779	902892.944489374	10692598	892691.88017822	10697559	92675	10703347	935586	10709150	976402	10697559	0.85133	10703347	1.02614	10709150	1.07154	10697559	108859.079322942	10703347	911752.782271425	10709150	911213.767101555	10714126	63222	10719914	910687	10725717	1266595	10714126	0.85124	10719914	1.02586	10725717	1.07058	10714126	74270.4760114656	10719914	887730.294582107	10725717	1183092.34246857
91	10801003	97240	10806790	926682	10812594	956315	10801003	0.85099	10806790	1.02574	10812594	1.07037	10801003	114266.912654673	10806790	903427.76922027	10812594	893443.388734737	10817570	93190	10823342	935719	10829145	975844	10817570	0.85163	10823342	1.02622	10829145	1.07057	10817570	109425.45471625	10823342	911811.307516907	10829145	911518.163221461	10834122	63766	10839894	908424	10845697	1257675	10834122	0.85148	10839894	1.02592	10845697	1.07078	10834122	74888.4295579462	10839894	885472.551466001	10845697	1174540.98881189
