HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/17/2025 7:06 PM
Export Time Stamp:	9/18/2025 12:16 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680429	34972	4686217	58808	4692035	2076846	4680429	0.84461	4686217	1.01531	4692035	1.06137	4680429	41406.0927528682	4686217	57921.2260294885	4692035	1956759.65968512	4696996	68278	4702784	75233	4708587	1668620	4696996	0.84387	4702784	1.01544	4708587	1.0608	4696996	80910.5667934634	4702784	74089.0648388876	4708587	1572982.6546003	4713563	73101	4719335	82447	4725139	1608101	4713563	0.84409	4719335	1.01488	4725139	1.06084	4713563	86603.3242900639	4719335	81238.1759419833	4725139	1515875.15553712
41	4800440	32944	4806228	63774	4812046	2007298	4800440	0.84487	4806228	1.01511	4812046	1.06139	4800440	38992.9811687005	4806228	62824.7185034134	4812046	1891197.39209904	4817023	64331	4822795	85304	4828598	1558863	4817023	0.84435	4822795	1.01598	4828598	1.06017	4817023	76189.9686149109	4822795	83962.2827221008	4828598	1470389.65448937	4833574	69807	4839362	97543	4845150	1487437	4833574	0.8441	4839362	1.01546	4845150	1.06033	4833574	82699.917071437	4839362	96057.9441829319	4845150	1402805.73029151
42	4920451	31489	4926254	69051	4932057	1967972	4920451	0.84417	4926254	1.01528	4932057	1.06098	4920451	37301.7283248635	4926254	68011.7800015759	4932057	1854862.4856265	4937018	60884	4942806	95319	4948593	1483168	4937018	0.84408	4942806	1.01549	4948593	1.06101	4937018	72130.6037342432	4942806	93865.0306748466	4948593	1397883.14907494	4953570	66442	4959357	113994	4965161	1399897	4953570	0.84441	4959357	1.01523	4965161	1.06175	4953570	78684.5252898474	4959357	112283.91595993	4965161	1318480.80998352
43	5040462	30418	5046250	72915	5052068	1959950	5040462	0.84432	5046250	1.01513	5052068	1.06119	5040462	36026.6249763123	5046250	71828.2387477466	5052068	1846935.98695804	5057029	57727	5062817	105066	5068620	1431286	5057029	0.84478	5062817	1.01675	5068620	1.06129	5057029	68333.7673713866	5062817	103335.136464224	5068620	1348628.55581415	5073596	64353	5079368	130308	5085172	1336395	5073596	0.84478	5079368	1.01647	5085172	1.06151	5073596	76177.2295745638	5079368	128196.601965626	5085172	1258956.58071992
44	5160473	30086	5166261	77516	5172079	1982626	5160473	0.84469	5166261	1.01649	5172079	1.06088	5160473	35617.8006132427	5166261	76258.4973782329	5172079	1868850.38835684	5177040	55172	5182828	114200	5188615	1398880	5177040	0.84393	5182828	1.01628	5188615	1.06144	5177040	65375.0903510955	5182828	112370.606525761	5188615	1317907.74796503	5193592	62292	5199379	146926	5205183	1292406	5193592	0.8445	5199379	1.01528	5205183	1.06057	5193592	73761.9893428064	5199379	144714.758490269	5205183	1218595.6608239
45	5280484	29425	5286272	80847	5292090	2019556	5280484	0.84453	5286272	1.01602	5292090	1.0605	5280484	34841.8647058127	5286272	79572.2525147143	5292090	1904343.23432343	5297051	52867	5302839	123242	5308626	1376839	5297051	0.84402	5302839	1.01512	5308626	1.06023	5297051	62637.1412999692	5302839	121406.336196706	5308626	1298622.94030541	5313587	60898	5319390	163044	5325194	1261084	5313587	0.84494	5319390	1.01574	5325194	1.06054	5313587	72073.7567164532	5319390	160517.455254297	5325194	1189096.1208441
46	5400495	31273	5406283	900302	5412086	2054128	5400495	0.84487	5406283	1.01627	5412086	1.06181	5400495	37015.1620959438	5406283	885888.592598424	5412086	1934553.2628248	5417062	54478	5422865	856152	5428669	1350098	5417062	0.8448	5422865	1.01659	5428669	1.062	5417062	64486.268939394	5422865	842180.229984556	5428669	1271278.71939736	5433661	60588	5439448	870772	5445251	1237495	5433661	0.84464	5439448	1.01576	5445251	1.06064	5433661	71732.3356696344	5439448	857261.557848311	5445251	1166743.66420275
47	5520506	31010	5526294	910630	5532097	2125893	5520506	0.845	5526294	1.01718	5532097	1.06135	5520506	36698.224852071	5526294	895249.611671484	5532097	2003008.43265652	5537073	52913	5542861	869109	5548664	1348206	5537073	0.84469	5542861	1.01649	5548664	1.06112	5537073	62641.9159691721	5542861	855009.886963964	5548664	1270549.98492159	5553640	58974	5559428	883174	5565231	1230472	5553640	0.84495	5559428	1.0155	5565231	1.06088	5553640	69795.8459080419	5559428	869693.746922698	5565231	1159859.73908453
48	5640517	31048	5646320	911387	5652123	2210848	5640517	0.84479	5646320	1.01561	5652123	1.06119	5640517	36752.3289811669	5646320	897378.915134747	5652123	2083366.78634363	5657100	51039	5662872	872712	5668706	1356207	5657100	0.84427	5662872	1.01601	5668706	1.06119	5657100	60453.4094543215	5662872	858960.049605811	5668706	1278005.82365081	5673683	58312	5679455	888161	5685258	1228783	5673683	0.84463	5679455	1.01612	5685258	1.06091	5673683	69038.5139054971	5679455	874070.975868992	5685258	1158234.91153821
49	5760528	31233	5766316	912941	5772119	2298094	5760528	0.84604	5766316	1.01679	5772119	1.06138	5760528	36916.6942461349	5766316	897865.83266948	5772119	2165194.3695943	5777095	50089	5782867	875720	5788670	1368412	5777095	0.84546	5782867	1.01708	5788670	1.06116	5777095	59244.6715397535	5782867	861013.882880403	5788670	1289543.51841381	5793647	57744	5799434	892649	5805222	1239377	5793647	0.84499	5799434	1.01724	5805222	1.0614	5793647	68336.9033953065	5799434	877520.545790571	5805222	1167681.36423592
50	5880539	31222	5886327	916060	5892130	2383129	5880539	0.84515	5886327	1.01617	5892130	1.06148	5880539	36942.5545761108	5886327	901483.019573497	5892130	2245100.23740438	5897106	49098	5902909	875256	5908713	1391947	5897106	0.84508	5902909	1.01589	5908713	1.06158	5897106	58098.6415487291	5902909	861565.720698107	5908713	1311203.11234198	5913689	56944	5919461	891178	5925264	1248676	5913689	0.84558	5919461	1.01572	5925264	1.06146	5913689	67343.1254286998	5919461	877385.499940929	5925264	1176375.93503288
51	6000550	31534	6006338	917277	6012141	2457951	6000550	0.84477	6006338	1.01605	6012141	1.06159	6000550	37328.503616369	6006338	902787.264406279	6012141	2315348.67510056	6017117	48967	6022889	876897	6028692	1420153	6017117	0.84487	6022889	1.0163	6028692	1.06074	6017117	57958.0290458887	6022889	862832.824953262	6028692	1338832.32460358	6033669	56183	6039457	893447	6045244	1264892	6033669	0.84397	6039457	1.01639	6045244	1.06087	6033669	66569.9017737597	6039457	879039.541908126	6045244	1192315.7408542
52	6120561	31523	6126364	919358	6132167	2530805	6120561	0.84452	6126364	1.0162	6132167	1.06098	6120561	37326.5286790129	6126364	904701.830348357	6132167	2385346.56638202	6137144	48601	6142947	882709	6148750	1451733	6137144	0.84448	6142947	1.01691	6148750	1.06101	6137144	57551.3925729443	6142947	868030.60251153	6148750	1368255.71860774	6153727	55633	6159514	895448	6165318	1283857	6153727	0.84442	6159514	1.01665	6165318	1.06132	6153727	65883.0913526444	6159514	880782.963655142	6165318	1209679.45577206
53	6240572	31733	6246360	921221	6252163	2599144	6240572	0.84434	6246360	1.0161	6252163	1.06094	6240572	37583.2010801336	6246360	906624.347997245	6252163	2449850.13290101	6257139	48352	6262927	880600	6268730	1486420	6257139	0.8445	6262927	1.01693	6268730	1.06145	6257139	57255.180580225	6262927	865939.641863255	6268730	1400367.42192284	6273722	55422	6279494	897142	6285313	1308687	6273722	0.84447	6279494	1.01586	6285313	1.06204	6273722	65629.3296387083	6279494	883135.471423228	6285313	1232238.89872321
54	6360583	31574	6366371	919792	6372189	2655837	6360583	0.84566	6366371	1.01625	6372189	1.0614	6360583	37336.5182224535	6366371	905084.378843788	6372189	2502201.8089316	6377150	48122	6382922	882505	6388726	1516520	6377150	0.84533	6382922	1.01576	6388726	1.06116	6377150	56926.8806265009	6382922	868812.514767268	6388726	1429115.3077764	6393718	55301	6399490	894756	6405293	1329368	6393718	0.84503	6399490	1.01531	6405293	1.06086	6393718	65442.6470066152	6399490	881263.850449616	6405293	1253104.0853647
55	6480594	31822	6486382	922276	6492185	2704928	6480594	0.8445	6486382	1.0161	6492185	1.06119	6480594	37681.4683244523	6486382	907662.631630745	6492185	2548957.3026508	6497146	48780	6502933	881506	6508752	1552529	6497146	0.84555	6502933	1.01638	6508752	1.0614	6497146	57690.260777009	6502933	867299.632027391	6508752	1462718.10815904	6513729	54514	6519501	896744	6525304	1359824	6513729	0.84497	6519501	1.01528	6525304	1.06138	6513729	64515.8999727801	6519501	883247.971003073	6525304	1281184.87252445
56	6600605	31892	6606408	922128	6612212	2743512	6600605	0.84409	6606408	1.01651	6612212	1.06057	6600605	37782.7008968238	6606408	907150.938013399	6612212	2586827.83786077	6617172	47999	6622960	885039	6628763	1583094	6617172	0.84482	6622960	1.016	6628763	1.06091	6617172	56815.6530385171	6622960	871101.377952756	6628763	1492203.86272163	6633740	54534	6639527	898032	6645315	1388786	6633740	0.84567	6639527	1.0157	6645315	1.06111	6633740	64486.1470786477	6639527	884150.831938565	6645315	1308804.93068579
57	6720616	31954	6726419	923488	6732207	2781194	6720616	0.84491	6726419	1.016	6732207	1.06164	6720616	37819.4127185144	6726419	908944.881889764	6732207	2619714.78090502	6737183	48741	6742971	884291	6748759	1619755	6737183	0.84417	6742971	1.01573	6748759	1.06074	6737183	57738.3702334838	6742971	870596.51679088	6748759	1527004.7325452	6753751	54942	6759538	898430	6765341	1422021	6753751	0.8447	6759538	1.01537	6765341	1.06183	6753751	65043.2106073162	6759538	884830.160434128	6765341	1339217.20049349
58	6840627	32580	6846430	926978	6852218	2800866	6840627	0.84495	6846430	1.01678	6852218	1.06166	6840627	38558.4945854784	6846430	911680.00944157	6852218	2638194.90232278	6857194	48921	6862982	884220	6868785	1650655	6857194	0.84533	6862982	1.01589	6868785	1.06197	6857194	57872.0736280506	6862982	870389.510675368	6868785	1554332.98492424	6873777	55066	6879565	900418	6885368	1458978	6873777	0.84505	6879565	1.01636	6885368	1.0624	6873777	65163.0081060292	6879565	885924.278798851	6885368	1373285.01506024
59	6960638	32370	6966426	923357	6972245	2821406	6960638	0.84503	6966426	1.01686	6972245	1.0614	6960638	38306.3323195626	6966426	908047.322148575	6972245	2658192.95270398	6977221	49514	6983009	884551	6988827	1678548	6977221	0.84492	6983009	1.0151	6988827	1.06157	6977221	58601.997822279	6983009	871392.966210225	6988827	1581193.89206553	6993788	54663	6999576	900921	7005363	1487010	6993788	0.84407	6999576	1.016	7005363	1.06191	6993788	64761.2164867843	6999576	886733.267716535	7005363	1400316.41099528
60	7080649	32765	7086437	924939	7092240	2834699	7080649	0.84514	7086437	1.01654	7092240	1.0609	7080649	38768.7247083324	7086437	909889.428846873	7092240	2671975.68102555	7097216	49416	7103004	886291	7108792	1705967	7097216	0.84494	7103004	1.01587	7108792	1.06083	7097216	58484.626127299	7103004	872445.293196964	7108792	1608143.62338923	7113768	54759	7119556	901119	7125343	1522163	7113768	0.84562	7119556	1.01605	7125343	1.06183	7113768	64756.0369906104	7119556	886884.503715368	7125343	1433527.96587024
61	7200660	32970	7206448	926516	7212251	2847588	7200660	0.8448	7206448	1.01634	7212251	1.0617	7200660	39026.9886363636	7206448	911620.127122813	7212251	2682102.28878214	7217227	49939	7222999	887560	7228803	1727728	7217227	0.84521	7222999	1.01637	7228803	1.06157	7217227	59084.7245063357	7222999	873264.657555811	7228803	1627521.50117279	7233779	54428	7239567	900743	7245370	1554359	7233779	0.84451	7239567	1.01537	7245370	1.06172	7233779	64449.2072325964	7239567	887108.147768794	7245370	1464000.86651848
62	7320671	32918	7326459	927628	7332262	2853948	7320671	0.84441	7326459	1.01672	7332262	1.06122	7320671	38983.4322189458	7326459	912373.121410025	7332262	2689308.53168994	7337238	49996	7343010	885594	7348814	1749717	7337238	0.8446	7343010	1.01578	7348814	1.06161	7337238	59194.885152735	7343010	871836.421272323	7348814	1648173.05790262	7353790	54186	7359578	900854	7365381	1594292	7353790	0.84425	7359578	1.01513	7365381	1.06208	7353790	64182.4104234528	7359578	887427.226069568	7365381	1501103.49502862
63	7440682	33165	7446470	927537	7452289	2859521	7440682	0.84538	7446470	1.01651	7452289	1.06203	7440682	39230.8784215382	7446470	912472.085862412	7452289	2692504.91982336	7457249	50777	7463021	886125	7468825	1763370	7457249	0.84486	7463021	1.0163	7468825	1.06224	7457249	60101.0818360438	7463021	871912.821017416	7468825	1660048.57659286	7473801	54853	7479589	902093	7485392	1626130	7473801	0.84515	7479589	1.01596	7485392	1.06103	7473801	64903.2716085902	7479589	887921.768573566	7485392	1532595.68532464
64	7560693	33031	7566496	924056	7572300	2853697	7560693	0.84451	7566496	1.01565	7572300	1.05976	7560693	39112.6215201715	7566496	909817.358341949	7572300	2692776.66641504	7577276	50962	7583048	887633	7588882	1780999	7577276	0.84468	7583048	1.01659	7588882	1.06206	7577276	60332.9071364304	7583048	873147.483252836	7588882	1676928.7987496	7593843	54932	7599631	903191	7605434	1663315	7593843	0.84433	7599631	1.0168	7605434	1.0614	7593843	65059.8699560598	7599631	888268.095987412	7605434	1567095.34576974
65	7680704	33275	7686492	926520	7692311	2856880	7680704	0.84446	7686492	1.01468	7692311	1.06152	7680704	39403.8794022215	7686492	913115.464974179	7692311	2691310.57351722	7697287	51399	7703075	887271	7708893	1789729	7697287	0.84393	7703075	1.0165	7708893	1.0607	7697287	60904.3404073798	7703075	872868.66699459	7708893	1687309.3240313	7713870	54884	7719642	903178	7725445	1691068	7713870	0.8438	7719642	1.01609	7725445	1.05958	7713870	65043.8492533776	7719642	888875.985394994	7725445	1595979.53906265
66	7800715	33237	7806503	928013	7812306	2859848	7800715	0.84498	7806503	1.01638	7812306	1.06174	7800715	39334.6588084925	7806503	913057.124303902	7812306	2693548.32633225	7817282	51344	7823054	889499	7828858	1798883	7817282	0.84476	7823054	1.01685	7828858	1.06173	7817282	60779.392963682	7823054	874759.305698972	7828858	1694294.21792735	7833834	54965	7839622	905886	7845425	1728355	7833834	0.84576	7839622	1.01617	7845425	1.06172	7833834	64988.8857359062	7839622	891470.915299606	7845425	1627882.11581208
67	7920726	33851	7926529	929117	7932317	2853651	7920726	0.84431	7926529	1.01569	7932317	1.05962	7920726	40093.0937688764	7926529	914764.347389459	7932317	2693089.0319171	7937293	52373	7943065	888417	7948869	1802094	7937293	0.84478	7943065	1.01608	7948869	1.06118	7937293	61996.0226331116	7943065	874357.334068184	7948869	1698198.23215666	7953845	55307	7959633	905201	7965420	1753062	7953845	0.84455	7959633	1.01621	7965420	1.06043	7953845	65486.9457107335	7959633	890761.752000079	7965420	1653161.45337269
68	8040737	33454	8046525	928589	8052328	2852569	8040737	0.84572	8046525	1.01693	8052328	1.06251	8040737	39556.8273187343	8046525	913129.713942946	8052328	2684745.55533595	8057304	53115	8063076	889316	8068880	1809699	8057304	0.84534	8063076	1.01676	8068880	1.06192	8057304	62832.706366669	8063076	874656.752822692	8068880	1704176.39746874	8073856	55017	8079644	904039	8085447	1780701	8073856	0.84528	8079644	1.01619	8085447	1.06098	8073856	65087.3083475298	8079644	889635.796455387	8085447	1678354.91715207
69	8160748	33651	8166551	930017	8172355	2848444	8160748	0.84373	8166551	1.01679	8172355	1.06202	8160748	39883.6120559895	8166551	914659.860934903	8172355	2682100.14877309	8177331	52963	8183119	888889	8188937	1808576	8177331	0.84462	8183119	1.01578	8188937	1.06121	8177331	62706.3057943217	8183119	875080.233908917	8188937	1704258.34660435	8193914	55340	8199686	904470	8205489	1809717	8193914	0.84544	8199686	1.01716	8205489	1.06209	8193914	65457.0401211204	8199686	889211.136890951	8205489	1703920.57170296
70	8280759	33552	8286547	927682	8292350	2842638	8280759	0.84424	8286547	1.01625	8292350	1.06186	8280759	39742.2533876623	8286547	912848.216482165	8292350	2677036.52082195	8297326	53773	8303114	889851	8308933	1808838	8297326	0.84351	8303114	1.01568	8308933	1.06073	8297326	63749.0960391697	8303114	876113.539697543	8308933	1705276.55482545	8313909	55155	8319697	906674	8325500	1832382	8313909	0.84459	8319697	1.01609	8325500	1.06093	8313909	65303.8752530814	8319697	892316.625495773	8325500	1727146.93712121
71	8400770	33753	8406573	928140	8412377	2833081	8400770	0.84471	8406573	1.01543	8412377	1.061	8400770	39958.0921262919	8406573	914036.418069192	8412377	2670198.86899152	8417353	54078	8423156	890481	8428975	1799373	8417353	0.84483	8423156	1.01476	8428975	1.06119	8417353	64010.5109903768	8423156	877528.676731444	8428975	1695618.12681989	8433936	55564	8439724	905213	8445527	1856698	8433936	0.84448	8439724	1.01649	8445527	1.06068	8433936	65796.7032967033	8439724	890528.190144517	8445527	1750478.93803975
72	8520781	33757	8526569	926615	8532388	2823898	8520781	0.84471	8526569	1.01549	8532388	1.06035	8520781	39962.8274792532	8526569	912480.674354253	8532388	2663175.36662423	8537348	54674	8543152	890036	8548971	1795287	8537348	0.84482	8543152	1.01587	8548971	1.06118	8537348	64716.7443952558	8543152	876131.788516247	8548971	1691783.67477714	8553947	55740	8559735	904287	8565538	1872682	8553947	0.84471	8559735	1.01553	8565538	1.06109	8553947	65987.1435167099	8559735	890458.184396325	8565538	1764866.31671206
73	8640792	33615	8646595	926850	8652399	2815600	8640792	0.84418	8646595	1.01488	8652399	1.0606	8640792	39819.7066976237	8646595	913260.681065742	8652399	2654723.74127852	8657360	54477	8663147	887548	8668935	1786147	8657360	0.84412	8663147	1.01519	8668935	1.0606	8657360	64537.0326493863	8663147	874267.871038919	8668935	1684091.08052046	8673927	55757	8679699	904631	8685502	1893498	8673927	0.84503	8679699	1.0152	8685502	1.06115	8673927	65982.2728187165	8679699	891086.485421592	8685502	1784382.98072845
74	8760803	34520	8766591	925707	8772410	2816240	8760803	0.84421	8766591	1.01513	8772410	1.06158	8760803	40890.2998069201	8766591	911909.804655561	8772410	2652875.90195746	8777386	55483	8783158	890627	8788961	1780398	8777386	0.84374	8783158	1.0156	8788961	1.06062	8777386	65758.408988551	8783158	876946.632532493	8788961	1678638.90931719	8793938	56154	8799741	904407	8805529	1911455	8793938	0.84444	8799741	1.01582	8805529	1.06062	8793938	66498.5078868836	8799741	890322.104309819	8805529	1802205.31387302
75	8880814	34238	8886602	926849	8892421	2806304	8880814	0.84382	8886602	1.01407	8892421	1.06003	8880814	40575.004147804	8886602	913989.172345104	8892421	2647381.67787704	8897397	55427	8903169	888836	8908972	1767494	8897397	0.84391	8903169	1.01528	8908972	1.06017	8897397	65678.8046118662	8903169	875458.986683476	8908972	1667179.79192016	8913964	56498	8919752	906482	8925555	1927087	8913964	0.84369	8919752	1.01569	8925555	1.06104	8913964	66965.3545733623	8919752	892479.00442064	8925555	1816224.64751565
76	9000825	34199	9006629	928530	9012432	2795410	9000825	0.844	9006629	1.01583	9012432	1.06121	9000825	40520.1421800948	9006629	914060.423496057	9012432	2634172.31273735	9017408	56121	9023211	888025	9029030	1757703	9017408	0.84469	9023211	1.01511	9029030	1.06042	9017408	66439.7589648273	9023211	874806.671198196	9029030	1657553.61083344	9034007	56417	9039779	905813	9045582	1935139	9034007	0.84391	9039779	1.01568	9045582	1.06101	9034007	66851.9154886185	9039779	891829.119407688	9045582	1823864.99655988
77	9120836	33967	9126624	926412	9132443	2789849	9120836	0.8443	9126624	1.01513	9132443	1.06065	9120836	40230.960559043	9126624	912604.296986593	9132443	2630320.08673926	9137419	56643	9143222	888913	9149041	1748081	9137419	0.84426	9143222	1.01532	9149041	1.06082	9137419	67091.8911235875	9143222	875500.334869795	9149041	1647858.26059086	9154002	56769	9159774	905893	9165577	1947543	9154002	0.84361	9159774	1.01574	9165577	1.06008	9154002	67292.9434217233	9159774	891855.199165141	9165577	1837166.06293865
78	9240847	34523	9246635	927703	9252438	2779129	9240847	0.84369	9246635	1.01545	9252438	1.06048	9240847	40919.0579478244	9246635	913588.064404944	9252438	2620633.10953531	9257430	57088	9263202	890326	9269005	1735631	9257430	0.84327	9263202	1.01611	9269005	1.06109	9257430	67698.3646993252	9263202	876210.252826958	9269005	1635705.73655392	9273982	56755	9279769	901643	9285557	1959930	9273982	0.84397	9279769	1.01465	9285557	1.06017	9273982	67247.6509828548	9279769	888624.648893707	9285557	1848694.07736495
79	9360858	34477	9366646	924449	9372465	2775965	9360858	0.8434	9366646	1.01432	9372465	1.05937	9360858	40878.5866729903	9366646	911397.783736888	9372465	2620392.30863627	9377441	57515	9383229	887092	9389032	1720484	9377441	0.84364	9383229	1.01407	9389032	1.06092	9377441	68174.8139016642	9383229	874783.792045914	9389032	1621690.60815142	9394008	56989	9399796	906046	9405599	1962101	9394008	0.84354	9399796	1.01482	9405599	1.05939	9394008	67559.3332859141	9399796	892814.489269033	9405599	1852104.51297445
80	9480869	34582	9486657	925506	9492476	2767832	9480869	0.84443	9486657	1.01407	9492476	1.06043	9480869	40953.0689340739	9486657	912664.806177088	9492476	2610103.44860104	9497452	57843	9503224	890955	9509027	1705987	9497452	0.84328	9503224	1.01524	9509027	1.06049	9497452	68592.8754387629	9503224	877580.670580355	9509027	1608678.06391385	9514004	57252	9519791	904830	9525579	1968527	9514004	0.84397	9519791	1.01473	9525579	1.05944	9514004	67836.5344739742	9519791	891695.327821194	9525579	1858082.57192479
81	9600880	34722	9606668	924800	9612487	2757935	9600880	0.84403	9606668	1.01438	9612487	1.06062	9600880	41138.34816298	9606668	911689.899248802	9612487	2600304.53885463	9617463	57627	9623235	888500	9629038	1693909	9617463	0.8443	9623235	1.01545	9629038	1.06111	9617463	68254.1750562596	9623235	874981.535279925	9629038	1596355.70299027	9634030	57464	9639818	904540	9645606	1976537	9634030	0.84444	9639818	1.01552	9645606	1.06038	9634030	68049.8318412202	9639818	890716.086340003	9645606	1863989.32458175
82	9720891	34703	9726679	925272	9732467	2748552	9720891	0.84392	9726679	1.01501	9732467	1.06066	9720891	41121.1963219263	9726679	911589.04838376	9732467	2591360.09654366	9737443	58505	9743231	888554	9749034	1680292	9737443	0.84389	9743231	1.01476	9749034	1.06097	9737443	69327.7559871547	9743231	875629.705546139	9749034	1583731.86800758	9754010	57404	9759782	904976	9765585	1979736	9754010	0.8443	9759782	1.0154	9765585	1.06092	9754010	67990.0509297643	9759782	891250.738625173	9765585	1866055.87603212
83	9840902	34902	9846690	927231	9852493	2739779	9840902	0.84413	9846690	1.01528	9852493	1.06021	9840902	41346.7119993366	9846690	913276.140572059	9852493	2584185.20859075	9857470	58678	9863257	889264	9869060	1663654	9857470	0.84403	9863257	1.01568	9869060	1.0608	9857470	69521.2255488549	9863257	875535.601764335	9869060	1568301.28205128	9874037	57648	9879824	907873	9885643	1984293	9874037	0.84433	9879824	1.01577	9885643	1.06016	9874037	68276.6217000462	9879824	893778.119062386	9885643	1871692.0087534
84	9960913	35133	9966701	928615	9972504	2740665	9960913	0.84437	9966701	1.01607	9972504	1.06189	9960913	41608.5365420373	9966701	913928.174239964	9972504	2580931.16989519	9977481	59337	9983268	888917	9989056	1645785	9977481	0.8453	9983268	1.01645	9989056	1.06163	9977481	70196.3799834378	9983268	874530.965615623	9989056	1550243.49349585	9994048	57924	9999835	906001	10005639	1988764	9994048	0.84487	9999835	1.01651	10005639	1.06168	9994048	68559.6600660457	9999835	891285.87028165	10005639	1873223.57019064
85	10080924	34800	10086712	926765	10092515	2729387	10080924	0.84547	10086712	1.01616	10092515	1.06259	10080924	41160.5379256508	10086712	912026.64934656	10092515	2568617.24653912	10097492	59701	10103279	890154	10109067	1628470	10097492	0.8453	10103279	1.01739	10109067	1.06208	10097492	70626.996332663	10103279	874938.814024121	10109067	1533283.74510395	10114043	58147	10119831	907733	10125634	1986347	10114043	0.84555	10119831	1.01718	10125634	1.06304	10114043	68768.2573472887	10119831	892401.541516742	10125634	1868553.39403974
86	10200935	34955	10206723	924920	10212526	2718027	10200935	0.84527	10206723	1.01676	10212526	1.06158	10200935	41353.6503129178	10206723	909673.866005744	10212526	2560360.02939015	10217503	59405	10223290	888090	10229093	1617905	10217503	0.84531	10223290	1.01619	10229093	1.0621	10217503	70275.9934225314	10223290	873940.896879521	10229093	1523307.5981546	10234054	58268	10239826	905073	10245629	1987883	10234054	0.84461	10239826	1.01603	10245629	1.06178	10234054	68988.0536579013	10239826	890793.578929756	10245629	1872217.4085027
87	10320946	35869	10326734	927186	10332537	2713196	10320946	0.84482	10326734	1.01645	10332537	1.06184	10320946	42457.5649250728	10326734	912180.628658567	10332537	2555183.45513448	10337514	59734	10343301	890002	10349089	1604467	10337514	0.84547	10343301	1.01639	10349089	1.06253	10337514	70651.826794564	10343301	875650.09494387	10349089	1510043.95170019	10354081	58816	10359868	906916	10365672	1984735	10354081	0.8443	10359868	1.01633	10365672	1.06162	10354081	69662.4422598603	10359868	892344.0221188	10365672	1869534.29664098
88	10440957	35365	10446745	925618	10452548	2704122	10440957	0.845	10446745	1.0154	10452548	1.06225	10440957	41852.0710059172	10446745	911579.673035257	10452548	2545654.9776418	10457525	60410	10463312	891437	10469115	1584519	10457525	0.84451	10463312	1.01705	10469115	1.06182	10457525	71532.6047056873	10463312	876492.797797552	10469115	1492267.05091258	10474107	58947	10479895	907010	10485683	1985517	10474107	0.84473	10479895	1.01593	10485683	1.06144	10474107	69782.0605400542	10479895	892787.888929355	10485683	1870588.06903829
89	10560968	35794	10566756	925811	10572559	2695227	10560968	0.84513	10566756	1.01541	10572559	1.06127	10560968	42353.2474293896	10566756	911760.766586896	10572559	2539624.22380733	10577536	60755	10583323	890105	10589126	1570107	10577536	0.84461	10583323	1.0159	10589126	1.06257	10577536	71932.607949231	10583323	876173.836007481	10589126	1477650.41361981	10594103	59155	10599891	907853	10605694	1981629	10594103	0.8453	10599891	1.01579	10605694	1.06201	10594103	69981.0718088253	10599891	893740.832258636	10605694	1865923.10806866
90	10680979	35543	10686767	924725	10692570	2686926	10680979	0.84451	10686767	1.01578	10692570	1.06201	10680979	42087.1274466851	10686767	910359.526669161	10692570	2530038.32355628	10697547	60865	10703334	888802	10709138	1555135	10697547	0.84449	10703334	1.01644	10709138	1.06167	10697547	72073.0855309122	10703334	874426.429499036	10709138	1464800.73845922	10714114	58789	10719902	905617	10725705	1979099	10714114	0.84523	10719902	1.01572	10725705	1.06313	10714114	69553.8492481336	10719902	891601.031780412	10725705	1861577.60574906
