WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
43	5040462	9566	5046265	15655	5052068	465721	5040462	0.83052	5046265	0.98949	5052068	1.07214	5040462	11518.0850551462	5046265	15821.2816703554	5052068	434384.502023989	5057029	123842	5062817	897120	5068604	2481727	5057029	0.83144	5062817	0.98962	5068604	1.07104	5057029	148948.811700183	5062817	906529.779107132	5068604	2317118.87511204	5073581	507	5079368	734	5085156	1025	5073581	0.83171	5079368	0.98832	5085156	1.07182	5073581	609.587476404035	5079368	742.674437429173	5085156	956.317292082626
44	5160473	9443	5166261	15591	5172079	464593	5160473	0.83122	5166261	0.98958	5172079	1.07165	5160473	11360.4099997594	5166261	15755.1688595162	5172079	433530.537022349	5177056	124014	5182828	897481	5188631	2482583	5177056	0.83141	5182828	0.99055	5188631	1.07257	5177056	149161.063735101	5182828	906043.107364596	5188631	2314611.63373952	5193607	535	5199395	722	5205183	922	5193607	0.83182	5199395	0.99014	5205183	1.07223	5193607	643.167993075425	5199395	729.189811541802	5205183	859.890135511971
45	5280484	9357	5286272	15361	5292059	464193	5280484	0.83216	5286272	0.99134	5292059	1.07256	5280484	11244.2318784849	5286272	15495.188330946	5292059	432789.773998657	5297036	124178	5302823	896484	5308626	2482828	5297036	0.83217	5302823	0.99099	5308626	1.0729	5297036	149221.913791653	5302823	904634.759180214	5308626	2314128.06412527	5313618	480	5319406	726	5325194	927	5313618	0.83209	5319406	0.9907	5325194	1.07312	5313618	576.860676128784	5319406	732.815181185021	5325194	863.836290442821
46	5400495	9195	5406283	14877	5412086	462500	5400495	0.83165	5406283	0.99139	5412086	1.07248	5400495	11056.3337942644	5406283	15006.2034113719	5412086	431243.473071759	5417062	123508	5422834	896601	5428637	2481579	5417062	0.83163	5422834	0.99025	5428637	1.07257	5417062	148513.160900881	5422834	905428.932087857	5428637	2313675.56429883	5433614	516	5439401	754	5445205	956	5433614	0.83124	5439401	0.99036	5445205	1.0729	5433614	620.759347480872	5439401	761.339310957632	5445205	891.04296765775
47	5520506	9307	5526278	14800	5532097	462349	5520506	0.83094	5526278	0.99082	5532097	1.07277	5520506	11200.5680313861	5526278	14937.1227871864	5532097	430986.138687696	5537073	123967	5542861	897378	5548664	2481030	5537073	0.83186	5542861	0.99095	5548664	1.07251	5537073	149023.874209603	5542861	905573.439628639	5548664	2313293.1161481	5553640	506	5559428	799	5565216	980	5553640	0.83161	5559428	0.99061	5565216	1.07173	5553640	608.458291747334	5559428	806.573727299341	5565216	914.409412818527
48	5640517	9166	5646289	14789	5652092	461195	5640517	0.8316	5646289	0.99107	5652092	1.07199	5640517	11022.126022126	5646289	14922.2557437921	5652092	430223.229694307	5657069	123428	5662841	894662	5668644	2476721	5657069	0.83197	5662841	0.99068	5668644	1.07261	5657069	148356.310924673	5662841	903078.693422699	5668644	2309060.14301564	5673620	557	5679408	750	5685211	895	5673620	0.83195	5679408	0.99083	5685211	1.07259	5673620	669.511388905583	5679408	756.941150348698	5685211	834.428812500583
49	5760528	9171	5766316	14926	5772119	460431	5760528	0.83169	5766316	0.99011	5772119	1.0729	5760528	11026.9451358078	5766316	15075.0926664714	5772119	429146.23916488	5777095	123114	5782867	894001	5788670	2474620	5777095	0.83205	5782867	0.99144	5788670	1.07264	5777095	147964.665585001	5782867	901719.720810135	5788670	2307036.84367542	5793647	542	5799434	755	5805238	959	5793647	0.83193	5799434	0.99191	5805238	1.07315	5793647	651.49712115202	5799434	761.157766329606	5805238	893.630899687835
50	5880539	9102	5886327	14719	5892145	460062	5880539	0.83214	5886327	0.99168	5892145	1.07301	5880539	10938.0633066551	5886327	14842.489512746	5892145	428758.352671457	5897122	123525	5902894	894231	5908681	2472161	5897122	0.83245	5902894	0.99157	5908681	1.07294	5897122	148387.29052796	5902894	901833.45603437	5908681	2304099.949671	5913673	535	5919445	748	5925249	895	5913673	0.83245	5919445	0.99088	5925249	1.07304	5913673	642.681242116644	5919445	754.884547069272	5925249	834.078878699769
51	6000550	9151	6006322	14740	6012125	459800	6000550	0.83215	6006322	0.99045	6012125	1.0735	6000550	10996.8154779787	6006322	14882.1242869403	6012125	428318.584070796	6017102	122537	6022889	893385	6028692	2472333	6017102	0.83178	6022889	0.99111	6028692	1.07363	6017102	147319.002620885	6022889	901398.432061023	6028692	2302779.35601651	6033669	554	6039457	711	6045260	1004	6033669	0.83195	6039457	0.99086	6045260	1.07261	6033669	665.905402968928	6039457	717.558484548776	6045260	936.034532588732
52	6120561	9299	6126349	14415	6132152	457305	6120561	0.83221	6126349	0.99092	6132152	1.07346	6120561	11173.86236647	6126349	14547.0875549994	6132152	426010.284500587	6137128	122866	6142900	893458	6148703	2471593	6137128	0.83196	6142900	0.99069	6148703	1.07322	6137128	147682.580893312	6142900	901854.263190302	6148703	2302969.56821528	6153680	549	6159468	741	6165271	1011	6153680	0.83191	6159468	0.99136	6165271	1.07323	6153680	659.927155581734	6159468	747.458037443512	6165271	942.016156834975
53	6240572	9067	6246360	14252	6252163	456817	6240572	0.8316	6246360	0.99016	6252163	1.07251	6240572	10903.0784030784	6246360	14393.6333521855	6252163	425932.625336827	6257139	122440	6262927	892163	6268715	2467815	6257139	0.83191	6262927	0.99103	6268715	1.07242	6257139	147179.382385114	6262927	900238.136080643	6268715	2301164.65563865	6273707	558	6279479	712	6285282	1011	6273707	0.83247	6279479	0.99121	6285282	1.0735	6273707	670.294425024325	6279479	718.313979883173	6285282	941.779226828132
54	6360583	8995	6366371	14707	6372174	456179	6360583	0.83202	6366371	0.99155	6372174	1.07316	6360583	10811.0381961972	6366371	14832.3332156724	6372174	425080.137165008	6377135	122701	6382922	892828	6388726	2471697	6377135	0.83204	6382922	0.99137	6388726	1.07332	6377135	147470.073554156	6382922	900600.179549512	6388726	2302851.89878135	6393702	524	6399490	823	6405293	969	6393702	0.83181	6399490	0.99131	6405293	1.07382	6393702	629.951551436025	6399490	830.214564566079	6405293	902.385874727608
55	6480594	9196	6486382	14234	6492185	456529	6480594	0.83331	6486382	0.99202	6492185	1.07409	6480594	11035.5089942518	6486382	14348.5010382855	6492185	425037.939092627	6497177	122535	6502949	891616	6508752	2465262	6497177	0.83229	6502949	0.99251	6508752	1.07361	6497177	147226.327361857	6502949	898344.601061954	6508752	2296236.06337497	6513729	564	6519516	747	6525319	973	6513729	0.83297	6519516	0.99197	6525319	1.07379	6513729	677.095213513092	6519516	753.046967146184	6525319	906.136209128414
56	6600605	8938	6606393	14363	6612196	455035	6600605	0.83231	6606393	0.99115	6612196	1.07386	6600605	10738.7872307193	6606393	14491.2475407355	6612196	423737.731175386	6617172	122971	6622944	891915	6628732	2462081	6617172	0.83293	6622944	0.99194	6628732	1.07257	6617172	147636.656141573	6622944	899162.247716596	6628732	2295496.79741182	6633708	571	6639496	788	6645284	904	6633708	0.83226	6639496	0.99106	6645284	1.07333	6633708	686.083675774398	6639496	795.108267915162	6645284	842.238640492672
57	6720616	8974	6726404	14305	6732207	454241	6720616	0.83327	6726404	0.99119	6732207	1.07376	6720616	10769.6184910053	6726404	14432.1472169816	6732207	423037.73655193	6737168	123271	6742955	889322	6748759	2462268	6737168	0.83218	6742955	0.99166	6748759	1.07332	6737168	148130.212213704	6742955	896801.323034105	6748759	2294067.00704357	6753719	532	6759507	839	6765310	977	6753719	0.83296	6759507	0.99157	6765310	1.07429	6753719	638.686131386861	6759507	846.13290034995	6765310	909.437861285128
58	6840627	8845	6846399	14161	6852218	454343	6840627	0.83289	6846399	0.99214	6852218	1.07364	6840627	10619.6496536157	6846399	14273.1872517991	6852218	423180.02309899	6857194	122642	6862982	890563	6868770	2456617	6857194	0.83293	6862982	0.99194	6868770	1.07381	6857194	147241.664965843	6862982	897799.26205214	6868770	2287757.61075051	6873746	560	6879534	756	6885337	985	6873746	0.83283	6879534	0.99229	6885337	1.07413	6873746	672.406133304516	6879534	761.874048917151	6885337	917.021217171106
59	6960638	8931	6966426	14004	6972229	453352	6960638	0.833	6966426	0.99192	6972229	1.07423	6960638	10721.4885954382	6966426	14118.0740382289	6972229	422025.07842827	6977205	122624	6982993	890826	6988796	2458240	6977205	0.83272	6982993	0.99179	6988796	1.07396	6977205	147257.181285426	6982993	898200.223837708	6988796	2288949.30909904	6993773	539	6999560	793	7005363	909	6993773	0.83322	6999560	0.99155	7005363	1.07316	6993773	646.88797676484	6999560	799.757954717362	7005363	847.031197584703
60	7080649	8642	7086437	13928	7092224	452771	7080649	0.83289	7086437	0.99099	7092224	1.0737	7080649	10375.9199894344	7086437	14054.6322364504	7092224	421692.279035112	7097201	122807	7102988	891528	7108792	2457634	7097201	0.83282	7102988	0.99152	7108792	1.07513	7097201	147459.234888691	7102988	899152.815878651	7108792	2285894.72900952	7113768	577	7119556	795	7125359	996	7113768	0.83334	7119556	0.991	7125359	1.07366	7113768	692.394460844313	7119556	802.219979818365	7125359	927.667976826929
61	7200660	8972	7206448	13965	7212251	453012	7200660	0.83303	7206448	0.99236	7212251	1.075	7200660	10770.3203966244	7206448	14072.5140070136	7212251	421406.511627907	7217227	123317	7223015	889203	7228803	2453115	7217227	0.83315	7223015	0.99223	7228803	1.07515	7217227	148012.962851827	7223015	896166.211463068	7228803	2281649.07222248	7233795	574	7239567	767	7245370	998	7233795	0.8335	7239567	0.99283	7245370	1.07559	7233795	688.662267546491	7239567	772.539105385615	7245370	927.862847367491
62	7320671	8886	7326459	13755	7332262	452396	7320671	0.83334	7326459	0.99286	7332262	1.0743	7320671	10663.1146950824	7326459	13853.9169671454	7332262	421107.69803593	7337238	122889	7343026	890058	7348814	2452606	7337238	0.83356	7343026	0.99316	7348814	1.07512	7337238	147426.699937617	7343026	896187.925409803	7348814	2281239.30351961	7353790	588	7359578	735	7365381	973	7353790	0.83397	7359578	0.99264	7365381	1.07518	7353790	705.06133314148	7359578	740.449709864604	7365381	904.964750088357
63	7440682	8862	7446470	13817	7452273	450872	7440682	0.83343	7446470	0.99273	7452273	1.07539	7440682	10633.1665526799	7446470	13918.1852064509	7452273	419263.708979998	7457234	122736	7463021	890624	7468825	2447609	7457234	0.83319	7463021	0.99256	7468825	1.07459	7457234	147308.537068376	7463021	897299.911340372	7468825	2277714.29103193	7473801	518	7479573	769	7485376	916	7473801	0.83313	7479573	0.99319	7485376	1.07474	7473801	621.75170741661	7479573	774.272797752696	7485376	852.299160727246
64	7560693	8630	7566465	13604	7572268	450697	7560693	0.83316	7566465	0.99233	7572268	1.07417	7560693	10358.1544961352	7566465	13709.1491741659	7572268	419576.97571148	7577245	121751	7583032	890084	7588820	2446676	7577245	0.83355	7583032	0.99273	7588820	1.07456	7577245	146063.223561874	7583032	896602.298711634	7588820	2276909.61882073	7593796	542	7599568	829	7605372	986	7593796	0.83291	7599568	0.99219	7605372	1.07519	7593796	650.730571130134	7599568	835.525453794132	7605372	917.047219561194
65	7680704	8971	7686492	13863	7692311	451717	7680704	0.83316	7686492	0.99296	7692311	1.07528	7680704	10767.4396274425	7686492	13961.2874637448	7692311	420092.441038613	7697287	122680	7703075	889854	7708862	2444456	7697287	0.83357	7703075	0.99295	7708862	1.07493	7697287	147174.202526482	7703075	896172.012689461	7708862	2274060.63650656	7713854	565	7719642	749	7725429	987	7713854	0.8335	7719642	0.99263	7725429	1.07528	7713854	677.864427114577	7719642	754.56111542065	7725429	917.90045383528
66	7800715	8954	7806503	13908	7812306	451909	7800715	0.83312	7806503	0.99263	7812306	1.07568	7800715	10747.5513731515	7806503	14011.2630083717	7812306	420114.718131786	7817267	122112	7823054	887140	7828858	2444644	7817267	0.83317	7823054	0.99228	7828858	1.07506	7817267	146563.126372769	7823054	894042.004272987	7828858	2273960.52313359	7833834	578	7839606	800	7845409	985	7833834	0.83315	7839606	0.99249	7845409	1.07513	7833834	693.752625577627	7839606	806.053461495834	7845409	916.168277324603
67	7920726	8835	7926514	13620	7932317	449772	7920726	0.83356	7926514	0.99297	7932317	1.07458	7920726	10599.1170401651	7926514	13716.4264781413	7932317	418556.087029351	7937293	122543	7943081	887270	7948869	2439471	7937293	0.8335	7943081	0.99247	7948869	1.07443	7937293	147022.195560888	7943081	894001.833808579	7948869	2270479.23084798	7953845	556	7959633	744	7965451	895	7953845	0.8333	7959633	0.99148	7965451	1.07458	7953845	667.226689067563	7959633	750.393351353532	7965451	832.883545199055
68	8040737	8763	8046525	13491	8052328	449683	8040737	0.83324	8046525	0.99094	8052328	1.07473	8040737	10516.7778791225	8046525	13614.3459745292	8052328	418414.857685186	8057304	121934	8063092	888211	8068895	2435461	8057304	0.83338	8063092	0.99175	8068895	1.07451	8057304	146312.606494036	8063092	895599.697504412	8068895	2266578.25427404	8073856	561	8079644	773	8085447	954	8073856	0.83254	8079644	0.99215	8085447	1.07418	8073856	673.841497105244	8079644	779.116061079474	8085447	888.119309612914
69	8160748	8727	8166536	13527	8172339	449236	8160748	0.83389	8166536	0.99344	8172339	1.07609	8160748	10465.4091067167	8166536	13616.3230794009	8172339	417470.657658746	8177315	122483	8183103	887697	8188891	2437381	8177315	0.83398	8183103	0.99284	8188891	1.07518	8177315	146865.632269359	8183103	894098.747028726	8188891	2266951.58020052	8193867	506	8199655	780	8205458	958	8193867	0.83333	8199655	0.9918	8205458	1.07563	8193867	607.202428809715	8199655	786.448880822747	8205458	890.640833743946
70	8280759	8580	8286531	13273	8292366	449255	8280759	0.83359	8286531	0.99221	8292366	1.0759	8280759	10292.829808419	8286531	13377.2084538555	8292366	417562.041081885	8297342	122194	8303130	887070	8308933	2436245	8297342	0.83325	8303130	0.99371	8308933	1.07589	8297342	146647.464746475	8303130	892684.988578157	8308933	2264399.70628968	8313909	575	8319697	804	8325500	967	8313909	0.83317	8319697	0.99276	8325500	1.076	8313909	690.135266512236	8319697	809.863411096337	8325500	898.698884758364
71	8400770	8723	8406558	13252	8412361	448420	8400770	0.83382	8406558	0.99335	8412361	1.07518	8400770	10461.4904895541	8406558	13340.7157598027	8412361	417065.049573095	8417322	122172	8423109	887835	8428913	2433060	8417322	0.83339	8423109	0.99301	8428913	1.07552	8417322	146596.431442662	8423109	894084.651715491	8428913	2262217.34602797	8433889	562	8439661	804	8445480	1058	8433889	0.83388	8439661	0.99222	8445480	1.07552	8433889	673.95788362834	8439661	810.304166414707	8445480	983.710205296043
72	8520781	8742	8526569	13439	8532372	447040	8520781	0.83423	8526569	0.99353	8532372	1.07618	8520781	10479.1244620788	8526569	13526.5165621572	8532372	415395.194112509	8537348	122671	8543136	887712	8548924	2432566	8537348	0.83439	8543136	0.99368	8548924	1.07567	8537348	147018.780186723	8543136	893358.022703486	8548924	2261442.6357526	8553916	605	8559688	817	8565491	984	8553916	0.83408	8559688	0.99315	8565491	1.0762	8553916	725.350086322655	8559688	822.635050093138	8565491	914.328191785913
73	8640792	8711	8646580	13360	8652383	448417	8640792	0.83428	8646580	0.99295	8652383	1.07603	8640792	10441.3386393057	8646580	13454.8567400171	8652383	416732.804847448	8657360	122350	8663132	888103	8668935	2432938	8657360	0.83484	8663132	0.99376	8668935	1.07594	8657360	146555.028508457	8663132	893679.560457253	8668935	2261220.88592301	8673911	573	8679699	786	8685502	962	8673911	0.83491	8679699	0.99292	8685502	1.07675	8673911	686.301517528835	8679699	791.604560286831	8685502	893.429301137683
74	8760803	8630	8766591	13046	8772394	448468	8760803	0.83477	8766591	0.99419	8772394	1.07608	8760803	10338.1769828815	8766591	13122.2402156529	8772394	416760.835625604	8777355	122362	8783143	883093	8788946	2429423	8777355	0.83453	8783143	0.99346	8788946	1.0756	8777355	146623.848154051	8783143	888906.448171039	8788946	2258667.72034214	8793922	566	8799710	791	8805513	963	8793922	0.83418	8799710	0.99383	8805513	1.07607	8793922	678.510633196672	8799710	795.910769447491	8805513	894.923192729098
75	8880814	8683	8886586	12998	8892390	446736	8880814	0.8349	8886586	0.99411	8892390	1.07644	8880814	10400.0479099293	8886586	13075.0118196175	8892390	415012.448441158	8897366	122439	8903154	887286	8908957	2427604	8897366	0.83493	8903154	0.99405	8908957	1.07766	8897366	146645.826596242	8903154	892596.951863588	8908957	2252662.24968914	8913933	549	8919721	785	8925524	962	8913933	0.83424	8919721	0.99315	8925524	1.07631	8913933	658.084004602992	8919721	790.414338216785	8925524	893.79453874813
76	9000825	8678	9006597	13059	9012416	446839	9000825	0.83484	9006597	0.99307	9012416	1.07531	9000825	10394.8061904077	9006597	13150.1304036976	9012416	415544.354651217	9017408	122084	9023196	887759	9029015	2427260	9017408	0.83386	9023196	0.99352	9029015	1.07638	9017408	146408.269973377	9023196	893549.198808278	9029015	2255021.46082239	9033991	582	9039763	717	9045566	978	9033991	0.83435	9039763	0.99218	9045566	1.07675	9033991	697.548990231917	9039763	722.651131851076	9045566	908.288832133736
77	9120836	8841	9126624	13205	9132427	447369	9120836	0.83478	9126624	0.99405	9132427	1.07681	9120836	10590.8143462948	9126624	13284.0400382275	9132427	415457.694486493	9137404	122618	9143191	887050	9148994	2424724	9137404	0.83478	9143191	0.99394	9148994	1.07556	9137404	146886.604853974	9143191	892458.297281526	9148994	2254382.83312879	9153971	606	9159758	770	9165546	1027	9153971	0.8337	9159758	0.99334	9165546	1.07635	9153971	726.880172724002	9159758	775.162582801458	9165546	954.150601570121
78	9240847	8631	9246619	13020	9252438	447590	9240847	0.83386	9246619	0.99319	9252438	1.07468	9240847	10350.6583839014	9246619	13109.2741570092	9252438	416486.768154241	9257415	121881	9263202	885645	9269005	2423134	9257415	0.83424	9263202	0.99396	9269005	1.07612	9257415	146098.245109321	9263202	891026.801883376	9269005	2251732.14883099	9273966	557	9279754	787	9285541	970	9273966	0.83438	9279754	0.99275	9285541	1.0761	9273966	667.561542702366	9279754	792.7474187862	9285541	901.403215314562
79	9360858	8438	9366646	13060	9372434	447198	9360858	0.83476	9366646	0.99329	9372434	1.0765	9360858	10108.2945996454	9366646	13148.2245869786	9372434	415418.48583372	9377410	121774	9383198	885132	9389001	2419456	9377410	0.83367	9383198	0.99362	9389001	1.07604	9377410	146069.787805726	9383198	890815.40226646	9389001	2248481.46909037	9393977	567	9399765	791	9405568	992	9393977	0.83462	9399765	0.99362	9405568	1.07623	9393977	679.351081929501	9399765	796.078983917393	9405568	921.736060135845
80	9480869	8770	9486657	12874	9492460	447313	9480869	0.83471	9486657	0.99313	9492460	1.07636	9480869	10506.6430257215	9486657	12963.056196067	9492460	415579.360065406	9497421	121856	9503209	884886	9509012	2420615	9497421	0.83432	9503209	0.99438	9509012	1.07655	9497421	146054.271742257	9503209	889887.165872202	9509012	2248492.87074451	9514004	582	9519776	787	9525579	985	9514004	0.8347	9519776	0.9932	9525579	1.07582	9514004	697.256499341081	9519776	792.388240032219	9525579	915.580673346842
81	9600880	8603	9606652	12701	9612471	447789	9600880	0.83478	9606652	0.99351	9612471	1.07605	9600880	10305.7092886749	9606652	12783.9679520085	9612471	416141.443241485	9617432	121832	9623220	885326	9629023	2420583	9617432	0.83446	9623220	0.99362	9629023	1.07678	9617432	146001.006639024	9623220	891010.647933818	9629023	2247982.87486766	9633999	595	9639787	742	9645574	1023	9633999	0.83466	9639787	0.99356	9645574	1.07508	9633999	712.86511873098	9639787	746.809452876525	9645574	951.557093425606
82	9720891	8504	9726679	12812	9732482	446308	9720891	0.83461	9726679	0.99457	9732482	1.07576	9720891	10189.1901606738	9726679	12881.9489829776	9732482	414876.924221016	9737459	121653	9743246	883159	9749034	2414835	9737459	0.83418	9743246	0.99334	9749034	1.07715	9737459	145835.431201899	9743246	889080.274629029	9749034	2241874.39075338	9754010	607	9759782	813	9765585	1051	9754010	0.83477	9759782	0.99354	9765585	1.07611	9754010	727.146399607077	9759782	818.286128389395	9765585	976.665954224011
83	9840902	8508	9846690	12881	9852493	447738	9840902	0.83405	9846690	0.99323	9852493	1.07581	9840902	10200.8272885319	9846690	12968.798767657	9852493	416186.873146745	9857470	122515	9863257	884603	9869060	2413150	9857470	0.83418	9863257	0.99337	9869060	1.07609	9857470	146868.781318181	9863257	890507.061819866	9869060	2242516.88985122	9874037	580	9879809	760	9885596	988	9874037	0.83415	9879809	0.99361	9885596	1.07602	9874037	695.318587783972	9879809	764.887631968277	9885596	918.198546495419
84	9960913	8539	9966701	12666	9972504	446384	9960913	0.83456	9966701	0.9934	9972504	1.07644	9960913	10231.7388803681	9966701	12750.1509965774	9972504	414685.444613727	9977481	121789	9983253	882843	9989071	2412166	9977481	0.83394	9983253	0.99379	9989071	1.07603	9977481	146040.482528719	9983253	888359.71382284	9989071	2241727.46113027	9994032	573	9999820	831	10005623	995	9994032	0.83467	9999820	0.99412	10005623	1.0771	9994032	686.49885583524	9999820	835.915181265843	10005623	923.776808095813
85	10080924	8415	10086712	12763	10092515	446561	10080924	0.83503	10086712	0.99385	10092515	1.07775	10080924	10077.4822461468	10086712	12841.9781657192	10092515	414345.627464625	10097492	122394	10103264	884600	10109082	2416200	10097492	0.8354	10103264	0.99411	10109082	1.07776	10097492	146509.456547762	10103264	889841.164458661	10109082	2241872.03087886	10114059	536	10119846	788	10125634	972	10114059	0.83539	10119846	0.99469	10125634	1.07811	10114059	641.616490501443	10119846	792.206617136998	10125634	901.577761081893
86	10200935	8615	10206723	12431	10212526	446140	10200935	0.83548	10206723	0.99479	10212526	1.07752	10200935	10311.4377363911	10206723	12496.1047055157	10212526	414043.358823966	10217503	121787	10223290	886687	10229078	2412208	10217503	0.83506	10223290	0.99542	10229078	1.07791	10217503	145842.214930664	10223290	890766.711538848	10229078	2237856.59285098	10234054	612	10239826	776	10245629	951	10234054	0.83552	10239826	0.99488	10245629	1.07688	10234054	732.477977786289	10239826	779.993567063364	10245629	883.106752841542
87	10320946	8351	10326734	12551	10332537	446414	10320946	0.83505	10326734	0.99443	10332537	1.07737	10320946	10000.5987665409	10326734	12621.3006445904	10332537	414355.328253061	10337514	121953	10343301	884386	10349089	2408170	10337514	0.8352	10343301	0.99485	10349089	1.07727	10337514	146016.522988506	10343301	888964.165452078	10349089	2235437.72684657	10354065	541	10359837	834	10365641	969	10354065	0.835	10359837	0.99452	10365641	1.07747	10354065	647.904191616767	10359837	838.595503358404	10365641	899.328983637596
88	10440957	8448	10446745	12389	10452548	445260	10440957	0.83475	10446745	0.99459	10452548	1.07759	10440957	10120.3953279425	10446745	12456.3890648408	10452548	413199.825536614	10457525	122368	10463312	884509	10469100	2409773	10457525	0.83493	10463312	0.99496	10469100	1.07754	10457525	146560.789527266	10463312	888989.507115864	10469100	2236365.23934146	10474076	643	10479864	808	10485652	989	10474076	0.83474	10479864	0.99424	10485652	1.07657	10474076	770.299734048926	10479864	812.681042806566	10485652	918.658331552988
89	10560968	8334	10566756	12486	10572559	445801	10560968	0.83467	10566756	0.99489	10572559	1.07728	10560968	9984.78440581308	10566756	12550.1311702801	10572559	413820.919352443	10577536	121766	10583323	883279	10589111	2409716	10577536	0.83511	10583323	0.9946	10589111	1.07771	10577536	145808.336626313	10583323	888074.602855419	10589111	2235959.58096334	10594087	574	10599859	806	10605663	1011	10594087	0.83424	10599859	0.99299	10605663	1.07735	10594087	688.051400076717	10599859	811.689946525141	10605663	938.413700283102
90	10680979	8466	10686767	12466	10692570	445342	10680979	0.83549	10686767	0.99389	10692570	1.07805	10680979	10132.9758584783	10686767	12542.6355029229	10692570	413099.577941654	10697547	121747	10703334	881637	10709122	2405226	10697547	0.83559	10703334	0.99562	10709122	1.07778	10697547	145701.839418854	10703334	885515.558144674	10709122	2231648.38835384	10714098	583	10719870	795	10725674	1019	10714098	0.83576	10719870	0.99546	10725674	1.07755	10714098	697.568680003829	10719870	798.625760954734	10725674	945.663774302817
91	10800990	8421	10806778	12379	10812581	443791	10800990	0.83427	10806778	0.99447	10812581	1.07787	10800990	10093.8545075335	10806778	12447.8365360443	10812581	411729.614888623	10817558	122274	10823330	883777	10829149	2401517	10817558	0.83501	10823330	0.9944	10829149	1.07679	10817558	146434.174441025	10823330	888754.022526147	10829149	2230255.66730746	10834125	642	10839913	805	10845716	971	10834125	0.83475	10839913	0.99407	10845716	1.0757	10834125	769.092542677448	10839913	809.802126610802	10845716	902.668030119922
92	10921001	8276	10926789	12590	10932592	441855	10921001	0.83215	10926789	0.99212	10932592	1.07529	10921001	9945.322357748	10926789	12689.9971777608	10932592	410917.054934018	10937569	121161	10943356	877319	10949144	2393523	10937569	0.83263	10943356	0.99075	10949144	1.07453	10937569	145516.015517096	10943356	885509.967196568	10949144	2227506.90999786	10954120	620	10959892	815	10965696	913	10954120	0.83264	10959892	0.9916	10965696	1.07416	10954120	744.619523443505	10959892	821.903993545785	10965696	849.966485439786
93	11041012	8269	11046800	12166	11052603	443361	11041012	0.83175	11046800	0.99059	11052603	1.0735	11041012	9941.68920949805	11046800	12281.5695696504	11052603	413005.123428039	11057580	121281	11063367	879363	11069155	2396880	11057580	0.83221	11063367	0.99085	11069155	1.07299	11057580	145733.648958796	11063367	887483.473785134	11069155	2233832.56134726	11074131	599	11079919	805	11085707	946	11074131	0.83161	11079919	0.99066	11085707	1.07222	11074131	720.289558807614	11079919	812.589586740153	11085707	882.28162130906
94	11161024	8416	11166811	12337	11172614	442058	11161024	0.83201	11166811	0.99083	11172614	1.0739	11161024	10115.2630377039	11166811	12451.1772958025	11172614	411637.955116864	11177591	120892	11183363	877205	11189166	2388302	11177591	0.83139	11183363	0.99017	11189166	1.07287	11177591	145409.494942205	11183363	885913.529999899	11189166	2226087.03757212	11194142	558	11199930	805	11205718	1033	11194142	0.8314	11199930	0.99045	11205718	1.07273	11194142	671.157084435891	11199930	812.761875914988	11205718	962.963653482237
95	11281035	8315	11286822	12338	11292625	440997	11281035	0.8321	11286822	0.98966	11292625	1.07263	11281035	9992.78932820574	11286822	12466.9078269305	11292625	411136.179297614	11297602	121488	11303389	878312	11309177	2388836	11297602	0.83136	11303389	0.98994	11309177	1.07252	11297602	146131.639722864	11303389	887237.610360224	11309177	2227311.37880879	11314153	522	11319941	785	11325744	1012	11314153	0.83193	11319941	0.99015	11325744	1.07284	11314153	627.456636976669	11319941	792.809170327728	11325744	943.290705044555
96	11401046	8252	11406833	12525	11412636	441418	11401046	0.83217	11406833	0.99047	11412636	1.07399	11401046	9916.24307533317	11406833	12645.511726756	11412636	411007.551280738	11417613	120523	11423385	880181	11429188	2390657	11417613	0.83107	11423385	0.99043	11429188	1.0734	11417613	145021.478335158	11423385	888685.722363014	11429188	2227181.85205888	11434164	568	11439936	798	11445740	937	11434164	0.83207	11439936	0.98973	11445740	1.07439	11434164	682.634874469696	11439936	806.280500742627	11445740	872.122785952959
97	11521057	8279	11526844	12135	11532647	440774	11521057	0.8323	11526844	0.99114	11532647	1.07444	11521057	9947.13444671393	11526844	12243.4772080634	11532647	410236.029931872	11537624	121166	11543411	878390	11549199	2393757	11537624	0.83268	11543411	0.99095	11549199	1.07365	11537624	145513.282413412	11543411	886412.028861194	11549199	2229550.59842593	11554175	600	11559947	801	11565751	986	11554175	0.83253	11559947	0.99169	11565751	1.07447	11554175	720.694749738748	11559947	807.712087446682	11565751	917.661730899886
