WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
42	4920467	27004	4926254	8500	4932089	2836659	4920467	0.84224	4926254	1.03077	4932089	1.106	4920467	32062.1200607903	4926254	8246.26250278918	4932089	2564791.13924051	4937065	29806	4942837	11502	4948656	3068533	4937065	0.84284	4942837	1.0304	4948656	1.10498	4937065	35363.7701105785	4942837	11162.6552795031	4948656	2777003.20367789	4953648	27474	4959420	23256	4965223	3023700	4953648	0.84301	4959420	1.03027	4965223	1.10498	4953648	32590.3607311894	4959420	22572.7236549642	4965223	2736429.61863563
43	5040478	26922	5046265	9102	5052068	2823936	5040478	0.84282	5046265	1.03096	5052068	1.10529	5040478	31942.763579412	5046265	8828.66454566618	5052068	2554927.6660424	5057060	29869	5062832	12366	5068636	3052753	5057060	0.8433	5062832	1.03145	5068636	1.10528	5057060	35419.1865291118	5062832	11988.9475980416	5068636	2761972.53184713	5073612	27005	5079400	25608	5085203	2993508	5073612	0.8427	5079400	1.0305	5085203	1.10536	5073612	32045.8051501127	5079400	24850.0727802038	5085203	2708174.71231092
44	5160489	26693	5166276	9458	5172079	2799638	5160489	0.84312	5166276	1.03185	5172079	1.10499	5160489	31659.7874561154	5166276	9166.06095847265	5172079	2533631.97856994	5177056	29479	5182843	13091	5188647	3027459	5177056	0.84337	5182843	1.03109	5188647	1.10636	5177056	34953.8162372387	5182843	12696.2728762766	5188647	2736414.0062909	5193639	26222	5199426	28814	5205229	2915822	5193639	0.84224	5199426	1.0315	5205229	1.10552	5193639	31133.6436170213	5199426	27934.0765874939	5205229	2637511.75917215
45	5280500	26389	5286287	10046	5292090	2768977	5280500	0.84289	5286287	1.03038	5292090	1.10599	5280500	31307.7625787469	5286287	9749.80104427493	5292090	2503618.47756309	5297067	29199	5302839	14304	5308642	2972600	5297067	0.84303	5302839	1.03024	5308642	1.10519	5297067	34635.7780861891	5302839	13884.1435005436	5308642	2689673.2688497	5313618	25611	5319390	33454	5325194	2794444	5313618	0.84235	5319390	1.03139	5325194	1.10644	5313618	30404.2262717398	5319390	32435.8390133703	5325194	2525617.29510864
46	5400511	25694	5406298	10992	5412101	2721584	5400511	0.84385	5406298	1.03184	5412101	1.1071	5400511	30448.5394323636	5406298	10652.8143898279	5412101	2458300.06322825	5417078	28361	5422865	16188	5428653	2897357	5417078	0.84278	5422865	1.03075	5428653	1.10617	5417078	33651.7240561001	5422865	15705.069124424	5428653	2619269.19008832	5433629	24467	5439417	38613	5445205	2617752	5433629	0.84259	5439417	1.03114	5445205	1.10652	5433629	29037.8475889816	5439417	37446.9034272747	5445205	2365752.08762607
47	5520522	25472	5526309	12103	5532128	2654689	5520522	0.84331	5526309	1.03212	5532128	1.10734	5520522	30204.7882747744	5526309	11726.3496492656	5532128	2397356.72873733	5537104	27696	5542892	17722	5548711	2798035	5537104	0.84359	5542892	1.03144	5548711	1.1069	5537104	32831.1146409986	5542892	17181.8040797332	5548711	2527811.90712802	5553687	22101	5559475	45899	5565278	2402645	5553687	0.84305	5559475	1.03179	5565278	1.10629	5553687	26215.5269556966	5559475	44484.8273388965	5565278	2171803.95737103
48	5640533	24798	5646320	13354	5652139	2570618	5640533	0.84358	5646320	1.03179	5652139	1.10709	5640533	29396.1450010669	5646320	12942.5561402999	5652139	2321959.37096352	5657115	26919	5662887	19911	5668691	2678094	5657115	0.84366	5662887	1.03249	5668691	1.10714	5657115	31907.4034563687	5662887	19284.4482755281	5668691	2418929.85530285	5673651	19931	5679439	53834	5685242	2174341	5673651	0.84396	5679439	1.03129	5685242	1.1059	5673651	23616.0481539409	5679439	52200.6419144954	5685242	1966128.04050999
49	5760544	24609	5766331	14957	5772134	2477351	5760544	0.84341	5766331	1.03128	5772134	1.10659	5760544	29177.9798674429	5766331	14503.3356605384	5772134	2238725.27313639	5777111	25814	5782898	22393	5788702	2535102	5777111	0.84295	5782898	1.03248	5788702	1.10652	5777111	30623.4058959606	5782898	21688.5557105222	5788702	2291058.45352999	5793678	17497	5799466	64321	5805269	1957747	5793678	0.84357	5799466	1.0317	5805269	1.10671	5793678	20741.6100619984	5799466	62344.6738392944	5805269	1768979.22671703
50	5880555	23985	5886358	17116	5892145	2370044	5880555	0.84438	5886358	1.03237	5892145	1.10715	5880555	28405.4572585803	5886358	16579.327179209	5892145	2140671.09244457	5897122	25060	5902909	25492	5908697	2389780	5897122	0.84364	5902909	1.03288	5908697	1.10723	5897122	29704.6133421839	5902909	24680.5049957401	5908697	2158341.08541134	5913673	15727	5919445	76163	5925249	1775458	5913673	0.8442	5919445	1.03208	5925249	1.10669	5913673	18629.4716891732	5919445	73795.6359972095	5925249	1604295.6925607
51	6000566	23411	6006353	18904	6012172	2257269	6000566	0.84385	6006353	1.03086	6012172	1.1072	6000566	27743.0823013569	6006353	18338.0866461013	6012172	2038718.38872832	6017148	23733	6022905	29064	6028708	2237670	6017148	0.84346	6022905	1.0319	6028708	1.10884	6017148	28137.6710217438	6022905	28165.5199147204	6028708	2018027.8489232	6033684	13931	6039472	88621	6045275	1621942	6033684	0.84362	6039472	1.03204	6045275	1.10715	6033684	16513.3590953273	6039472	85869.7337312507	6045275	1464970.41954568
52	6120577	22555	6126364	21605	6132167	2136671	6120577	0.84396	6126364	1.03241	6132167	1.1071	6120577	26725.2002464572	6126364	20926.7635919838	6132167	1929971.09565532	6137144	22806	6142916	32377	6148719	2084244	6137144	0.84436	6142916	1.03236	6148719	1.10731	6137144	27009.8062437823	6142916	31362.1217404781	6148719	1882258.80738005	6153711	12712	6159499	103016	6165302	1509507	6153711	0.84382	6159499	1.03178	6165302	1.10658	6153711	15064.8242516176	6159499	99842.989784644	6165302	1364119.17800792
53	6240588	21888	6246360	24342	6252178	2019308	6240588	0.84405	6246360	1.03104	6252178	1.10673	6240588	25932.1130264795	6246360	23609.1713221601	6252178	1824571.4853668	6257155	21815	6262943	36483	6268746	1940243	6257155	0.84332	6262943	1.03164	6268746	1.10645	6257155	25867.9979130105	6262943	35364.0804931953	6268746	1753574.94690226	6273722	11946	6279510	117302	6285313	1430161	6273722	0.8442	6279510	1.03207	6285313	1.10703	6273722	14150.6751954513	6279510	113657.01938822	6285313	1291890.01201413
54	6360599	21781	6366386	26730	6372189	1908996	6360599	0.84423	6366386	1.03205	6372189	1.10779	6360599	25799.8412754818	6366386	25899.9079501962	6372189	1723247.18583847	6377182	20864	6382969	40558	6388772	1814694	6377182	0.8444	6382969	1.03137	6388772	1.10763	6377182	24708.6688773093	6382969	39324.3937675131	6388772	1638357.57428022	6393749	11243	6399536	133074	6405324	1376862	6393749	0.84386	6399536	1.03266	6405324	1.10765	6393749	13323.3000734719	6399536	128865.260589158	6405324	1243047.8941904
55	6480610	20644	6486397	29807	6492185	1798436	6480610	0.84443	6486397	1.03194	6492185	1.10735	6480610	24447.2602820838	6486397	28884.4312653837	6492185	1624089.944462	6497161	19889	6502965	44855	6508783	1703300	6497161	0.84331	6502965	1.03142	6508783	1.1071	6497161	23584.4470005099	6502965	43488.5885478273	6508783	1538524.07189956	6513760	10824	6519547	148506	6525366	1346848	6513760	0.84378	6519547	1.03126	6525366	1.10711	6513760	12827.9883381924	6519547	144004.421775304	6525366	1216543.97485345
56	6600621	20867	6606408	267954	6612212	1683133	6600621	0.84354	6606408	1.03081	6612212	1.10629	6600621	24737.4161272732	6606408	259945.091723984	6612212	1521421.14635403	6617188	20173	6622976	501733	6628779	1607488	6617188	0.84417	6622976	1.03145	6628779	1.10647	6617188	23896.8454221306	6622976	486434.63085947	6628779	1452807.57725017	6633771	12342	6639558	1368473	6645346	1324683	6633771	0.84305	6639558	1.03245	6645346	1.10695	6633771	14639.7010853449	6639558	1325461.76570294	6645346	1196696.32774741
57	6720632	20298	6726419	269494	6732223	1594883	6720632	0.84356	6726419	1.03235	6732223	1.1069	6720632	24062.3073640286	6726419	261049.062817843	6732223	1440855.5425061	6737215	19196	6743002	506585	6748821	1524398	6737215	0.84317	6743002	1.03211	6748821	1.10694	6737215	22766.4646512566	6743002	490824.621406633	6748821	1377127.9382803	6753797	11664	6759585	1386428	6765388	1328551	6753797	0.84295	6759585	1.03139	6765388	1.10648	6753797	13837.1196393618	6759585	1344232.54055207	6765388	1200700.41934784
58	6840643	19874	6846430	271095	6852234	1517548	6840643	0.84464	6846430	1.03275	6852234	1.10717	6840643	23529.5510513355	6846430	262498.184458969	6852234	1370654.91297633	6857210	18709	6862998	509118	6868801	1461968	6857210	0.84466	6862998	1.03231	6868801	1.10696	6857210	22149.7407240783	6862998	493183.249217774	6868801	1320705.35520705	6873777	11821	6879565	1388643	6885352	1346309	6873777	0.84375	6879565	1.03152	6885352	1.10645	6873777	14010.0740740741	6879565	1346210.4467194	6885352	1216782.5025984
59	6960654	19527	6966441	271528	6972245	1450235	6960654	0.84395	6966441	1.03202	6972245	1.10715	6960654	23137.6266366491	6966441	263103.428228135	6972245	1309881.22657273	6977237	18332	6983024	510037	6988827	1412203	6977237	0.84417	6983024	1.03223	6988827	1.10723	6977237	21716.0050700688	6983024	494111.777413948	6988827	1275437.80425025	6993804	11528	6999576	1394524	7005379	1369207	6993804	0.84356	6999576	1.03255	7005379	1.10678	6993804	13665.8921712741	6999576	1350563.16885381	7005379	1237108.54912449
60	7080665	19302	7086452	271185	7092256	1395762	7080665	0.84327	7086452	1.03073	7092256	1.10726	7080665	22889.4660073286	7086452	263099.938878271	7092256	1260554.88322526	7097248	17925	7103020	510726	7108838	1373770	7097248	0.84358	7103020	1.03143	7108838	1.10653	7097248	21248.7256691719	7103020	495163.026089992	7108838	1241511.75295744	7113815	11254	7119602	1393100	7125406	1408057	7113815	0.84404	7119602	1.03071	7125406	1.10687	7113815	13333.4913037297	7119602	1351592.59151459	7125406	1272106.93216005
61	7200676	19183	7206463	271691	7212267	1351798	7200676	0.84369	7206463	1.03111	7212267	1.10604	7200676	22737.0242624661	7206463	263493.710661326	7212267	1222196.30393114	7217243	17678	7223031	511083	7228849	1342920	7217243	0.8433	7223031	1.03151	7228849	1.10616	7217243	20962.8839084549	7223031	495470.717685723	7228849	1214037.75222391	7233826	10991	7239613	1395916	7245401	1450774	7233826	0.84388	7239613	1.03132	7245401	1.10647	7233826	13024.3636536	7239613	1353523.63960749	7245401	1311173.37117138
62	7320687	18940	7326474	271742	7332278	1313087	7320687	0.84353	7326474	1.03099	7332278	1.10669	7320687	22453.261887544	7326474	263573.846497056	7332278	1186499.38103715	7337254	17678	7343042	510226	7348860	1326178	7337254	0.84367	7343042	1.03203	7348860	1.10632	7337254	20953.6904239809	7343042	494390.666937977	7348860	1198729.11996529	7353837	11046	7359624	1398662	7365428	1503976	7353837	0.84392	7359624	1.03234	7365428	1.10715	7353837	13088.9183808892	7359624	1354846.27157719	7365428	1358421.17147631
63	7440698	18744	7446485	270816	7452289	1285068	7440698	0.84416	7446485	1.03169	7452289	1.10703	7440698	22204.3214556482	7446485	262497.455631052	7452289	1160824.90989404	7457281	17572	7463053	509231	7468871	1309981	7457281	0.84309	7463053	1.03135	7468871	1.10788	7457281	20842.3774448754	7463053	493751.878605711	7468871	1182421.38137704	7473848	10991	7479620	1397478	7485423	1562732	7473848	0.84361	7479620	1.03176	7485423	1.10758	7473848	13028.5321416294	7479620	1354460.33961386	7485423	1410942.77614258
64	7560709	18553	7566496	271145	7572300	1255230	7560709	0.8435	7566496	1.03192	7572300	1.10723	7560709	21995.257854179	7566496	262757.771920304	7572300	1133666.89847638	7577276	17689	7583048	512288	7588836	1300057	7577276	0.84417	7583048	1.03241	7588836	1.1071	7577276	20954.310150799	7583048	496205.964684573	7588836	1174290.48866408	7593828	10771	7599615	1394203	7605403	1630564	7593828	0.84359	7599615	1.03154	7605403	1.10681	7593828	12768.0508303797	7599615	1351574.34515385	7605403	1473210.39744852
65	7680720	18654	7686523	272776	7692326	1235374	7680720	0.84377	7686523	1.03228	7692326	1.10732	7680720	22107.9204048497	7686523	264246.134769636	7692326	1115643.17451143	7697303	17302	7703075	511890	7708878	1298426	7697303	0.84279	7703075	1.03164	7708878	1.10712	7697303	20529.4320056004	7703075	496190.531580784	7708878	1172796.08353205	7713854	10908	7719657	1398415	7725461	1705539	7713854	0.84379	7719657	1.03277	7725461	1.10785	7713854	12927.3871460909	7719657	1354043.01054446	7725461	1539503.54289841
66	7800731	18629	7806534	271970	7812337	1215361	7800731	0.84316	7806534	1.03198	7812337	1.10704	7800731	22094.2644337967	7806534	263541.929107153	7812337	1097847.41292094	7817314	17627	7823101	511396	7828920	1291011	7817314	0.84353	7823101	1.0327	7828920	1.10854	7817314	20896.7078823515	7823101	495202.866272877	7828920	1164604.79549678	7833896	11047	7839668	1397900	7845472	1788265	7833896	0.84439	7839668	1.03211	7845472	1.10853	7833896	13082.8171816341	7839668	1354409.89816977	7845472	1613185.93091752
67	7920742	18440	7926545	271441	7932348	1202607	7920742	0.844	7926545	1.03311	7932348	1.10785	7920742	21848.3412322275	7926545	262741.62480278	7932348	1085532.3374103	7937325	17538	7943112	512779	7948915	1291754	7937325	0.84372	7943112	1.03241	7948915	1.10912	7937325	20786.5168539326	7943112	496681.550934222	7948915	1164665.68090017	7953892	10816	7959664	1401156	7965467	1872522	7953892	0.84369	7959664	1.03233	7965467	1.10921	7953892	12819.87459849	7959664	1357275.28987824	7965467	1688158.2387465
68	8040753	18538	8046540	272683	8052344	1190636	8040753	0.84436	8046540	1.03325	8052344	1.1077	8040753	21955.0902458667	8046540	263908.057101379	8052344	1074872.25783154	8057320	17448	8063108	512410	8068895	1291878	8057320	0.84523	8063108	1.0326	8068895	1.10892	8057320	20642.9019320185	8063108	496232.810381561	8068895	1164987.55545937	8073887	10748	8079675	1401094	8085478	1958004	8073887	0.84373	8079675	1.03317	8085478	1.10828	8073887	12738.6723240847	8079675	1356111.77250598	8085478	1766705.16475981
69	8160764	18396	8166567	271695	8172370	1180332	8160764	0.84405	8166567	1.03179	8172370	1.10819	8160764	21794.9173627155	8166567	263323.932195505	8172370	1065098.94512674	8177331	17574	8183119	511631	8188906	1289943	8177331	0.84434	8183119	1.03207	8188906	1.10797	8177331	20813.8901390435	8183119	495732.847578168	8188906	1164240.00649837	8193898	10991	8199670	1395420	8205474	2042679	8193898	0.84476	8199670	1.03237	8205474	1.10783	8193898	13010.7959657181	8199670	1351666.55365809	8205474	1843856.00678805
70	8280775	18251	8286578	272247	8292381	1173133	8280775	0.84375	8286578	1.03248	8292381	1.10858	8280775	21630.8148148148	8286578	263682.589493259	8292381	1058230.34873442	8297358	17584	8303145	512150	8308933	1292114	8297358	0.84481	8303145	1.0325	8308933	1.10829	8297358	20814.1475598064	8303145	496029.055690073	8308933	1165862.72545994	8313909	10886	8319697	1401149	8325500	2130744	8313909	0.84446	8319697	1.03306	8325500	1.10678	8313909	12891.0783222414	8319697	1356309.41087643	8325500	1925173.92797123
71	8400786	18126	8406589	271411	8412392	1164936	8400786	0.84425	8406589	1.03274	8412392	1.10759	8400786	21469.9437370447	8406589	262806.708368031	8412392	1051775.47648498	8417353	17592	8423141	511187	8428944	1294514	8417353	0.84437	8423141	1.03269	8428944	1.10884	8417353	20834.4683018108	8423141	495005.277479205	8428944	1167448.86548104	8433920	10939	8439708	1400015	8445511	2208752	8433920	0.84455	8439708	1.03288	8445511	1.10747	8433920	12952.4598898822	8439708	1355447.87390597	8445511	1994412.48972884
72	8520797	18133	8526584	271889	8532388	1158275	8520797	0.84491	8526584	1.03309	8532388	1.10815	8520797	21461.4574333361	8526584	263180.36182714	8532388	1045233.04606777	8537348	17600	8543136	511662	8548939	1296390	8537348	0.84467	8543136	1.03307	8548939	1.10741	8537348	20836.5397137344	8543136	495282.99147202	8548939	1170650.43660433	8553916	10922	8559703	1399773	8565507	2289491	8553916	0.84422	8559703	1.03278	8565507	1.10738	8553916	12937.385989434	8559703	1355344.79753675	8565507	2067484.51299464
73	8640808	18048	8646611	272634	8652414	1155547	8640808	0.84371	8646611	1.03409	8652414	1.10781	8640808	21391.2363252776	8646611	263646.297711031	8652414	1043091.32432457	8657391	17754	8663178	512736	8668982	1301366	8657391	0.84481	8663178	1.03298	8668982	1.10771	8657391	21015.3762384442	8663178	496365.854130767	8668982	1174825.54098094	8673958	11095	8679746	1401915	8685549	2366400	8673958	0.84453	8679746	1.03303	8685549	1.10942	8673958	13137.4847548341	8679746	1357090.30715468	8685549	2133006.43579528
74	8760819	18029	8766606	271322	8772425	1151880	8760819	0.8449	8766606	1.03274	8772425	1.10831	8760819	21338.6199550243	8766606	262720.529852625	8772425	1039312.10581877	8777402	17290	8783189	513144	8789008	1300992	8777402	0.84451	8783189	1.0322	8789008	1.10736	8777402	20473.4106168074	8783189	497136.213912033	8789008	1174859.12440399	8793985	11267	8799757	1399949	8805560	2417539	8793985	0.84414	8799757	1.03285	8805560	1.10817	8793985	13347.3120572417	8799757	1355423.34317665	8805560	2181559.68849545
75	8880830	18158	8886618	270958	8892421	1143020	8880830	0.84435	8886618	1.03235	8892421	1.10715	8880830	21505.2999348611	8886618	262467.186516201	8892421	1032398.50065483	8897397	17710	8903169	512783	8908972	1307284	8897397	0.8443	8903169	1.03302	8908972	1.10837	8897397	20975.9564135971	8903169	496392.131807709	8908972	1179465.34099624	8913949	11103	8919736	1400307	8925524	2473220	8913949	0.84534	8919736	1.03312	8925524	1.108	8913949	13134.3601391156	8919736	1355415.63419545	8925524	2232148.01444043
76	9000841	17973	9006629	271242	9012447	1140015	9000841	0.84471	9006629	1.03326	9012447	1.10743	9000841	21277.1246936819	9006629	262510.887869462	9012447	1029423.98165121	9017408	17512	9023196	512195	9028983	1306448	9017408	0.84415	9023196	1.03262	9028983	1.10789	9017408	20745.1282355032	9023196	496014.990993783	9028983	1179221.76389353	9033960	11129	9039747	1401227	9045535	2513881	9033960	0.84492	9039747	1.03258	9045535	1.10751	9033960	13171.6612223642	9039747	1357015.43706057	9045535	2269849.48217172
77	9120852	17886	9126640	272067	9132458	1136821	9120852	0.84368	9126640	1.0334	9132458	1.10862	9120852	21199.9810354637	9126640	263273.659763886	9132458	1025437.93184319	9137419	17823	9143207	512556	9148994	1305779	9137419	0.84497	9143207	1.03247	9148994	1.10699	9137419	21093.056558221	9143207	496436.700339961	9148994	1179576.14793268	9153986	11100	9159758	1399413	9165562	2543074	9153986	0.84482	9159758	1.03223	9165562	1.10742	9153986	13138.8934921048	9159758	1355718.20233863	9165562	2296395.22493724
78	9240863	17985	9246666	271862	9252469	1136442	9240863	0.84512	9246666	1.03244	9252469	1.10802	9240863	21281.0015145778	9246666	263319.902367208	9252469	1025651.16153138	9257446	17971	9263233	512019	9269037	1307894	9257446	0.84464	9263233	1.03303	9269037	1.1088	9257446	21276.5201742754	9263233	495647.754663466	9269037	1179558.08080808	9274013	11491	9279785	1403018	9285588	2574993	9274013	0.84446	9279785	1.03249	9285588	1.10803	9274013	13607.5124931909	9279785	1358868.36676384	9285588	2323937.98001859
79	9360874	17910	9366677	271724	9372480	1133120	9360874	0.84438	9366677	1.03262	9372480	1.10721	9360874	21210.8292474952	9366677	263140.36141078	9372480	1023401.16147795	9377441	17837	9383229	512300	9389032	1304367	9377441	0.84433	9383229	1.03262	9389032	1.10799	9377441	21125.6262361873	9383229	496116.674091147	9389032	1177237.15918014	9394008	11381	9399796	1401205	9405599	2591112	9394008	0.84402	9399796	1.03301	9405599	1.10788	9394008	13484.277623753	9399796	1356429.26980378	9405599	2338802.03632162
80	9480885	18029	9486673	272018	9492491	1127267	9480885	0.84353	9486673	1.0324	9492491	1.1077	9480885	21373.2765876732	9486673	263481.208833785	9492491	1017664.53010743	9497452	17884	9503240	511828	9509027	1304379	9497452	0.84474	9503240	1.03226	9509027	1.1073	9497452	21171.011198712	9503240	495832.445314165	9509027	1177981.57680845	9514004	11309	9519791	1402220	9525595	2600851	9514004	0.84428	9519791	1.03305	9525595	1.10709	9514004	13394.8453119818	9519791	1357359.2759305	9525595	2349267.90053203
81	9600896	17696	9606699	271565	9612487	1126767	9600896	0.84406	9606699	1.0332	9612487	1.10781	9600896	20965.3342179466	9606699	262838.753387534	9612487	1017112.14016844	9617463	17908	9623251	512816	9629038	1304586	9617463	0.8446	9623251	1.03296	9629038	1.1082	9617463	21202.9363012077	9623251	496452.912019827	9629038	1177211.69463996	9634015	11573	9639802	1401321	9645590	2613559	9634015	0.84466	9639802	1.03265	9645590	1.10889	9634015	13701.3709658324	9639802	1357014.47731564	9645590	2356914.57222989
82	9720907	17882	9726710	271955	9732513	1119305	9720907	0.84503	9726710	1.03335	9732513	1.10718	9720907	21161.3788859567	9726710	263178.013257851	9732513	1010951.2455066	9737505	17874	9743309	512330	9749112	1300476	9737505	0.84435	9743309	1.03207	9749112	1.10704	9737505	21168.9465269142	9743309	496410.127220053	9749112	1174732.62032086	9754088	11619	9759891	1402334	9765695	2617116	9754088	0.84421	9759891	1.03248	9765695	1.1071	9754088	13763.163193992	9759891	1358219.04540524	9765695	2363938.21696324
83	9840918	17753	9846721	272409	9852509	1117780	9840918	0.84449	9846721	1.03294	9852509	1.10686	9840918	21022.1553837227	9846721	263721.997405464	9852509	1009865.74634552	9857485	17945	9863273	512265	9869076	1297323	9857485	0.84358	9863273	1.0323	9869076	1.10676	9857485	21272.4341496953	9863273	496236.559139785	9869076	1172180.96064187	9874052	11803	9879840	1400174	9885643	2618763	9874052	0.84418	9879840	1.03207	9885643	1.10624	9874052	13981.6152953162	9879840	1356665.73003769	9885643	2367264.78883425
84	9960929	17807	9966717	271399	9972520	1115535	9960929	0.84435	9966717	1.03242	9972520	1.10788	9960929	21089.5955468704	9966717	262876.542492396	9972520	1006909.59309673	9977496	18215	9983284	511333	9989071	1292834	9977496	0.84433	9983284	1.03248	9989071	1.10753	9977496	21573.3184892163	9983284	495247.365566403	9989071	1167312.84931334	9994048	11769	9999835	1399389	10005639	2617898	9994048	0.84428	9999835	1.03273	10005639	1.10703	9994048	13939.6882550813	9999835	1355038.58704599	10005639	2364794.08868775
85	10080940	17795	10086728	272015	10092546	1109269	10080940	0.84499	10086728	1.0323	10092546	1.10691	10080940	21059.4208215482	10086728	263503.826407052	10092546	1002131.15790805	10097507	18163	10103295	510831	10109082	1292601	10097507	0.84443	10103295	1.03215	10109082	1.10719	10097507	21509.1837097214	10103295	494919.343118733	10109082	1167460.86940814	10114074	11835	10119862	1402031	10125665	2621833	10114074	0.84395	10119862	1.03218	10125665	1.10789	10114074	14023.3426150838	10119862	1358320.25421923	10125665	2366510.2131078
86	10200951	17918	10206754	271209	10212557	1104649	10200951	0.84521	10206754	1.03268	10212557	1.10634	10200951	21199.4652216609	10206754	262626.370221172	10212557	998471.536778929	10217534	18031	10223321	511568	10229140	1286482	10217534	0.84445	10223321	1.03299	10229140	1.10802	10217534	21352.3595239505	10223321	495230.350729436	10229140	1161063.87971336	10234101	12029	10239889	1400902	10245676	2621060	10234101	0.84452	10239889	1.03354	10245676	1.10833	10234101	14243.5939942216	10239889	1355440.52479827	10245676	2364873.27781437
87	10320962	17774	10326750	271874	10332568	1104658	10320962	0.84507	10326750	1.03382	10332568	1.10864	10320962	21032.5771829553	10326750	262980.015863497	10332568	996408.211863184	10337529	18284	10343317	511519	10349120	1282156	10337529	0.84543	10343317	1.03308	10349120	1.10846	10337529	21626.8644358492	10343317	495139.776203198	10349120	1156700.28688451	10354096	12232	10359884	1401389	10365672	2618955	10354096	0.84498	10359884	1.03357	10365672	1.10818	10354096	14476.0822741367	10359884	1355872.36471647	10365672	2363293.86922702
88	10440973	17601	10446761	272735	10452564	1102991	10440973	0.84485	10446761	1.03395	10452564	1.10846	10440973	20833.2840149139	10446761	263779.679868466	10452564	995066.127780885	10457540	18055	10463312	511601	10469115	1276871	10457540	0.84551	10463312	1.03266	10469115	1.10733	10457540	21353.9757069698	10463312	495420.564367749	10469115	1153107.92627311	10474092	11944	10479880	1400128	10485683	2613966	10474092	0.8454	10479880	1.03294	10485683	1.10785	10474092	14128.2233262361	10479880	1355478.5369915	10485683	2359494.51640565
89	10560984	17809	10566772	272773	10572590	1097730	10560984	0.84484	10566772	1.03362	10572590	1.10852	10560984	21079.7310733393	10566772	263900.659816954	10572590	990266.301013965	10577567	18112	10583354	513325	10589158	1271257	10577567	0.84512	10583354	1.03296	10589158	1.1075	10577567	21431.2760318061	10583354	496945.670693928	10589158	1147861.8510158	10594134	11939	10599906	1403720	10605709	2611806	10594134	0.84513	10599906	1.03214	10605709	1.1078	10594134	14126.8207258055	10599906	1360009.30106381	10605709	2357651.20057772
90	10680995	17743	10686783	272396	10692601	1094290	10680995	0.84506	10686783	1.03351	10692601	1.10869	10680995	20996.1422857549	10686783	263563.971321032	10692601	987011.698491012	10697562	18311	10703365	512444	10709169	1264488	10697562	0.84472	10703365	1.03345	10709169	1.10775	10697562	21677.0053982385	10703365	495857.564468528	10709169	1141492.21394719	10714145	12035	10719933	1405931	10725736	2611274	10714145	0.84509	10719933	1.03374	10725736	1.107	10714145	14241.086748157	10719933	1360043.14431095	10725736	2358874.43541102
91	10801006	18177	10806794	271363	10812597	1090764	10801006	0.84563	10806794	1.03377	10812597	1.10811	10801006	21495.2165840852	10806794	262498.428083616	10812597	984346.319408723	10817573	18245	10823361	510581	10829180	1257488	10817573	0.84605	10823361	1.03223	10829180	1.10885	10817573	21564.9193310088	10823361	494638.791742151	10829180	1134046.98561573	10834156	12374	10839944	1399608	10845731	2607548	10834156	0.84579	10839944	1.03402	10845731	1.10928	10834156	14630.1091287435	10839944	1353559.89245856	10845731	2350667.09937978
92	10921017	17714	10926805	271766	10932624	1086691	10921017	0.84497	10926805	1.03276	10932624	1.10868	10921017	20964.0578955466	10926805	263145.358069639	10932624	980166.504311434	10937584	18185	10943372	510529	10949175	1252036	10937584	0.84471	10943372	1.03478	10949175	1.10834	10937584	21528.0984006345	10943372	493369.605133458	10949175	1129649.74646769	10954152	12411	10959939	1400023	10965742	2606430	10954152	0.8449	10959939	1.03362	10965742	1.10791	10954152	14689.3123446562	10959939	1354485.20732958	10965742	2352564.7390131
93	11041028	17685	11046831	272393	11052635	1082187	11041028	0.84597	11046831	1.0329	11052635	1.1084	11041028	20904.9966310862	11046831	263716.719914803	11052635	976350.595452905	11057627	18379	11063414	511270	11069233	1245410	11057627	0.84521	11063414	1.03388	11069233	1.10779	11057627	21744.8918020374	11063414	494515.804542113	11069233	1124229.32144179	11074194	12319	11079981	1401573	11085800	2600605	11074194	0.84558	11079981	1.0333	11085800	1.10718	11074194	14568.6984081932	11079981	1356404.72273299	11085800	2348854.74809877
94	11161039	17496	11166842	272452	11172646	1076612	11161039	0.84452	11166842	1.03418	11172646	1.10834	11161039	20717.0937337186	11166842	263447.368929974	11172646	971373.40527275	11177622	18525	11183394	510866	11189197	1238844	11177622	0.84486	11183394	1.03298	11189197	1.10778	11177622	21926.7097507279	11183394	494555.557706829	11189197	1118312.30027623	11194174	12597	11199961	1402454	11205764	2595903	11194174	0.84495	11199961	1.03432	11205764	1.10829	11194174	14908.5744718622	11199961	1355918.86456803	11205764	2342259.69737163
