HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	10/6/2025 10:52 AM
Export Time Stamp:	10/6/2025 4:12 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680429	75800	4686217	61400	4692020	1352159	4680429	0.83326	4686217	0.9959	4692020	1.06402	4680429	90968.0051844562	4686217	61652.776383171	4692020	1270802.24055939	4696996	57685	4702784	67090	4708571	1478137	4696996	0.83353	4702784	0.99632	4708571	1.06453	4696996	69205.6674624789	4702784	67337.8031154649	4708571	1388534.84636412	4713548	33220	4719335	69737	4725123	1492180	4713548	0.83314	4719335	0.996	4725123	1.06441	4713548	39873.2505941378	4719335	70017.0682730924	4725123	1401884.61213254
41	4800440	75555	4806228	793357	4812046	1255508	4800440	0.83419	4806228	0.99597	4812046	1.06442	4800440	90572.8910679821	4806228	796567.165677681	4812046	1179523.12057271	4817023	56638	4822826	834135	4828629	1383058	4817023	0.83356	4822826	0.99572	4828629	1.06481	4817023	67947.1183837996	4822826	837720.443498172	4828629	1298877.73405584	4833606	33399	4839393	830243	4845196	1406690	4833606	0.8329	4839393	0.99522	4845196	1.06477	4833606	40099.6518189459	4839393	834230.622374952	4845196	1321120.99326615
42	4920451	73077	4926239	795898	4932042	1181550	4920451	0.83457	4926239	0.99645	4932042	1.06456	4920451	87562.457313347	4926239	798733.503938983	4932042	1109895.16795671	4937034	53922	4942806	838748	4948609	1317715	4937034	0.83418	4942806	0.99516	4948609	1.06489	4937034	64640.7250233762	4942806	842827.284054825	4948609	1237418.88833588	4953585	31897	4959373	838682	4965176	1350815	4953585	0.83442	4959373	0.99677	4965176	1.06479	4953585	38226.5525754416	4959373	841399.72109915	4965176	1268621.04264691
43	5040462	71227	5046250	800445	5052053	1134802	5040462	0.83521	5046250	0.99727	5052053	1.06609	5040462	85280.3486548293	5046250	802636.196817311	5052053	1064452.34454877	5057029	51144	5062817	841378	5068620	1278441	5057029	0.83472	5062817	0.9966	5068620	1.06607	5057029	61270.8453133985	5062817	844248.444712021	5068620	1199209.24517152	5073596	31520	5079368	837711	5085172	1314604	5073596	0.83513	5079368	0.9966	5085172	1.06572	5073596	37742.6268964113	5079368	840568.934376882	5085172	1233536.01321173
44	5160473	70203	5166276	801109	5172079	1094734	5160473	0.83437	5166276	0.99665	5172079	1.06611	5160473	84138.931169625	5166276	803801.73581498	5172079	1026849.01182805	5177056	49531	5182843	842721	5188647	1255317	5177056	0.83493	5182843	0.9965	5188647	1.06528	5177056	59323.5361048232	5182843	845680.883090818	5188647	1178391.59657555	5193623	30505	5199411	840553	5205214	1301609	5193623	0.83554	5199411	0.99655	5205214	1.06611	5193623	36509.3233118702	5199411	843462.947167729	5205214	1220895.59238728
45	5280484	69503	5286287	801237	5292090	1068767	5280484	0.83516	5286287	0.997	5292090	1.06599	5280484	83221.1791752479	5286287	803647.943831495	5292090	1002605.09010403	5297051	48264	5302839	844682	5308642	1245424	5297051	0.83464	5302839	0.99689	5308642	1.06505	5297051	57826.1286303077	5302839	847317.156356268	5308642	1169357.30716868	5313618	29885	5319406	843817	5325194	1301797	5313618	0.83477	5319406	0.99698	5325194	1.0662	5313618	35800.280316734	5319406	846373.046600734	5325194	1220968.86137685
46	5400495	69246	5406283	803762	5412086	1052745	5400495	0.83514	5406283	0.99674	5412086	1.06578	5400495	82915.4393275379	5406283	806390.834119229	5412086	987769.52091426	5417047	47411	5422834	843018	5428637	1243684	5417047	0.83552	5422834	0.9966	5428637	1.06588	5417047	56744.3029490617	5422834	845894.0397351	5428637	1166814.2755282	5433614	29322	5439401	843090	5445189	1310302	5433614	0.83538	5439401	0.99666	5445189	1.0655	5433614	35100.1939237233	5439401	845915.35729336	5445189	1229753.16752698
47	5520506	68613	5526309	801563	5532112	1037225	5520506	0.83479	5526309	0.99645	5532112	1.06523	5520506	82191.9285089663	5526309	804418.686336495	5532112	973709.903025638	5537089	46859	5542876	844755	5548680	1246679	5537089	0.83528	5542876	0.99643	5548680	1.06617	5537089	56099.7509817067	5542876	847781.580241462	5548680	1169306.02061585	5553656	28990	5559444	844021	5565231	1325777	5553656	0.83472	5559444	0.9968	5565231	1.06568	5553656	34730.2089323366	5559444	846730.537720706	5565231	1244066.69919676
48	5640517	68263	5646305	804126	5652108	1028480	5640517	0.83531	5646305	0.99749	5652108	1.06645	5640517	81721.7559947804	5646305	806149.435082056	5652108	964395.892915748	5657084	46567	5662872	844874	5668675	1254676	5657084	0.83561	5662872	0.99779	5668675	1.0657	5657084	55728.1506923086	5662872	846745.307128755	5668675	1177325.70141691	5673651	28880	5679439	844723	5685242	1353501	5673651	0.83517	5679439	0.99739	5685242	1.066	5673651	34579.7861513225	5679439	846933.496425671	5685242	1269700.75046904
49	5760528	68931	5766316	803610	5772119	1019136	5760528	0.83554	5766316	0.99697	5772119	1.06618	5760528	82498.7433276683	5766316	806052.338585915	5772119	955876.118479056	5777095	46804	5782883	845829	5788686	1267700	5777095	0.8362	5782883	0.99723	5788686	1.06748	5777095	55972.255441282	5782883	848178.454318462	5788686	1187563.23303481	5793662	28231	5799450	846341	5805253	1378016	5793662	0.83489	5799450	0.99707	5805253	1.06588	5793662	33814.0353819066	5799450	848828.066234066	5805253	1292843.47206064
50	5880539	68269	5886327	804291	5892130	1011869	5880539	0.83561	5886327	0.99822	5892130	1.06707	5880539	81699.5967018107	5886327	805725.190839695	5892130	948268.623426767	5897091	47128	5902878	847856	5908681	1278366	5897091	0.83584	5902878	0.99777	5908681	1.06572	5897091	56383.9969372129	5902878	849750.944606472	5908681	1199532.71028037	5913658	28763	5919445	845473	5925249	1409897	5913658	0.83582	5919445	0.99794	5925249	1.06703	5913658	34412.911870977	5919445	847218.269635449	5925249	1321328.36002737
51	6000550	68677	6006338	804729	6012156	1004347	6000550	0.83612	6006338	0.99714	6012156	1.06593	6000550	82137.7314261111	6006338	807037.126180877	6012156	942226.03735705	6017117	47085	6022905	848503	6028708	1294028	6017117	0.83579	6022905	0.99814	6028708	1.06642	6017117	56335.9217028201	6022905	850084.156531148	6028708	1213431.85611673	6033684	28187	6039457	846086	6045260	1442542	6033684	0.8357	6039457	0.99753	6045260	1.06726	6033684	33728.6107454828	6039457	848181.007087506	6045260	1351631.28010044
52	6120561	68403	6126349	808450	6132152	998502	6120561	0.83606	6126349	0.99793	6132152	1.06655	6120561	81815.898380499	6126349	810126.962813023	6132152	936198.021658619	6137128	47440	6142916	849213	6148703	1303513	6137128	0.83551	6142916	0.99812	6148703	1.06642	6137128	56779.6914459432	6142916	850812.527551797	6148703	1222326.10041072	6153696	28492	6159468	848437	6165271	1475551	6153696	0.83569	6159468	0.99875	6165271	1.06634	6153696	34093.9822182867	6159468	849498.87359199	6165271	1383752.83680627
53	6240572	69313	6246360	805607	6252163	992150	6240572	0.83603	6246360	0.99773	6252163	1.06664	6240572	82907.3119385668	6246360	807439.888547002	6252163	930163.879096977	6257139	48005	6262927	849376	6268730	1311088	6257139	0.83592	6262927	0.9981	6268730	1.06696	6257139	57427.7442817495	6262927	850992.88648432	6268730	1228807.07805354	6273722	28199	6279510	849785	6285313	1507425	6273722	0.83684	6279510	0.99895	6285313	1.06705	6273722	33697.0030113283	6279510	850678.212122729	6285313	1412703.24727051
54	6360583	68530	6366371	808977	6372174	985358	6360583	0.83631	6366371	0.99887	6372174	1.06738	6360583	81943.2985376236	6366371	809892.178161322	6372174	923155.764582435	6377150	48770	6382938	850221	6388741	1317871	6377150	0.83554	6382938	0.99793	6388741	1.06738	6377150	58369.4377288939	6382938	851984.608138847	6388741	1234678.37133917	6393718	28187	6399490	848986	6405308	1537112	6393718	0.83585	6399490	0.99859	6405308	1.06746	6393718	33722.5578752169	6399490	850184.760512322	6405308	1439971.52118112
55	6480594	69206	6486382	803275	6492185	980018	6480594	0.83638	6486382	0.99772	6492185	1.06635	6480594	82744.6854300677	6486382	805110.652287215	6492185	919039.714915366	6497161	48964	6502933	848641	6508752	1323848	6497161	0.83615	6502933	0.99844	6508752	1.06783	6497161	58558.871015966	6502933	849966.948439566	6508752	1239755.39177584	6513729	28625	6519516	846842	6525319	1563082	6513729	0.83723	6519516	0.99761	6525319	1.06772	6513729	34190.1269663056	6519516	848870.801214904	6525319	1463943.73056607
56	6600605	68730	6606393	804238	6612196	973282	6600605	0.83621	6606393	0.99764	6612196	1.06855	6600605	82192.2722761029	6606393	806140.491560082	6612196	910843.666651069	6617172	49880	6622960	849253	6628748	1325502	6617172	0.8363	6622960	0.99894	6628748	1.06795	6617172	59643.6685399976	6622960	850154.163413218	6628748	1241164.8485416	6633724	28629	6639496	846616	6645299	1593746	6633724	0.83592	6639496	0.99864	6645299	1.06808	6633724	34248.4926787252	6639496	847768.965793479	6645299	1492159.76331361
57	6720616	69251	6726404	809014	6732207	966215	6720616	0.83687	6726404	0.99872	6732207	1.0685	6720616	82750.0089619654	6726404	810050.865107337	6732207	904272.344408049	6737183	50368	6742971	847931	6748774	1324177	6737183	0.83621	6742971	0.99827	6748774	1.06832	6737183	60233.6733595628	6742971	849400.462800645	6748774	1239494.72068294	6753751	28649	6759538	847050	6765341	1617486	6753751	0.83622	6759538	0.99816	6765341	1.06727	6753751	34260.1229341561	6759538	848611.445058908	6765341	1515535.90000656
58	6840627	68912	6846415	804889	6852218	956810	6840627	0.83678	6846415	0.99798	6852218	1.06772	6840627	82353.7847462894	6846415	806518.166696728	6852218	896124.452103548	6857194	50910	6862982	847641	6868785	1321272	6857194	0.83687	6862982	0.99805	6868785	1.06772	6857194	60833.8212625617	6862982	849297.129402335	6868785	1237470.49788334	6873746	28718	6879518	850947	6885321	1640464	6873746	0.8369	6879518	0.99875	6885321	1.06732	6873746	34314.7329430039	6879518	852012.015018774	6885321	1536993.59142525
59	6960638	69728	6966426	805658	6972229	949243	6960638	0.83662	6966426	0.99848	6972229	1.06661	6960638	83344.8877626641	6966426	806884.464385867	6972229	889962.591762687	6977205	51956	6982993	847544	6988796	1312136	6977205	0.83631	6982993	0.99811	6988796	1.06667	6977205	62125.2884695866	6982993	849148.891404755	6988796	1230123.65586358	6993773	28709	6999560	848595	7005363	1659131	6993773	0.83664	6999560	0.99947	7005363	1.06703	6993773	34314.6395104226	6999560	849044.993846739	7005363	1554905.67275522
60	7080649	69392	7086437	804532	7092240	940538	7080649	0.83649	7086437	0.99822	7092240	1.067	7080649	82956.1620581238	7086437	805966.620584641	7092240	881478.912839738	7097216	52324	7103004	847581	7108807	1307568	7097216	0.83587	7103004	0.99757	7108807	1.06848	7097216	62598.2509241868	7103004	849645.638902533	7108807	1223764.60017969	7113784	29019	7119587	846521	7125390	1677187	7113784	0.83636	7119587	0.99817	7125390	1.06837	7113784	34696.7812903534	7119587	848072.973541581	7125390	1569855.94878179
61	7200660	69686	7206448	803977	7212267	934174	7200660	0.83715	7206448	0.99835	7212267	1.06763	7200660	83241.951860479	7206448	805305.754494917	7212267	874997.892528311	7217243	53005	7223031	849901	7228834	1299154	7217243	0.83611	7223031	0.99855	7228834	1.06902	7217243	63394.7686309218	7223031	851135.145961644	7228834	1215275.67304634	7233810	28607	7239598	846542	7245401	1689020	7233810	0.83672	7239598	0.99777	7245401	1.06644	7233810	34189.4540587054	7239598	848434.007837477	7245401	1583792.80597127
62	7320671	70474	7326459	804907	7332262	926667	7320671	0.83604	7326459	0.99864	7332262	1.0671	7320671	84295.0098081432	7326459	806003.164303453	7332262	868397.526005061	7337238	53716	7343026	847777	7348829	1284793	7337238	0.83569	7343026	0.99837	7348829	1.06743	7337238	64277.4234464933	7343026	849161.132646213	7348829	1203632.08828682	7353790	29268	7359578	848272	7365381	1707307	7353790	0.83595	7359578	0.9987	7365381	1.06757	7353790	35011.6633769962	7359578	849376.18904576	7365381	1599245.95108517
63	7440682	70050	7446470	804162	7452273	918942	7440682	0.83585	7446470	0.99862	7452273	1.06723	7440682	83806.9031524795	7446470	805273.277122429	7452273	861053.381183063	7457249	54468	7463037	847388	7468840	1273809	7457249	0.83675	7463037	0.99812	7468840	1.06719	7457249	65094.7116821034	7463037	848984.090089368	7468840	1193610.32243556	7473848	29087	7479620	847919	7485423	1716980	7473848	0.83599	7479620	0.99771	7485423	1.06817	7473848	34793.4783908898	7479620	849865.19128805	7485423	1607403.31595158
64	7560693	70339	7566481	803008	7572284	911498	7560693	0.83666	7566481	0.99749	7572284	1.06832	7560693	84071.1878182296	7566481	805028.62184082	7572284	853206.904298338	7577260	55085	7583048	846375	7588851	1256637	7577260	0.83632	7583048	0.9983	7588851	1.06837	7577260	65865.9364836426	7583048	847816.287689071	7588851	1176218.91292343	7593843	29452	7599615	845972	7605418	1726230	7593843	0.83626	7599615	0.99829	7605418	1.06937	7593843	35218.7118838639	7599615	847421.090064009	7605418	1614249.51139456
65	7680704	70905	7686476	803944	7692295	900576	7680704	0.83628	7686476	0.99881	7692295	1.06667	7680704	84786.1960109054	7686476	804901.833181486	7692295	844287.361601995	7697287	55601	7703075	848112	7708878	1246091	7697287	0.83626	7703075	0.99861	7708878	1.06801	7697287	66487.695214407	7703075	849292.516598072	7708878	1166740.94811846	7713854	29665	7719642	845384	7725445	1724558	7713854	0.83591	7719642	0.99903	7725445	1.06727	7713854	35488.2702683303	7719642	846204.818674114	7725445	1615859.15466564
66	7800715	70402	7806503	803403	7812306	892920	7800715	0.83611	7806503	0.99804	7812306	1.06818	7800715	84201.839470883	7806503	804980.762294097	7812306	835926.529236646	7817282	56389	7823070	848959	7828858	1229872	7817282	0.83673	7823070	0.99761	7828858	1.0678	7817282	67392.1097606157	7823070	850992.87296639	7828858	1151781.23244053	7833850	29941	7839637	844723	7845440	1732042	7833850	0.83622	7839637	0.9982	7845440	1.06745	7833850	35805.1708880438	7839637	846246.243237828	7845440	1622597.77975549
67	7920726	70282	7926514	804355	7932317	886215	7920726	0.83578	7926514	0.99904	7932317	1.06733	7920726	84091.507334466	7926514	805127.922805894	7932317	830310.213336082	7937309	56665	7943081	847806	7948884	1214901	7937309	0.83649	7943081	0.99894	7948884	1.06778	7937309	67741.3955934919	7943081	848705.627965644	7948884	1137782.12740452	7953861	30237	7959664	846828	7965467	1736981	7953861	0.83615	7959664	0.99857	7965467	1.06853	7953861	36162.1718591162	7959664	848040.698198424	7965467	1625580.00243325
68	8040737	70703	8046525	804535	8052328	879508	8040737	0.83644	8046525	0.99877	8052328	1.06769	8040737	84528.4778346325	8046525	805525.796729978	8052328	823748.466315129	8057304	57493	8063092	846820	8068895	1198304	8057304	0.83669	8063092	0.99942	8068895	1.06741	8057304	68714.8167182589	8063092	847311.440635569	8068895	1122627.66884327	8073872	30525	8079659	845902	8085478	1735043	8073872	0.83725	8079659	0.99917	8085478	1.06764	8073872	36458.6443714542	8079659	846604.681885965	8085478	1625119.89059983
69	8160748	71053	8166536	804045	8172339	876624	8160748	0.83596	8166536	0.99925	8172339	1.06842	8160748	84995.6935738552	8166536	804648.486364774	8172339	820486.325602291	8177315	58388	8183087	846397	8188891	1185643	8177315	0.83667	8183087	0.99835	8188891	1.06845	8177315	69786.1761506926	8183087	847795.863174238	8188891	1109685.057794	8193851	30512	8199639	844267	8205442	1735094	8193851	0.83627	8199639	0.9987	8205442	1.06772	8193851	36485.8239563777	8199639	845365.975768499	8205442	1625045.89218147
70	8280759	71230	8286547	804086	8292350	866193	8280759	0.83784	8286547	0.99932	8292350	1.06808	8280759	85016.2322161749	8286547	804633.150542369	8292350	810981.38716201	8297326	59048	8303114	846010	8308902	1169158	8297326	0.83758	8303114	0.99971	8308902	1.06903	8297326	70498.340457031	8303114	846255.41407008	8308902	1093662.47906981	8313878	30738	8319666	845271	8325453	1732996	8313878	0.83724	8319666	0.9986	8325453	1.06824	8313878	36713.487172137	8319666	846456.038453835	8325453	1622290.87096533
71	8400770	71677	8406558	803452	8412361	858581	8400770	0.83671	8406558	0.99898	8412361	1.06931	8400770	85665.2842681455	8406558	804272.357804961	8412361	802929.92677521	8417337	59848	8423109	847402	8428913	1153535	8417337	0.83729	8423109	0.99964	8428913	1.06969	8417337	71478.2214047702	8423109	847707.17458285	8428913	1078382.5220391	8433889	30909	8439661	846333	8445464	1731882	8433889	0.83721	8439661	1.00007	8445464	1.06835	8433889	36919.0525674562	8439661	846273.760836741	8445464	1621081.106379
72	8520781	71189	8526569	802338	8532372	854319	8520781	0.8373	8526569	0.99884	8532372	1.06904	8520781	85022.0948286158	8526569	803269.792959833	8532372	799145.962732919	8537348	60164	8543121	844951	8548924	1139432	8537348	0.83721	8543121	0.99896	8548924	1.06864	8537348	71862.4956701425	8543121	845830.663890446	8548924	1066244.94684833	8553900	31558	8559672	844362	8565475	1726771	8553900	0.83797	8559672	0.99937	8565475	1.06865	8553900	37660.0594293352	8559672	844894.283398541	8565475	1615843.3537641
73	8640792	71799	8646564	802547	8652383	848665	8640792	0.83652	8646564	0.99932	8652383	1.06874	8640792	85830.5838473677	8646564	803093.103310251	8652383	794079.944607669	8657360	60909	8663147	844503	8668935	1122185	8657360	0.83673	8663147	0.99897	8668935	1.06876	8657360	72794.0912839267	8663147	845373.734946996	8668935	1049987.83637112	8673927	31558	8679714	843800	8685518	1722848	8673927	0.83696	8679714	0.99915	8685518	1.06926	8673927	37705.5056394571	8679714	844517.840164139	8685518	1611252.6420141
74	8760803	71805	8766591	804931	8772394	841896	8760803	0.83709	8766591	1	8772394	1.06974	8760803	85779.3068845644	8766591	804931	8772394	787009.92764597	8777371	60818	8783158	845149	8788961	1109697	8777371	0.83723	8783158	0.99989	8788961	1.06932	8777371	72641.9263523763	8783158	845241.976617428	8788961	1037759.51071709	8793938	31856	8799725	844325	8805529	1714531	8793938	0.83716	8799725	0.99962	8805529	1.06846	8793938	38052.463089493	8799725	844645.965466878	8805529	1604674.95273571
75	8880814	71919	8886602	801731	8892390	836808	8880814	0.83736	8886602	0.99988	8892390	1.06875	8880814	85887.7901977644	8886602	801827.219266312	8892390	782978.245614035	8897366	61637	8903154	844317	8908957	1093519	8897366	0.83671	8903154	0.99917	8908957	1.0689	8897366	73665.9057499014	8903154	845018.365243152	8908957	1023032.08906352	8913933	32712	8919705	841983	8925508	1704165	8913933	0.83743	8919705	0.9994	8925508	1.06985	8913933	39062.3693920686	8919705	842488.493095858	8925508	1592900.87395429
76	9000825	72371	9006613	803572	9012416	827743	9000825	0.83715	9006613	0.99957	9012416	1.06899	9000825	86449.2623783074	9006613	803917.68460438	9012416	774322.491323586	9017393	62371	9023180	843003	9028983	1079349	9017393	0.83737	9023180	0.99979	9028983	1.0692	9017393	74484.3975781315	9023180	843180.067814241	9028983	1009492.14365881	9033960	32743	9039747	845186	9045551	1696756	9033960	0.83767	9039747	0.99964	9045551	1.06963	9033960	39088.1850848186	9039747	845490.376535553	9045551	1586301.80529716
77	9120836	72100	9126624	800526	9132427	821763	9120836	0.83745	9126624	1.00018	9132427	1.06921	9120836	86094.6922204311	9126624	800381.931252375	9132427	768570.252803472	9137404	62512	9143176	843243	9148979	1066397	9137404	0.83796	9143176	1.00014	9148979	1.06895	9137404	74600.2195808869	9143176	843124.962505249	9148979	997611.675008186	9153955	33443	9159743	844106	9165530	1686103	9153955	0.83741	9159743	1.00001	9165530	1.0694	9153955	39936.2319532845	9159743	844097.55902441	9165530	1576681.31662615
78	9240847	72273	9246651	799316	9252454	818955	9240847	0.83744	9246651	0.99956	9252454	1.06936	9240847	86302.3022544899	9246651	799667.853855697	9252454	765836.575147752	9257430	62696	9263218	841350	9269037	1048953	9257430	0.83717	9263218	0.99904	9269037	1.06856	9257430	74890.404577326	9263218	842158.472133248	9269037	981651.006962641	9273982	33712	9279769	843811	9285573	1672042	9273982	0.83717	9279769	0.99943	9285573	1.06887	9273982	40269.0015170157	9279769	844292.246580551	9285573	1564308.10107871
79	9360858	72503	9366646	799487	9372465	814864	9360858	0.83749	9366646	0.99899	9372465	1.06955	9360858	86571.7799615518	9366646	800295.298251234	9372465	761875.555140012	9377426	63783	9383213	843819	9389016	1038676	9377426	0.83652	9383213	0.9997	9389016	1.06881	9377426	76248.0275426768	9383213	844072.2216665	9389016	971806.027263967	9393993	34075	9399780	842369	9405584	1662978	9393993	0.83759	9399780	0.99935	9405584	1.06885	9393993	40682.1953461718	9399780	842916.895982389	9405584	1555857.22973289
80	9480869	73042	9486657	800471	9492460	808432	9480869	0.83692	9486657	0.9991	9492460	1.06886	9480869	87274.7693925345	9486657	801192.072865579	9492460	756349.755814606	9497437	64113	9503209	842893	9509012	1023632	9497437	0.83708	9503209	0.99884	9509012	1.06855	9497437	76591.2457590672	9503209	843871.891394017	9509012	957963.595526648	9514004	34481	9519791	842743	9525595	1650549	9514004	0.83727	9519791	1.00065	9525595	1.06882	9514004	41182.6531465358	9519791	842195.57287763	9525595	1544272.18802043
81	9600880	73494	9606668	799775	9612487	803598	9600880	0.83738	9606668	1.00009	9612487	1.06889	9600880	87766.6053643507	9606668	799703.026727595	9612487	751806.07920366	9617448	64766	9623235	841024	9629038	1012761	9617448	0.83798	9623235	0.99939	9629038	1.06904	9617448	77288.2407694695	9623235	841537.337776044	9629038	947355.571353738	9634030	34913	9639802	838942	9645590	1634759	9634030	0.83772	9639802	0.99974	9645590	1.06904	9634030	41676.2163968868	9639802	839160.181647228	9645590	1529184.12781561
82	9720891	72802	9726679	800459	9732498	797622	9720891	0.83695	9726679	1.00025	9732498	1.06888	9720891	86984.8855965111	9726679	800258.935266184	9732498	746222.213906145	9737474	65369	9743262	842469	9749065	1000149	9737474	0.83777	9743262	1.00015	9749065	1.06829	9737474	78027.3822170763	9743262	842342.64860271	9749065	936214.885471174	9754041	35369	9759829	838245	9765632	1618413	9754041	0.83738	9759829	0.99955	9765632	1.06864	9754041	42237.6937591058	9759829	838622.380071032	9765632	1514460.43569397
83	9840902	72842	9846690	796794	9852509	793255	9840902	0.83745	9846690	0.99923	9852509	1.06929	9840902	86980.7152665831	9846690	797408.004163206	9852509	741852.070065183	9857470	65691	9863242	843972	9869045	990018	9857470	0.83763	9863242	0.99951	9869045	1.06995	9857470	78424.8415171377	9863242	844385.749017018	9869045	925293.705313332	9874021	36183	9879809	841182	9885612	1605273	9874021	0.83772	9879809	0.99932	9885612	1.06888	9874021	43192.236069331	9879809	841754.392987231	9885612	1501827.14617169
84	9960913	73419	9966701	797392	9972520	790531	9960913	0.83813	9966701	0.99998	9972520	1.06909	9960913	87598.5825587916	9966701	797407.948158963	9972520	739442.89068273	9977481	66643	9983268	840029	9989056	979541	9977481	0.83697	9983268	0.99969	9989056	1.06931	9977481	79624.1203388413	9983268	840289.48974182	9989056	916049.602079846	9994048	36831	9999820	839598	10005623	1596059	9994048	0.83777	9999820	0.99905	10005623	1.07006	9994048	43963.140241355	9999820	840396.37655773	10005623	1491560.28633908
85	10080924	73583	10086712	799764	10092531	787550	10080924	0.83743	10086712	1.00012	10092531	1.06903	10080924	87867.642668641	10086712	799668.03983522	10092531	736695.883183821	10097507	66453	10103279	840693	10109082	969082	10097507	0.83747	10103279	0.99966	10109082	1.0689	10097507	79349.7080492436	10103279	840978.932837165	10109082	906616.147441295	10114074	37252	10119862	837737	10125650	1576495	10114074	0.83743	10119862	0.99872	10125650	1.06875	10114074	44483.718042105	10119862	838810.677667414	10125650	1475083.04093567
86	10200935	73515	10206739	798034	10212542	783363	10200935	0.83774	10206739	1.00014	10212542	1.0701	10200935	87753.9570749875	10206739	797922.290879277	10212542	732046.537706757	10217503	66924	10223290	840475	10229093	956265	10217503	0.83785	10223290	0.9995	10229093	1.06952	10217503	79875.8727695888	10223290	840895.447723862	10229093	894106.702071958	10234070	37826	10239857	837245	10245645	1560799	10234070	0.83735	10239857	0.9994	10245645	1.06943	10234070	45173.4639039828	10239857	837747.648589154	10245645	1459468.12788121
87	10320946	73871	10326734	797493	10332553	778653	10320946	0.83752	10326734	0.99958	10332553	1.07039	10320946	88202.0727863215	10326734	797828.087796875	10332553	727447.939536057	10337514	67395	10343301	840032	10349104	947518	10337514	0.83819	10343301	1.00062	10349104	1.06978	10337514	80405.3973442775	10343301	839511.502868222	10349104	885712.950326235	10354081	38028	10359868	840393	10365656	1546069	10354081	0.83686	10359868	1.00077	10365656	1.06991	10354081	45441.2924503501	10359868	839746.395275638	10365656	1445045.84497762
88	10440957	73840	10446745	798650	10452564	774516	10440957	0.83835	10446745	1.00016	10452564	1.07031	10440957	88077.7718136816	10446745	798522.236442169	10452564	723637.077108501	10457540	68114	10463312	841289	10469115	939046	10457540	0.83828	10463312	1.00102	10469115	1.07028	10457540	81254.4734456268	10463312	840431.759605203	10469115	877383.488432933	10474092	38768	10479880	838899	10485683	1524254	10474092	0.83878	10479880	1.00052	10485683	1.06954	10474092	46219.5092872982	10479880	838462.999240395	10485683	1425149.12953232
89	10560968	73644	10566756	797008	10572575	771041	10560968	0.83878	10566756	0.99989	10572575	1.06933	10560968	87798.9460883664	10566756	797095.680524858	10572575	721050.564372084	10577551	68290	10583339	838024	10589126	928585	10577551	0.83785	10583339	0.99991	10589126	1.06932	10577551	81506.2361997971	10583339	838099.428948606	10589126	868388.321550144	10594119	39641	10599891	838526	10605709	1505736	10594119	0.83777	10599891	1.00042	10605709	1.06958	10594119	47317.282786445	10599891	838173.966933888	10605709	1407782.49406309
90	10680979	73937	10686783	796328	10692586	770092	10680979	0.83745	10686783	1.00028	10692586	1.06897	10680979	88288.2560152845	10686783	796105.090574639	10692586	720405.624105447	10697562	68577	10703350	839015	10709138	921662	10697562	0.83726	10703350	0.99886	10709138	1.06921	10697562	81906.456775673	10703350	839972.56872835	10709138	862002.787104498	10714114	40098	10719886	838091	10725689	1494315	10714114	0.83751	10719886	0.99971	10725689	1.06941	10714114	47877.6372819429	10719886	838334.116893899	10725689	1397326.56324515
91	10800990	74462	10806778	797122	10812597	767071	10800990	0.83776	10806778	1.00069	10812597	1.06993	10800990	88882.2574484339	10806778	796572.365068103	10812597	716935.687381417	10817573	68993	10823345	838746	10829149	913297	10817573	0.83836	10823345	0.99979	10829149	1.06859	10817573	82295.1953814591	10823345	838922.173656468	10829149	854674.851907654	10834125	40948	10839913	836155	10845716	1470962	10834125	0.83731	10839913	1.00008	10845716	1.06878	10834125	48904.2290191208	10839913	836088.112950964	10845716	1376300.08046558
