WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
42	4920451	48851	4926223	71677	4932026	1298847	4920451	0.83857	4926223	1.00005	4932026	1.07586	4920451	58255.1247957833	4926223	71673.4163291835	4932026	1207263.95627684	4937003	34885	4942790	104071	4948593	1460964	4937003	0.8393	4942790	1.00152	4948593	1.07581	4937003	41564.3989038485	4942790	103913.052160716	4948593	1358013.03204097	4953585	23976	4959357	86575	4965161	1468513	4953585	0.839	4959357	1.00057	4965161	1.07551	4953585	28576.8772348033	4959357	86525.6803621935	4965161	1365410.8283512
43	5040462	46056	5046250	80725	5052068	1241228	5040462	0.83826	5046250	1.00003	5052068	1.07595	5040462	54942.3806456231	5046250	80722.5783226503	5052068	1153611.22728751	5057045	33748	5062832	118872	5068636	1422690	5057045	0.83821	5062832	0.99953	5068636	1.0757	5057045	40261.9868529366	5062832	118927.896111172	5068636	1322571.3488891	5073612	23650	5079384	96951	5085187	1430031	5073612	0.83849	5079384	0.99976	5085187	1.07488	5073612	28205.4645851471	5079384	96974.2738257182	5085187	1330409.90622209
44	5160473	43553	5166261	89542	5172064	1199199	5160473	0.83844	5166261	0.99985	5172064	1.07442	5160473	51945.2793282763	5166261	89555.4333149973	5172064	1116136.14787513	5177040	32424	5182812	133813	5188631	1401595	5177040	0.83878	5182812	1.00046	5188631	1.07577	5177040	38656.1434464341	5182812	133751.474321812	5188631	1302876.07945936	5193607	22888	5199395	107206	5205198	1404020	5193607	0.83827	5199395	1.00004	5205198	1.07558	5193607	27303.8519808654	5199395	107201.711931523	5205198	1305360.82857621
45	5280484	42164	5286272	97644	5292090	1173186	5280484	0.83918	5286272	1.00073	5292090	1.07522	5280484	50244.286088801	5286272	97572.7718765301	5292090	1091112.51650825	5297051	31375	5302839	149452	5308642	1399668	5297051	0.83853	5302839	0.99979	5308642	1.07448	5297051	37416.6696480746	5302839	149483.391512218	5308642	1302646.86173777	5313618	22524	5319406	116617	5325194	1396971	5313618	0.83872	5319406	1.00064	5325194	1.07483	5313618	26855.2079359023	5319406	116542.412855772	5325194	1299713.44305611
46	5400495	40007	5406283	104529	5412086	1154778	5400495	0.83862	5406283	0.99961	5412086	1.07548	5400495	47705.7546922325	5406283	104569.782215064	5412086	1073732.65890579	5417062	30447	5422850	164317	5428653	1417200	5417062	0.83855	5422850	1.00003	5428653	1.07533	5417062	36309.1050026832	5422850	164312.070637881	5428653	1317921.01029451	5433629	22395	5439417	126584	5445220	1405171	5433629	0.83912	5439417	1.0002	5445220	1.07592	5433629	26688.673848794	5439417	126558.688262348	5445220	1306018.10543535
47	5520506	38758	5526294	112643	5532081	1148854	5520506	0.83907	5526294	1.001	5532081	1.07472	5520506	46191.6169091971	5526294	112530.46953047	5532081	1068979.82730386	5537058	30158	5542845	177746	5548633	1450308	5537058	0.8391	5542845	1.00028	5548633	1.07578	5537058	35940.8890477893	5542845	177696.245051386	5548633	1348145.53161427	5553625	22036	5559412	135537	5565216	1426624	5553625	0.83883	5559412	0.9997	5565216	1.07605	5553625	26269.9235840397	5559412	135577.673301991	5565216	1325797.12838623
48	5640517	36930	5646305	118874	5652092	1157883	5640517	0.83855	5646305	1.00073	5652092	1.07592	5640517	44040.307673961	5646305	118787.285281744	5652092	1076179.45572162	5657084	29360	5662856	190301	5668659	1489229	5657084	0.83971	5662856	0.99983	5668659	1.07483	5657084	34964.452013195	5662856	190333.356670634	5668659	1385548.41230706	5673636	22049	5679423	143774	5685227	1455009	5673636	0.8382	5679423	0.99953	5685227	1.07542	5673636	26305.1777618707	5679423	143841.605554611	5685227	1352968.14267914
49	5760528	36066	5766331	124621	5772119	1171472	5760528	0.83816	5766331	1.00038	5772119	1.07505	5760528	43029.9704113773	5766331	124573.662008437	5772119	1089690.7120599	5777111	29045	5782883	202610	5788686	1545766	5777111	0.8389	5782883	1.00005	5788686	1.07527	5777111	34622.7202288711	5782883	202599.8700065	5788686	1437560.79868312	5793662	21951	5799450	151711	5805253	1499930	5793662	0.83833	5799450	0.99958	5805253	1.07544	5793662	26184.1995395608	5799450	151774.745393065	5805253	1394712.86171242
50	5880539	34745	5886327	130268	5892130	1192495	5880539	0.83889	5886327	1.00012	5892130	1.07441	5880539	41417.8259366544	5886327	130252.369715634	5892130	1109906.83258719	5897106	29014	5902894	212030	5908697	1611600	5897106	0.83836	5902894	0.99985	5908697	1.07432	5897106	34608.0442769216	5902894	212061.809271391	5908697	1500111.69856281	5913673	21782	5919461	158546	5925280	1546124	5913673	0.83801	5919461	0.99956	5925280	1.07569	5913673	25992.5299220773	5919461	158615.790948017	5925280	1437332.31693146
51	6000550	34229	6006338	134951	6012141	1217885	6000550	0.83836	6006338	1.00026	6012141	1.07473	6000550	40828.5223531657	6006338	134915.921860316	6012141	1133200.89696947	6017117	28562	6022905	223062	6028708	1683023	6017117	0.83853	6022905	0.99996	6028708	1.0753	6017117	34061.9894338903	6022905	223070.922836914	6028708	1565166.00018599	6033700	21757	6039488	164441	6045291	1600280	6033700	0.83902	6039488	0.99999	6045291	1.07593	6033700	25931.4438273224	6039488	164442.644426444	6045291	1487345.83104849
52	6120561	33478	6126349	139230	6132167	1249537	6120561	0.83844	6126349	0.99913	6132167	1.07486	6120561	39928.9156051715	6126349	139351.23557495	6132167	1162511.39683308	6137128	28527	6142916	231430	6148703	1756989	6137128	0.83922	6142916	0.99978	6148703	1.07541	6137128	33992.2785443626	6142916	231480.925803677	6148703	1633785.25399615	6153680	21962	6159468	170053	6165271	1662667	6153680	0.83863	6159468	1.00001	6165271	1.07524	6153680	26187.9493936539	6159468	170051.299487005	6165271	1546321.75142294
53	6240572	32831	6246360	142574	6252178	1289091	6240572	0.83797	6246360	1.00047	6252178	1.07591	6240572	39179.2068928482	6246360	142507.021699801	6252178	1198140.17901126	6257139	27979	6262927	239357	6268730	1832894	6257139	0.83853	6262927	1.00012	6268730	1.07512	6257139	33366.7251022623	6262927	239328.280606327	6268730	1704827.36810775	6273707	21711	6279494	175244	6285297	1728508	6273707	0.83837	6279494	0.99963	6285297	1.07513	6273707	25896.6804632799	6279494	175308.864279784	6285297	1607719.99665157
54	6360583	32171	6366433	145204	6372236	1332678	6360583	0.83808	6366433	0.99914	6372236	1.07537	6360583	38386.5502100038	6366433	145328.982925316	6372236	1239273.92432372	6377213	27904	6383000	247307	6388804	1903054	6377213	0.83945	6383000	1.0001	6388804	1.0753	6377213	33240.8124367145	6383000	247282.271772823	6388804	1769788.89612201	6393796	21478	6399583	180162	6405402	1794926	6393796	0.83785	6399583	0.9996	6405402	1.07529	6393796	25634.6601420302	6399583	180234.093637455	6405402	1669248.29580857
55	6480594	32063	6486382	147626	6492185	1379030	6480594	0.83886	6486382	0.99966	6492185	1.07517	6480594	38222.1109601125	6486382	147676.20991137	6492185	1282615.77238948	6497161	28163	6502933	252822	6508737	1964050	6497161	0.83856	6502933	0.99988	6508737	1.07482	6497161	33584.9551612288	6502933	252852.342281074	6508737	1827329.22721944	6513713	21798	6519501	182536	6525304	1859979	6513713	0.83907	6519501	1.00014	6525304	1.07516	6513713	25978.7622010083	6519501	182510.448537205	6525304	1729955.5415008
56	6600605	31498	6606393	149467	6612196	1429913	6600605	0.83897	6606393	1.0001	6612196	1.07521	6600605	37543.6547194775	6606393	149452.054794521	6612196	1329891.83508338	6617188	28081	6622960	257295	6628763	2018355	6617188	0.83917	6622960	0.99997	6628763	1.07466	6617188	33462.8263641455	6622960	257302.719081572	6628763	1878133.54921557	6633740	21863	6639527	185819	6645330	1922635	6633740	0.83876	6639527	1.00013	6645330	1.07516	6633740	26065.8591253756	6639527	185794.846669933	6645330	1788231.51902973
57	6720616	30681	6726404	150422	6732207	1480958	6720616	0.83881	6726404	0.99989	6732207	1.07494	6720616	36576.81715764	6726404	150438.548240306	6732207	1377712.24440434	6737183	28103	6742971	262459	6748759	2069943	6737183	0.83805	6742971	1.00012	6748759	1.07592	6737183	33533.7986993616	6742971	262427.508698956	6748759	1923881.88712915	6753735	21856	6759523	188225	6765326	1982893	6753735	0.83808	6759523	0.99919	6765326	1.07511	6753735	26078.6559755632	6759523	188377.585844534	6765326	1844362.90240068
58	6840627	30655	6846415	151548	6852218	1536473	6840627	0.83829	6846415	0.99988	6852218	1.07545	6840627	36568.4906178053	6846415	151566.187942553	6852218	1428679.15756195	6857194	27973	6862982	266019	6868785	2115978	6857194	0.83845	6862982	0.99928	6868785	1.07527	6857194	33362.7526984316	6862982	266210.671683612	6868785	1967857.37535689	6873762	21877	6879549	191523	6885352	2036731	6873762	0.8388	6879549	1.00037	6885352	1.07487	6873762	26081.3066285169	6879549	191452.162699801	6885352	1894862.63455116
59	6960638	30441	6966426	151890	6972229	1595337	6960638	0.83868	6966426	0.99963	6972229	1.07523	6960638	36296.3227929604	6966426	151946.220101438	6972229	1483716.9721827	6977205	28367	6983009	268459	6988796	2149515	6977205	0.83941	6983009	0.99995	6988796	1.07491	6977205	33793.9743391191	6983009	268472.423621181	6988796	1999716.2553144	6993788	21961	6999576	192428	7005379	2082986	6993788	0.83878	6999576	0.9995	7005379	1.07492	6993788	26182.0739645676	6999576	192524.262131066	7005379	1937805.60413798
60	7080649	29956	7086437	151800	7092240	1650520	7080649	0.83853	7086437	0.9999	7092240	1.07478	7080649	35724.422501282	7086437	151815.181518152	7092240	1535681.72091033	7097216	27996	7102988	272057	7108792	2180448	7097216	0.83915	7102988	0.99955	7108792	1.0757	7097216	33362.3309301078	7102988	272179.480766345	7108792	2027003.8114716	7113768	21843	7119556	194741	7125359	2126606	7113768	0.83867	7119556	1.00052	7125359	1.07496	7113768	26044.8090428893	7119556	194639.787310598	7125359	1978311.75113493
61	7200660	30974	7206448	639942	7212251	1643907	7200660	0.83868	7206448	1.00009	7212251	1.07522	7200660	36931.8452806792	7206448	639884.410403064	7212251	1528902.92219267	7217227	29192	7223031	665750	7228818	2087844	7217227	0.83834	7223031	1.00038	7228818	1.0752	7217227	34821.1942648567	7223031	665497.111097783	7228818	1941819.19642857	7233810	23577	7239613	673435	7245417	2113547	7233810	0.83851	7239613	1.00008	7245417	1.0751	7233810	28117.7326448104	7239613	673381.129509639	7245417	1965907.35745512
62	7320671	30931	7326459	649955	7332278	1693185	7320671	0.83903	7326459	0.9999	7332278	1.0753	7320671	36865.1895641395	7326459	650020.0020002	7332278	1574616.3861248	7337254	28928	7343042	680166	7348829	2176256	7337254	0.83876	7343042	1.00007	7348829	1.07578	7337254	34489.007582622	7343042	680118.39171258	7348829	2022956.36654335	7353821	23698	7359593	683887	7365396	2144030	7353821	0.83848	7359593	1	7365396	1.07607	7353821	28263.0474191394	7359593	683887	7365396	1992463.31558356
63	7440682	30806	7446470	653919	7452273	1756331	7440682	0.83882	7446470	0.99979	7452273	1.0747	7440682	36725.3999666198	7446470	654056.351833885	7452273	1634252.34949288	7457249	28741	7463021	684670	7468825	2241285	7457249	0.83823	7463021	1.0001	7468825	1.07516	7457249	34287.7253259845	7463021	684601.539846016	7468825	2084606.01212843	7473801	23817	7479589	689657	7485392	2181471	7473801	0.83881	7479589	1.00012	7485392	1.0758	7473801	28393.7959728663	7479589	689574.251089869	7485392	2027766.31344116
64	7560693	30680	7566481	656938	7572300	1813654	7560693	0.83895	7566481	1.0006	7572300	1.07584	7560693	36569.5214255915	7566481	656544.073555866	7572300	1685802.72159429	7577260	28826	7583048	687437	7588851	2287407	7577260	0.83816	7583048	0.99983	7588851	1.07535	7577260	34392.0015271547	7583048	687553.884160307	7588851	2127127.91184266	7593828	23796	7599615	692266	7605418	2219239	7593828	0.8391	7599615	0.99996	7605418	1.07606	7593828	28358.9560243118	7599615	692293.69174767	7605418	2062374.77464082
65	7680704	30551	7686492	658611	7692311	1868226	7680704	0.83924	7686492	0.99978	7692311	1.07584	7680704	36403.1743005577	7686492	658755.926303787	7692311	1736527.73646639	7697271	28622	7703059	688851	7708862	2323030	7697271	0.83872	7703059	1.00003	7708862	1.07613	7697271	34125.8107592522	7703059	688830.335089947	7708862	2158689.00597511	7713839	23971	7719626	697009	7725429	2253216	7713839	0.83878	7719626	1.00053	7725429	1.07617	7713839	28578.4115024202	7719626	696639.780916115	7725429	2093736.11975803
66	7800715	30706	7806503	660411	7812306	1913616	7800715	0.83938	7806503	1.00063	7812306	1.07625	7800715	36581.7627296338	7806503	659995.203022096	7812306	1778040.41811847	7817282	28847	7823070	692450	7828858	2342953	7817282	0.83953	7823070	1.00081	7828858	1.07618	7817282	34360.8924040832	7823070	691889.569448747	7828858	2177101.41426155	7833834	24198	7839622	697324	7845409	2274938	7833834	0.83929	7839622	1.00014	7845409	1.07699	7833834	28831.5123497242	7839622	697226.388305637	7845409	2112311.16352055
67	7920726	30331	7926514	661397	7932317	1953295	7920726	0.83881	7926514	1.00052	7932317	1.07441	7920726	36159.5593757824	7926514	661053.252308799	7932317	1818016.39969844	7937293	28957	7943065	692255	7948869	2363564	7937293	0.83939	7943065	1.00036	7948869	1.07556	7937293	34497.6709276975	7943065	692005.877883962	7948869	2197519.43173789	7953845	23990	7959633	697630	7965436	2287760	7953845	0.83988	7959633	1.00076	7965436	1.0762	7953845	28563.6043244273	7959633	697100.203845078	7965436	2125775.87808957
68	8040737	30296	8046540	661534	8052344	1996182	8040737	0.83942	8046540	1.0008	8052344	1.07662	8040737	36091.5870481999	8046540	661005.195843325	8052344	1854119.37359514	8057320	29099	8063092	693528	8068895	2373687	8057320	0.83808	8063092	0.99953	8068895	1.07591	8057320	34721.0290187094	8063092	693854.111432373	8068895	2206213.34498239	8073872	24373	8079659	697468	8085447	2299778	8073872	0.83864	8079659	1.00137	8085447	1.0764	8073872	29062.5298101688	8079659	696513.776126707	8085447	2136545.89371981
69	8160748	30082	8166536	663637	8172339	2032485	8160748	0.83952	8166536	1.00066	8172339	1.07627	8160748	35832.3804078521	8166536	663199.28846961	8172339	1888452.71168015	8177315	28994	8183103	696336	8188906	2381095	8177315	0.83969	8183103	1.0011	8188906	1.07583	8177315	34529.40966309	8183103	695570.872040755	8188906	2213263.24791092	8193883	24527	8199670	701596	8205474	2303306	8193883	0.83933	8199670	1.00054	8205474	1.0755	8193883	29222.1176414521	8199670	701217.342634977	8205474	2141614.13296141
70	8280759	30479	8286547	663978	8292350	2065186	8280759	0.84014	8286547	1.00036	8292350	1.07636	8280759	36278.4773966244	8286547	663739.053940581	8292350	1918675.90768888	8297311	29161	8303098	696972	8308902	2390860	8297311	0.83934	8303098	0.99975	8308902	1.07723	8297311	34742.7740843996	8303098	697146.286571643	8308902	2219451.74196783	8313878	24557	8319666	701167	8325469	2314305	8313878	0.8397	8319666	1.0013	8325469	1.07725	8313878	29244.9684411099	8319666	700256.666333766	8325469	2148345.32374101
71	8400770	30440	8406558	663580	8412361	2089760	8400770	0.84016	8406558	1.00131	8412361	1.07705	8400770	36231.1940582746	8406558	662711.847479802	8412361	1940262.75474676	8417337	29369	8423125	697556	8428928	2384685	8417337	0.83942	8423125	1.00119	8428928	1.07673	8417337	34987.2531033332	8423125	696726.894994956	8428928	2214747.42971776	8433920	24486	8439692	702010	8445496	2314066	8433920	0.8395	8439692	1.00102	8445496	1.07755	8433920	29167.3615247171	8439692	701294.679426985	8445496	2147525.4048536
72	8520781	30824	8526569	666155	8532388	2111382	8520781	0.84007	8526569	1.00123	8532388	1.07763	8520781	36692.180413537	8526569	665336.635937796	8532388	1959282.87074413	8537348	29491	8543136	697426	8548939	2390197	8537348	0.84022	8543136	1.00155	8548939	1.07854	8537348	35099.1407012449	8543136	696346.662672857	8548939	2216141.26504348	8553931	24599	8559719	703031	8565522	2316293	8553931	0.83955	8559719	1.00187	8565522	1.07898	8553931	29300.2203561432	8559719	701718.785870422	8565522	2146743.22044894
73	8640792	30610	8646580	666907	8652383	2121849	8640792	0.84003	8646580	1.00132	8652383	1.07697	8640792	36439.1747913765	8646580	666027.843246914	8652383	1970202.51260481	8657360	29462	8663132	700709	8668935	2387365	8657360	0.84047	8663132	1.00112	8668935	1.07713	8657360	35054.1958665985	8663132	699925.083906025	8668935	2216413.06063335	8673911	24472	8679699	703234	8685502	2313397	8673911	0.83955	8679699	1.00175	8685502	1.07679	8673911	29148.9488416414	8679699	702005.490391814	8685502	2148419.84045171
74	8760803	30890	8766591	669233	8772394	2137349	8760803	0.83985	8766591	1.00175	8772394	1.07744	8760803	36780.3774483539	8766591	668063.888195658	8772394	1983729.02435402	8777371	29972	8783158	699299	8788946	2384085	8777371	0.83948	8783158	1.00105	8788946	1.07735	8777371	35703.054271692	8783158	698565.506218471	8788946	2212915.9511765	8793922	24823	8799710	706365	8805497	2315495	8793922	0.83956	8799710	1.00199	8805497	1.07754	8793922	29566.6777836009	8799710	704962.125370513	8805497	2148871.50361008
75	8880814	31022	8886602	670446	8892405	2145786	8880814	0.84015	8886602	1.00107	8892405	1.07742	8880814	36924.3587454621	8886602	669729.389553178	8892405	1991596.59185833	8897382	29800	8903154	703940	8908957	2385071	8897382	0.84025	8903154	1.00132	8908957	1.07679	8897382	35465.6352276108	8903154	703012.024128151	8908957	2214982.49426536	8913918	24794	8919705	706645	8925508	2315326	8913918	0.83984	8919705	1.00026	8925508	1.07789	8913918	29522.2899599924	8919705	706461.320056785	8925508	2148016.9590589
76	9000825	31424	9006613	669615	9012432	2154440	9000825	0.83982	9006613	1.00116	9012432	1.07666	9000825	37417.5418542069	9006613	668839.146589956	9012432	2001040.25411922	9017408	29998	9023196	702518	9028983	2383635	9017408	0.83955	9023196	1.00169	9028983	1.07727	9017408	35731.0463939015	9023196	701332.747656461	9028983	2212662.56370269	9033960	25306	9039747	707945	9045551	2312301	9033960	0.83999	9039747	1.00112	9045551	1.07741	9033960	30126.5491255848	9039747	707152.988652709	9045551	2146166.26910832
77	9120836	31418	9126640	670421	9132443	2159110	9120836	0.84046	9126640	1.00264	9132443	1.07856	9120836	37381.9099064798	9126640	668655.748823107	9132443	2001845.05266281	9137404	30183	9143191	701530	9148994	2381710	9137404	0.84037	9143191	1.00238	9148994	1.07744	9137404	35916.3225722003	9143191	699864.322911471	9148994	2210526.8042768	9153971	25025	9159743	706279	9165546	2308253	9153971	0.84008	9159743	1.00099	9165546	1.0785	9153971	29788.8296352728	9159743	705580.475329424	9165546	2140243.85720909
78	9240847	31622	9246635	670447	9252454	2159916	9240847	0.83967	9246635	1.00076	9252454	1.0763	9240847	37660.0331082449	9246635	669937.8472361	9252454	2006797.36133048	9257399	29936	9263187	703576	9269005	2377589	9257399	0.83957	9263187	1.00075	9269005	1.07679	9257399	35656.3478923735	9263187	703048.713464901	9269005	2208034.06420936	9273982	25012	9279769	703794	9285573	2304707	9273982	0.83988	9279769	1.00114	9285573	1.07784	9273982	29780.4448254513	9279769	702992.588449168	9285573	2138264.49194686
79	9360858	31442	9366646	668536	9372449	2159885	9360858	0.83974	9366646	1.00133	9372449	1.07699	9360858	37442.5417391097	9366646	667648.028122597	9372449	2005482.87356429	9377426	30351	9383213	701375	9389001	2373813	9377426	0.84036	9383213	1.00117	9389001	1.07753	9377426	36116.6642867343	9383213	700555.350240219	9389001	2203013.37317755	9393977	25437	9399765	706293	9405568	2304585	9393977	0.84006	9399765	1.00203	9405568	1.07747	9393977	30279.9800014285	9399765	704862.129876351	9405568	2138885.53741636
80	9480869	31774	9486657	668559	9492476	2163904	9480869	0.84049	9486657	1.00139	9492476	1.07691	9480869	37804.1380623208	9486657	667630.992919841	9492476	2009363.82798934	9497437	30623	9503224	701840	9509012	2376088	9497437	0.84005	9503224	1.00078	9509012	1.07719	9497437	36453.7825129457	9503224	701292.991466656	9509012	2205820.70015503	9513988	25448	9519776	704621	9525579	2296576	9513988	0.84032	9519776	1.00092	9525579	1.07639	9513988	30283.7014470678	9519776	703973.344523039	9525579	2133590.98468027
81	9600880	31965	9606668	669690	9612487	2161827	9600880	0.83957	9606668	1.00086	9612487	1.07752	9600880	38073.0612099051	9606668	669114.56147713	9612487	2006298.72299354	9617463	30207	9623251	702171	9629038	2373181	9617463	0.84061	9623251	1.00213	9629038	1.0776	9617463	35934.618907698	9623251	700678.554678535	9629038	2202283.77876763	9634030	25690	9639802	705708	9645606	2299969	9634030	0.83989	9639802	1.00226	9645606	1.07849	9634030	30587.3388181786	9639802	704116.696266438	9645606	2132582.59232816
82	9720891	32344	9726695	668389	9732498	2160739	9720891	0.83998	9726695	1.00225	9732498	1.07756	9720891	38505.6787066359	9726695	666888.500873036	9732498	2005214.55881807	9737474	30630	9743246	703301	9749034	2368619	9737474	0.84045	9743246	1.0028	9749034	1.07829	9737474	36444.7617347849	9743246	701337.255684085	9749034	2196643.76002745	9754010	25917	9759798	706177	9765601	2298625	9754010	0.84033	9759798	1.00152	9765601	1.07726	9754010	30841.4551426225	9759798	705105.240035147	9765601	2133769.93483467
83	9840902	33012	9846690	668286	9852493	2158792	9840902	0.83957	9846690	1.00159	9852493	1.07785	9840902	39320.1281608442	9846690	667225.112071806	9852493	2002868.67374867	9857470	30644	9863257	701609	9869060	2366193	9857470	0.84065	9863257	1.00217	9869060	1.07834	9857470	36452.7448997799	9863257	700089.805122883	9869060	2194292.15275331	9874037	25657	9879809	704146	9885612	2289302	9874037	0.8401	9879809	1.00154	9885612	1.07687	9874037	30540.4118557315	9879809	703063.282544881	9885612	2125885.20434221
84	9960913	33044	9966701	667255	9972520	2154901	9960913	0.84073	9966701	1.00177	9972520	1.07712	9960913	39303.938244145	9966701	666076.045399643	9972520	2000613.6734997	9977481	31015	9983268	700981	9989071	2358425	9977481	0.83972	9983268	1.00054	9989071	1.07763	9977481	36934.9306911828	9983268	700602.67455574	9989071	2188529.45816282	9994048	25794	9999820	705325	10005623	2290644	9994048	0.84066	9999820	1.00111	10005623	1.07771	9994048	30683.0347584041	9999820	704542.957317378	10005623	2125473.45760919
85	10080924	32843	10086712	670346	10092531	2151897	10080924	0.84012	10086712	1.00185	10092531	1.07741	10080924	39093.2247774128	10086712	669108.149922643	10092531	1997287.01237226	10097507	30980	10103279	700154	10109082	2357515	10097507	0.84007	10103279	1.0017	10109082	1.07724	10097507	36877.8792243504	10103279	698965.758211041	10109082	2188477.03390145	10114059	25874	10119846	705797	10125634	2289007	10114059	0.84024	10119846	1.00088	10125634	1.07761	10114059	30793.5827858707	10119846	705176.444728639	10125634	2124151.59473279
86	10200935	33190	10206723	670098	10212542	2153452	10200935	0.84015	10206723	1.00184	10212542	1.07777	10200935	39504.8503243468	10206723	668867.284197078	10212542	1998062.66643161	10217518	31253	10223306	702110	10229109	2353682	10217518	0.84123	10223306	1.00147	10229109	1.07656	10217518	37151.5518942501	10223306	701079.413262504	10229109	2186298.95221818	10234085	25723	10239873	707049	10245676	2287776	10234085	0.84038	10239873	1.0016	10245676	1.07697	10234085	30608.77222209	10239873	705919.528753994	10245676	2124270.8710549
87	10320946	34105	10326750	669999	10332553	2149761	10320946	0.83985	10326750	1.00158	10332553	1.07889	10320946	40608.4419836876	10326750	668942.071526987	10332553	1992567.3608987	10337529	31344	10343301	703699	10349104	2356098	10337529	0.84055	10343301	1.00174	10349104	1.07837	10337529	37289.8697281542	10343301	702476.690558428	10349104	2184869.75713345	10354081	26008	10359868	707644	10365672	2290080	10354081	0.84052	10359868	1.00145	10365672	1.07781	10354081	30942.7497263599	10359868	706619.401867292	10365672	2124752.97130292
88	10440957	34452	10446745	671167	10452548	2145637	10440957	0.8408	10446745	1.00188	10452548	1.07776	10440957	40975.2616555661	10446745	669907.573761329	10452548	1990830.05492874	10457525	31334	10463312	701383	10469100	2349128	10457525	0.84033	10463312	1.0023	10469100	1.07765	10457525	37287.7322004451	10463312	699773.520901926	10469100	2179861.73618522	10474092	26032	10479864	708632	10485667	2285922	10474092	0.84058	10479864	1.00161	10485667	1.07862	10474092	30969.0927692784	10479864	707492.93637244	10485667	2119302.44200923
89	10560968	34191	10566772	669088	10572575	2140262	10560968	0.84005	10566772	1.00249	10572575	1.07724	10560968	40701.1487411464	10566772	667426.108988619	10572575	1986801.45557165	10577536	31623	10583323	701261	10589111	2342308	10577536	0.84027	10583323	1.00162	10589111	1.07811	10577536	37634.3318219144	10583323	700126.79459276	10589111	2172605.76379034	10594103	26083	10599875	705767	10605678	2281040	10594103	0.84044	10599875	1.0018	10605678	1.07819	10594103	31034.9340821474	10599875	704498.901976442	10605678	2115619.69597195
90	10680979	34410	10686767	668397	10692570	2134160	10680979	0.83983	10686767	1.00056	10692570	1.07663	10680979	40972.5777835991	10686767	668022.907171984	10692570	1982259.45775243	10697547	31507	10703334	701134	10709122	2341347	10697547	0.83959	10703334	1.00119	10709122	1.07749	10697547	37526.6499124573	10703334	700300.64223574	10709122	2172964.01822755	10714098	26075	10719886	705509	10725689	2278601	10714098	0.83968	10719886	1.0012	10725689	1.07842	10714098	31053.496570122	10719886	704663.403915302	10725689	2112906.84519946
91	10800990	34805	10806778	670987	10812597	2130217	10800990	0.83984	10806778	1.00163	10812597	1.0772	10800990	41442.417603353	10806778	669895.071034214	10812597	1977550.12996658	10817558	31538	10823345	701132	10829149	2338983	10817558	0.83921	10823345	1.00133	10829149	1.07699	10817558	37580.5817375865	10823345	700200.733025077	10829149	2171777.82523515	10834125	25986	10839897	705698	10845700	2273194	10834125	0.84004	10839897	1.00127	10845700	1.07726	10834125	30934.2412266083	10839897	704802.900316598	10845700	2110162.82048902
92	10921001	35392	10926805	671124	10932608	2127326	10921001	0.84062	10926805	1.0024	10932608	1.07726	10921001	42102.2578572958	10926805	669517.158818835	10932608	1974756.32623508	10937584	31909	10943372	701582	10949206	2336122	10937584	0.83977	10943372	1.00118	10949206	1.07777	10937584	37997.3087869298	10943372	700755.108971414	10949206	2167551.51841302	10954167	26069	10959955	706257	10965758	2276511	10954167	0.84001	10959955	1.00127	10965758	1.07783	10954167	31034.1543553053	10959955	705361.191287066	10965758	2112124.36098457
93	11041012	35249	11046800	670097	11052619	2124772	11041012	0.8406	11046800	1.00193	11052619	1.07804	11041012	41933.1429931002	11046800	668806.20402623	11052619	1970958.40599607	11057580	31873	11063367	702691	11069171	2334683	11057580	0.83977	11063367	1.00152	11069171	1.07809	11057580	37954.4399061648	11063367	701624.530713316	11069171	2165573.37513566	11074147	26473	11079919	706708	11085722	2273812	11074147	0.84006	11079919	1.00124	11085722	1.07737	11074147	31513.2252458158	11079919	705832.767368463	11085722	2110520.99093162
94	11161024	35768	11166827	670561	11172630	2116137	11161024	0.83988	11166827	1.00197	11172630	1.07734	11161024	42587.0362432729	11166827	669242.592093576	11172630	1964223.92188167	11177591	32211	11183363	700556	11189166	2323771	11177591	0.83987	11183363	1.00126	11189166	1.07687	11177591	38352.3640563421	11183363	699674.410243094	11189166	2157893.71047573	11194142	26279	11199930	706874	11205733	2269235	11194142	0.83984	11199930	1.00116	11205733	1.07799	11194142	31290.4839016956	11199930	706054.976227576	11205733	2105061.27144037
