WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
42	4920451	52170	4926239	85528	4932057	1272716	4920451	0.83975	4926239	1.00139	4932057	1.07204	4920451	62125.6326287586	4926239	85409.281099272	4932057	1187190.77646356	4937034	37434	4942821	89195	4948609	1336355	4937034	0.84007	4942821	1.00308	4948609	1.07283	4937034	44560.5723332579	4942821	88921.1229413407	4948609	1245635.37559539	4953601	26327	4959373	94806	4965176	1411915	4953601	0.83933	4959373	1.0016	4965176	1.07188	4953601	31366.6853323484	4959373	94654.552715655	4965176	1317232.33944098
43	5040462	49106	5046234	93186	5052053	1227954	5040462	0.83964	5046234	1.00127	5052053	1.07232	5040462	58484.5886332238	5046234	93067.8038890609	5052053	1145137.64547896	5057014	35866	5062801	96743	5068604	1297571	5057014	0.83886	5062801	1.00178	5068604	1.07078	5057014	42755.6445652433	5062801	96571.1034358841	5068604	1211799.80948467	5073581	25172	5079353	103308	5085172	1386887	5073581	0.83958	5079353	1.00302	5085172	1.07111	5073581	29981.6574954144	5079353	102996.949213376	5085172	1294812.85768969
44	5160473	47272	5166261	101192	5172064	1195497	5160473	0.83853	5166261	1.00193	5172064	1.0706	5160473	56374.8464574911	5166261	100997.075644007	5172064	1116660.75098076	5177040	33997	5182828	104087	5188615	1280687	5177040	0.83827	5182828	1.001	5188615	1.07038	5177040	40556.1453946819	5182828	103983.016983017	5188615	1196478.82060577	5193607	24645	5199379	111487	5205183	1371461	5193607	0.83909	5199379	1.00123	5205183	1.07072	5193607	29371.1044107307	5199379	111350.039451475	5205183	1280877.35355649
45	5280484	45605	5286272	107216	5292075	1181966	5280484	0.83833	5286272	1.00055	5292075	1.07152	5280484	54399.8186871518	5286272	107157.063615012	5292075	1103074.13767359	5297036	32748	5302823	109851	5308626	1276654	5297036	0.83914	5302823	1.00087	5308626	1.07114	5297036	39025.6691374503	5302823	109755.512703948	5308626	1191864.74223724	5313603	24080	5319390	118450	5325194	1375039	5313603	0.8385	5319390	1.00138	5325194	1.07149	5313603	28717.9487179487	5319390	118286.764265314	5325194	1283296.15768696
46	5400495	43921	5406283	111731	5412086	1173466	5400495	0.83892	5406283	1.00216	5412086	1.07125	5400495	52354.2173270395	5406283	111490.181208589	5412086	1095417.50291715	5417047	31077	5422834	113974	5428637	1282555	5417047	0.83838	5422834	1.00114	5428637	1.07071	5417047	37067.9166964861	5422834	113844.217591945	5428637	1197854.69454848	5433614	24139	5439401	123975	5445205	1389043	5433614	0.83876	5439401	1.00077	5445205	1.07165	5433614	28779.3886212981	5439401	123879.612698222	5445205	1296172.2577334
47	5520506	42661	5526294	116042	5532097	1177005	5520506	0.8399	5526294	1.00246	5532097	1.07236	5520506	50792.9515418502	5526294	115757.237196497	5532097	1097583.83378716	5537073	30863	5542861	118075	5548664	1300443	5537073	0.83999	5542861	1.00192	5548664	1.07211	5537073	36742.1040726675	5542861	117848.73043756	5548664	1212975.34767888	5553640	23364	5559428	129522	5565231	1412144	5553640	0.83917	5559428	1.00241	5565231	1.07323	5553640	27841.796060393	5559428	129210.6024481	5565231	1315788.78711926
48	5640517	41025	5646305	119481	5652108	1182394	5640517	0.83979	5646305	1.00183	5652108	1.0716	5640517	48851.498588933	5646305	119262.749169021	5652108	1103391.19074281	5657084	29658	5662872	121434	5668675	1323947	5657084	0.83975	5662872	1.00193	5668675	1.07167	5657084	35317.6540637094	5662872	121200.083838192	5668675	1235405.4886299	5673651	23293	5679439	133803	5685242	1442037	5673651	0.83923	5679439	1.00186	5685242	1.0712	5673651	27755.2041752559	5679439	133554.588465454	5685242	1346188.38685586
49	5760528	39360	5766316	121806	5772119	1196373	5760528	0.83945	5766316	1.00187	5772119	1.07207	5760528	46887.8432306868	5766316	121578.647928374	5772119	1115946.71989702	5777111	29169	5782883	123966	5788686	1353730	5777111	0.83928	5782883	1.00144	5788686	1.07211	5777111	34754.7898198456	5782883	123787.745646269	5788686	1262678.26995364	5793662	23445	5799450	137020	5805253	1482312	5793662	0.83938	5799450	1.00081	5805253	1.07207	5793662	27931.3302675785	5799450	136909.103626063	5805253	1382663.44548397
50	5880539	38362	5886327	123955	5892145	1220075	5880539	0.83952	5886327	1.00181	5892145	1.07213	5880539	45695.1591385554	5886327	123731.046805282	5892145	1137991.66145897	5897122	28409	5902894	126524	5908697	1388760	5897122	0.83948	5902894	1.00113	5908697	1.07107	5897122	33841.1874017249	5902894	126381.189256141	5908697	1296609.93212395	5913673	23095	5919461	139645	5925264	1524268	5913673	0.83942	5919461	1.00189	5925264	1.07156	5913673	27513.0447213552	5919461	139381.568834902	5925264	1422475.64298779
51	6000550	37522	6006338	125113	6012156	1239755	6000550	0.83922	6006338	1.00178	6012156	1.07137	6000550	44710.5645718644	6006338	124890.694563677	6012156	1157167.92517991	6017133	27995	6022920	126992	6028724	1430936	6017133	0.83934	6022920	1.00155	6028724	1.0712	6017133	33353.5873424357	6022920	126795.46702611	6028724	1335825.24271845	6033700	22761	6039488	142215	6045291	1570115	6033700	0.8396	6039488	1.00094	6045291	1.07079	6033700	27109.3377798952	6039488	142081.443443163	6045291	1466314.5901624
52	6120561	36393	6126349	125349	6132152	1266144	6120561	0.83875	6126349	1.0004	6132152	1.07062	6120561	43389.5678092399	6126349	125298.880447821	6132152	1182626.8890923	6137144	27310	6142916	127087	6148703	1467903	6137144	0.83909	6142916	1.00069	6148703	1.07121	6137144	32547.164189777	6142916	126999.3704344	6148703	1370322.34575853	6153696	23056	6159483	142920	6165286	1620079	6153696	0.83918	6159483	1.00024	6165286	1.0706	6153696	27474.4393336352	6159483	142885.707430217	6165286	1513243.97534093
53	6240572	35442	6246375	125089	6252163	1295016	6240572	0.83944	6246375	1.00099	6252163	1.07208	6240572	42221.0044791766	6246375	124965.284368475	6252163	1207947.16812178	6257139	26988	6262927	127984	6268730	1509801	6257139	0.83962	6262927	1.00203	6268730	1.07161	6257139	32143.1123603535	6262927	127724.718820794	6268730	1408909.02473848	6273691	22788	6279479	143415	6285282	1671110	6273691	0.83885	6279479	1.00175	6285282	1.07241	6273691	27165.7626512487	6279479	143164.462191165	6285282	1558275.28650423
54	6360583	35214	6366371	124583	6372158	1326529	6360583	0.83909	6366371	1.00027	6372158	1.07191	6360583	41966.8927051925	6366371	124549.371669649	6372158	1237537.66640856	6377135	26750	6382922	126775	6388726	1556565	6377135	0.83906	6382922	1.00057	6388726	1.07248	6377135	31880.9143565418	6382922	126702.779415733	6388726	1451369.72251231	6393702	23270	6399490	144430	6405293	1716862	6393702	0.8389	6399490	1.00138	6405293	1.07209	6393702	27738.70544761	6399490	144230.961273443	6405293	1601415.92590174
55	6480594	34527	6486382	123110	6492185	1360731	6480594	0.83943	6486382	1.00119	6492185	1.07189	6480594	41131.4820771238	6486382	122963.673228858	6492185	1269468.88206812	6497177	26770	6502965	126325	6508768	1602226	6497177	0.83872	6502965	1.00101	6508768	1.07256	6497177	31917.684090042	6502965	126197.540484111	6508768	1493833.44521519	6513744	22728	6519516	143897	6525335	1768399	6513744	0.83959	6519516	1.00123	6525335	1.07135	6513744	27070.3557688872	6519516	143720.224124327	6525335	1650626.77929715
56	6600605	33552	6606393	122841	6612196	1396536	6600605	0.83891	6606393	1.00141	6612196	1.07223	6600605	39994.7550988783	6606393	122668.038066326	6612196	1302459.36039842	6617188	26530	6622960	125500	6628841	1645623	6617188	0.83998	6622960	1.0007	6628841	1.07161	6617188	31584.0853353651	6622960	125412.211451984	6628841	1535654.76246022	6633818	22640	6639605	143886	6645408	1819332	6633818	0.83956	6639605	1.00121	6645408	1.07237	6633818	26966.5062651865	6639605	143712.108348898	6645408	1696552.49587363
57	6720616	33059	6726388	121852	6732207	1430419	6720616	0.8385	6726388	1.00105	6732207	1.07183	6720616	39426.3565891473	6726388	121724.189600919	6732207	1334557.71904127	6737168	26293	6742955	124442	6748759	1683075	6737168	0.83881	6742955	1.00208	6748759	1.07149	6737168	31345.5967382363	6742955	124183.697908351	6748759	1570779.94194999	6753719	22990	6759507	144218	6765326	1862346	6753719	0.83923	6759507	1.0011	6765326	1.07068	6753719	27394.1589314014	6759507	144059.534512037	6765326	1739404.86419845
58	6840627	32836	6846415	119552	6852218	1464660	6840627	0.83873	6846415	1.00131	6852218	1.07101	6840627	39149.6667580747	6846415	119395.591774775	6852218	1367550.25630013	6857194	25942	6862982	122277	6868785	1720905	6857194	0.83922	6862982	1.00132	6868785	1.07137	6857194	30912.0373680322	6862982	122115.807134582	6868785	1606265.80919757	6873762	22775	6879565	141828	6885352	1902952	6873762	0.8394	6879565	1.00156	6885352	1.07165	6873762	27132.4755777937	6879565	141607.092935021	6885352	1775721.55087948
59	6960638	32446	6966426	118588	6972229	1500643	6960638	0.83894	6966426	1.00165	6972229	1.07167	6960638	38674.9946360884	6966426	118392.652123995	6972229	1400284.60253623	6977205	25657	6982993	120813	6988796	1761286	6977205	0.8384	6982993	1.0014	6988796	1.07174	6977205	30602.3377862595	6982993	120644.098262433	6988796	1643389.25485659	6993788	22519	6999560	140596	7005363	1939012	6993788	0.83944	6999560	1.00108	7005363	1.07179	6993788	26826.2174783189	6999560	140444.320134255	7005363	1809134.25204564
60	7080649	31661	7086452	116147	7092256	1533193	7080649	0.83887	7086452	1.0017	7092256	1.07067	7080649	37742.4392337311	7086452	115949.885195168	7092256	1431993.98507477	7097216	25817	7103004	119344	7108807	1800116	7097216	0.83918	7103004	1.0015	7108807	1.07155	7097216	30764.5558759742	7103004	119165.252121817	7108807	1679917.87597406	7113784	22631	7119571	139875	7125374	1978909	7113784	0.83938	7119571	1.00152	7125374	1.07103	7113784	26961.5668707856	7119571	139662.712676731	7125374	1847669.06622597
61	7200660	33932	7206432	753282	7212251	1514493	7200660	0.83951	7206432	1.00109	7212251	1.07153	7200660	40418.8157377518	7206432	752461.816619884	7212251	1413392.99879611	7217227	27649	7223015	741508	7228803	1759047	7217227	0.83858	7223015	1.00137	7228803	1.07031	7217227	32971.2132414319	7223015	740493.523872295	7228803	1643493.00669899	7233795	25286	7239582	751500	7245385	1999694	7233795	0.83863	7239582	1.00123	7245385	1.07131	7233795	30151.5567055793	7239582	750576.790547626	7245385	1866587.63569835
62	7320671	33886	7326459	763198	7332262	1554240	7320671	0.83866	7326459	1.00096	7332262	1.07028	7320671	40404.9316767224	7326459	762466.032608696	7332262	1452180.73775087	7337238	27334	7343026	752316	7348829	1781863	7337238	0.83899	7343026	1.00145	7348829	1.07015	7337238	32579.6493402782	7343026	751226.721254181	7348829	1665059.10386394	7353806	24745	7359593	762008	7365396	2032556	7353806	0.83887	7359593	1.00031	7365396	1.07119	7353806	29498.0151870969	7359593	761771.850726275	7365396	1897474.77104902
63	7440682	33454	7446485	768792	7452289	1591178	7440682	0.83857	7446485	1.00063	7452289	1.07071	7440682	39894.1054414062	7446485	768307.965981432	7452289	1486096.14181244	7457249	27468	7463053	754655	7468856	1809247	7457249	0.83888	7463053	1.00074	7468856	1.07116	7457249	32743.6582109479	7463053	754096.9682435	7468856	1689053.92284999	7473832	24942	7479620	765069	7485423	2059432	7473832	0.83945	7479620	1.00084	7485423	1.07134	7473832	29712.3116326166	7479620	764426.881419608	7485423	1922295.44308996
64	7560693	33492	7566481	768778	7572284	1620352	7560693	0.83867	7566481	1.00007	7572284	1.07028	7560693	39934.6584473035	7566481	768724.189306749	7572284	1513951.48932989	7577260	27258	7583048	756574	7588836	1847096	7577260	0.83923	7583048	1.00066	7588836	1.07223	7577260	32479.7731253649	7583048	756074.990506266	7588836	1722667.71121868	7593812	24881	7599600	765104	7605403	2081849	7593812	0.83923	7599600	1.00028	7605403	1.07076	7593812	29647.4148922226	7599600	764889.830847363	7605403	1944272.29257724
65	7680704	33446	7686492	770619	7692295	1653205	7680704	0.83883	7686492	1.00085	7692295	1.07094	7680704	39872.2029493461	7686492	769964.530149373	7692295	1543695.25837115	7697287	27302	7703059	760659	7708862	1872239	7697287	0.83919	7703059	1.00096	7708862	1.07104	7697287	32533.752785424	7703059	759929.467710998	7708862	1748057.0286824	7713839	24643	7719642	769215	7725445	2107672	7713839	0.8395	7719642	1.00083	7725445	1.0711	7713839	29354.3776057177	7719642	768577.081022751	7725445	1967763.98095416
66	7800715	33479	7806503	773593	7812322	1683759	7800715	0.83914	7806503	1.00086	7812322	1.07127	7800715	39896.7991038444	7806503	772928.281677757	7812322	1571741.01767062	7817298	27371	7823070	762036	7828889	1896370	7817298	0.83874	7823070	1.00112	7828889	1.07149	7817298	32633.4740205546	7823070	761183.474508551	7828889	1769843.86228523	7833865	24964	7839653	770164	7845456	2132842	7833865	0.83949	7839653	1.00006	7845456	1.07124	7833865	29737.1022882941	7839653	770117.792932424	7845456	1991002.94985251
67	7920726	33599	7926514	775001	7932317	1713360	7920726	0.83849	7926514	1.00029	7932317	1.07082	7920726	40070.8416319813	7926514	774776.314868688	7932317	1600044.82546086	7937293	27360	7943081	762217	7948884	1922167	7937293	0.83901	7943081	1.0017	7948884	1.07094	7937293	32609.8616226267	7943081	760923.430168713	7948884	1794840.98082059	7953845	25073	7959633	771479	7965436	2147395	7953845	0.83945	7959633	1.00089	7965436	1.07028	7953845	29868.3661921496	7959633	770792.994235131	7965436	2006386.17931756
68	8040737	33795	8046525	775888	8052328	1737928	8040737	0.83914	8046525	1.00085	8052328	1.07069	8040737	40273.3751221489	8046525	775229.055302992	8052328	1623185.0488937	8057304	27476	8063108	763703	8068911	1943850	8057304	0.83877	8063108	1.00164	8068911	1.07161	8057304	32757.4901343634	8063108	762452.577772453	8068911	1813952.83731955	8073887	25008	8079675	774741	8085478	2167630	8073887	0.84002	8079675	1.00125	8085478	1.07109	8073887	29770.719744768	8079675	773773.782771536	8085478	2023760.84175933
69	8160748	33876	8166536	776791	8172355	1763026	8160748	0.83837	8166536	1.00037	8172355	1.07029	8160748	40406.9802116011	8166536	776503.693633356	8172355	1647241.40186305	8177331	27479	8183119	764380	8188906	1957828	8177331	0.83897	8183119	1.0013	8188906	1.07122	8177331	32753.2569698559	8183119	763387.596125038	8188906	1827661.91818674	8193898	25135	8199670	775755	8205474	2178544	8193898	0.83853	8199670	1.00113	8205474	1.07084	8193898	29975.0754296209	8199670	774879.386293488	8205474	2034425.31097083
70	8280759	34194	8286531	778330	8292350	1783079	8280759	0.83835	8286531	1.00069	8292350	1.07191	8280759	40787.2606906423	8286531	777793.322607401	8292350	1663459.61881128	8297342	27567	8303130	764359	8308917	1976159	8297342	0.83868	8303130	1.00028	8308917	1.07081	8297342	32869.5092287881	8303130	764145.039388971	8308917	1845480.52408924	8313909	25087	8319697	773170	8325485	2186200	8313909	0.83857	8319697	1.00056	8325485	1.07135	8313909	29916.405309038	8319697	772737.267130407	8325485	2040602.97755169
71	8400770	34394	8406558	775716	8412361	1799858	8400770	0.83915	8406558	1.00091	8412361	1.07141	8400770	40986.7127450396	8406558	775010.740226394	8412361	1679896.58487414	8417337	27839	8423125	765124	8428913	1985660	8417337	0.83907	8423125	1.00066	8428913	1.07107	8417337	33178.399895122	8423125	764619.351228189	8428913	1853903.10623955	8433905	25285	8439692	775480	8445496	2197968	8433905	0.83953	8439692	1.00117	8445496	1.07173	8433905	30118.0422379188	8439692	774573.748714005	8445496	2050859.8247693
72	8520781	34551	8526569	778164	8532388	1809152	8520781	0.83936	8526569	1.0007	8532388	1.07168	8520781	41163.5055280214	8526569	777619.666233637	8532388	1688145.71513885	8537364	27880	8543152	766212	8548955	2000218	8537364	0.84	8543152	1.00111	8548955	1.07197	8537364	33190.4761904762	8543152	765362.447683072	8548955	1865927.21811245	8553931	25828	8559719	778391	8565507	2208741	8553931	0.83934	8559719	1.00261	8565507	1.07187	8553931	30771.7968880311	8559719	776364.688163892	8565507	2060642.61524252
73	8640792	35356	8646580	780978	8652399	1827191	8640792	0.83971	8646580	1.00178	8652399	1.07251	8640792	42105.0124447726	8646580	779590.329213999	8652399	1703658.70714492	8657375	27857	8663147	768581	8668950	2005813	8657375	0.83934	8663147	1.00115	8668950	1.07168	8657375	33189.1724450163	8663147	767698.1471308	8668950	1871652.91878173	8673927	25282	8679714	776660	8685518	2214283	8673927	0.8397	8679714	1.00136	8685518	1.07196	8673927	30108.3720376325	8679714	775605.176959335	8685518	2065639.57610359
74	8760803	35375	8766591	781962	8772394	1832010	8760803	0.83922	8766591	1.00213	8772394	1.07282	8760803	42152.236600653	8766591	780299.961082893	8772394	1707658.32106038	8777386	27890	8783174	768127	8788977	2015733	8777386	0.83977	8783174	1.00154	8788977	1.07265	8777386	33211.4745704181	8783174	766945.903308904	8788977	1879208.50230737	8793953	25571	8799757	778422	8805560	2218617	8793953	0.83961	8799757	1.00238	8805560	1.0728	8793953	30455.8068627101	8799757	776573.754464375	8805560	2068062.08053691
75	8880814	35880	8886602	782437	8892405	1836216	8880814	0.83979	8886602	1.00241	8892405	1.0724	8880814	42724.9669560247	8886602	780555.860376493	8892405	1712249.16076091	8897382	27841	8903169	768285	8908972	2021174	8897382	0.8391	8903169	1.00157	8908972	1.07259	8897382	33179.5971874628	8903169	767080.683327176	8908972	1884386.39181794	8913949	25704	8919752	779235	8925555	2219351	8913949	0.83998	8919752	1.00223	8925555	1.07238	8913949	30600.7285887759	8919752	777501.17238558	8925555	2069556.50049423
76	9000825	35854	9006613	782935	9012416	1834549	9000825	0.83949	9006613	1.0023	9012416	1.07253	9000825	42709.2639578792	9006613	781138.381722039	9012416	1710487.35233513	9017393	28229	9023180	767755	9028968	2022972	9017393	0.83972	9023180	1.00233	9028968	1.07293	9017393	33617.1581003192	9023180	765970.289226103	9028968	1885465.03499762	9033944	25239	9039732	777590	9045535	2220379	9033944	0.83963	9039732	1.00183	9045535	1.07245	9033944	30059.6691399783	9039732	776169.609614406	9045535	2070379.97109422
77	9120836	36344	9126608	782606	9132412	1836310	9120836	0.83996	9126608	1.00236	9132412	1.07272	9120836	43268.727082242	9126608	780763.398379824	9132412	1711826.01237974	9137388	28252	9143176	768959	9148979	2020823	9137388	0.84024	9143176	1.00211	9148979	1.07182	9137388	33623.7265543178	9143176	767339.912784026	9148979	1885412.66257394	9153955	25800	9159743	779791	9165546	2221999	9153955	0.84011	9159743	1.00156	9165546	1.07328	9153955	30710.2641320779	9159743	778576.420783578	9165546	2070288.2751938
78	9240847	37101	9246635	784551	9252438	1831296	9240847	0.84061	9246635	1.0022	9252438	1.07194	9240847	44135.8061407787	9246635	782828.776691279	9252438	1708394.12653693	9257415	28605	9263202	770235	9269005	2023836	9257415	0.83994	9263202	1.00209	9269005	1.07183	9257415	34056.0040002857	9263202	768628.566296441	9269005	1888206.15209501	9273966	25898	9279754	780797	9285573	2223019	9273966	0.83953	9279754	1.00173	9285573	1.0724	9273966	30848.2126904339	9279754	779448.554001577	9285573	2072938.2693025
79	9360858	37676	9366630	784729	9372449	1830467	9360858	0.8404	9366630	1.00219	9372449	1.07235	9360858	44831.032841504	9366630	783014.198904399	9372449	1706967.87429477	9377410	28992	9383198	772333	9388985	2024773	9377410	0.83893	9383198	1.00141	9388985	1.07284	9377410	34558.3064141228	9383198	771245.543783266	9388985	1887301.92759405	9393977	25686	9399765	780800	9405568	2223001	9393977	0.83987	9399765	1.00187	9405568	1.07309	9393977	30583.3045590389	9399765	779342.62928324	9405568	2071588.58995984
80	9480869	38079	9486657	783479	9492460	1820499	9480869	0.83972	9486657	1.00184	9492460	1.07261	9480869	45347.2586100129	9486657	782040.046314781	9492460	1697260.88699527	9497468	28923	9503255	767787	9509059	2019938	9497468	0.83968	9503255	1.00146	9509059	1.07282	9497468	34445.2648628049	9503255	766667.665208795	9509059	1882830.29772003	9514035	25854	9519838	780695	9525626	2221311	9514035	0.84048	9519838	1.00218	9525626	1.07265	9514035	30760.9937178755	9519838	778996.787004331	9525626	2070862.81638932
81	9600880	38507	9606668	785731	9612471	1808868	9600880	0.83937	9606668	1.00266	9612471	1.07181	9600880	45876.0737219581	9606668	783646.500309178	9612471	1687675.9873485	9617448	29464	9623235	771609	9629038	2013698	9617448	0.83918	9623235	1.00211	9629038	1.07296	9617448	35110.4649777163	9623235	769984.333057249	9629038	1876768.93826424	9634030	25768	9639802	779134	9645606	2219792	9634030	0.83998	9639802	1.0012	9645606	1.07328	9634030	30676.9208790686	9639802	778200.15980823	9645606	2068231.96183661
82	9720891	38681	9726679	785934	9732482	1797743	9720891	0.83946	9726679	1.00207	9732482	1.07238	9720891	46078.431372549	9726679	784310.477311964	9732482	1676404.81918723	9737459	29264	9743246	772575	9749049	2008080	9737459	0.83942	9743246	1.00234	9749049	1.07224	9737459	34862.1667341736	9743246	770771.39493585	9749049	1872789.67395359	9754026	25775	9759798	781100	9765617	2212029	9754026	0.83918	9759798	1.00238	9765617	1.07312	9754026	30714.5070187564	9759798	779245.395957621	9765617	2061306.2844789
83	9840902	39386	9846674	783483	9852493	1785556	9840902	0.83913	9846674	1.00098	9852493	1.07238	9840902	46936.7082573618	9846674	782715.938380387	9852493	1665040.37747813	9857470	29343	9863257	771458	9869060	2003524	9857470	0.83916	9863257	1.00055	9869060	1.07211	9857470	34967.10996711	9863257	771033.931337764	9869060	1868767.19739579	9874037	25882	9879824	781415	9885643	2210831	9874037	0.83948	9879824	1.00186	9885643	1.07175	9874037	30830.9906132368	9879824	779964.266464376	9885643	2062823.41964077
84	9960913	39662	9966701	784148	9972504	1773951	9960913	0.83966	9966701	1.00089	9972504	1.07254	9960913	47235.7859133459	9966701	783450.728851322	9972504	1653971.87983665	9977481	29726	9983268	771766	9989056	2002348	9977481	0.8395	9983268	1.00177	9989056	1.07322	9977481	35409.1721262656	9983268	770402.387773641	9989056	1865738.61836343	9994032	26048	9999820	782410	10005607	2208951	9994032	0.84004	9999820	1.00175	10005607	1.07325	9994032	31008.0472358459	9999820	781043.174444722	10005607	2058188.67924528
85	10080924	40391	10086712	786818	10092515	1756860	10080924	0.83979	10086712	1.00157	10092515	1.07304	10080924	48096.5479465104	10086712	785584.63212756	10092515	1637273.54059495	10097507	30248	10103295	771720	10109082	1995198	10097507	0.84019	10103295	1.00107	10109082	1.07253	10097507	36001.3806400933	10103295	770895.142197849	10109082	1860272.43993175	10114059	25973	10119846	784775	10125650	2207417	10114059	0.83997	10119846	1.00215	10125650	1.07305	10114059	30921.3424288963	10119846	783091.353589782	10125650	2057142.724011
86	10200935	41036	10206723	786298	10212526	1741807	10200935	0.83928	10206723	1.00133	10212526	1.07099	10200935	48894.2903441045	10206723	785253.612695116	10212526	1626352.25352244	10217503	30331	10223290	771127	10229093	1981895	10217503	0.83831	10223290	1.00137	10229093	1.07214	10217503	36181.1263136549	10223290	770072.001358139	10229093	1848541.23528644	10234085	25890	10239873	780585	10245676	2194684	10234085	0.83906	10239873	1.00082	10245676	1.07069	10234085	30855.9578576026	10239873	779945.444735317	10245676	2049784.71826579
87	10320946	41259	10326734	785696	10332537	1722336	10320946	0.83959	10326734	1.00153	10332537	1.07198	10320946	49141.8430424374	10326734	784495.721546035	10332537	1606686.69191589	10337529	30747	10343317	771781	10349120	1971882	10337529	0.83946	10343317	1.00119	10349120	1.07185	10337529	36627.1174326353	10343317	770863.672230046	10349120	1839699.58482997	10354112	26220	10359900	780962	10365687	2185607	10354112	0.83945	10359900	1.0012	10365687	1.07049	10354112	31234.7370301983	10359900	780025.968837395	10365687	2041688.38569253
88	10440957	41659	10446745	785076	10452548	1702314	10440957	0.83866	10446745	1.00088	10452548	1.07152	10440957	49673.2883409248	10446745	784385.740548317	10452548	1588690.83171569	10457525	30755	10463312	770859	10469100	1963456	10457525	0.83897	10463312	1.00204	10469100	1.07264	10457525	36658.04498373	10463312	769289.649115804	10469100	1830489.2601432	10474092	25969	10479864	779773	10485667	2192242	10474092	0.83926	10479864	1.00077	10485667	1.07203	10474092	30942.7352667826	10479864	779173.036761694	10485667	2044944.63774335
89	10560968	42509	10566756	784314	10572575	1685602	10560968	0.83825	10566756	1.00049	10572575	1.07053	10560968	50711.60155085	10566756	783929.874361563	10572575	1574549.05514091	10577551	31520	10583339	771205	10589142	1951238	10577551	0.83891	10583339	1.00142	10589142	1.07107	10577551	37572.5643990416	10583339	770111.441752711	10589142	1821765.15073711	10594119	25984	10599906	783417	10605709	2185484	10594119	0.83909	10599906	1.00112	10605709	1.0721	10594119	30966.8807875198	10599906	782540.554578872	10605709	2038507.60190281
90	10680979	42723	10686751	786157	10692555	1666452	10680979	0.83879	10686751	1.00077	10692555	1.07002	10680979	50934.0836204533	10686751	785552.124863855	10692555	1557402.66537074	10697531	31748	10703319	773667	10709122	1941935	10697531	0.839	10703319	1.00125	10709122	1.07125	10697531	37840.2860548272	10703319	772701.123595506	10709122	1812774.7957993	10714114	26130	10719886	783867	10725689	2180463	10714114	0.83853	10719886	1.00172	10725689	1.07109	10714114	31161.675789775	10719886	782521.063770315	10725689	2035742.09450186
91	10800990	42997	10806778	786885	10812581	1645256	10800990	0.83852	10806778	1.00111	10812581	1.07046	10800990	51277.2503935505	10806778	786012.526096033	10812581	1536961.68002541	10817558	31883	10823345	772771	10829149	1929404	10817558	0.83914	10823345	1.00073	10829149	1.07183	10817558	37994.8518721548	10823345	772207.288679264	10829149	1800102.6282153	10834141	26490	10839928	784505	10845731	2176141	10834141	0.83895	10839928	0.99987	10845731	1.07167	10834141	31575.1832647953	10839928	784606.998909858	10845731	2030607.369806
92	10921001	43472	10926789	786652	10932608	1628332	10921001	0.83874	10926789	1.00115	10932608	1.07194	10921001	51830.1261415933	10926789	785748.389352245	10932608	1519051.43944624	10937584	32026	10943372	771506	10949175	1916564	10937584	0.83948	10943372	1.00063	10949175	1.07138	10937584	38149.8070233954	10943372	771020.25723794	10949175	1788874.16229536	10954152	26250	10959939	782094	10965742	2169465	10954152	0.83839	10959939	1.00123	10965742	1.07121	10954152	31310.0108541371	10959939	781133.206156428	10965742	2025247.15041869
93	11041012	43842	11046800	782468	11052603	1608289	11041012	0.83834	11046800	1.00041	11052603	1.07154	11041012	52296.2044039411	11046800	782147.319598965	11052603	1500913.63831495	11057580	32236	11063367	771979	11069171	1906469	11057580	0.83828	11063367	1.00032	11069171	1.07193	11057580	38454.9315264589	11063367	771732.045745362	11069171	1778538.71055013	11074147	26118	11079935	781160	11085738	2166254	11074147	0.83899	11079935	1.00043	11085738	1.07214	11074147	31130.2876077188	11079935	780824.245574403	11085738	2020495.45768277
94	11161024	44344	11166811	785969	11172614	1586111	11161024	0.83894	11166811	1.00017	11172614	1.07126	11161024	52857.1769137245	11166811	785835.407980643	11172614	1480603.21490581	11177591	33064	11183378	772725	11189182	1892351	11177591	0.83819	11183378	1.00025	11189182	1.07108	11177591	39446.9034467126	11183378	772531.867033242	11189182	1766769.05553273	11194174	26162	11199961	782444	11205764	2159686	11194174	0.83858	11199961	1.00023	11205764	1.07085	11194174	31197.9775334494	11199961	782264.07926177	11205764	2016796.00317505
