HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/24/2025 10:16 AM
Export Time Stamp:	9/24/2025 3:35 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680429	62188	4686217	41396	4692020	1671003	4680429	0.83807	4686217	1.00466	4692020	1.05505	4680429	74203.8254561075	4686217	41203.9894093524	4692020	1583814.03724942	4696996	54118	4702784	46617	4708603	1750131	4696996	0.838	4702784	1.00463	4708603	1.05457	4696996	64579.9522673031	4702784	46402.158008421	4708603	1659568.3548745	4713579	31086	4719351	41538	4725154	1828435	4713579	0.83727	4719351	1.00466	4725154	1.05543	4713579	37127.8082339031	4719351	41345.3307586646	4725154	1732407.64427769
41	4800440	60110	4806228	767533	4812031	1535702	4800440	0.83821	4806228	1.00527	4812031	1.05541	4800440	71712.3393898904	4806228	763509.305957604	4812031	1455076.22630068	4816992	55416	4822779	755625	4828598	1637664	4816992	0.83788	4822779	1.00526	4828598	1.05518	4816992	66138.3491669451	4822779	751671.209438354	4828598	1552023.3514661	4833574	31235	4839362	805015	4845181	1709072	4833574	0.83826	4839362	1.00465	4845181	1.05528	4833574	37261.7087777062	4839362	801289.006121535	4845181	1619543.62823137
42	4920451	57300	4926239	773601	4932042	1431622	4920451	0.83805	4926239	1.00488	4932042	1.05577	4920451	68373.0087703598	4926239	769844.160496776	4932042	1355997.99198689	4937018	50712	4942806	769414	4948609	1526942	4937018	0.83807	4942806	1.00464	4948609	1.05534	4937018	60510.4585535814	4942806	765860.407708234	4948609	1446872.09809161	4953585	29480	4959357	809504	4965161	1596570	4953585	0.83784	4959357	1.00504	4965161	1.0555	4953585	35185.7156497661	4959357	805444.559420521	4965161	1512619.6115585
43	5040462	55208	5046250	775362	5052053	1351999	5040462	0.83788	5046250	1.00476	5052053	1.05568	5040462	65890.1035947869	5046250	771688.761495283	5052053	1280690.17126402	5057029	48124	5062817	770621	5068620	1446177	5057029	0.8383	5062817	1.00525	5068620	1.05586	5057029	57406.6563282834	5062817	766596.369062422	5068620	1369667.3801451	5073581	28070	5079353	809762	5085156	1515678	5073581	0.8379	5079353	1.00529	5085156	1.05589	5073581	33500.417710944	5079353	805500.900237742	5085156	1435450.66247431
44	5160473	53778	5166245	775227	5172048	1289902	5160473	0.83776	5166245	1.00485	5172048	1.05508	5160473	64192.6088617265	5166245	771485.296312882	5172048	1222563.21795504	5177025	46215	5182812	767501	5188615	1387407	5177025	0.83786	5182812	1.00484	5188615	1.05495	5177025	55158.3796815697	5182812	763804.18773138	5188615	1315140.054031	5193592	26872	5199379	814244	5205183	1458569	5193592	0.83852	5199379	1.00504	5205183	1.05564	5193592	32046.939846396	5199379	810160.789620314	5205183	1381691.6751923
45	5280484	53446	5286272	778132	5292059	1244979	5280484	0.8383	5286272	1.00561	5292059	1.05556	5280484	63755.2188953835	5286272	773791.032308748	5292059	1179448.82337338	5297051	44823	5302823	768180	5308642	1345941	5297051	0.83836	5302823	1.00596	5308642	1.05562	5297051	53465.098525693	5302823	763628.772515806	5308642	1275024.15641992	5313618	26369	5319406	815392	5325194	1418745	5313618	0.83849	5319406	1.00488	5325194	1.0561	5313618	31448.1985473888	5319406	811432.210811241	5325194	1343381.3085882
46	5400495	53686	5406283	779018	5412086	1212509	5400495	0.83827	5406283	1.00538	5412086	1.05646	5400495	64043.8045021294	5406283	774849.310708389	5412086	1147709.33116256	5417062	44537	5422865	764060	5428653	1315575	5417062	0.83759	5422865	1.00547	5428653	1.05591	5417062	53172.7933714586	5422865	759903.32879151	5428653	1245915.84510043	5433645	25630	5439417	814854	5445236	1388364	5433645	0.83811	5439417	1.00598	5445236	1.05526	5433645	30580.7113624703	5439417	810010.139366588	5445236	1315660.59549305
47	5520506	53409	5526309	777277	5532112	1186807	5520506	0.83792	5526309	1.00529	5532112	1.05588	5520506	63739.9751766278	5526309	773186.841607894	5532112	1123997.99219608	5537089	44142	5542861	763577	5548664	1294267	5537089	0.83748	5542861	1.00504	5548664	1.05544	5537089	52708.1243731194	5542861	759747.870731513	5548664	1226281.92981126	5553640	25334	5559412	816417	5565216	1374322	5553640	0.83843	5559412	1.00597	5565216	1.0558	5553640	30215.9989504192	5559412	811571.915663489	5565216	1301687.81966281
48	5640517	52906	5646305	779352	5652108	1165318	5640517	0.8382	5646305	1.00536	5652108	1.05638	5640517	63118.5874492961	5646305	775196.944378133	5652108	1103123.875878	5657084	43870	5662872	759643	5668675	1283219	5657084	0.83858	5662872	1.00624	5668675	1.0567	5657084	52314.6271077297	5662872	754932.222928924	5668675	1214364.53108735	5673651	24667	5679423	815639	5685227	1367056	5673651	0.83848	5679423	1.00634	5685227	1.05623	5673651	29418.7100467513	5679423	810500.427290975	5685227	1294278.7082359
49	5760528	53810	5766316	782589	5772119	1148062	5760528	0.83843	5766316	1.00539	5772119	1.05579	5760528	64179.4783106521	5766316	778393.459254618	5772119	1087396.16779852	5777111	43909	5782883	756047	5788686	1273662	5777111	0.83794	5782883	1.00577	5788686	1.05586	5777111	52401.1265723083	5782883	751709.635403721	5788686	1206279.24156612	5793678	24878	5799466	818189	5805269	1364962	5793678	0.83834	5799466	1.00601	5805269	1.05579	5793678	29675.3107331154	5799466	813301.06062564	5805269	1292834.74933462
50	5880539	54024	5886327	782016	5892130	1134089	5880539	0.83863	5886327	1.00545	5892130	1.05602	5880539	64419.3506075385	5886327	777777.11472475	5892130	1073927.57712922	5897106	43691	5902894	752994	5908697	1266076	5897106	0.83857	5902894	1.00563	5908697	1.05605	5897106	52101.7923369546	5902894	748778.377733361	5908697	1198878.84096397	5913673	24522	5919461	818951	5925264	1367398	5913673	0.83912	5919461	1.00584	5925264	1.05628	5913673	29223.4722089808	5919461	814196.094806331	5925264	1294541.22013103
51	6000550	54314	6006338	782695	6012141	1121005	6000550	0.83857	6006338	1.00585	6012141	1.05671	6000550	64769.7866606246	6006338	778142.864244172	6012141	1060844.50795393	6017117	44257	6022920	752292	6028724	1260585	6017117	0.83902	6022920	1.00627	6028724	1.05609	6017117	52748.4446139544	6022920	747604.519661721	6028724	1193634.06527853	6033700	24434	6039503	817759	6045307	1370539	6033700	0.83877	6039503	1.00596	6045307	1.05667	6033700	29130.7509806025	6039503	812914.032367092	6045307	1297035.97149536
52	6120561	54278	6126349	781562	6132152	1103976	6120561	0.83881	6126349	1.00605	6132152	1.05602	6120561	64708.3368104815	6126349	776861.984990806	6132152	1045412.01871177	6137128	44473	6142916	748416	6148703	1255917	6137128	0.83847	6142916	1.00595	6148703	1.05587	6137128	53040.6573878612	6142916	743989.263879915	6148703	1189461.77086194	6153680	24476	6159452	817915	6165271	1379856	6153680	0.83896	6159452	1.00648	6165271	1.05667	6153680	29174.2156956232	6159452	812649.034258008	6165271	1305853.29383819
53	6240572	54937	6246344	783172	6252147	1093975	6240572	0.83858	6246344	1.00697	6252147	1.05687	6240572	65511.93684562	6246344	777751.0750072	6252147	1035108.38608343	6257124	45349	6262911	747409	6268715	1250827	6257124	0.83922	6262911	1.00614	6268715	1.05685	6257124	54037.082052382	6262911	742847.913809211	6268715	1183542.6030184	6273691	24777	6279479	818759	6285282	1385779	6273691	0.83932	6279479	1.0061	6285282	1.05752	6273691	29520.3259781728	6279479	813794.851406421	6285282	1310404.53135638
54	6360583	55462	6366371	783243	6372174	1079975	6360583	0.83896	6366371	1.00608	6372174	1.05694	6360583	66108.0385238867	6366371	778509.661259542	6372174	1021794.04696577	6377150	45401	6382938	744250	6388741	1245901	6377150	0.83976	6382938	1.0073	6388741	1.05734	6377150	54064.256454225	6382938	738856.34865482	6388741	1178335.25639813	6393733	24464	6399505	820178	6405324	1391404	6393733	0.83941	6399505	1.00747	6405324	1.0575	6393733	29144.2799108898	6399505	814096.697668417	6405324	1315748.46335697
55	6480594	55903	6486382	785008	6492185	1068888	6480594	0.83962	6486382	1.0075	6492185	1.0572	6480594	66581.3105928873	6486382	779164.267990075	6492185	1011055.61861521	6497161	45694	6502965	741038	6508768	1236990	6497161	0.83988	6502965	1.00669	6508768	1.0576	6497161	54405.3912463685	6502965	736113.401345002	6508768	1169619.89409985	6513760	24620	6519532	818787	6525335	1394018	6513760	0.83945	6519532	1.00695	6525335	1.05751	6513760	29328.7271427721	6519532	813135.706837479	6525335	1318207.86564666
56	6600605	56188	6606393	784199	6612196	1057875	6600605	0.83969	6606393	1.00672	6612196	1.05821	6600605	66915.1710750396	6606393	778964.359504132	6612196	999683.427675036	6617172	46272	6622960	740085	6628763	1232069	6617172	0.83986	6622960	1.00698	6628763	1.05729	6617172	55094.896768509	6622960	734955.014002264	6628763	1165308.47733356	6633755	24591	6639543	819346	6645330	1398324	6633755	0.83918	6639543	1.00735	6645330	1.05769	6633755	29303.6059009986	6639543	813367.747059116	6645330	1322054.66630109
57	6720616	56275	6726404	783461	6732223	1041748	6720616	0.83951	6726404	1.00649	6732223	1.05734	6720616	67033.1502900502	6726404	778409.124780177	6732223	985253.560822441	6737199	46776	6742971	735755	6748774	1224467	6737199	0.83927	6742971	1.00685	6748774	1.05743	6737199	55734.1499159984	6742971	730749.366837166	6748774	1157965.06624552	6753751	24855	6759554	820298	6765357	1406155	6753751	0.83968	6759554	1.0069	6765357	1.05771	6753751	29600.5621189024	6759554	814676.730559142	6765357	1329433.39856861
58	6840627	57120	6846399	785843	6852202	1029102	6840627	0.8396	6846399	1.00656	6852202	1.05659	6840627	68032.3963792282	6846399	780721.46717533	6852202	973984.232294457	6857179	46962	6862966	733241	6868770	1212396	6857179	0.83935	6862966	1.0059	6868770	1.05672	6857179	55950.4378388038	6862966	728940.25251019	6868770	1147320.00908472	6873730	25177	6879518	819833	6885321	1416438	6873730	0.83947	6879518	1.00697	6885321	1.05663	6873730	29991.5422826307	6879518	814158.31653376	6885321	1340524.11913347
59	6960638	57388	6966426	784592	6972229	1018022	6960638	0.83991	6966426	1.00666	6972229	1.05781	6960638	68326.3683013656	6966426	779401.188087338	6972229	962386.439908868	6977205	47562	6982977	731990	6988781	1203366	6977205	0.83991	6982977	1.00664	6988781	1.05684	6977205	56627.4958031218	6982977	727161.646666137	6988781	1138645.39570796	6993757	25270	6999545	821819	7005348	1422997	6993757	0.83941	6999545	1.00645	7005348	1.05679	6993757	30104.478145364	6999545	816552.238064484	7005348	1346527.69235137
60	7080649	57723	7086437	783535	7092256	1007921	7080649	0.84007	7086437	1.00709	7092256	1.05752	7080649	68712.1311319295	7086437	778018.846379172	7092256	953098.759361525	7097232	48132	7103004	731003	7108823	1196798	7097232	0.83997	7103004	1.00653	7108823	1.05847	7097232	57302.0465016608	7103004	726260.518812157	7108823	1130686.74596351	7113799	25762	7119587	818601	7125390	1433113	7113799	0.83933	7119587	1.00591	7125390	1.05734	7113799	30693.529362706	7119587	813791.492280621	7125390	1355394.66964269
61	7200660	57435	7206448	781812	7212251	995099	7200660	0.83915	7206448	1.0073	7212251	1.05741	7200660	68444.2590716797	7206448	776146.13322744	7212251	941072.053413529	7217227	48337	7222999	726056	7228803	1182346	7217227	0.8396	7222999	1.00641	7228803	1.05732	7217227	57571.4626012387	7222999	721431.623294681	7228803	1118248.0233042	7233779	25974	7239567	819936	7245370	1435863	7233779	0.83934	7239567	1.00638	7245370	1.05696	7233779	30945.7430838516	7239567	814737.971740297	7245370	1358483.76475931
62	7320671	58326	7326459	785068	7332262	981470	7320671	0.84041	7326459	1.00725	7332262	1.05759	7320671	69401.8395783011	7326459	779417.225117895	7332262	928025.038058227	7337238	49278	7343026	727671	7348814	1171806	7337238	0.83993	7343026	1.00755	7348814	1.05736	7337238	58669.1748121867	7343026	722218.252195921	7348814	1108237.49716274	7353790	26135	7359578	820518	7365381	1438211	7353790	0.83956	7359578	1.00675	7365381	1.05739	7353790	31129.4011148697	7359578	815016.637695555	7365381	1360151.88341104
63	7440682	58999	7446470	782754	7452273	971394	7440682	0.83925	7446470	1.00695	7452273	1.05774	7440682	70299.672326482	7446470	777351.407716371	7452273	918367.4627035	7457249	49475	7463037	725879	7468825	1159299	7457249	0.83992	7463037	1.00704	7468825	1.05755	7457249	58904.4194685208	7463037	720804.536066095	7468825	1096211.99943265	7473817	26736	7479604	821691	7485407	1440539	7473817	0.83995	7479604	1.00707	7485407	1.05695	7473817	31830.4660991726	7479604	815922.428430993	7485407	1362920.6679597
64	7560693	59061	7566481	786162	7572284	960047	7560693	0.83933	7566481	1.00614	7572284	1.05709	7560693	70366.8402177928	7566481	781364.42244618	7572284	908197.977466441	7577260	49526	7583048	722755	7588851	1146693	7577260	0.83985	7583048	1.00686	7588851	1.05742	7577260	58970.054176341	7583048	717830.68152474	7588851	1084425.29931342	7593828	26975	7599615	819918	7605418	1435011	7593828	0.83966	7599615	1.00715	7605418	1.05677	7593828	32126.098658981	7599615	814097.204984362	7605418	1357921.78051989
65	7680704	59595	7686492	784166	7692295	946939	7680704	0.83979	7686492	1.00649	7692295	1.05715	7680704	70964.169613832	7686492	779109.578833372	7692295	895747.055763137	7697271	49991	7703075	722715	7708862	1135767	7697271	0.84011	7703075	1.00706	7708862	1.05745	7697271	59505.3028770042	7703075	717648.402279904	7708862	1074062.13059719	7713854	27378	7719642	820417	7725445	1429592	7713854	0.84008	7719642	1.00732	7725445	1.05771	7713854	32589.7533568232	7719642	814455.188023667	7725445	1351591.64610337
66	7800715	60241	7806503	783477	7812306	935336	7800715	0.83963	7806503	1.00721	7812306	1.05816	7800715	71747.079070543	7806503	777868.567627406	7812306	883926.816360475	7817298	50751	7823070	720528	7828873	1124474	7817298	0.83987	7823070	1.00719	7828873	1.05681	7817298	60427.2089728172	7823070	715384.386262771	7828873	1064026.6462278	7833850	28119	7839637	820994	7845440	1424142	7833850	0.84041	7839637	1.00858	7845440	1.05766	7833850	33458.6689829964	7839637	814009.795950743	7845440	1346502.65680843
67	7920726	60421	7926514	784626	7932317	925088	7920726	0.83989	7926514	1.00657	7932317	1.05741	7920726	71939.1825119956	7926514	779504.654420458	7932317	874862.163210108	7937293	50839	7943081	719862	7948884	1114250	7937293	0.84011	7943081	1.00739	7948884	1.05742	7937293	60514.6945042911	7943081	714581.244602388	7948884	1053744.01846003	7953845	28257	7959633	818988	7965436	1419828	7953845	0.8403	7959633	1.00704	7965436	1.05786	7953845	33627.2759728668	7959633	813262.631077216	7965436	1342170.04140434
68	8040737	60870	8046509	785521	8052312	913987	8040737	0.83956	8046509	1.00757	8052312	1.05762	8040737	72502.2630901901	8046509	779619.282034995	8052312	864192.24296061	8057289	51332	8063076	717902	8068880	1101845	8057289	0.83963	8063076	1.00721	8068880	1.05743	8057289	61136.4529614235	8063076	712762.978921973	8068880	1042002.78032588	8073840	29041	8079628	818041	8085431	1408647	8073840	0.83986	8079628	1.00768	8085431	1.05787	8073840	34578.3821113043	8079628	811806.327405526	8085431	1331588.00230652
69	8160748	61311	8166536	786947	8172339	907033	8160748	0.83996	8166536	1.00733	8172339	1.05743	8160748	72992.7615600743	8166536	781220.652616323	8172339	857771.199984869	8177315	51584	8183103	714549	8188891	1092074	8177315	0.84001	8183103	1.00772	8188891	1.05831	8177315	61408.7927524672	8183103	709074.941451991	8188891	1031903.69551455	8193867	29240	8199655	818353	8205442	1394465	8193867	0.8405	8199655	1.00706	8205442	1.05768	8193867	34788.8161808447	8199655	812615.931523445	8205442	1318418.61432569
70	8280759	61493	8286547	783596	8292350	899672	8280759	0.83996	8286547	1.00729	8292350	1.05804	8280759	73209.4385446926	8286547	777924.927280128	8292350	850319.458621602	8297326	51972	8303114	715386	8308917	1082198	8297326	0.84031	8303114	1.00811	8308917	1.05828	8297326	61848.6034915686	8303114	709630.893454087	8308917	1022600.82397853	8313894	30709	8319681	818329	8325485	1380521	8313894	0.84044	8319681	1.00702	8325485	1.05737	8313894	36539.1937556518	8319681	812624.376874342	8325485	1305617.71187002
71	8400770	61911	8406558	783965	8412361	894285	8400770	0.84042	8406558	1.0082	8412361	1.05794	8400770	73666.7380595417	8406558	777588.772069034	8412361	845307.862449666	8417337	51998	8423125	714275	8428928	1072345	8417337	0.84051	8423125	1.00812	8428928	1.05814	8417337	61864.8201687071	8423125	708521.802959965	8428928	1013424.49959363	8433905	30982	8439692	819589	8445496	1373468	8433905	0.84067	8439692	1.00852	8445496	1.05806	8433905	36853.9379304602	8439692	812665.093404196	8445496	1298100.29676956
72	8520781	61980	8526569	784972	8532372	886574	8520781	0.84001	8526569	1.00776	8532372	1.05863	8520781	73784.8358948108	8526569	778927.522425974	8532372	837472.960335528	8537348	52518	8543121	714721	8548924	1067097	8537348	0.83986	8543121	1.00816	8548924	1.05807	8537348	62531.8505465197	8543121	708936.081574353	8548924	1008531.57163515	8553900	31470	8559672	820542	8565475	1361125	8553900	0.84057	8559672	1.00826	8565475	1.05827	8553900	37438.8807594846	8559672	813819.848055065	8565475	1286179.33041662
73	8640792	62006	8646580	784678	8652383	884029	8640792	0.84074	8646580	1.00806	8652383	1.05809	8640792	73751.6949354141	8646580	778404.063250203	8652383	835495.090209718	8657344	52670	8663132	709987	8668935	1056941	8657344	0.84038	8663132	1.00825	8668935	1.05867	8657344	62674.0284157167	8663132	704177.535333499	8668935	998366.818744274	8673911	32331	8679683	819230	8685486	1343796	8673911	0.84082	8679683	1.00837	8685486	1.05922	8673911	38451.7494826479	8679683	812429.961224551	8685486	1268665.6218727
74	8760803	63175	8766591	785634	8772394	875533	8760803	0.84076	8766591	1.00826	8772394	1.05866	8760803	75140.3492078596	8766591	779197.82595759	8772394	827020.006423214	8777371	53041	8783158	711974	8788961	1048309	8777371	0.84106	8783158	1.008	8788961	1.05837	8777371	63064.4662687561	8783158	706323.412698413	8788961	990493.872653231	8793938	33066	8799710	815331	8805529	1328048	8793938	0.84139	8799710	1.00774	8805529	1.05873	8793938	39299.2548045496	8799710	809068.807430488	8805529	1254378.35897727
75	8880814	63090	8886602	781224	8892405	869844	8880814	0.84032	8886602	1.00829	8892405	1.05892	8880814	75078.541507997	8886602	774800.900534569	8892405	821444.490613078	8897382	52970	8903154	709617	8908957	1043229	8897382	0.84006	8903154	1.00842	8908957	1.05858	8897382	63055.0198795324	8903154	703691.914083418	8908957	985498.497987871	8913949	34083	8919721	818609	8925524	1310833	8913949	0.84098	8919721	1.00819	8925524	1.05839	8913949	40527.7176627268	8919721	811959.055336792	8925524	1238516.04795964
76	9000825	63070	9006613	784013	9012416	867466	9000825	0.84143	9006613	1.00764	9012416	1.05855	9000825	74955.7301260949	9006613	778068.5562304	9012416	819485.144773511	9017393	53078	9023180	709732	9028983	1035125	9017393	0.84035	9023180	1.0077	9028983	1.05859	9017393	63161.7778306658	9023180	704308.822070061	9028983	977833.7222154	9033944	34629	9039732	817930	9045519	1296419	9033944	0.8404	9039732	1.00805	9045519	1.05841	9033944	41205.3783912423	9039732	811398.244134715	9045519	1224874.10360824
77	9120836	63051	9126624	783411	9132427	862795	9120836	0.8406	9126624	1.00769	9132427	1.05792	9120836	75007.1377587438	9126624	777432.54373865	9132427	815557.887174834	9137404	53117	9143191	703813	9148994	1027583	9137404	0.84045	9143191	1.0077	9148994	1.05811	9137404	63200.666309715	9143191	698435.050114121	9148994	971149.502414683	9153971	35476	9159743	819380	9165546	1279680	9153971	0.84083	9159743	1.00786	9165546	1.05833	9153971	42191.6439708383	9159743	812989.899390788	9165546	1209150.2650402
78	9240847	63112	9246635	781975	9252438	855949	9240847	0.83989	9246635	1.00791	9252438	1.05841	9240847	75143.1735108169	9246635	775838.120467105	9252438	808712.12479096	9257415	53399	9263187	704455	9268990	1020447	9257415	0.84113	9263187	1.00876	9268990	1.05833	9257415	63484.8358755484	9263187	698337.56294857	9268990	964204.92662969	9273951	36175	9279738	816589	9285541	1259229	9273951	0.84112	9279738	1.00699	9285541	1.05766	9273951	43008.1320144569	9279738	810920.664554762	9285541	1190580.14862999
79	9360858	63437	9366646	780114	9372449	850570	9360858	0.84097	9366646	1.00687	9372449	1.05768	9360858	75433.1307894455	9366646	774791.184562059	9372449	804184.630512064	9377426	53909	9383213	702739	9389016	1014103	9377426	0.84065	9383213	1.00725	9389016	1.0577	9377426	64127.7582822816	9383213	697680.814097791	9389016	958781.317954052	9393977	37221	9399749	817150	9405552	1242859	9393977	0.84055	9399749	1.00769	9405552	1.05833	9393977	44281.7203021831	9399749	810914.070795582	9405552	1174358.65939735
80	9480869	63532	9486657	780270	9492476	850012	9480869	0.84022	9486657	1.00747	9492476	1.05871	9480869	75613.529789817	9486657	774484.600037718	9492476	802875.197173919	9497437	53583	9503209	702569	9509012	1005821	9497437	0.84035	9503209	1.00828	9509012	1.0583	9497437	63762.7179151544	9503209	696799.50013885	9509012	950411.981479732	9513988	37497	9519776	817514	9525579	1225904	9513988	0.84094	9519776	1.00709	9525579	1.05854	9513988	44589.388065736	9519776	811758.631304054	9525579	1158108.33789937
81	9600880	63510	9606668	780976	9612471	845208	9600880	0.84045	9606668	1.00849	9612471	1.0585	9600880	75566.6607174728	9606668	774401.3326855	9612471	798495.98488427	9617448	54225	9623220	703528	9629023	1000268	9617448	0.84071	9623220	1.00821	9629023	1.05803	9617448	64499.0543707105	9623220	697799.06963827	9629023	945406.084893623	9633999	38202	9639771	817088	9645574	1210153	9633999	0.84086	9639771	1.00869	9645574	1.05883	9633999	45432.0576552577	9639771	810048.676996897	9645574	1142915.29329543
82	9720891	63649	9726663	779302	9732467	841818	9720891	0.84018	9726663	1.00794	9732467	1.05871	9720891	75756.3855364327	9726663	773163.085104272	9732467	795135.589538212	9737443	54389	9743231	699952	9749034	991250	9737443	0.8403	9743231	1.00823	9749034	1.05888	9737443	64725.6932048078	9743231	694238.41782133	9749034	936130.628588697	9754010	38793	9759798	816201	9765601	1191008	9754010	0.84077	9759798	1.00817	9765601	1.05884	9754010	46139.8479964794	9759798	809586.676850135	9765601	1124823.39163613
83	9840902	64298	9846674	781791	9852493	838802	9840902	0.84077	9846674	1.0081	9852493	1.05879	9840902	76475.1358873414	9846674	775509.374070033	9852493	792226.976076465	9857470	54758	9863242	700973	9869060	984539	9857470	0.84026	9863242	1.00775	9869060	1.05861	9857470	65167.9242139338	9863242	695582.237658149	9869060	930029.944927783	9874037	39870	9879809	814854	9885612	1176846	9874037	0.84041	9879809	1.00803	9885612	1.05917	9874037	47441.1299246796	9879809	808362.846343859	9885612	1111102.08937187
84	9960913	64364	9966701	780631	9972504	832006	9960913	0.84153	9966701	1.00847	9972504	1.05872	9960913	76484.4984730194	9966701	774074.588237627	9972504	785860.284116669	9977465	54743	9983253	704421	9989071	977261	9977465	0.84078	9983253	1.00802	9989071	1.05947	9977465	65109.7790147244	9983253	698816.491736275	9989071	922405.542393838	9994048	40274	9999835	815518	10005623	1163630	9994048	0.84053	9999835	1.00817	10005623	1.0593	9994048	47915.0060081139	9999835	808909.211740084	10005623	1098489.56858303
85	10080924	64093	10086712	781151	10092531	833316	10080924	0.84071	10086712	1.00798	10092531	1.05855	10080924	76236.7522689156	10086712	774966.765213596	10092531	787224.032875159	10097507	55262	10103279	707228	10109082	969625	10097507	0.84044	10103279	1.00843	10109082	1.05829	10097507	65753.6528485079	10103279	701315.906904793	10109082	916218.616825256	10114059	40735	10119846	817051	10125665	1148318	10114059	0.84049	10119846	1.00795	10125665	1.05873	10114059	48465.7759164297	10119846	810606.676918498	10125665	1084618.363511
86	10200935	64600	10206723	779386	10212526	829283	10200935	0.84066	10206723	1.00724	10212526	1.05862	10200935	76844.3841743392	10206723	773783.80524999	10212526	783362.301864692	10217503	55635	10223290	708777	10229078	959904	10217503	0.84047	10223290	1.00739	10229078	1.0587	10217503	66195.1051197544	10223290	703577.561818164	10229078	906681.779540946	10234054	41573	10239842	813264	10245645	1132307	10234054	0.8402	10239842	1.00754	10245645	1.0582	10234054	49479.8857414901	10239842	807177.878793894	10245645	1070031.18503119
87	10320946	64582	10326734	778819	10332537	827347	10320946	0.84033	10326734	1.0076	10332537	1.05882	10320946	76853.1410279295	10326734	772944.620881302	10332537	781385.882397386	10337514	55668	10343301	711525	10349104	950969	10337514	0.84045	10343301	1.00738	10349104	1.05815	10337514	66235.9450294485	10343301	706312.414381862	10349104	898709.067712517	10354081	42145	10359868	815503	10365672	1117690	10354081	0.84032	10359868	1.00844	10365672	1.05885	10354081	50153.5129474486	10359868	808677.759708064	10365672	1055569.72186806
88	10440957	64993	10446745	778040	10452548	820516	10440957	0.8396	10446745	1.00719	10452548	1.05777	10440957	77409.4807050977	10446745	772485.826904556	10452548	775703.602862626	10457525	56090	10463312	717700	10469115	943220	10457525	0.84052	10463312	1.00669	10469115	1.05842	10457525	66732.4989292343	10463312	712930.494988527	10469115	891158.519302356	10474092	42628	10479864	814252	10485667	1103668	10474092	0.84012	10479864	1.00775	10485667	1.05781	10474092	50740.3704232729	10479864	807990.076903994	10485667	1043351.83066902
89	10560968	64577	10566756	778459	10572559	819453	10560968	0.84015	10566756	1.00677	10572559	1.0573	10560968	76863.6552996489	10566756	773224.271680722	10572559	775043.034143573	10577536	56392	10583323	720991	10589126	935009	10577536	0.84023	10583323	1.00711	10589126	1.05824	10577536	67114.956619021	10583323	715900.944286126	10589126	883550.990323556	10594103	43969	10599906	814008	10605694	1091757	10594103	0.84004	10599906	1.00746	10605694	1.05754	10594103	52341.5551640398	10599906	807980.465725687	10605694	1032355.27734176
90	10680979	65237	10686767	777302	10692570	817330	10680979	0.83926	10686767	1.0062	10692570	1.05661	10680979	77731.573052451	10686767	772512.422977539	10692570	773539.905925554	10697547	56914	10703334	726614	10709138	925351	10697547	0.83951	10703334	1.00606	10709138	1.05667	10697547	67794.3085847697	10703334	722237.242311592	10709138	875723.735887268	10714114	44112	10719902	814253	10725705	1078069	10714114	0.83972	10719902	1.00577	10725705	1.05641	10714114	52531.7963130567	10719902	809581.71351303	10725705	1020502.45643263
91	10800990	65053	10806778	778816	10812581	816930	10800990	0.83931	10806778	1.00628	10812581	1.05726	10800990	77507.714670384	10806778	773955.559088922	10812581	772685.999659497	10817558	57179	10823345	732388	10829149	918518	10817558	0.83996	10823345	1.00674	10829149	1.05704	10817558	68073.479689509	10823345	727484.752766355	10829149	868952.925149474	10834125	44785	10839897	811673	10845700	1064081	10834125	0.83859	10839897	1.00604	10845700	1.05669	10834125	53405.1204998867	10839897	806799.928432269	10845700	1006994.48277167
