HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/19/2025 10:23 AM
Export Time Stamp:	9/19/2025 3:02 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680445	57842	4686232	53152	4692051	1681443	4680445	0.84178	4686232	1.01	4692051	1.0572	4680445	68713.9157499584	4686232	52625.7425742574	4692051	1590468.21793417	4697027	34622	4702815	62113	4708603	1678469	4697027	0.84155	4702815	1.0102	4708603	1.05798	4697027	41140.752183471	4702815	61485.8443872501	4708603	1586484.62163746	4713595	23554	4719367	52822	4725170	1795286	4713595	0.84156	4719367	1.01061	4725170	1.05752	4713595	27988.497552165	4719367	52267.4424357566	4725170	1697637.86973296
41	4800456	54914	4806243	58784	4812046	1551628	4800456	0.84124	4806243	1.01046	4812046	1.05719	4800456	65277.4475773858	4806243	58175.4844328326	4812046	1467690.76514155	4817023	31705	4822810	69291	4828614	1562833	4817023	0.84085	4822810	1.01	4828614	1.05717	4817023	37705.8928465244	4822810	68604.9504950495	4828614	1478317.58373771	4833590	22179	4839378	57649	4845181	1674164	4833590	0.84148	4839378	1.01093	4845181	1.05804	4833590	26357.1326710082	4839378	57025.7090006232	4845181	1582325.80998828
42	4920467	50773	4926254	64332	4932057	1445517	4920467	0.84084	4926254	1.00988	4932057	1.05718	4920467	60383.6639550925	4926254	63702.6181328475	4932057	1367332.90451957	4937034	29667	4942821	77906	4948609	1476071	4937034	0.84066	4942821	1.00995	4948609	1.05645	4937034	35290.1291842124	4942821	77138.4722015942	4948609	1397199.11022765	4953585	20665	4959373	62668	4965176	1576429	4953585	0.84087	4959373	1.00983	4965176	1.05683	4953585	24575.7370342621	4959373	62057.9701533922	4965176	1491658.0717807
43	5040478	48922	5046265	69387	5052068	1369184	5040478	0.84164	5046265	1.01135	5052068	1.05849	5040478	58126.9901620645	5046265	68608.2958421911	5052068	1293525.68281231	5057045	28188	5062832	85978	5068636	1419420	5057045	0.84152	5062832	1.01068	5068636	1.05788	5057045	33496.5300884114	5062832	85069.4581865675	5068636	1341758.98967747	5073612	19856	5079400	67502	5085203	1503141	5073612	0.84153	5079400	1.01154	5085203	1.05817	5073612	23595.1184152674	5079400	66731.9137157206	5085203	1420509.93696665
44	5160489	46459	5166276	73939	5172079	1305279	5160489	0.84134	5166276	1.01074	5172079	1.05783	5160489	55220.2438966411	5166276	73153.3332014168	5172079	1233921.32951419	5177056	26587	5182828	93873	5188631	1377812	5177056	0.8413	5182828	1.01007	5188631	1.0583	5177056	31602.2821823369	5182828	92937.1231696813	5188631	1301910.61135784	5193607	19245	5199395	72043	5205198	1445164	5193607	0.84147	5199395	1.01061	5205198	1.05743	5193607	22870.6905772042	5199395	71286.6486577414	5205198	1366675.80832774
45	5280500	44190	5286287	77687	5292090	1261399	5280500	0.84182	5286287	1.0111	5292090	1.0575	5280500	52493.4071416692	5286287	76834.1410345169	5292090	1192812.29314421	5297067	26073	5302870	100603	5308673	1348527	5297067	0.84164	5302870	1.01019	5308673	1.05766	5297067	30978.8032888171	5302870	99588.1962799077	5308673	1275009.92757597	5313650	18726	5319437	75855	5325240	1404220	5313650	0.84141	5319437	1.01039	5325240	1.05751	5313650	22255.4996969373	5319437	75074.9710507824	5325240	1327855.05574415
46	5400511	42031	5406298	80573	5412101	1230671	5400511	0.84079	5406298	1.01	5412101	1.05759	5400511	49989.8904601625	5406298	79775.2475247525	5412101	1163656.04818502	5417078	24908	5422865	107537	5428669	1336240	5417078	0.84127	5422865	1.01129	5428669	1.05845	5417078	29607.6170551666	5422865	106336.461351343	5428669	1262449.80868251	5433645	18613	5439433	79342	5445236	1379753	5433645	0.84136	5439433	1.00996	5445236	1.05744	5433645	22122.515926595	5439433	78559.546912749	5445236	1304805.00075654
47	5520522	39796	5526325	84194	5532128	1211363	5520522	0.8421	5526325	1.01051	5532128	1.05709	5520522	47258.0453627835	5526325	83318.3244104462	5532128	1145941.21597972	5537104	24263	5542876	114091	5548680	1337311	5537104	0.84133	5542876	1.01023	5548680	1.05753	5537104	28838.8622775843	5542876	112935.668115182	5548680	1264560.81624162	5553640	18129	5559428	82826	5565231	1368459	5553640	0.84117	5559428	1.00974	5565231	1.05764	5553640	21552.1238275259	5559428	82027.0564699824	5565231	1293879.77005408
48	5640533	38492	5646305	86030	5652123	1199824	5640533	0.84076	5646305	1.00977	5652123	1.05767	5640533	45782.3873638137	5646305	85197.6192598315	5652123	1134402.98013558	5657100	23513	5662887	117728	5668691	1342631	5657100	0.84128	5662887	1.01041	5668691	1.05735	5657100	27949.0775960441	5662887	116515.078037628	5668691	1269807.53771221	5673667	17898	5679455	84206	5685258	1361926	5673667	0.84168	5679455	1.01021	5685258	1.05827	5673667	21264.6136298831	5679455	83354.9460013265	5685258	1286936.22610487
49	5760544	37261	5766331	87857	5772134	1194481	5760544	0.84193	5766331	1.01084	5772134	1.05745	5760544	44256.6484149514	5766331	86914.8431007875	5772134	1129586.26885432	5777111	23073	5782898	122272	5788702	1355069	5777111	0.84106	5782898	1.0109	5788702	1.05743	5777111	27433.2390079186	5782898	120953.605697893	5788702	1281473.95099439	5793678	17657	5799466	86486	5805269	1362884	5793678	0.84148	5799466	1.01051	5805269	1.05846	5793678	20983.2675761753	5799466	85586.4860318057	5805269	1287610.30175916
50	5880555	36064	5886342	88857	5892145	1196140	5880555	0.84285	5886342	1.0117	5892145	1.05922	5880555	42788.1592216883	5886342	87829.3960660275	5892145	1129264.93079813	5897122	22719	5902894	125523	5908697	1379319	5897122	0.84252	5902894	1.01122	5908697	1.05817	5897122	26965.5319755021	5902894	124130.258499634	5908697	1303494.71256981	5913673	17336	5919461	87276	5925264	1369629	5913673	0.84287	5919461	1.01067	5925264	1.05833	5913673	20567.8218467854	5919461	86354.5964558164	5925264	1294141.71383217
51	6000566	34965	6006353	88905	6012172	1198254	6000566	0.84174	6006353	1.0112	6012172	1.05773	6000566	41538.9550217407	6006353	87920.292721519	6012172	1132854.32010059	6017148	22513	6022920	128904	6028724	1405947	6017148	0.84156	6022920	1.01053	6028724	1.05771	6017148	26751.5091021436	6022920	127560.784934638	6028724	1329236.74731259	6033700	17138	6039488	87986	6045291	1380097	6033700	0.84112	6039488	1.01133	6045291	1.05778	6033700	20375.2140003804	6039488	87000.2867511099	6045291	1304710.80943107
52	6120577	33875	6126349	89563	6132152	1205016	6120577	0.84167	6126349	1.01071	6132152	1.0583	6120577	40247.3653569689	6126349	88613.9446527688	6132152	1138633.657753	6137144	22150	6142931	131556	6148735	1437134	6137144	0.84169	6142931	1.0108	6148735	1.05829	6137144	26316.1021278618	6142931	130150.37593985	6148735	1357977.4919918	6153711	17031	6159499	89312	6165302	1392622	6153711	0.84114	6159499	1.01009	6165302	1.05732	6153711	20247.5212211998	6159499	88419.8437762972	6165302	1317124.42779859
53	6240588	32643	6246375	89373	6252178	1214596	6240588	0.84105	6246375	1.01017	6252178	1.05822	6240588	38812.1990369181	6246375	88473.2272785769	6252178	1147772.67486912	6257155	21779	6262943	132876	6268746	1467594	6257155	0.8411	6262943	1.01023	6268746	1.05791	6257155	25893.4728331946	6262943	131530.443562357	6268746	1387257.8952841	6273707	17244	6279479	89322	6285282	1411746	6273707	0.84195	6279479	1.01028	6285282	1.05808	6273707	20481.0261892036	6279479	88413.1131963416	6285282	1334252.60849841
54	6360599	32322	6366386	88840	6372189	1226656	6360599	0.84212	6366386	1.0102	6372189	1.05828	6360599	38381.7033201919	6366386	87942.9815878044	6372189	1159103.45088256	6377166	21653	6382938	134085	6388741	1505917	6377166	0.84189	6382938	1.01058	6388741	1.05762	6377166	25719.5120502678	6382938	132681.23255952	6388741	1423873.41389157	6393718	16907	6399490	88850	6405293	1426221	6393718	0.84166	6399490	1.01044	6405293	1.05828	6393718	20087.6838628425	6399490	87931.9900241479	6405293	1347678.30819821
55	6480610	30886	6486397	87915	6492201	1240379	6480610	0.8417	6486397	1.01057	6492201	1.05831	6480610	36694.7843649756	6486397	86995.4580088465	6492201	1172037.49374002	6497177	21248	6502965	134577	6508768	1545816	6497177	0.84162	6502965	1.01068	6508768	1.05801	6497177	25246.5483234714	6502965	133154.905608105	6508768	1461059.91436754	6513729	17047	6519516	89263	6525304	1449867	6513729	0.84187	6519516	1.0105	6525304	1.05774	6513729	20248.9695558697	6519516	88335.4774863929	6525304	1370721.53837427
56	6600621	30771	6606408	86975	6612212	1256529	6600621	0.84158	6606408	1.01032	6612212	1.05791	6600621	36563.3689013522	6606408	86086.5864280624	6612212	1187746.59470087	6617188	21286	6622976	134766	6628763	1585849	6617188	0.84193	6622976	1.01011	6628763	1.05757	6617188	25282.3868967729	6622976	133417.152587342	6628763	1499521.54467317	6633740	17061	6639512	88105	6645315	1467128	6633740	0.84208	6639512	1.01144	6645315	1.05779	6633740	20260.5453163595	6639512	87108.4790002373	6645315	1386974.730334
57	6720632	29799	6726419	86280	6732238	1273171	6720632	0.84232	6726419	1.0113	6732238	1.05794	6720632	35377.2912907209	6726419	85315.9299911006	6732238	1203443.48450763	6737215	21106	6742987	135389	6748790	1628689	6737215	0.84147	6742987	1.01093	6748790	1.0581	6737215	25082.29645739	6742987	133925.197590338	6748790	1539258.10414895	6753766	16991	6759554	87536	6765357	1483596	6753766	0.84205	6759554	1.01087	6765357	1.05784	6753766	20178.1366902203	6759554	86594.7154431331	6765357	1402476.74506542
58	6840643	29541	6846430	85409	6852234	1288491	6840643	0.8419	6846430	1.01155	6852234	1.05813	6840643	35088.4903195154	6846430	84433.7897286343	6852234	1217705.76394205	6857210	21475	6862998	134534	6868801	1669284	6857210	0.84204	6862998	1.01157	6868801	1.05776	6857210	25503.5390242744	6862998	132995.245015174	6868801	1578131.14506126	6873793	16798	6879580	86981	6885384	1504253	6873793	0.84173	6879580	1.01096	6885384	1.0581	6873793	19956.5181233887	6879580	86038.0232650154	6885384	1421654.85303847
59	6960654	28723	6966441	83886	6972245	1305413	6960654	0.84238	6966441	1.01138	6972245	1.05798	6960654	34097.4382107837	6966441	82942.1186893156	6972245	1233873.04107828	6977237	21024	6983024	134095	6988812	1713724	6977237	0.84163	6983024	1.01179	6988812	1.05933	6977237	24980.0981428894	6983024	132532.442502891	6988812	1617743.29057045	6993788	16614	6999576	85697	7005379	1520209	6993788	0.84196	6999576	1.01106	7005379	1.05904	6993788	19732.5288612286	6999576	84759.5592744249	7005379	1435459.47273002
60	7080665	28348	7086452	82439	7092256	1320078	7080665	0.84224	7086452	1.01056	7092256	1.05825	7080665	33657.8647416413	7086452	81577.5411652945	7092256	1247416.01700921	7097232	20685	7103004	132896	7108807	1752965	7097232	0.8425	7103004	1.01138	7108807	1.05875	7097232	24551.9287833828	7103004	131400.660483696	7108807	1655693.03423849	7113784	16669	7119571	84803	7125359	1537212	7113784	0.84188	7119571	1.01119	7125359	1.05868	7113784	19799.733928826	7119571	83864.5556225833	7125359	1452008.16110628
61	7200676	28002	7206463	81044	7212267	1342815	7200676	0.84192	7206463	1.01079	7212267	1.05788	7200676	33259.6921322691	7206463	80178.8699927779	7212267	1269345.29436231	7217243	20531	7223031	131352	7228818	1796160	7217243	0.842	7223031	1.01025	7228818	1.05842	7217243	24383.6104513064	7223031	130019.302152932	7228818	1697020.08654409	7233795	16882	7239567	84019	7245370	1560237	7233795	0.84209	7239567	1.01011	7245370	1.0587	7233795	20047.7383652579	7239567	83178.0697151795	7245370	1473729.10172854
62	7320687	27784	7326474	79965	7332278	1357388	7320687	0.84267	7326474	1.01045	7332278	1.05828	7320687	32971.3885625452	7326474	79138.0078182988	7332278	1282635.97535624	7337254	20855	7343026	130612	7348829	1832081	7337254	0.8425	7343026	1.01069	7348829	1.05889	7337254	24753.7091988131	7343026	129230.525680476	7348829	1730190.10473231	7353821	16918	7359624	82938	7365412	1574834	7353821	0.84199	7359624	1.01135	7365412	1.05824	7353821	20092.8752122947	7359624	82007.2180748505	7365412	1488163.36558815
63	7440698	27239	7446485	78351	7452289	1377898	7440698	0.84141	7446485	1.01025	7452289	1.05913	7440698	32373.0404915558	7446485	77556.0504825538	7452289	1300971.55212297	7457265	20652	7463053	129312	7468840	1866035	7457265	0.84154	7463053	1.01153	7468840	1.05857	7457265	24540.7229602871	7463053	127838.027542436	7468840	1762788.47879687	7473832	16713	7479604	81614	7485407	1589541	7473832	0.84185	7479604	1.01127	7485407	1.05783	7473832	19852.7053513096	7479604	80704.4607276	7485407	1502643.14681943
64	7560709	27126	7566496	77086	7572300	1392694	7560709	0.84173	7566496	1.01187	7572300	1.05934	7560709	32226.4859277916	7566496	76181.7229486001	7572300	1314680.83901297	7577276	20374	7583064	127798	7588867	1903817	7577276	0.84161	7583064	1.01181	7588867	1.05864	7577276	24208.3625432207	7583064	126306.322333244	7588867	1798361.10481372	7593859	16749	7599646	80688	7605450	1602685	7593859	0.84198	7599646	1.01132	7605450	1.05871	7593859	19892.3964939785	7599646	79784.8356603251	7605450	1513809.25843715
65	7680720	27017	7686507	75240	7692326	1411237	7680720	0.84115	7686507	1.01127	7692326	1.05815	7680720	32119.1226297331	7686507	74401.4951496633	7692326	1333683.31521996	7697303	20682	7703090	126155	7708909	1935620	7697303	0.8421	7703090	1.01078	7708909	1.05801	7697303	24560.0285001781	7703090	124809.553018461	7708909	1829491.2146388	7713885	16806	7719673	79211	7725461	1617483	7713885	0.84191	7719673	1.01046	7725461	1.05862	7713885	19961.7536316233	7719673	78391.0298279991	7725461	1527916.53284465
66	7800731	26737	7806518	74408	7812322	1428744	7800731	0.84217	7806518	1.01033	7812322	1.0581	7800731	31747.7468919577	7806518	73647.2241742797	7812322	1350292.03288914	7817298	20500	7823070	123978	7828873	1967012	7817298	0.8418	7823070	1.01097	7828873	1.05794	7817298	24352.5778094559	7823070	122632.719071783	7828873	1859285.02561582	7833850	16702	7839622	78535	7845425	1633007	7833850	0.84148	7839622	1.0106	7845425	1.05891	7833850	19848.3624090888	7839622	77711.2606372452	7845425	1542158.44594914
67	7920742	26372	7926529	73419	7932333	1442705	7920742	0.84208	7926529	1.01067	7932333	1.05809	7920742	31317.6895306859	7926529	72643.8896969337	7932333	1363499.32425408	7937309	20497	7943097	122879	7948900	1994900	7937309	0.84182	7943097	1.01022	7948900	1.05829	7937309	24348.4355325366	7943097	121635.881293184	7948900	1885022.06389553	7953876	16659	7959664	77027	7965467	1638324	7953876	0.84182	7959664	1.01084	7965467	1.05721	7953876	19789.2661138961	7959664	76200.9813620355	7965467	1549667.5211169
68	8040753	26144	8046540	71223	8052344	1457761	8040753	0.84086	8046540	1.01055	8052344	1.05748	8040753	31091.9772613753	8046540	70479.4418880808	8052344	1378523.47089307	8057320	20643	8063092	120589	8068895	2021069	8057320	0.84124	8063092	1.01069	8068895	1.05715	8057320	24538.776092435	8063092	119313.538275831	8068895	1911809.10939791	8073872	16710	8079644	76032	8085447	1649345	8073872	0.84124	8079644	1.01082	8085447	1.05723	8073872	19863.5347819885	8079644	75218.1397281415	8085447	1560062.61645999
69	8160764	26323	8166551	70623	8172355	1470975	8160764	0.84155	8166551	1.01112	8172355	1.05748	8160764	31279.1872140693	8166551	69846.309043437	8172355	1391019.21549344	8177331	20266	8183103	117979	8188906	2042023	8177331	0.84197	8183103	1.0109	8188906	1.05875	8177331	24069.7412021806	8183103	116706.894846177	8188906	1928711.21605667	8193883	16659	8199670	75120	8205458	1659875	8193883	0.84179	8199670	1.01101	8205458	1.05779	8193883	19789.9713705318	8199670	74301.9356880743	8205458	1569191.42740998
70	8280775	26132	8286562	69214	8292366	1487585	8280775	0.84162	8286562	1.0108	8292366	1.05816	8280775	31049.6423564079	8286562	68474.4756628413	8292366	1405822.37090799	8297358	20656	8303130	116963	8308917	2071999	8297358	0.84202	8303130	1.0109	8308917	1.05908	8297358	24531.483812736	8303130	115701.849836779	8308917	1956414.05748385	8313909	16603	8319697	74045	8325500	1670658	8313909	0.84193	8319697	1.01063	8325500	1.05831	8313909	19720.1667597069	8319697	73266.1805012715	8325500	1578609.29217337
71	8400786	26043	8406573	68165	8412377	1499777	8400786	0.84195	8406573	1.01118	8412377	1.0586	8400786	30931.7655442722	8406573	67411.3412053245	8412377	1416755.14830909	8417353	20456	8423141	114192	8428928	2084773	8417353	0.84229	8423141	1.01119	8428928	1.05848	8417353	24286.172220969	8423141	112928.331965308	8428928	1969591.30073313	8433920	16631	8439708	72533	8445511	1676874	8433920	0.84241	8439708	1.0113	8445511	1.05903	8433920	19742.1683028454	8439708	71722.5353505389	8445511	1583405.56924733
72	8520797	25994	8526584	67444	8532388	1510654	8520797	0.84198	8526584	1.01157	8532388	1.05816	8520797	30872.4672795078	8526584	66672.5980406694	8532388	1427623.42178877	8537380	20007	8543167	112252	8548971	2103346	8537380	0.84247	8543167	1.01176	8548971	1.05882	8537380	23748.0266359633	8543167	110947.260219815	8548971	1986500.06611133	8553947	16620	8559735	71078	8565538	1680128	8553947	0.84249	8559735	1.01161	8565538	1.0586	8553947	19727.2371185415	8559735	70262.2552169314	8565538	1587122.61477423
73	8640808	25900	8646595	65722	8652399	1518218	8640808	0.84194	8646595	1.01137	8652399	1.05862	8640808	30762.2870988431	8646595	64983.1416791085	8652399	1434148.23071546	8657375	20234	8663163	110522	8668966	2120975	8657375	0.84188	8663163	1.01164	8668966	1.05929	8657375	24034.3041763672	8663163	109250.326202997	8668966	2002260.94837108	8673942	16576	8679730	69891	8685549	1689396	8673942	0.84225	8679730	1.01097	8685549	1.05903	8673942	19680.6173938854	8679730	69132.6152111339	8685549	1595229.59689527
74	8760819	25343	8766606	64226	8772410	1530413	8760819	0.84267	8766606	1.01127	8772410	1.05957	8760819	30074.643692074	8766606	63510.2395997113	8772410	1444371.77345527	8777386	20455	8783174	108377	8788961	2143058	8777386	0.84233	8783174	1.01147	8788961	1.05921	8777386	24283.8317524011	8783174	107148.012298931	8788961	2023260.73205502	8793938	16446	8799710	69489	8805513	1690934	8793938	0.84219	8799710	1.01148	8805513	1.05941	8793938	19527.6600292096	8799710	68700.3203226955	8805513	1596109.15509576
75	8880830	25571	8886618	63393	8892421	1541955	8880830	0.84218	8886618	1.01091	8892421	1.05874	8880830	30362.8677954832	8886618	62708.8464848503	8892421	1456405.72756295	8897397	20222	8903185	107788	8908972	2156105	8897397	0.84275	8903185	1.01246	8908972	1.05937	8897397	23995.2536339365	8903185	106461.489836636	8908972	2035270.9629308	8913949	16501	8919721	68471	8925524	1692446	8913949	0.8424	8919721	1.0107	8925524	1.05795	8913949	19588.081671415	8919721	67746.1165528841	8925524	1599741.00855428
76	9000841	25637	9006613	62753	9012432	1543790	9000841	0.84247	9006613	1.01037	9012432	1.05811	9000841	30430.7571782972	9006613	62108.9303918367	9012432	1459007.09756075	9017408	20413	9023196	105327	9028999	2166572	9017408	0.84243	9023196	1.01122	9028999	1.05866	9017408	24231.0933846136	9023196	104158.343387196	9028999	2046522.96299095	9033975	16307	9039763	66833	9045566	1688529	9033975	0.842	9039763	1.01158	9045566	1.05864	9033975	19366.9833729216	9039763	66067.9333320153	9045566	1594998.29970528
77	9120852	25623	9126640	61119	9132443	1554099	9120852	0.8422	9126640	1.01093	9132443	1.05853	9120852	30423.8898123961	9126640	60458.1919618569	9132443	1468167.17523358	9137419	20553	9143191	104547	9148994	2175786	9137419	0.84195	9143191	1.01035	9148994	1.05783	9137419	24411.1883128452	9143191	103476.023160291	9148994	2056839.00059556	9153971	16291	9159743	66191	9165546	1688666	9153971	0.84214	9159743	1.01091	9165546	1.05867	9153971	19344.7645284632	9159743	65476.6497512143	9165546	1595082.50918605
78	9240863	25385	9246651	60820	9252454	1555324	9240863	0.842	9246651	1.01095	9252454	1.05915	9240863	30148.4560570071	9246651	60161.2344824175	9252454	1468464.33460794	9257430	20447	9263218	102886	9269021	2189520	9257430	0.84203	9263218	1.01034	9269021	1.05855	9257430	24282.982791587	9263218	101833.046301245	9269021	2068414.34037126	9273982	16159	9279769	65327	9285557	1689583	9273982	0.8423	9279769	1.01137	9285557	1.058	9273982	19184.3761130239	9279769	64592.5823388078	9285557	1596959.35727788
79	9360874	25458	9366662	59917	9372465	1564532	9360874	0.8423	9366662	1.01141	9372465	1.05935	9360874	30224.3856108275	9366662	59241.0595109797	9372465	1476879.21838863	9377441	20461	9383229	101264	9389016	2201602	9377441	0.84237	9383229	1.01128	9389016	1.05896	9377441	24289.8013936869	9383229	100134.483031406	9389016	2079022.8148372	9393993	16450	9399796	63598	9405599	1682522	9393993	0.84235	9399796	1.01073	9405599	1.05802	9393993	19528.699471716	9399796	62922.8379488093	9405599	1590255.38269598
80	9480885	25469	9486673	58588	9492476	1566149	9480885	0.84199	9486673	1.01045	9492476	1.0584	9480885	30248.5777740828	9486673	57982.0871888762	9492476	1479732.61526833	9497452	20413	9503240	100450	9509043	2204966	9497452	0.84226	9503240	1.01097	9509043	1.05811	9497452	24235.9841379147	9503240	99360.0205742999	9509043	2083872.18720171	9514019	16216	9519823	62814	9525626	1681518	9514019	0.84226	9519823	1.01142	9525626	1.05948	9514019	19252.9622681832	9519823	62104.7635996915	9525626	1587116.32121418
81	9600896	25289	9606684	58009	9612487	1569015	9600896	0.84271	9606684	1.01154	9612487	1.05913	9600896	30009.1371883566	9606684	57347.2131601321	9612487	1481418.71158404	9617479	20295	9623251	99215	9629054	2213138	9617479	0.84203	9623251	1.01273	9629054	1.05915	9617479	24102.4666579576	9623251	97967.8690272827	9629054	2089541.61355804	9634046	16265	9639818	61323	9645637	1671862	9634046	0.84218	9639818	1.01114	9645637	1.05935	9634046	19312.9734736042	9639818	60647.3880966038	9645637	1578196.06362392
82	9720907	25770	9726695	56901	9732498	1566309	9720907	0.84248	9726695	1.01173	9732498	1.05824	9720907	30588.2632228658	9726695	56241.2896721457	9732498	1480107.53704264	9737474	20667	9743262	98354	9749065	2216945	9737474	0.84169	9743262	1.01111	9749065	1.05825	9737474	24554.1707754637	9743262	97273.2937069162	9749065	2094916.13512875	9754041	16058	9759829	60793	9765632	1669424	9754041	0.84243	9759829	1.01078	9765632	1.05915	9754041	19061.5243996534	9759829	60144.6407724727	9765632	1576192.22961809
83	9840918	25822	9846706	56280	9852524	1572933	9840918	0.84297	9846706	1.01185	9852524	1.05888	9840918	30632.1695908514	9846706	55620.8924247665	9852524	1485468.60834089	9857501	20507	9863273	97509	9869076	2226672	9857501	0.84242	9863273	1.01102	9869076	1.05879	9857501	24342.9643170865	9863273	96446.1632806473	9869076	2103034.59609554	9874052	16056	9879840	59172	9885643	1661062	9874052	0.84163	9879840	1.01169	9885643	1.05936	9874052	19077.2667324121	9879840	58488.2720991608	9885643	1567986.33136988
84	9960929	25414	9966717	55862	9972520	1572557	9960929	0.84274	9966717	1.01098	9972520	1.05964	9960929	30156.394617557	9966717	55255.2968406892	9972520	1484048.35604545	9977512	20751	9983284	95836	9989087	2226656	9977512	0.84237	9983284	1.01204	9989087	1.05885	9977512	24634.0681648207	9983284	94695.8618236434	9989087	2102900.31638098	9994063	16065	9999835	58722	10005639	1653538	9994063	0.84234	9999835	1.01166	10005639	1.05869	9994063	19071.8712158986	9999835	58045.1930490481	10005639	1561871.74715923
85	10080940	25758	10086728	54762	10092531	1574253	10080940	0.84254	10086728	1.01212	10092531	1.05932	10080940	30571.8422864196	10086728	54106.2324625538	10092531	1486097.68530756	10097507	20389	10103295	94764	10109098	2233018	10097507	0.84259	10103295	1.01153	10109098	1.05974	10097507	24198.0085213449	10103295	93683.8254920764	10109098	2107137.59978863	10114059	16142	10119846	57747	10125650	1643971	10114059	0.84274	10119846	1.01178	10125650	1.0594	10114059	19154.1875311484	10119846	57074.660499318	10125650	1551794.41193128
86	10200951	25352	10206739	54120	10212542	1571321	10200951	0.84285	10206739	1.01169	10212542	1.05933	10200951	30078.8989737201	10206739	53494.6475699078	10212542	1483315.86946466	10217518	20578	10223306	93632	10229109	2234468	10217518	0.84298	10223306	1.0115	10229109	1.05882	10217518	24411.0180549954	10223306	92567.4740484429	10229109	2110337.92334863	10234101	15917	10239889	57219	10245692	1637454	10234101	0.84374	10239889	1.01217	10245692	1.05973	10234101	18864.8161755991	10239889	56531.0175168203	10245692	1545161.50340181
87	10320962	25304	10326750	53701	10332553	1566285	10320962	0.84219	10326750	1.01249	10332553	1.05937	10320962	30045.4766739097	10326750	53038.5485288744	10332553	1478506.0932441	10337529	20796	10343317	92808	10349120	2237926	10337529	0.84223	10343317	1.01216	10349120	1.05891	10337529	24691.5925578524	10343317	91693.0129623775	10349120	2113424.18146962	10354096	15974	10359884	56041	10365672	1626114	10354096	0.84251	10359884	1.01137	10365672	1.05934	10354096	18960.0123440671	10359884	55410.977189357	10365672	1535025.58196613
88	10440973	25458	10446761	52971	10452564	1566836	10440973	0.8423	10446761	1.01233	10452564	1.05901	10440973	30224.3856108275	10446761	52325.8226072526	10452564	1479528.99406049	10457540	20486	10463328	92292	10469131	2240249	10457540	0.84302	10463328	1.01203	10469131	1.05945	10457540	24300.7283338474	10463328	91194.9250516289	10469131	2114539.61961395	10474107	15933	10479895	54942	10485683	1617620	10474107	0.84265	10479895	1.012	10485683	1.05928	10474107	18908.2062540794	10479895	54290.5138339921	10485683	1527093.87508496
89	10560984	25904	10566772	52195	10572575	1560667	10560984	0.84246	10566772	1.01165	10572575	1.05916	10560984	30748.0473850391	10566772	51593.9307072604	10572575	1473495.03380037	10577567	20581	10583339	91259	10589142	2238929	10577567	0.84276	10583339	1.01176	10589142	1.05906	10577567	24420.9502112108	10583339	90198.2683640389	10589142	2114071.91282836	10594119	15674	10599906	54479	10605709	1610220	10594119	0.84313	10599906	1.01172	10605709	1.05924	10594119	18590.2529858978	10599906	53847.902581742	10605709	1520165.4016087
90	10680995	25587	10686783	51530	10692586	1552346	10680995	0.84262	10686783	1.01144	10692586	1.05846	10680995	30366.0012817166	10686783	50947.1644388199	10692586	1466608.09100013	10697578	20833	10703350	90180	10709153	2237422	10697578	0.84269	10703350	1.01178	10709153	1.05916	10697578	24722.0211465664	10703350	89130.0480341576	10709153	2112449.48827373	10714239	15832	10720011	53872	10725814	1602545	10714239	0.84252	10720011	1.01185	10725814	1.05927	10714239	18791.245311684	10720011	53241.0930473885	10725814	1512876.79250805
