HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/17/2025 1:04 PM
Export Time Stamp:	9/17/2025 6:10 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680429	77343	4686217	59802	4692020	1615265	4680429	0.8464	4686217	1.01887	4692020	1.06248	4680429	91378.7807183365	4686217	58694.4359928156	4692020	1520278.02876289	4696996	77265	4702784	76726	4708587	1696819	4696996	0.84551	4702784	1.01827	4708587	1.06364	4696996	91382.7157573536	4702784	75349.3670637454	4708587	1595294.46053176	4713563	76890	4719335	63014	4725139	1696362	4713563	0.84589	4719335	1.01728	4725139	1.06295	4713563	90898.3437562804	4719335	61943.6143441334	4725139	1595900.08937391
41	4800440	72109	4806228	67206	4812031	1500394	4800440	0.84577	4806228	1.01744	4812031	1.06257	4800440	85258.403584899	4806228	66054.0179273471	4812031	1412042.50072936	4817007	72385	4822795	88482	4828598	1586464	4817007	0.84505	4822795	1.01708	4828598	1.06201	4817007	85657.6533932903	4822795	86996.1065009636	4828598	1493831.50817789	4833574	72310	4839346	71473	4845150	1577077	4833574	0.84575	4839346	1.01804	4845150	1.06303	4833574	85498.0786284363	4839346	70206.4751876154	4845150	1483567.72621657
42	4920451	67721	4926239	74878	4932042	1414636	4920451	0.84507	4926239	1.01797	4932042	1.06326	4920451	80136.556734945	4926239	73556.1951727458	4932042	1330470.43996765	4937018	68740	4942806	100201	4948609	1510269	4937018	0.84648	4942806	1.01764	4948609	1.06245	4937018	81206.8802570646	4942806	98464.0933925553	4948609	1421496.54101369	4953585	68576	4959373	80537	4965161	1487516	4953585	0.84658	4959373	1.01809	4965161	1.06387	4953585	81003.56729429	4959373	79105.9729493463	4965161	1398212.18757931
43	5040462	63974	5046250	82233	5052053	1351478	5040462	0.84551	5046250	1.01766	5052053	1.0624	5040462	75663.2091873544	5046250	80805.9666293261	5052053	1272099.02108434	5057045	64508	5062817	111503	5068636	1457788	5057045	0.84595	5062817	1.01837	5068636	1.06251	5057045	76255.09781902	5062817	109491.638598938	5068636	1372022.85154963	5073596	64838	5079384	87500	5085172	1422506	5073596	0.84567	5079384	1.01769	5085172	1.06312	5073596	76670.5688980335	5079384	85979.030942625	5085172	1338048.38588306
44	5160473	61408	5166261	88936	5172064	1308169	5160473	0.84586	5166261	1.01738	5172064	1.06316	5160473	72598.3023195328	5166261	87416.6977923687	5172064	1230453.55355732	5177040	62007	5182828	121945	5188631	1425283	5177040	0.84578	5182828	1.01712	5188631	1.06242	5177040	73313.3911891981	5182828	119892.441403178	5188631	1341543.83388867	5193623	62109	5199395	95071	5205198	1378726	5193623	0.8464	5199395	1.01779	5205198	1.06259	5193623	73380.1984877127	5199395	93409.2494522446	5205198	1297514.56347227
45	5280484	58069	5286272	94769	5292075	1280830	5280484	0.84634	5286272	1.0185	5292075	1.06301	5280484	68611.9053808162	5286272	93047.6190476191	5292075	1204908.70264626	5297051	59061	5302839	131884	5308626	1413675	5297051	0.84634	5302839	1.01826	5308626	1.06358	5297051	69784.0111539098	5302839	129518.983363777	5308626	1329166.58831494	5313603	59114	5319390	101370	5325194	1351654	5313603	0.84661	5319390	1.01781	5325194	1.0625	5313603	69824.3583231949	5319390	99596.1918236213	5325194	1272144.94117647
46	5400495	56786	5406298	100444	5412101	1265685	5400495	0.84647	5406298	1.01799	5412101	1.06244	5400495	67085.6616300637	5406298	98668.9456674427	5412101	1191300.21460035	5417078	57199	5422865	141427	5428669	1416987	5417078	0.84625	5422865	1.0183	5428669	1.06272	5417078	67591.1373707533	5422865	138885.397230679	5428669	1333358.7398374	5433645	56532	5439433	107637	5445236	1342559	5433645	0.84596	5439433	1.01814	5445236	1.06278	5433645	66825.8546503381	5439433	105719.252755024	5445236	1263252.03711022
47	5520506	54011	5526294	105298	5532097	1266516	5520506	0.84702	5526294	1.01867	5532097	1.06339	5520506	63765.9087152606	5526294	103368.117250925	5532097	1191017.40659589	5537073	55080	5542861	149455	5548664	1432102	5537073	0.84669	5542861	1.01825	5548664	1.06295	5537073	65053.3253020586	5542861	146776.331942057	5548664	1347290.08890352	5553656	54195	5559428	112790	5565231	1344584	5553656	0.84625	5559428	1.01826	5565231	1.06328	5553656	64041.3589364845	5559428	110767.387504174	5565231	1264562.48589271
48	5640517	52249	5646305	107802	5652108	1271484	5640517	0.84601	5646305	1.01809	5652108	1.06393	5640517	61759.3172657534	5646305	105886.512980188	5652108	1195082.3832395	5657084	53629	5662856	156524	5668659	1458511	5657084	0.84611	5662856	1.01837	5668659	1.06384	5657084	63383.0116651499	5662856	153700.521421487	5668659	1370987.17852309	5673636	52551	5679423	116721	5685227	1353138	5673636	0.84644	5679423	1.0187	5685227	1.06389	5673636	62084.7313453996	5679423	114578.384215176	5685227	1271877.73172038
49	5760528	50742	5766316	111334	5772119	1282601	5760528	0.8471	5766316	1.01896	5772119	1.06377	5760528	59900.8381537009	5766316	109262.385177043	5772119	1205712.7010538	5777095	51525	5782883	161655	5788686	1489357	5777095	0.84682	5782883	1.01874	5788686	1.06481	5777095	60845.2799886635	5782883	158681.3122092	5788686	1398706.81154384	5793662	51106	5799450	119897	5805253	1366204	5793662	0.84682	5799450	1.0191	5805253	1.06381	5793662	60350.4877069507	5799450	117649.887155333	5805253	1284255.64715504
50	5880539	49158	5886327	113290	5892130	1301393	5880539	0.84772	5886327	1.0189	5892130	1.06395	5880539	57988.4867644977	5886327	111188.536657179	5892130	1223171.20165421	5897106	50232	5902878	166692	5908681	1529183	5897106	0.84635	5902878	1.01934	5908681	1.06351	5897106	59351.3321911739	5902878	163529.342515745	5908681	1437864.24199114	5913658	49520	5919445	122419	5925249	1386820	5913658	0.84752	5919445	1.01898	5925249	1.06402	5913658	58429.2996035492	5919445	120138.766217198	5925249	1303377.75605722
51	6000550	47791	6006338	115692	6012141	1325437	6000550	0.84662	6006338	1.01962	6012141	1.0629	6000550	56449.1743639413	6006338	113465.800984681	6012141	1247000.65857559	6017117	48995	6022905	170601	6028708	1578675	6017117	0.84638	6022905	1.01933	6028708	1.0641	6017117	57887.7100120513	6022905	167365.818724064	6028708	1483577.6712715	6033700	48136	6039472	124658	6045291	1414144	6033700	0.84635	6039472	1.01856	6045291	1.06278	6033700	56874.8153837065	6039472	122386.506440465	6045291	1330608.40437344
52	6120561	46180	6126349	116872	6132152	1353222	6120561	0.84627	6126349	1.0183	6132152	1.06316	6120561	54568.8728183677	6126349	114771.678287342	6132152	1272830.05380187	6137128	48301	6142916	174245	6148719	1631610	6137128	0.84661	6142916	1.0181	6148719	1.06397	6137128	57052.2436541028	6142916	171147.235045673	6148719	1533511.28321287	6153696	47150	6159483	125885	6165286	1449369	6153696	0.84681	6159483	1.01854	6165286	1.06326	6153696	55679.5503123487	6159483	123593.575117325	6165286	1363136.95615372
53	6240572	45670	6246360	116674	6252163	1386667	6240572	0.84709	6246360	1.01751	6252163	1.06299	6240572	53913.9878879458	6246360	114666.194926831	6252163	1304496.74973424	6257124	47048	6262911	176119	6268715	1684606	6257124	0.84636	6262911	1.01769	6268715	1.06185	6257124	55588.6384044615	6262911	173057.610863819	6268715	1586482.08315676	6273707	46042	6279494	127107	6285297	1482064	6273707	0.846	6279494	1.01774	6285297	1.06327	6273707	54423.1678486998	6279494	124891.426100969	6285297	1393873.6162969
54	6360583	44416	6366386	117921	6372189	1419150	6360583	0.84685	6366386	1.01765	6372189	1.06273	6360583	52448.4855641495	6366386	115875.792266496	6372189	1335381.5174127	6377166	46740	6382954	177463	6388757	1754049	6377166	0.84618	6382954	1.01767	6388757	1.06394	6377166	55236.4745089697	6382954	174381.675788812	6388757	1648635.26138692	6393749	45068	6399521	126848	6405324	1521665	6393749	0.84662	6399521	1.01829	6405324	1.06348	6393749	53232.8553542321	6399521	124569.62162056	6405324	1430835.55873171
55	6480594	43403	6486382	117489	6492185	1457553	6480594	0.84656	6486382	1.0185	6492185	1.06348	6480594	51269.845019845	6486382	115354.933726068	6492185	1370550.45699026	6497161	45698	6502949	178636	6508752	1815309	6497161	0.84615	6502949	1.01768	6508752	1.0636	6497161	54006.9727589671	6502949	175532.583916359	6508752	1706759.11996991	6513729	43827	6519516	127074	6525319	1563139	6513729	0.84698	6519516	1.01868	6525319	1.06315	6513729	51745.0234952419	6519516	124743.786076099	6525319	1470290.1754221
56	6600605	42715	6606393	116757	6612196	1500632	6600605	0.84637	6606393	1.01789	6612196	1.06256	6600605	50468.4712359843	6606393	114704.92882335	6612196	1412279.777142	6617172	44944	6622960	178495	6628748	1878635	6617172	0.84629	6622960	1.01755	6628748	1.06283	6617172	53107.0909499108	6622960	175416.441452508	6628748	1767578.06987006	6633724	43239	6639512	127165	6645315	1607273	6633724	0.84541	6639512	1.01727	6645315	1.06227	6633724	51145.5979938728	6639512	125006.143894934	6645315	1513055.06133092
57	6720616	42081	6726404	116059	6732207	1541415	6720616	0.84644	6726404	1.01735	6732207	1.06178	6720616	49715.2781059496	6726404	114079.716911584	6732207	1451727.28813879	6737183	44538	6742955	178894	6748759	1942209	6737183	0.84517	6742955	1.01783	6748759	1.06213	6737183	52697.0905261663	6742955	175760.195710482	6748759	1828598.19419468	6753735	42867	6759507	126313	6765310	1651362	6753735	0.84574	6759507	1.01822	6765310	1.06243	6753735	50685.7899590891	6759507	124052.758735833	6765310	1554325.46144217
58	6840627	41448	6846415	114993	6852218	1583762	6840627	0.84644	6846415	1.01725	6852218	1.06306	6840627	48967.4401020746	6846415	113043.008110101	6852218	1489814.30963445	6857194	43818	6862982	178064	6868785	2002699	6857194	0.84619	6862982	1.01763	6868785	1.06171	6857194	51782.6965575107	6862982	174979.118147067	6868785	1886295.69279747	6873746	41732	6879534	125703	6885337	1697223	6873746	0.84576	6879534	1.01804	6885337	1.06321	6873746	49342.603102535	6879534	123475.501944914	6885337	1596319.63581983
59	6960638	40397	6966426	113578	6972229	1630697	6960638	0.84583	6966426	1.01681	6972229	1.06287	6960638	47760.1882174905	6966426	111700.317660133	6972229	1534239.3707603	6977205	43337	6982993	177650	6988781	2063143	6977205	0.84557	6982993	1.01738	6988781	1.06158	6977205	51251.8183000816	6982993	174615.188032004	6988781	1943464.45863713	6993757	41383	6999545	124755	7005348	1745336	6993757	0.84596	6999545	1.01753	7005348	1.06202	6993757	48918.388576292	6999545	122605.721698623	7005348	1643411.61183405
60	7080649	40039	7086437	113472	7092240	1676909	7080649	0.84549	7086437	1.018	7092240	1.06248	7080649	47355.9710936853	7086437	111465.618860511	7092240	1578297.00323771	7097216	43161	7102988	177797	7108792	2125429	7097216	0.84631	7102988	1.0183	7108792	1.06399	7097216	50999.0429039005	7102988	174601.787292546	7108792	1997602.42107539	7113784	40564	7119556	123481	7125359	1790140	7113784	0.84681	7119556	1.01818	7125359	1.06344	7113784	47902.1268053046	7119556	121276.198707498	7125359	1683348.37884601
61	7200660	41218	7206448	773268	7212251	1705512	7200660	0.84689	7206448	1.01827	7212251	1.06397	7200660	48669.8390582012	7206448	759393.873923419	7212251	1602970.00855287	7217227	45492	7223015	808192	7228818	1992508	7217227	0.84658	7223015	1.01841	7228818	1.06311	7217227	53736.2092182664	7223015	793582.152571165	7228818	1874225.62105521	7233810	42754	7239582	796428	7245385	1751134	7233810	0.84655	7239582	1.01715	7245385	1.06194	7233810	50503.8095800603	7239582	782999.557587377	7245385	1648995.2351357
62	7320671	41136	7326474	782743	7332278	1746657	7320671	0.84619	7326474	1.01727	7332278	1.06198	7320671	48613.1956180054	7326474	769454.520432137	7332278	1644717.41464058	7337254	45423	7343042	820813	7348829	2040828	7337254	0.84612	7343042	1.01697	7348829	1.06211	7337254	53683.8746277124	7343042	807116.237450465	7348829	1921484.59199141	7353806	42375	7359593	811512	7365396	1776668	7353806	0.84526	7359593	1.01768	7365396	1.0618	7353806	50132.5036083572	7359593	797413.725336059	7365396	1673260.50103598
63	7440682	41131	7446470	786770	7452289	1798517	7440682	0.8455	7446470	1.01693	7452289	1.06246	7440682	48646.9544648137	7446470	773671.737484389	7452289	1692785.6107524	7457265	44322	7463053	827338	7468871	2087913	7457265	0.84559	7463053	1.01732	7468871	1.06202	7457265	52415.473219882	7463053	813252.467266937	7468871	1965982.74985405	7473848	41968	7479635	815745	7485423	1815826	7473848	0.84593	7479635	1.01845	7485423	1.06306	7473848	49611.6699963354	7479635	800967.155972311	7485423	1708112.43015446
64	7560693	40301	7566481	787813	7572300	1849372	7560693	0.84578	7566481	1.01772	7572300	1.06289	7560693	47649.5069639859	7566481	774096.018551272	7572300	1739946.74895803	7577260	44695	7583048	831445	7588851	2137030	7577260	0.84628	7583048	1.01778	7588851	1.06276	7577260	52813.4896251832	7583048	816920.159562971	7588851	2010830.29094057	7593828	42020	7599615	816571	7605403	1858036	7593828	0.84627	7599615	1.01765	7605403	1.06354	7593828	49653.1839720184	7599615	802408.490148872	7605403	1747029.7308987
65	7680704	40632	7686492	790407	7692311	1892467	7680704	0.84515	7686492	1.01739	7692311	1.06264	7680704	48076.6727799799	7686492	776896.765252263	7692311	1780910.75058345	7697271	44541	7703075	832329	7708893	2177794	7697271	0.846	7703075	1.01691	7708893	1.06151	7697271	52648.9361702128	7703075	818488.361801929	7708893	2051600.07913256	7713854	42002	7719642	819853	7725445	1895569	7713854	0.84466	7719642	1.01703	7725445	1.06111	7713854	49726.5171785097	7719642	806124.696419968	7725445	1786401.97529003
66	7800715	40151	7806503	790596	7812306	1933718	7800715	0.84544	7806503	1.01669	7812306	1.06137	7800715	47491.2471612415	7806503	777617.562875606	7812306	1821907.53460151	7817282	44325	7823054	835353	7828858	2224662	7817282	0.84564	7823054	1.0169	7828858	1.06201	7817282	52415.9216687952	7823054	821470.154390795	7828858	2094765.58601143	7833834	42601	7839622	818418	7845409	1931816	7833834	0.84628	7839622	1.0165	7845409	1.06247	7833834	50339.1312567944	7839622	805133.300541073	7845409	1818231.10299585
67	7920726	40144	7926514	793041	7932317	1979065	7920726	0.84614	7926514	1.01766	7932317	1.0622	7920726	47443.6854421254	7926514	779278.934025117	7932317	1863175.48484278	7937293	44695	7943065	836689	7948900	2264492	7937293	0.84536	7943065	1.01846	7948900	1.06219	7937293	52870.9662155768	7943065	821523.672996485	7948900	2131908.60392209	7953876	42508	7959664	819684	7965467	1959331	7953876	0.84553	7959664	1.01764	7965467	1.0618	7953876	50273.7927690325	7959664	805475.413702292	7965467	1845291.95705406
68	8040737	40671	8046525	794278	8052344	2009917	8040737	0.84603	8046525	1.01645	8052344	1.06115	8040737	48072.7633771852	8046525	781423.582074868	8052344	1894093.20077275	8057320	44440	8063108	835140	8068926	2305755	8057320	0.84508	8063108	1.01722	8068926	1.06148	8057320	52586.73735031	8063108	821002.339710191	8068926	2172207.67230659	8073903	42875	8079675	821704	8085478	1991608	8073903	0.84516	8079675	1.01666	8085478	1.06165	8073903	50730.0392825027	8079675	808238.742549132	8085478	1875955.35251731
69	8160748	40445	8166536	794403	8172355	2046475	8160748	0.84558	8166536	1.01656	8172355	1.06098	8160748	47831.0745287258	8166536	781461.989454631	8172355	1928853.51279006	8177315	44853	8183103	838169	8188906	2344101	8177315	0.84538	8183103	1.01743	8188906	1.06129	8177315	53056.6135938868	8183103	823809.991842191	8188906	2208728.05736415	8193898	42954	8199686	824134	8205489	2018413	8193898	0.84629	8199686	1.01762	8205489	1.0623	8193898	50755.6511361354	8199686	809864.192920737	8205489	1900040.47820766
70	8280759	41354	8286562	795262	8292366	2076961	8280759	0.84489	8286562	1.01656	8292366	1.06229	8280759	48946.0166412196	8286562	782306.996143858	8292366	1955173.2577733	8297342	45263	8303130	839174	8308933	2379615	8297342	0.84595	8303130	1.01621	8308933	1.06289	8297342	53505.5263313435	8303130	825787.976894539	8308933	2238815.8699395	8313909	43785	8319697	828591	8325500	2041698	8313909	0.84559	8319697	1.0169	8325500	1.06128	8313909	51780.4136756584	8319697	814820.532992428	8325500	1923807.10085934
71	8400770	41052	8406558	798076	8412361	2098436	8400770	0.84526	8406558	1.01723	8412361	1.0616	8400770	48567.3047346379	8406558	784558.064547841	8412361	1976672.94649586	8417337	45799	8423109	840272	8428913	2405617	8417337	0.84507	8423109	1.01672	8428913	1.06186	8417337	54195.5104310886	8423109	826453.694232434	8428913	2265474.73301565	8433905	43598	8439677	826028	8445480	2061301	8433905	0.84582	8439677	1.01701	8445480	1.06275	8433905	51545.246033435	8439677	812212.26929922	8445480	1939591.62549988
72	8520781	41535	8526569	798521	8532388	2120525	8520781	0.84537	8526569	1.01779	8532388	1.06225	8520781	49132.3325880975	8526569	784563.613319054	8532388	1996257.94304542	8537348	45659	8543136	840410	8548939	2432077	8537348	0.84607	8543136	1.01659	8548939	1.06221	8537348	53965.9839020412	8543136	826695.127829312	8548939	2289638.58370755	8553916	44210	8559703	824246	8565491	2067543	8553916	0.84499	8559703	1.01647	8565491	1.06228	8553916	52320.145800542	8559703	810890.631302449	8565491	1946325.82746545
73	8640792	41632	8646580	798442	8652399	2139594	8640792	0.84553	8646580	1.01691	8652399	1.06238	8640792	49237.7562002531	8646580	785164.862180527	8652399	2013962.98876108	8657406	46197	8663194	840605	8668997	2448852	8657406	0.84585	8663194	1.01726	8668997	1.06188	8657406	54616.0666784891	8663194	826342.331360714	8668997	2306147.587298	8673974	44874	8679777	824464	8685580	2071943	8673974	0.84527	8679777	1.01691	8685580	1.06218	8673974	53088.3622984372	8679777	810754.147368007	8685580	1950651.49033121
74	8760803	42259	8766591	798530	8772394	2155425	8760803	0.84698	8766591	1.01658	8772394	1.0623	8760803	49893.7401119271	8766591	785506.305455547	8772394	2029017.2267721	8777371	46529	8783143	844037	8788946	2462455	8777371	0.84637	8783143	1.01824	8788946	1.06148	8777371	54974.7746257547	8783143	828917.543997486	8788946	2319831.74435694	8793922	45412	8799710	827261	8805513	2067043	8793922	0.84607	8799710	1.018	8805513	1.06218	8793922	53674.0458827284	8799710	812633.595284872	8805513	1946038.33625186
75	8880814	43153	8886618	800418	8892421	2164515	8880814	0.84556	8886618	1.01789	8892421	1.06214	8880814	51034.8171625905	8886618	786350.195011249	8892421	2037881.07029205	8897397	46851	8903169	844334	8908972	2476112	8897397	0.84564	8903169	1.01818	8908972	1.06271	8897397	55403.008372357	8903169	829258.087960872	8908972	2329997.83572188	8913949	46130	8919721	829320	8925524	2060190	8913949	0.84574	8919721	1.01772	8925524	1.06272	8913949	54543.9496772058	8919721	814880.320716897	8925524	1938600.94850949
76	9000825	42953	9006613	799087	9012432	2172766	9000825	0.84565	9006613	1.01784	9012432	1.06256	9000825	50792.881215633	9006613	785081.152243968	9012432	2044840.76193344	9017393	47158	9023180	842672	9028983	2481884	9017393	0.8462	9023180	1.01711	9028983	1.06204	9017393	55729.1420467975	9023180	828496.426148597	9028983	2336902.56487515	9033975	46688	9039763	829086	9045551	2051252	9033975	0.84571	9039763	1.01779	9045551	1.06209	9033975	55205.6851639451	9039763	814594.36622486	9045551	1931335.38589008
77	9120836	43811	9126640	798996	9132443	2174144	9120836	0.84522	9126640	1.01663	9132443	1.06139	9120836	51833.8420766191	9126640	785926.04979196	9132443	2048393.14483837	9137419	47894	9143191	842875	9148994	2488730	9137419	0.84522	9143191	1.01674	9148994	1.06139	9137419	56664.5370436099	9143191	828997.58050239	9148994	2344783.7269995	9153971	47679	9159758	829248	9165562	2046740	9153971	0.84479	9159758	1.01643	9165562	1.06172	9153971	56438.8783011163	9159758	815843.688202828	9165562	1927758.73111555
78	9240847	44136	9246635	800631	9252438	2182782	9240847	0.84434	9246635	1.01648	9252438	1.06248	9240847	52272.7811071369	9246635	787650.519439635	9252438	2054421.73029139	9257415	48610	9263202	845037	9269005	2489577	9257415	0.84581	9263202	1.01759	9269005	1.06148	9257415	57471.5361606034	9263202	830429.740858303	9269005	2345382.86166485	9273966	47910	9279738	831384	9285541	2037769	9273966	0.84475	9279738	1.01694	9285541	1.06156	9273966	56715.0044391832	9279738	817534.95781462	9285541	1919598.51539244
79	9360858	44698	9366646	801108	9372449	2180338	9360858	0.84535	9366646	1.01668	9372449	1.06189	9360858	52875.1404743597	9366646	787964.748003305	9372449	2053261.6372694	9377426	49018	9383213	844746	9389001	2492076	9377426	0.84546	9383213	1.01682	9389001	1.06147	9377426	57977.9055188891	9383213	830772.408095828	9389001	2347759.23954516	9393993	49160	9399765	832632	9405568	2040711	9393993	0.84502	9399765	1.0167	9405568	1.0619	9393993	58176.1378428913	9399765	818955.444083801	9405568	1921754.40248611
80	9480869	45820	9486657	799806	9492476	2178258	9480869	0.8453	9486657	1.01604	9492476	1.06227	9480869	54205.6074766355	9486657	787179.638596906	9492476	2050569.06436217	9497452	49001	9503224	845191	9509027	2484323	9497452	0.84387	9503224	1.01617	9509027	1.06049	9497452	58067.0008413618	9503224	831741.736126829	9509027	2342618.03505926	9514019	48719	9519807	831512	9525610	2036121	9514019	0.84495	9519807	1.01758	9525610	1.06109	9514019	57659.0330788804	9519807	817146.563415162	9525610	1918895.66389279
81	9600880	45654	9606668	801091	9612471	2172204	9600880	0.84556	9606668	1.01774	9612471	1.06237	9600880	53992.6202753205	9606668	787127.360622556	9612471	2044677.46641942	9617448	50087	9623235	845187	9629023	2489975	9617448	0.84576	9623235	1.01749	9629023	1.06247	9617448	59221.2920923193	9623235	830658.777973248	9629023	2343572.05379917	9633999	49314	9639787	831263	9645590	2031477	9633999	0.84563	9639787	1.01773	9645590	1.06127	9633999	58316.2849000154	9639787	816781.464632074	9645590	1914194.31435921
82	9720891	46370	9726679	800936	9732482	2170334	9720891	0.84493	9726679	1.01589	9732482	1.06197	9720891	54880.2859408472	9726679	788408.19380051	9732482	2043686.73314689	9737459	50633	9743246	846887	9749065	2489890	9737459	0.84502	9743246	1.01675	9749065	1.06141	9737459	59919.2918510805	9743246	832935.333169412	9749065	2345832.43044629	9754041	50513	9759829	830493	9765648	2026955	9754041	0.84532	9759829	1.0162	9765648	1.06193	9754041	59756.0687077083	9759829	817253.49340681	9765648	1908746.33921257
83	9840902	46876	9846690	801107	9852493	2160318	9840902	0.8456	9846690	1.017	9852493	1.06125	9840902	55435.1939451277	9846690	787715.830875123	9852493	2035635.33568905	9857470	50985	9863257	848400	9869076	2484946	9857470	0.84484	9863257	1.01807	9869076	1.06135	9857470	60348.7050802519	9863257	833341.518756078	9869076	2341306.8262119	9874052	50645	9879824	832796	9885643	2023027	9874052	0.84553	9879824	1.01684	9885643	1.06211	9874052	59897.3424952397	9879824	819003.973093112	9885643	1904724.55772001
84	9960913	47321	9966701	803924	9972504	2150406	9960913	0.84659	9966701	1.01753	9972504	1.06176	9960913	55896.006331282	9966701	790074.002732106	9972504	2025322.10669078	9977496	51673	9983284	848528	9989087	2486643	9977496	0.84551	9983284	1.0169	9989087	1.06186	9977496	61114.5935589171	9983284	834426.197266201	9989087	2341780.46070103	9994063	51461	9999851	833349	10005654	2006262	9994063	0.84493	9999851	1.01702	10005654	1.06233	9994063	60905.6371533737	9999851	819402.764940709	10005654	1888548.75603626
85	10080924	47878	10086712	801084	10092515	2144126	10080924	0.84592	10086712	1.01681	10092515	1.06167	10080924	56598.7327406847	10086712	787840.402828454	10092515	2019578.58845027	10097507	52290	10103279	847452	10109082	2483798	10097507	0.84522	10103279	1.01749	10109082	1.06304	10097507	61865.5497976858	10103279	832884.844077092	10109082	2336504.74111981	10114059	52036	10119846	832632	10125650	1994748	10114059	0.84562	10119846	1.01724	10125650	1.0614	10114059	61535.9144769518	10119846	818520.703078919	10125650	1879355.56811758
86	10200935	48407	10206739	802460	10212542	2133180	10200935	0.84573	10206739	1.01744	10212542	1.06261	10200935	57236.9432324737	10206739	788704.985060544	10212542	2007490.98916818	10217518	52816	10223306	848375	10229109	2474468	10217518	0.8462	10223306	1.01758	10229109	1.06212	10217518	62415.5046088395	10223306	833718.233455846	10229109	2329744.28501488	10234085	51999	10239873	832966	10245676	1984046	10234085	0.8451	10239873	1.01803	10245676	1.06354	10234085	61529.9964501243	10239873	818213.608636288	10245676	1865511.40530681
87	10320946	49167	10326734	805347	10332537	2128752	10320946	0.84662	10326734	1.01734	10332537	1.06312	10320946	58074.4607970518	10326734	791620.303929856	10332537	2002362.85649786	10337514	53088	10343286	850569	10349073	2468082	10337514	0.84683	10343286	1.01732	10349073	1.06211	10337514	62690.2684127865	10343286	836087.95659183	10349073	2323753.66016703	10354050	53043	10359837	833772	10365641	1969655	10354050	0.84616	10359837	1.01799	10365641	1.06229	10354050	62686.7259147206	10359837	819037.515103292	10365641	1854159.41033051
88	10440957	49711	10446745	805690	10452564	2111234	10440957	0.84595	10446745	1.01765	10452564	1.06199	10440957	58763.5203026184	10446745	791716.208912691	10452564	1987998.00374768	10457525	53166	10463312	846260	10469100	2460621	10457525	0.84568	10463312	1.01725	10469100	1.06205	10457525	62867.7513953268	10463312	831909.560088474	10469100	2316859.84652323	10474076	53258	10479864	832368	10485667	1950659	10474076	0.8467	10479864	1.0178	10485667	1.06277	10474076	62900.6732018425	10479864	817810.964826096	10485667	1835447.93323108
89	10560968	50103	10566756	804317	10572575	2096879	10560968	0.84564	10566756	1.01825	10572575	1.06214	10560968	59248.6164325245	10566756	789901.301252148	10572575	1974202.08258798	10577567	54625	10583354	847660	10589173	2447775	10577567	0.84628	10583354	1.01703	10589173	1.06301	10577567	64547.1947818689	10583354	833466.072780547	10589173	2302682.94747933	10594150	54333	10599937	833324	10605741	1936074	10594150	0.84602	10599937	1.01836	10605741	1.06308	10594150	64221.886007423	10599937	818300.011783652	10605741	1821193.1369229
90	10680979	50860	10686767	803776	10692586	2083128	10680979	0.84576	10686767	1.01808	10692586	1.06367	10680979	60135.262958759	10686767	789501.80732359	10692586	1958434.47685842	10697547	55020	10703319	851244	10709138	2444148	10697547	0.84581	10703319	1.01813	10709138	1.0631	10697547	65050.0703467682	10703319	836085.765079116	10709138	2299076.28633242	10714114	54821	10719902	834611	10725705	1917405	10714114	0.84621	10719902	1.0177	10725705	1.06246	10714114	64784.1552333345	10719902	820095.312960597	10725705	1804684.41164844
