HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/16/2025 9:35 AM
Export Time Stamp:	9/16/2025 2:38 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680428	92267	4686231	59948	4692034	1646264	4680428	0.84622	4686231	1.02069	4692034	1.0649	4680428	109034.293682494	4686231	58732.8179956696	4692034	1545932.95145084	4697011	60791	4702798	74061	4708617	1782269	4697011	0.84611	4702798	1.01923	4708617	1.06464	4697011	71847.6321045727	4702798	72663.6774820208	4708617	1674057.89750526	4713593	33453	4719397	70580	4725200	1815875	4713593	0.84621	4719397	1.02064	4725200	1.06434	4713593	39532.7400999752	4719397	69152.6885091707	4725200	1706104.25240055
41	4800439	87317	4806242	872109	4812061	1528052	4800439	0.84655	4806242	1.02089	4812061	1.06457	4800439	103144.527789262	4806242	854263.436805141	4812061	1435370.14945001	4817053	60524	4822856	895518	4828659	1693096	4817053	0.84606	4822856	1.02052	4828659	1.06562	4817053	71536.2976621043	4822856	877511.464743464	4828659	1588836.54586063	4833620	33999	4839439	917587	4845242	1726980	4833620	0.84715	4839439	1.02012	4845242	1.06504	4833620	40133.3884199965	4839439	899489.275771478	4845242	1621516.56275821
42	4920450	82557	4926269	897051	4932072	1444895	4920450	0.84616	4926269	1.02025	4932072	1.06457	4920450	97566.6540606977	4926269	879246.263170792	4932072	1357256.92063462	4937048	56942	4942851	932529	4948670	1620490	4937048	0.84603	4942851	1.02082	4948670	1.06494	4937048	67304.9419051334	4942851	913509.727473991	4948670	1521672.58249291	4953631	32593	4959450	931328	4965253	1679267	4953631	0.84713	4959450	1.02143	4965253	1.06547	4953631	38474.6142858829	4959450	911788.375121154	4965253	1576080.97834758
43	5040461	78808	5046248	905355	5052067	1391173	5040461	0.84693	5046248	1.02155	5052067	1.06478	5040461	93051.3737853187	5046248	886256.179335324	5052067	1306535.62238209	5057028	53706	5062816	940651	5068634	1580247	5057028	0.84651	5062816	1.02151	5068634	1.06506	5057028	63444.0231066378	5062816	920843.653023465	5068634	1483716.41034308	5073595	32072	5079383	933458	5085170	1654265	5073595	0.84658	5079383	1.02087	5085170	1.06468	5073595	37884.1928701363	5079383	914374.993877771	5085170	1553767.32915054
44	5160472	76630	5166244	905208	5172031	1359187	5160472	0.84747	5166244	1.02146	5172031	1.06575	5160472	90422.0798376344	5166244	886190.354982084	5172031	1275333.80248651	5177023	51388	5182811	940814	5188614	1569507	5177023	0.84704	5182811	1.02082	5188614	1.06524	5177023	60667.7370608236	5182811	921625.751846555	5188614	1473383.4628816	5193591	31795	5199378	935827	5205166	1665932	5193591	0.84713	5199378	1.02185	5205166	1.06497	5193591	37532.6101070674	5199378	915816.411410677	5205166	1564299.46383466
45	5280483	74682	5286270	907597	5292089	1342108	5280483	0.84659	5286270	1.02149	5292089	1.06457	5280483	88215.0745933687	5286270	888503.069046197	5292089	1260704.3219328	5297066	49966	5302853	944362	5308641	1581065	5297066	0.84722	5302853	1.02126	5308641	1.06518	5297066	58976.4169873232	5302853	924702.818087461	5308641	1484317.20460392	5313633	31334	5319420	934862	5325224	1698730	5313633	0.8471	5319420	1.02097	5325224	1.06444	5313633	36989.729665919	5319420	915660.59727514	5325224	1595890.79703882
46	5400494	73692	5406281	910496	5412085	1341894	5400494	0.84745	5406281	1.02173	5412085	1.06596	5400494	86957.3426160836	5406281	891131.707985476	5412085	1258859.61949792	5417077	48028	5422864	944195	5428667	1607770	5417077	0.84763	5422864	1.02084	5428667	1.0654	5417077	56661.5150478393	5422864	924919.673993966	5428667	1509076.40322883	5433644	30833	5439431	938731	5445250	1757412	5433644	0.84774	5439431	1.02132	5445250	1.06603	5433644	36370.821242362	5439431	919135.040927427	5445250	1648557.73289682
47	5520505	72204	5526277	911881	5532096	1342856	5520505	0.8469	5526277	1.02126	5532096	1.06441	5520505	85256.8189868934	5526277	892897.988758984	5532096	1261596.56523332	5537072	46785	5542860	944909	5548663	1651455	5537072	0.84574	5542860	1.01971	5548663	1.06419	5537072	55318.4193723839	5542860	926644.830392955	5548663	1551842.24621543	5553639	31130	5559427	935635	5565230	1821354	5553639	0.84629	5559427	1.01888	5565230	1.06399	5553639	36784.0811069492	5559427	918297.542399497	5565230	1711814.96066692
48	5640516	71979	5646319	910337	5652107	1354815	5640516	0.84687	5646319	1.01973	5652107	1.06377	5640516	84994.1549470403	5646319	892723.564080688	5652107	1273597.6761894	5657067	46233	5662871	945750	5668674	1708457	5657067	0.84641	5662871	1.02055	5668674	1.06438	5657067	54622.4642903557	5662871	926706.18783989	5668674	1605119.41223999	5673666	30923	5679438	939927	5685241	1912557	5673666	0.84709	5679438	1.0209	5685241	1.06478	5673666	36504.9758585274	5679438	920684.68997943	5685241	1796199.21486129
49	5760527	71963	5766314	909957	5772118	1376515	5760527	0.84739	5766314	1.02078	5772118	1.06515	5760527	84923.1168647258	5766314	891433.021806854	5772118	1292320.33046989	5777094	45979	5782882	945885	5788685	1780485	5777094	0.84767	5782882	1.02169	5788685	1.06509	5777094	54241.6270482617	5782882	925804.304632521	5788685	1671675.6330451	5793661	30935	5799449	940404	5805236	2015951	5793661	0.84644	5799449	1.02088	5805236	1.06529	5793661	36547.1858607816	5799449	921169.971005407	5805236	1892396.43665105
50	5880538	72322	5886325	909345	5892129	1399790	5880538	0.84666	5886325	1.02123	5892129	1.06507	5880538	85420.3576406113	5886325	890440.938867836	5892129	1314270.42354024	5897089	44892	5902893	945484	5908696	1866152	5897089	0.84776	5902893	1.02134	5908696	1.06555	5897089	52953.6661319241	5902893	925728.94432804	5908696	1751350.94552109	5913672	31006	5919460	941408	5925263	2124682	5913672	0.84758	5919460	1.02207	5925263	1.06534	5913672	36581.7975884282	5919460	921079.769487413	5925263	1994369.87252896
51	6000549	71849	6006336	911935	6012140	1424630	6000549	0.84816	6006336	1.02156	6012140	1.06683	6000549	84711.6110167893	6006336	892688.633070989	6012140	1335386.1439967	6017100	45189	6022888	947092	6028691	1953352	6017100	0.84807	6022888	1.02237	6028691	1.0667	6017100	53284.5166082988	6022888	926369.12272465	6028691	1831210.27467892	6033668	31699	6039440	940294	6045243	2229794	6033668	0.84781	6039440	1.02224	6045243	1.06576	6033668	37389.273540062	6039440	919836.828924714	6045243	2092210.25371566
52	6120560	72059	6126347	911450	6132151	1448829	6120560	0.84843	6126347	1.022	6132151	1.06618	6120560	84932.1688294851	6126347	891829.745596869	6132151	1358897.18434036	6137143	45663	6142930	945713	6148734	2044243	6137143	0.84772	6142930	1.02121	6148734	1.06632	6137143	53865.6631906762	6142930	926071.033381969	6148734	1917100.87028284	6153710	31332	6159482	941565	6165285	2334443	6153710	0.84764	6159482	1.02256	6165285	1.06589	6153710	36963.8053890803	6159482	920791.933969645	6165285	2190135.00455019
53	6240571	72186	6246358	912667	6252162	1473346	6240571	0.84769	6246358	1.022	6252162	1.06587	6240571	85156.1301891021	6246358	893020.547945206	6252162	1382294.27603742	6257138	44971	6262926	948873	6268745	2134518	6257138	0.84835	6262926	1.02243	6268745	1.0658	6257138	53009.9605115813	6262926	928056.688477451	6268745	2002737.84950272	6273721	31389	6279509	941021	6285296	2434931	6273721	0.84773	6279509	1.02145	6285296	1.0659	6273721	37027.1194837979	6279509	921259.973566988	6285296	2284389.71760953
54	6360582	72225	6366369	911951	6372173	1501186	6360582	0.84745	6366369	1.02063	6372173	1.0651	6360582	85226.2670364033	6366369	893517.729245662	6372173	1409431.97821801	6377149	44934	6382937	949090	6388756	2221861	6377149	0.84766	6382937	1.02091	6388756	1.0649	6377149	53009.4613406319	6382937	929650.997639361	6388756	2086450.37092685	6393732	32038	6399504	941371	6405307	2513903	6393732	0.84729	6399504	1.02072	6405307	1.06495	6393732	37812.3192767529	6399504	922261.73681323	6405307	2360583.12596836
55	6480593	72358	6486380	912394	6492184	1530307	6480593	0.84781	6486380	1.02167	6492184	1.06627	6480593	85346.9527370519	6486380	893041.784529251	6492184	1435196.52620818	6497160	45591	6502948	949315	6508767	2306755	6497160	0.84779	6502948	1.02192	6508767	1.06566	6497160	53776.2889394779	6502948	928952.364177235	6508767	2164625.6779836	6513743	31977	6519531	940563	6525334	2584966	6513743	0.8482	6519531	1.02196	6525334	1.06647	6513743	37699.8349445885	6519531	920352.068574112	6525334	2423852.52280889
56	6600604	73264	6606392	911510	6612195	1555607	6600604	0.84764	6606392	1.02145	6612195	1.0653	6600604	86432.9196356944	6606392	892368.691565911	6612195	1460252.51102976	6617171	46052	6622959	950429	6628778	2385536	6617171	0.84746	6622959	1.02206	6628778	1.06621	6617171	54341.207844618	6622959	929915.073479052	6628778	2237397.88596993	6633754	32539	6639526	939949	6645329	2634962	6633754	0.84768	6639526	1.02187	6645329	1.06522	6633754	38385.9475273688	6639526	919832.268292444	6645329	2473631.73804472
57	6720615	72486	6726403	913415	6732206	1577751	6720615	0.84714	6726403	1.02165	6732206	1.06523	6720615	85565.5499681281	6726403	894058.630646503	6732206	1481136.46818058	6737182	46394	6742970	949379	6748773	2455124	6737182	0.84811	6742970	1.02266	6748773	1.0666	6737182	54702.8097770336	6742970	928342.753212211	6748773	2301822.61391337	6753749	32612	6759521	942116	6765325	2679719	6753749	0.84795	6759521	1.02227	6765325	1.06608	6753749	38459.8148475736	6759521	921592.142975926	6765325	2513619.05297914
58	6840626	73703	6846414	913717	6852217	1600592	6840626	0.8482	6846414	1.02222	6852217	1.06581	6840626	86893.4213628861	6846414	893855.530120718	6852217	1501761.10188495	6857193	46377	6862981	948347	6868784	2509296	6857193	0.84768	6862981	1.02203	6868784	1.065	6857193	54710.5039637599	6862981	927905.247399783	6868784	2356146.47887324	6873760	32832	6879548	940957	6885336	2706088	6873760	0.84742	6879548	1.02118	6885336	1.06475	6873760	38743.4802105214	6879548	921440.882116767	6885336	2541524.30147922
59	6960637	74021	6966425	913480	6972228	1619562	6960637	0.84799	6966425	1.02194	6972228	1.066	6960637	87289.9444568922	6966425	893868.524570914	6972228	1519288.93058161	6977189	47134	6982976	948436	6988764	2561280	6977189	0.8479	6982976	1.02241	6988764	1.06556	6977189	55589.102488501	6982976	927647.421288915	6988764	2403693.83235106	6993756	33289	6999543	939358	7005347	2724647	6993756	0.84755	6999543	1.02182	7005347	1.06615	6993756	39276.7388354669	6999543	919298.898044665	7005347	2555594.42855133
60	7080648	74342	7086436	910647	7092254	1642636	7080648	0.84834	7086436	1.02272	7092254	1.06724	7080648	87632.3172312988	7086436	890416.731852315	7092254	1539143.96012143	7097215	47852	7102987	950382	7108790	2608386	7097215	0.84764	7102987	1.02184	7108790	1.06664	7097215	56453.2112689349	7102987	930069.286776795	7108790	2445423.01057526	7113767	33516	7119554	942807	7125358	2736504	7113767	0.84779	7119554	1.02208	7125358	1.06662	7113767	39533.375010321	7119554	922439.535065748	7125358	2565584.74433256
61	7200659	74861	7206462	914195	7212265	1659285	7200659	0.84839	7206462	1.0228	7212265	1.06594	7200659	88238.8995627011	7206462	893815.995307	7212265	1556640.14860123	7217257	48199	7223061	952574	7228864	2641005	7217257	0.84847	7223061	1.02237	7228864	1.0664	7217257	56806.9584074864	7223061	931731.173645549	7228864	2476561.32783196	7233840	34061	7239612	940789	7245415	2749148	7233840	0.84808	7239612	1.02254	7245415	1.06712	7233840	40162.4846712574	7239612	920051.049347703	7245415	2576231.35167554
62	7320670	75131	7326458	912894	7332261	1682782	7320670	0.84854	7326458	1.02246	7332261	1.06704	7320670	88541.4948028378	7326458	892840.79572795	7332261	1577056.15534563	7337237	48415	7343025	951225	7348828	2669430	7337237	0.84814	7343025	1.02253	7348828	1.06768	7337237	57083.7361756314	7343025	930266.104661966	7348828	2500215.42035067	7353820	33969	7359608	941864	7365395	2752542	7353820	0.84845	7359608	1.02215	7365395	1.06741	7353820	40036.5372149213	7359608	921453.798366189	7365395	2578711.08571214
63	7440681	75313	7446469	912675	7452287	1699759	7440681	0.84831	7446469	1.02252	7452287	1.06627	7440681	88780.0450307081	7446469	892574.228376951	7452287	1594116.87471278	7457264	49488	7463036	952796	7468839	2690160	7457264	0.84828	7463036	1.02281	7468839	1.0668	7457264	58339.2276135238	7463036	931547.403721121	7468839	2521709.78627672	7473815	34343	7479603	940480	7485406	2752744	7473815	0.84901	7479603	1.02264	7485406	1.06704	7473815	40450.6425130446	7479603	919658.922005789	7485406	2579794.57189984
64	7560692	75328	7566480	911971	7572283	1705155	7560692	0.84833	7566480	1.02216	7572283	1.06578	7560692	88795.6337745924	7566480	892199.851295296	7572283	1599912.7399651	7577275	49865	7583047	951431	7588850	2698899	7577275	0.84854	7583047	1.02195	7588850	1.06648	7577275	58765.6445188206	7583047	930995.645579529	7588850	2530660.67811867	7593826	34311	7599598	939472	7605402	2747715	7593826	0.84827	7599598	1.02258	7605402	1.06616	7593826	40448.2063493935	7599598	918727.14115277	7605402	2577206.98581826
65	7680703	76305	7686506	909864	7692309	1708224	7680703	0.84803	7686506	1.0219	7692309	1.06586	7680703	89979.1280968834	7686506	890365.006360701	7692309	1602672.02071567	7697270	50344	7703058	954924	7708861	2707437	7697270	0.84813	7703058	1.02234	7708861	1.06645	7697270	59358.8247084763	7703058	934057.162979048	7708861	2538737.86862957	7713853	34844	7719625	941050	7725428	2743319	7713853	0.8481	7719625	1.02207	7725428	1.06649	7713853	41084.7777384742	7719625	920729.499936404	7725428	2572287.59763336
66	7800714	76677	7806502	912481	7812305	1710920	7800714	0.8482	7806502	1.02201	7812305	1.06608	7800714	90399.6698891771	7806502	892829.815755227	7812305	1604870.17859823	7817281	51388	7823069	951342	7828872	2708239	7817281	0.84791	7823069	1.02311	7828872	1.06671	7817281	60605.4887900839	7823069	929853.094975125	7828872	2538870.92086884	7833848	35239	7839636	940739	7845439	2744375	7833848	0.84792	7839636	1.0225	7845439	1.06591	7833848	41559.3452212473	7839636	920038.141809291	7845439	2574677.97468829
67	7920725	76802	7926513	910798	7932316	1710310	7920725	0.84864	7926513	1.02243	7932316	1.06594	7920725	90500.0942684766	7926513	890816.975245249	7932316	1604508.69654952	7937292	51441	7943080	950914	7948883	2708018	7937292	0.84821	7943080	1.02236	7948883	1.06654	7937292	60646.5380035604	7943080	930116.592980946	7948883	2539068.38937124	7953875	35208	7959663	935545	7965450	2733475	7953875	0.84818	7959663	1.02219	7965450	1.0656	7953875	41510.0568275602	7959663	915235.915045148	7965450	2565198.01051051
68	8040736	77579	8046524	911220	8052327	1703642	8040736	0.84839	8046524	1.02222	8052327	1.06639	8040736	91442.6148351584	8046524	891412.807419147	8052327	1597578.7469875	8057303	52508	8063091	952172	8068910	2708776	8057303	0.84834	8063091	1.02347	8068910	1.06637	8057303	61894.9949312776	8063091	930336.99082533	8068910	2540183.98867185	8073886	35217	8079674	939150	8085477	2735012	8073886	0.84871	8079674	1.02321	8085477	1.06712	8073886	41494.7390745956	8079674	917846.776321576	8085477	2562984.48159532
69	8160747	77674	8166535	912481	8172338	1704162	8160747	0.84862	8166535	1.02292	8172338	1.06622	8160747	91529.7777568287	8166535	892035.545301686	8172338	1598321.17199077	8177314	53062	8183102	953134	8188889	2706014	8177314	0.84839	8183102	1.0232	8188889	1.06684	8177314	62544.348707552	8183102	931522.673964035	8188889	2536475.94765851	8193881	35665	8199669	940959	8205472	2734035	8193881	0.84876	8199669	1.02336	8205472	1.06679	8193881	42020.1234742448	8199669	919479.948405253	8205472	2562861.48164119
70	8280758	78725	8286561	911564	8292364	1698174	8280758	0.84855	8286561	1.02284	8292364	1.06676	8280758	92775.9118496258	8286561	891208.791208791	8292364	1591898.83385204	8297341	53922	8303113	952841	8308916	2706896	8297341	0.84868	8303113	1.02292	8308916	1.06691	8297341	63536.3152189282	8303113	931491.22120987	8308916	2537136.21580077	8313893	36116	8319680	939291	8325483	2734254	8313893	0.8481	8319680	1.02236	8325483	1.0668	8313893	42584.6008725386	8319680	918747.799209672	8325483	2563042.74465692
71	8400769	78366	8406557	910976	8412375	1688735	8400769	0.84801	8406557	1.02249	8412375	1.06587	8400769	92411.6460890792	8406557	890938.7866874	8412375	1584372.39062925	8417352	54736	8423139	952362	8428943	2696429	8417352	0.84804	8423139	1.02213	8428943	1.0661	8417352	64544.1252771096	8423139	931742.537641983	8428943	2529245.84935747	8433935	36081	8439707	936348	8445510	2725693	8433935	0.84819	8439707	1.02209	8445510	1.06654	8433935	42538.8179535246	8439707	916111.105675626	8445510	2555640.66982954
72	8520780	78624	8526568	910051	8532355	1682811	8520780	0.84852	8526568	1.02222	8532355	1.06637	8520780	92660.1612218922	8526568	890269.217976561	8532355	1578074.21439088	8537332	55133	8543119	953774	8548923	2698393	8537332	0.84872	8543119	1.02217	8548923	1.06617	8537332	64960.1753228391	8543119	933087.451206746	8548923	2530921.89800876	8553915	36593	8559687	938302	8565505	2724433	8553915	0.84832	8559687	1.02285	8565505	1.06716	8553915	43135.8449641645	8559687	917340.763552818	8565505	2552975.18647625
73	8640791	78763	8646563	910115	8652397	1670914	8640791	0.84881	8646563	1.02206	8652397	1.06609	8640791	92792.2621081278	8646563	890471.205213001	8652397	1567329.21235543	8657358	56184	8663146	954624	8668949	2691815	8657358	0.84845	8663146	1.02307	8668949	1.06681	8657358	66219.5768754788	8663146	933097.442012765	8668949	2523237.50246061	8673926	36846	8679713	938192	8685516	2721201	8673926	0.8482	8679713	1.02247	8685516	1.0676	8673926	43440.2263617071	8679713	917574.109753831	8685516	2548895.65380292
74	8760802	79613	8766590	908996	8772393	1664243	8760802	0.84876	8766590	1.02269	8772393	1.06709	8760802	93799.1894057213	8766590	888828.481749113	8772393	1559608.84274054	8777369	56909	8783157	951714	8788960	2687156	8777369	0.84833	8783157	1.02338	8788960	1.067	8777369	67083.5641790341	8783157	929971.271668393	8788960	2518421.74320525	8793937	37438	8799724	939103	8805527	2717964	8793937	0.84804	8799724	1.02259	8805527	1.06676	8793937	44146.5025234659	8799724	918357.308403172	8805527	2547868.31152274
75	8880813	80343	8886601	910914	8892388	1654377	8880813	0.8487	8886601	1.0227	8892388	1.06741	8880813	94665.9597030753	8886601	890695.218539161	8892388	1549898.35208589	8897380	57595	8903152	953276	8908940	2678543	8897380	0.84811	8903152	1.02288	8908940	1.06642	8897380	67909.8230182406	8903152	931952.917253246	8908940	2511714.89656983	8913916	36932	8919720	938187	8925538	2713256	8913916	0.84851	8919720	1.02304	8925538	1.06805	8913916	43525.7097736031	8919720	917057.984047545	8925538	2540382.94087355
76	9000824	80311	9006612	908069	9012415	1640644	9000824	0.84859	9006612	1.02303	9012415	1.06699	9000824	94640.5213353916	9006612	887626.951311301	9012415	1537637.65358626	9017391	58609	9023179	952770	9028982	2676483	9017391	0.84871	9023179	1.02324	9028982	1.06762	9017391	69056.5682035089	9023179	931130.526562683	9028982	2506962.21502033	9033974	37650	9039762	937791	9045565	2709822	9033974	0.84813	9039762	1.02233	9045565	1.06676	9033974	44391.7795620954	9039762	917307.523011161	9045565	2540235.85436274
77	9120835	80769	9126607	908944	9132426	1625509	9120835	0.84749	9126607	1.02297	9132426	1.06683	9120835	95303.7793956271	9126607	888534.36562167	9132426	1523681.37378964	9137402	59159	9143174	955956	9148978	2667579	9137402	0.84896	9143174	1.0234	9148978	1.06687	9137402	69684.0840557859	9143174	934098.104358022	9148978	2500378.67781454	9153970	37596	9159757	937039	9165560	2707486	9153970	0.84865	9159757	1.02273	9165560	1.06679	9153970	44300.9485653685	9159757	916213.467875197	9165560	2537974.67167859
78	9240846	81247	9246634	908413	9252437	1613732	9240846	0.84855	9246634	1.02312	9252437	1.06698	9240846	95748.0407754405	9246634	887885.096567363	9252437	1512429.47384206	9257429	59703	9263217	954342	9269004	2661167	9257429	0.84878	9263217	1.02313	9269004	1.06648	9257429	70339.7818044723	9263217	932767.097045341	9269004	2495280.73662891	9273981	37885	9279768	937941	9285571	2708832	9273981	0.84815	9279768	1.02301	9285571	1.06679	9273981	44667.8064021694	9279768	916844.410123068	9285571	2539236.40079116
79	9360857	81309	9366645	906640	9372448	1601622	9360857	0.84885	9366645	1.0223	9372448	1.06703	9360857	95787.2415621134	9366645	886862.956079429	9372448	1501009.34369231	9377424	60588	9383212	954522	9389015	2649043	9377424	0.84842	9383212	1.02279	9389015	1.0661	9377424	71412.7436882676	9383212	933253.160472824	9389015	2484797.86136385	9393992	38367	9399779	935966	9405582	2699259	9393992	0.84855	9399779	1.02245	9405582	1.06698	9393992	45214.7781509634	9399779	915414.934715634	9405582	2529812.18017208
80	9480868	81300	9486656	906811	9492459	1584627	9480868	0.84832	9486656	1.02242	9492459	1.06576	9480868	95836.4768012071	9486656	886926.11646877	9492459	1486851.63639093	9497451	61350	9503223	952430	9509026	2641916	9497451	0.84779	9503223	1.02237	9509026	1.06628	9497451	72364.6185965864	9503223	931590.324442228	9509026	2477694.41422516	9514003	38077	9519790	935794	9525593	2698162	9514003	0.84793	9519790	1.02299	9525593	1.06664	9514003	44905.8294906419	9519790	914763.585176786	9525593	2529590.11475287
81	9600879	81949	9606667	908812	9612470	1574509	9600879	0.84853	9606667	1.02208	9612470	1.06658	9600879	96577.6106914311	9606667	889178.929242329	9612470	1476222.13054811	9617431	62084	9623218	952379	9629022	2637074	9617431	0.84807	9623218	1.02166	9629022	1.06639	9617431	73206.221184572	9623218	932187.811992248	9629022	2472898.28299215	9633998	38564	9639786	935356	9645589	2690826	9633998	0.84847	9639786	1.02235	9645589	1.066	9633998	45451.223967848	9639786	914907.810436739	9645589	2524227.01688555
82	9720890	81880	9726678	906001	9732481	1561495	9720890	0.84857	9726678	1.02269	9732481	1.06744	9720890	96491.7449355976	9726678	885899.930575248	9732481	1462841.00277299	9737457	63134	9743245	951877	9749048	2628471	9737457	0.84882	9743245	1.02235	9749048	1.06686	9737457	74378.549044556	9743245	931067.638284345	9749048	2463745.00871717	9754025	38647	9759812	937653	9765615	2693599	9754025	0.84913	9759812	1.02362	9765615	1.06692	9754025	45513.6433761615	9759812	916016.685879526	9765615	2524649.45825366
83	9840901	82547	9846689	906483	9852492	1544940	9840901	0.84907	9846689	1.02303	9852492	1.06588	9840901	97220.4882989624	9846689	886076.654643559	9852492	1449450.21953691	9857468	63504	9863256	955212	9869044	2631164	9857468	0.8486	9863256	1.02278	9869044	1.06738	9857468	74833.8439783172	9863256	933936.917030056	9869044	2465067.73595158	9874036	38869	9879823	935600	9885626	2685574	9874036	0.84886	9879823	1.0229	9885626	1.06681	9874036	45789.6472916618	9879823	914654.413921205	9885626	2517387.3510747
84	9960912	82389	9966700	904617	9972503	1532144	9960912	0.84853	9966700	1.02213	9972503	1.06684	9960912	97096.1545260627	9966700	885031.258254821	9972503	1436151.62536088	9977479	64149	9983251	954297	9989055	2623492	9977479	0.84894	9983251	1.02322	9989055	1.06739	9977479	75563.6440737861	9983251	932641.074255781	9989055	2457857.01571122	9994031	39146	9999819	934532	10005622	2685381	9994031	0.8484	9999819	1.02306	10005622	1.06655	9994031	46140.9712399811	9999819	913467.440814811	10005622	2517820.0740706
85	10080923	83443	10086711	905438	10092514	1517195	10080923	0.84834	10086711	1.02371	10092514	1.06772	10080923	98360.327227291	10086711	884467.280772875	10092514	1420967.10748136	10097490	64297	10103278	953931	10109081	2614047	10097490	0.84898	10103278	1.02441	10109081	1.06702	10097490	75734.4107046102	10103278	931200.398278033	10109081	2449857.54718749	10114058	39153	10119845	936254	10125648	2683628	10114058	0.84971	10119845	1.02396	10125648	1.0677	10114058	46078.0736957315	10119845	914346.263525919	10125648	2513466.3294933
86	10200934	82873	10206722	906893	10212525	1503711	10200934	0.84836	10206722	1.02285	10212525	1.06684	10200934	97686.1238153614	10206722	886633.426211077	10212525	1409500.01874695	10217501	65360	10223289	951003	10229092	2604728	10217501	0.84917	10223289	1.02235	10229092	1.06702	10217501	76969.2758811545	10223289	930212.745145987	10229092	2441123.87771551	10234084	39701	10239856	934864	10245675	2679262	10234084	0.84909	10239856	1.023	10245675	1.06691	10234084	46757.1164423088	10239856	913845.552297165	10245675	2511235.24945872
87	10320945	84318	10326733	905805	10332536	1487859	10320945	0.84864	10326733	1.0236	10332536	1.06695	10320945	99356.6176470588	10326733	884920.867526378	10332536	1394497.39912836	10337512	66137	10343300	952323	10349103	2596809	10337512	0.84914	10343300	1.02332	10349103	1.06808	10337512	77887.0386508703	10343300	930620.920142282	10349103	2431286.98224852	10354095	39685	10359883	935530	10365686	2673886	10354095	0.8485	10359883	1.02321	10365686	1.06674	10354095	46770.7719505009	10359883	914308.890648059	10365686	2506595.79653899
88	10440956	83558	10446728	902223	10452547	1471257	10440956	0.8485	10446728	1.0233	10452547	1.06681	10440956	98477.3129051267	10446728	881679.859278804	10452547	1379118.11850283	10457523	66226	10463311	952444	10469114	2583325	10457523	0.84915	10463311	1.0236	10469114	1.06744	10457523	77990.9321085792	10463311	930484.564282923	10469114	2420112.60586075	10474106	39761	10479878	934136	10485682	2671087	10474106	0.8486	10479878	1.02308	10485682	1.06716	10474106	46854.8197030403	10479878	913062.517105212	10485682	2502986.43127554
89	10560967	84027	10566755	903219	10572558	1461471	10560967	0.84896	10566755	1.02292	10572558	1.06712	10560967	98976.3946475688	10566755	882981.073788762	10572558	1369547.00502287	10577534	67408	10583306	953260	10589125	2573007	10577534	0.84874	10583306	1.02342	10589125	1.06766	10577534	79421.2597497467	10583306	931445.545328409	10589125	2409949.79675177	10594117	40297	10599905	933333	10605693	2666476	10594117	0.84854	10599905	1.02346	10605693	1.06653	10594117	47489.8060197516	10599905	911938.913098705	10605693	2500141.58064002
90	10680978	84074	10686766	903902	10692569	1446664	10680978	0.84893	10686766	1.02355	10692569	1.06721	10680978	99035.256145972	10686766	883104.880074251	10692569	1355557.01314643	10697545	67244	10703333	950855	10709136	2559309	10697545	0.84904	10703333	1.02391	10709136	1.06702	10697545	79200.0376896259	10703333	928650.955650399	10709136	2398557.66527338	10714113	40058	10719900	933032	10725704	2666170	10714113	0.84932	10719900	1.02363	10725704	1.06703	10714113	47164.7906560543	10719900	911493.41070504	10725704	2498683.26101422
