HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/25/2025 10:29 PM
Export Time Stamp:	10/3/2025 11:42 AM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
40	4680429	65195	4686201	77455	4692004	1618232	4680429	0.83997	4686201	1.00629	4692004	1.0637	4680429	77615.8672333536	4686201	76970.8533325383	4692004	1521323.68148914	4696981	49540	4702768	88237	4708556	1756219	4696981	0.84119	4702768	1.0066	4708556	1.06445	4696981	58892.7590675115	4702768	87658.454202265	4708556	1649883.97764104	4713548	31193	4719320	85851	4725139	1843437	4713548	0.84105	4719320	1.0056	4725139	1.06371	4713548	37088.1636050175	4719320	85372.9116945107	4725139	1733025.91871845
41	4800440	61272	4806228	90017	4812031	1512237	4800440	0.84053	4806228	1.00669	4812031	1.06298	4800440	72896.8626937766	4806228	89418.7883062313	4812031	1422639.18418032	4817007	46246	4822795	102373	4828598	1663924	4817007	0.8401	4822795	1.00571	4828598	1.06357	4817007	55048.2085466016	4822795	101791.768999016	4828598	1564470.60372143	4833574	29513	4839346	99328	4845150	1751404	4833574	0.83999	4839346	1.0055	4845150	1.06318	4833574	35134.9420826438	4839346	98784.6842366982	4845150	1647325.94668824
42	4920451	58085	4926239	101679	4932042	1438205	4920451	0.84012	4926239	1.00564	4932042	1.06314	4920451	69138.9325334476	4926239	101108.746668788	4932042	1352789.84893805	4937003	43116	4942790	116116	4948578	1603566	4937003	0.8404	4942790	1.00555	4948578	1.06191	4937003	51304.1408852927	4942790	115475.113122172	4948578	1510077.1251801	4953570	28518	4959357	114317	4965145	1697374	4953570	0.84068	4959357	1.00538	4965145	1.0631	4953570	33922.5388970833	4959357	113705.265670692	4965145	1596626.84601637
43	5040462	55529	5046250	115482	5052053	1387826	5040462	0.84138	5046250	1.00593	5052053	1.0629	5040462	65997.5278708788	5046250	114801.228713728	5052053	1305697.61971963	5057045	41528	5062817	130072	5068620	1571392	5057045	0.83986	5062817	1.00557	5068620	1.06218	5057045	49446.3362941443	5062817	129351.512077727	5068620	1479402.73776573	5073596	27806	5079368	129623	5085172	1666411	5073596	0.84088	5079368	1.0061	5085172	1.06351	5073596	33067.7385596042	5079368	128837.093728258	5085172	1566897.34934321
44	5160473	53222	5166261	126634	5172064	1362031	5160473	0.84135	5166261	1.00611	5172064	1.06406	5160473	63257.8593926428	5166261	125864.965063462	5172064	1280032.14104468	5177040	39811	5182812	143670	5188615	1566240	5177040	0.84169	5182812	1.00642	5188615	1.06481	5177040	47298.8867635353	5182812	142753.52238628	5188615	1470910.30324659	5193592	27401	5199379	145519	5205183	1661119	5193592	0.84165	5199379	1.00696	5205183	1.06353	5193592	32556.2882433316	5199379	144513.188210058	5205183	1561892.00116593
45	5280484	50530	5286272	138498	5292075	1345421	5280484	0.84082	5286272	1.00611	5292075	1.06372	5280484	60096.0966675388	5286272	137656.916241763	5292075	1264826.27007107	5297051	38567	5302839	155919	5308642	1573691	5297051	0.84194	5302839	1.00635	5308642	1.06391	5297051	45807.3021830534	5302839	154935.161723059	5308642	1479158.01148593	5313634	26764	5319406	159797	5325209	1682872	5313634	0.84111	5319406	1.00609	5325209	1.06271	5313634	31819.8570936025	5319406	158829.726962797	5325209	1583566.54214226
46	5400495	52132	5406283	874432	5412086	1322800	5400495	0.84097	5406283	1.00596	5412086	1.06402	5400495	61990.3207010952	5406283	869251.262475645	5412086	1243209.71410312	5417078	40482	5422850	930327	5428669	1531803	5417078	0.84109	5422850	1.00609	5428669	1.06423	5417078	48130.4022161719	5422850	924695.603773022	5428669	1439353.33527527	5433645	28300	5439417	931712	5445236	1689268	5433645	0.84027	5439417	1.00598	5445236	1.06363	5433645	33679.6505885013	5439417	926173.482574206	5445236	1588210.18587291
47	5520506	50198	5526294	893132	5532097	1327932	5520506	0.84049	5526294	1.00621	5532097	1.06322	5520506	59724.6844102845	5526294	887619.880541835	5532097	1248971.9907451	5537058	39540	5542845	945454	5548648	1547186	5537058	0.84021	5542845	1.00575	5548648	1.06346	5537058	47059.6636555147	5542845	940048.7198608	5548648	1454860.54952702	5553625	28280	5559412	945156	5565200	1735293	5553625	0.84098	5559412	1.00638	5565200	1.06383	5553625	33627.4346595638	5559412	939164.132832529	5565200	1631175.09376498
48	5640517	48932	5646320	897442	5652123	1345056	5640517	0.84065	5646320	1.00651	5652123	1.06424	5640517	58207.3395586748	5646320	891637.440263882	5652123	1263865.29354281	5657100	38608	5662887	949435	5668691	1580421	5657100	0.84091	5662887	1.00657	5668691	1.0646	5657100	45912.1665814415	5662887	943237.926820788	5668691	1484520.94683449	5673667	28010	5679439	949686	5685242	1804327	5673667	0.84185	5679439	1.00691	5685242	1.06445	5673667	33271.9605630457	5679439	943168.704253608	5685242	1695079.14885622
49	5760528	47826	5766331	902106	5772134	1371935	5760528	0.84084	5766331	1.00617	5772134	1.06427	5760528	56878.835450264	5766331	896574.137571186	5772134	1289085.47642985	5777111	37970	5782914	954749	5788717	1622507	5777111	0.84094	5782914	1.00657	5788717	1.06327	5777111	45151.8538778034	5782914	948517.241721887	5788717	1525959.5399099	5793694	28242	5799481	951871	5805284	1885549	5793694	0.84091	5799481	1.00603	5805284	1.0639	5793694	33585.0447729246	5799481	946165.62130354	5805284	1772299.08826018
50	5880539	47119	5886327	905767	5892130	1401678	5880539	0.84035	5886327	1.00651	5892130	1.06331	5880539	56070.6848337003	5886327	899908.595046249	5892130	1318221.4029775	5897091	37103	5902894	955873	5908713	1675506	5897091	0.84055	5902894	1.00661	5908713	1.06298	5897091	44141.3360299804	5902894	949596.16932079	5908713	1576234.73630736	5913689	27860	5919461	953951	5925249	1978999	5913689	0.84073	5919461	1.00591	5925249	1.06186	5913689	33137.8682811366	5919461	948346.273523476	5925249	1863709.90526058
51	6000550	46350	6006338	907647	6012141	1435764	6000550	0.83985	6006338	1.00577	6012141	1.06242	6000550	55188.426504733	6006338	902439.921652068	6012141	1351409.04726944	6017117	36453	6022905	955096	6028724	1735307	6017117	0.84062	6022905	1.00605	6028724	1.06371	6017117	43364.4214984178	6022905	949352.417871875	6028724	1631372.27251789	6033684	27649	6039472	956657	6045260	2086071	6033684	0.83988	6039472	1.00678	6045260	1.06359	6033684	32920.1790732009	6039472	950214.545382308	6045260	1961348.82802584
52	6120561	45723	6126349	905771	6132152	1479347	6120561	0.83972	6126349	1.00535	6132152	1.0629	6120561	54450.2929547945	6126349	900950.912617496	6132152	1391802.61548593	6137128	35823	6142900	962157	6148703	1797883	6137128	0.84087	6142900	1.00647	6148703	1.06365	6137128	42602.3047557886	6142900	955971.86205252	6148703	1690295.67996991	6153680	27752	6159468	955269	6165271	2192612	6153680	0.83967	6159468	1.00606	6165271	1.06358	6153680	33051.0795907916	6159468	949514.939466831	6165271	2061539.32943455
53	6240572	45362	6246360	907168	6252178	1522435	6240572	0.83941	6246360	1.00585	6252178	1.06216	6240572	54040.3378563515	6246360	901891.93219665	6252178	1433338.66837388	6257139	35681	6262927	961188	6268730	1869185	6257139	0.84021	6262927	1.00558	6268730	1.06276	6257139	42466.7642613156	6262927	955854.332822848	6268730	1758802.55184614	6273722	27401	6279494	958300	6285282	2302689	6273722	0.84059	6279494	1.00548	6285282	1.06242	6273722	32597.3423428782	6279494	953077.137287664	6285282	2167399.89834529
54	6360583	44984	6366386	907774	6372189	1570703	6360583	0.84015	6366386	1.00527	6372189	1.06209	6360583	53542.8197345712	6366386	903015.110368359	6372189	1478879.37933697	6377150	35380	6382938	958787	6388726	1941970	6377150	0.83975	6382938	1.00511	6388726	1.06265	6377150	42131.5867817803	6382938	953912.507088776	6388726	1827478.47362725	6393718	27850	6399490	959353	6405293	2408183	6393718	0.83997	6399490	1.00528	6405293	1.06321	6393718	33155.9460456921	6399490	954314.220913576	6405293	2265011.61576735
55	6480594	45307	6486382	910377	6492185	1623116	6480594	0.83999	6486382	1.0048	6492185	1.06308	6480594	53937.546875558	6486382	906028.065286624	6492185	1526805.13225722	6497146	35155	6502933	965726	6508752	2021169	6497146	0.83999	6502933	1.00601	6508752	1.06269	6497146	41851.6887105799	6502933	959956.660470572	6508752	1901936.59486774	6513729	28311	6519516	959503	6525319	2505122	6513729	0.84031	6519516	1.00593	6525319	1.06305	6513729	33691.1377943854	6519516	953846.689133439	6525319	2356542.02530455
56	6600605	44991	6606393	909506	6612196	1673114	6600605	0.83993	6606393	1.00446	6612196	1.06249	6600605	53565.1780505518	6606393	905467.614439599	6612196	1574710.35021506	6617172	34952	6622960	962913	6628763	2095904	6617172	0.83955	6622960	1.0053	6628763	1.06287	6617172	41631.8265737598	6622960	957836.46672635	6628763	1971928.83419421	6633740	28259	6639527	959545	6645330	2587801	6633740	0.8398	6639527	1.00501	6645330	1.06267	6633740	33649.6784948797	6639527	954761.644162745	6645330	2435187.78171963
57	6720616	45213	6726404	911286	6732207	1727954	6720616	0.84056	6726404	1.00511	6732207	1.06275	6720616	53789.1405729514	6726404	906653.003153884	6732207	1625927.07598212	6737199	35228	6742987	962369	6748790	2167593	6737199	0.83985	6742987	1.00505	6748790	1.06254	6737199	41945.585521224	6742987	957533.456046963	6748790	2040010.72900785	6753766	27959	6759554	958114	6765341	2653632	6753766	0.83996	6759554	1.00512	6765341	1.06272	6753766	33286.1088623268	6759554	953233.444762814	6765341	2497018.9701897
58	6840627	45062	6846415	908520	6852218	1778620	6840627	0.84025	6846415	1.00538	6852218	1.0625	6840627	53629.2770008926	6846415	903658.318247827	6852218	1673995.29411765	6857194	35168	6862982	964303	6868785	2234046	6857194	0.84009	6862982	1.00586	6868785	1.06296	6857194	41862.1814329417	6862982	958685.105283041	6868785	2101721.60758636	6873762	28247	6879549	958088	6885352	2709121	6873762	0.84009	6879549	1.0052	6885352	1.06287	6873762	33623.7784046947	6879549	953131.715081576	6885352	2548873.3335215
59	6960638	44733	6966426	911206	6972229	1835132	6960638	0.84008	6966426	1.00543	6972229	1.06184	6960638	53248.5001428435	6966426	906284.873138856	6972229	1728256.61116552	6977205	35276	6982993	967138	6988796	2300438	6977205	0.84015	6982993	1.00561	6988796	1.06228	6977205	41987.740284473	6982993	961742.623880033	6988796	2165566.51730241	6993773	28305	6999560	960529	7005348	2756998	6993773	0.83995	6999560	1.00508	7005348	1.06315	6993773	33698.4344306209	6999560	955674.175190035	7005348	2593235.19729107
60	7080649	45349	7086437	914509	7092240	1897447	7080649	0.84051	7086437	1.00613	7092240	1.0621	7080649	53954.1468870091	7086437	908937.21487283	7092240	1786505.03719047	7097216	35241	7103004	966577	7108807	2358007	7097216	0.8397	7103004	1.00524	7108807	1.06277	7097216	41968.5602000715	7103004	961538.538060563	7108807	2218736.88568552	7113784	28714	7119571	961638	7125359	2786826	7113784	0.83984	7119571	1.00562	7125359	1.06344	7113784	34189.8456848924	7119571	956263.797458285	7125359	2620576.6192733
61	7200660	45027	7206448	915661	7212251	1953782	7200660	0.84024	7206448	1.00501	7212251	1.06228	7200660	53588.2604970009	7206448	911096.407000925	7212251	1839234.47678578	7217212	35566	7222999	967981	7228787	2415650	7217212	0.84006	7222999	1.00497	7228787	1.06269	7217212	42337.4520867557	7222999	963193.926186851	7228787	2273146.44910557	7233779	29034	7239567	962168	7245370	2809471	7233779	0.83918	7239567	1.00592	7245370	1.06326	7233779	34598.0600109631	7239567	956505.487513918	7245370	2642317.96550232
62	7320671	45719	7326459	913434	7332278	2006185	7320671	0.84002	7326459	1.00507	7332278	1.06307	7320671	54426.0850932121	7326459	908826.250907897	7332278	1887161.71089392	7337254	35740	7343026	964486	7348829	2457570	7337254	0.83961	7343026	1.00456	7348829	1.06161	7337254	42567.3824751968	7343026	960107.907939794	7348829	2314946.16667138	7353806	29032	7359593	960826	7365381	2820018	7353806	0.83964	7359593	1.00464	7365381	1.06181	7353806	34576.7233576295	7359593	956388.358018793	7365381	2655859.33453254
63	7440682	45316	7446470	911993	7452289	2048880	7440682	0.84032	7446470	1.00545	7452289	1.06235	7440682	53927.0753998477	7446470	907049.579790144	7452289	1928629.9242246	7457249	35594	7463037	966117	7468840	2500806	7457249	0.84014	7463037	1.004	7468840	1.06245	7457249	42366.7483990763	7463037	962267.928286852	7468840	2353810.53226034	7473832	29275	7479604	960267	7485407	2824780	7473832	0.84042	7479604	1.00527	7485407	1.06235	7473832	34833.7735893958	7479604	955232.922498433	7485407	2658991.85767403
64	7560693	45537	7566481	914370	7572284	2091874	7560693	0.83972	7566481	1.00565	7572284	1.063	7560693	54228.7905492307	7566481	909232.834485159	7572284	1967896.51928504	7577260	35990	7583048	969226	7588851	2535810	7577260	0.84081	7583048	1.00559	7588851	1.06272	7577260	42803.9628453515	7583048	963838.144770732	7588851	2386150.63233966	7593828	29100	7599615	962827	7605418	2836014	7593828	0.84038	7599615	1.00489	7605418	1.06289	7593828	34627.1924605536	7599615	958141.687149838	7605418	2668210.25694098
65	7680704	45633	7686492	916066	7692295	2130972	7680704	0.83974	7686492	1.00428	7692295	1.06227	7680704	54341.8200871698	7686492	912161.946867407	7692295	2006054.9577791	7697287	36369	7703059	967650	7708878	2564757	7697287	0.83968	7703059	1.00512	7708878	1.06289	7697287	43312.9287347561	7703059	962720.869149952	7708878	2413003.22705078	7713854	29227	7719626	960766	7725429	2836449	7713854	0.84013	7719626	1.00522	7725429	1.06286	7713854	34788.6636591956	7719626	955776.84486978	7725429	2668694.84221817
66	7800715	46398	7806503	912996	7812306	2167539	7800715	0.83952	7806503	1.00466	7812306	1.06261	7800715	55267.2955974843	7806503	908761.172934127	7812306	2039825.52394576	7817282	36484	7823054	968405	7828858	2582899	7817282	0.83958	7823054	1.00547	7828858	1.06211	7817282	43455.0608637652	7823054	963136.642565168	7828858	2431856.39905471	7833834	29713	7839622	962720	7845409	2835895	7833834	0.83951	7839622	1.00518	7845409	1.06297	7833834	35393.2651189384	7839622	957758.809367477	7845409	2667897.49475526
67	7920726	46245	7926514	916691	7932317	2216160	7920726	0.83988	7926514	1.00531	7932317	1.06248	7920726	55061.4373481926	7926514	911849.081377884	7932317	2085836.90987124	7937293	37057	7943081	970757	7948900	2593856	7937293	0.83993	7943081	1.00537	7948900	1.06137	7937293	44119.1527865417	7943081	965571.879009718	7948900	2443875.36862734	7953876	29638	7959648	960918	7965451	2832583	7953876	0.83956	7959648	1.00507	7965451	1.06248	7953876	35301.8247653533	7959648	956070.721442288	7965451	2666010.6543182
68	8040737	46729	8046525	916748	8052328	2259922	8040737	0.83936	8046525	1.00436	8052328	1.06141	8040737	55672.1788028975	8046525	912768.330080848	8052328	2129169.68937545	8057304	37177	8063076	969468	8068895	2610791	8057304	0.83917	8063076	1.00463	8068895	1.06239	8057304	44302.1080353206	8063076	965000.049769567	8068895	2457469.47919314	8073872	29378	8079659	960705	8085463	2829040	8073872	0.83989	8079659	1.00578	8085463	1.06282	8073872	34978.3900272655	8079659	955184.036270358	8085463	2661824.203534
69	8160748	47076	8166536	917486	8172339	2272294	8160748	0.84038	8166536	1.00556	8172339	1.06333	8160748	56017.5158856708	8166536	912412.983810016	8172339	2136960.3039508	8177315	37457	8183103	969577	8188906	2624057	8177315	0.83978	8183103	1.00524	8188906	1.06303	8177315	44603.3484960347	8183103	964522.900003979	8188906	2468469.37527633	8193883	29954	8199670	963054	8205474	2828018	8193883	0.8405	8199670	1.00483	8205474	1.06247	8193883	35638.3105294468	8199670	958424.808176508	8205474	2661739.15498791
70	8280759	47096	8286547	916182	8292350	2290822	8280759	0.83989	8286547	1.00487	8292350	1.06195	8280759	56074.0096917454	8286547	911741.817349508	8292350	2157184.42487876	8297326	37817	8303114	972224	8308917	2637545	8297326	0.8403	8303114	1.00547	8308917	1.06316	8297326	45004.1651791027	8303114	966934.86628144	8308917	2480854.24583318	8313894	30308	8319681	961233	8325485	2829562	8313894	0.84004	8319681	1.0051	8325485	1.06322	8313894	36079.2343221751	8319681	956355.586508805	8325485	2661313.74503866
71	8400770	47379	8406558	920010	8412361	2301107	8400770	0.83945	8406558	1.00577	8412361	1.06282	8400770	56440.5265352314	8406558	914731.996380882	8412361	2165095.68882784	8417337	38212	8423109	970180	8428928	2639389	8417337	0.84064	8423109	1.00536	8428928	1.06317	8417337	45455.8431671108	8423109	965007.559481181	8428928	2482565.34702823	8433905	30407	8439692	963485	8445496	2823661	8433905	0.84044	8439692	1.00596	8445496	1.06306	8433905	36179.8581695302	8439692	957776.651159092	8445496	2656163.33979267
72	8520781	47749	8526569	917944	8532372	2309055	8520781	0.84001	8526569	1.00491	8532372	1.06293	8520781	56843.370912251	8526569	913458.91671891	8532372	2172349.07284581	8537333	38570	8543136	968863	8548955	2645063	8537333	0.84001	8543136	1.00409	8548955	1.06221	8537333	45916.1200461899	8543136	964916.491549562	8548955	2490150.72349159	8553931	30429	8559703	961114	8565507	2816505	8553931	0.83965	8559703	1.00499	8565507	1.06252	8553931	36240.100041684	8559703	956341.854147803	8565507	2650778.3382901
73	8640792	47912	8646564	919104	8652383	2315426	8640792	0.84008	8646564	1.0055	8652383	1.06177	8640792	57032.6635558518	8646564	914076.578816509	8652383	2180722.755399	8657360	38855	8663147	971400	8668950	2644770	8657360	0.83931	8663147	1.00557	8668950	1.06223	8657360	46293.9795784633	8663147	966019.272651332	8668950	2489828.00335144	8673927	30978	8679714	962126	8685518	2815022	8673927	0.83953	8679714	1.00395	8685518	1.06136	8673927	36899.2174192703	8679714	958340.554808507	8685518	2652278.20909022
74	8760803	48365	8766591	917246	8772394	2321892	8760803	0.83908	8766591	1.00371	8772394	1.06237	8760803	57640.5110358965	8766591	913855.595739805	8772394	2185577.52948596	8777371	38950	8783158	972933	8788961	2644617	8777371	0.83925	8783158	1.00408	8788961	1.06253	8777371	46410.4855525767	8783158	968979.563381404	8788961	2488981.01700658	8793953	30479	8799725	960992	8805529	2818505	8793953	0.83925	8799725	1.00481	8805529	1.06252	8793953	36316.9496574322	8799725	956391.755655298	8805529	2652660.65579942
75	8880814	48667	8886602	918306	8892405	2326456	8880814	0.8396	8886602	1.00475	8892405	1.06222	8880814	57964.5069080515	8886602	913964.667827818	8892405	2190182.82465026	8897382	39815	8903169	970786	8908972	2646010	8897382	0.84025	8903169	1.00509	8908972	1.06285	8897382	47384.7069324606	8903169	965869.723109373	8908972	2489542.26842922	8913949	31261	8919736	962732	8925540	2817297	8913949	0.84067	8919736	1.00465	8925540	1.06256	8913949	37185.8160752733	8919736	958276.016523167	8925540	2651423.91959042
76	9000825	48527	9006597	920210	9012416	2326158	9000825	0.84053	9006597	1.00545	9012416	1.06276	9000825	57733.8108098462	9006597	915222.03988264	9012416	2188789.56678836	9017408	40424	9023196	970183	9029015	2638742	9017408	0.84006	9023196	1.00498	9029015	1.06277	9017408	48120.3723543556	9023196	965375.430356823	9029015	2482890.93595039	9033975	31236	9039779	962034	9045597	2815075	9033975	0.83959	9039779	1.00512	9045597	1.06294	9033975	37203.8733191201	9039779	957133.476599809	9045597	2648385.60972397
77	9120836	49433	9126624	920980	9132427	2327636	9120836	0.84008	9126624	1.00558	9132427	1.06395	9120836	58843.2054090087	9126624	915869.448477495	9132427	2187730.62643921	9137404	40473	9143191	970365	9148994	2634187	9137404	0.84001	9143191	1.00512	9148994	1.0624	9137404	48181.5692670325	9143191	965422.039159503	9148994	2479468.18524096	9153986	30989	9159758	960683	9165562	2811571	9153986	0.84026	9159758	1.00488	9165562	1.06305	9153986	36880.2513507724	9159758	956017.633946342	9165562	2644815.38968064
78	9240847	49736	9246651	920042	9252438	2321793	9240847	0.84046	9246651	1.00496	9252438	1.06269	9240847	59177.117292911	9246651	915501.114472218	9252438	2184826.24283658	9257415	40936	9263202	970647	9269005	2634746	9257415	0.84022	9263202	1.00468	9269005	1.06282	9257415	48720.5731832139	9263202	966125.532507863	9269005	2479014.32039292	9273982	31218	9279769	962710	9285573	2811989	9273982	0.84005	9279769	1.00463	9285573	1.06295	9273982	37162.0736860901	9279769	958273.195106656	9285573	2645457.45331389
79	9360858	49333	9366646	919057	9372449	2322525	9360858	0.83956	9366646	1.00428	9372449	1.06184	9360858	58760.5412358855	9366646	915140.199944239	9372449	2187264.55963234	9377426	41271	9383213	970929	9389016	2624461	9377426	0.8401	9383213	1.00493	9389016	1.06252	9377426	49126.2944887514	9383213	966165.802593216	9389016	2470034.44641042	9393993	31471	9399780	963408	9405568	2810849	9393993	0.84032	9399780	1.00423	9405568	1.06316	9393993	37451.209063214	9399780	959349.949712715	9405568	2643862.63591557
80	9480869	50206	9486657	919277	9492460	2318651	9480869	0.83982	9486657	1.00444	9492460	1.06259	9480869	59781.8580171942	9486657	915213.452271913	9492460	2182074.93012357	9497437	41972	9503224	968389	9509027	2618394	9497437	0.83979	9503224	1.00549	9509027	1.06261	9497437	49979.1614570309	9503224	963101.572367701	9509027	2464115.71507891	9514004	31306	9519776	960733	9525579	2805940	9514004	0.83986	9519776	1.00452	9525579	1.06222	9514004	37275.260162408	9519776	956410.026679409	9525579	2641580.84012728
81	9600880	50670	9606668	919670	9612487	2314100	9600880	0.83994	9606668	1.00412	9612487	1.06185	9600880	60325.7375526823	9606668	915896.506393658	9612487	2179309.69534303	9617448	42447	9623235	969514	9629023	2611690	9617448	0.83938	9623235	1.00428	9629023	1.06262	9617448	50569.4679406228	9623235	965382.164336639	9629023	2457783.59150025	9633999	31453	9639787	960347	9645574	2803428	9633999	0.83959	9639787	1.00376	9645574	1.06216	9633999	37462.3328052978	9639787	956749.621423448	9645574	2639365.06740981
82	9720891	50739	9726679	918653	9732482	2302825	9720891	0.83965	9726679	1.00454	9732482	1.0619	9720891	60428.7500744358	9726679	914501.164712207	9732482	2168589.32102835	9737459	43107	9743231	968786	9749034	2604655	9737459	0.84015	9743231	1.0046	9749034	1.06229	9737459	51308.694875915	9743231	964349.99004579	9749034	2451924.61568875	9754026	31999	9759813	959326	9765617	2799464	9754026	0.83934	9759813	1.00424	9765617	1.06159	9754026	38124.0021921986	9759813	955275.63132319	9765617	2637048.20128298
83	9840902	50986	9846690	920770	9852509	2301788	9840902	0.8399	9846690	1.00557	9852509	1.06268	9840902	60704.845814978	9846690	915669.719661486	9852509	2166021.75631422	9857470	43582	9863257	969589	9869060	2595757	9857470	0.83993	9863257	1.00459	9869060	1.06234	9857470	51887.6573047754	9863257	965158.920554654	9869060	2443433.36408306	9874037	32139	9879824	960743	9885628	2798536	9874037	0.83983	9879824	1.00495	9885628	1.06209	9874037	38268.4590929117	9879824	956010.746803324	9885628	2634933.00944364
84	9960913	51144	9966701	921246	9972520	2296140	9960913	0.84016	9966701	1.0057	9972520	1.06309	9960913	60874.1192153876	9966701	916024.659441185	9972520	2159873.57608481	9977496	43805	9983284	971843	9989071	2592294	9977496	0.84008	9983284	1.00574	9989071	1.06331	9977496	52143.8434434816	9983284	966296.45832919	9989071	2437947.54116862	9994048	32386	9999835	959689	10005639	2800900	9994048	0.84039	9999835	1.00506	10005639	1.06296	9994048	38536.8697866467	9999835	954857.421447476	10005639	2635000.37630767
85	10080924	51407	10086712	919580	10092515	2285846	10080924	0.83982	10086712	1.00501	10092515	1.06265	10080924	61211.9263651735	10086712	914995.870687854	10092515	2151080.78859455	10097492	44524	10103279	969827	10109082	2582974	10097492	0.83962	10103279	1.00446	10109082	1.06213	10097492	53028.7511016889	10103279	965520.777333095	10109082	2431881.21981302	10114059	32352	10119846	961196	10125634	2799001	10114059	0.83919	10119846	1.0047	10125634	1.06184	10114059	38551.4603367533	10119846	956699.512292227	10125634	2635991.29812401
86	10200935	51617	10206723	919017	10212526	2277632	10200935	0.8396	10206723	1.00528	10212526	1.06305	10200935	61478.0848022868	10206723	914190.076396626	10212526	2142544.56516627	10217503	45006	10223290	970234	10229078	2574735	10217503	0.83957	10223290	1.00444	10229078	1.06262	10217503	53606.012601689	10223290	965945.20329736	10229078	2423006.34281305	10234054	32032	10239842	958714	10245645	2793378	10234054	0.83873	10239842	1.00435	10245645	1.06176	10234054	38191.0746008847	10239842	954561.656792951	10245645	2630893.98734177
87	10320946	51731	10326734	919255	10332553	2268605	10320946	0.83941	10326734	1.00456	10332553	1.06239	10320946	61627.8100094114	10326734	915082.225053755	10332553	2135378.72156176	10337529	45581	10343301	971083	10349120	2560628	10337529	0.83969	10343301	1.00429	10349120	1.06155	10337529	54283.1282973478	10343301	966934.849495664	10349120	2412159.5779756	10354096	32363	10359884	961336	10365672	2790119	10354096	0.83904	10359884	1.00418	10365672	1.06196	10354096	38571.4626239512	10359884	957334.342448565	10365672	2627329.65460093
88	10440957	52229	10446745	919661	10452548	2261144	10440957	0.83983	10446745	1.00456	10452548	1.06341	10440957	62189.9670171344	10446745	915486.382097635	10452548	2126314.40366369	10457525	45654	10463297	972609	10469100	2556527	10457525	0.83969	10463297	1.00449	10469100	1.06318	10457525	54370.0651430885	10463297	968261.505838784	10469100	2404604.11219173	10474076	32422	10479864	962055	10485667	2794430	10474076	0.84001	10479864	1.00468	10485667	1.06305	10474076	38597.1595576243	10479864	957573.555759048	10485667	2628691.03052538
89	10560968	52437	10566756	918985	10572559	2253787	10560968	0.83891	10566756	1.0042	10572559	1.06269	10560968	62506.1091177838	10566756	915141.406094404	10572559	2120832.03944706	10577536	46430	10583323	973065	10589111	2546024	10577536	0.83927	10583323	1.00544	10589111	1.06314	10577536	55321.886877882	10583323	967800.167091025	10589111	2394815.35827831	10594087	32769	10599875	958671	10605678	2787211	10594087	0.83908	10599875	1.00408	10605678	1.0623	10594087	39053.4871525957	10599875	954775.515895148	10605678	2623751.29436129
90	10680979	52980	10686767	917727	10692570	2238750	10680979	0.83954	10686767	1.00448	10692570	1.06216	10680979	63105.9866117159	10686767	913633.920038229	10692570	2107733.29818483	10697547	46869	10703319	967605	10709122	2530442	10697547	0.83946	10703319	1.00481	10709122	1.06284	10697547	55832.3207776428	10703319	962973.099391925	10709122	2380830.6047947	10714098	32894	10719886	959813	10725674	2790513	10714098	0.8391	10719886	1.00408	10725674	1.06238	10714098	39201.525443928	10719886	955912.87546809	10725674	2626661.8347484
